CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,WHEELBASE,OAL,MAXWIDTH,CURBWT,TRACKWIDTH,OVERHANG_FRT,OVERHANG_REAR,UEW,ENG_CYL,ENG_DISP,TRANSMISSION,DRVWHEELS,ALTVEH,SUSPMODS,CASEWGT,PSUSTRAT,VERSION
8724,17,89,1-17-2017-089-05,5,1,281,509,185,1613,157,110,120,148,6,4,2,1,0,0,628.83294075430700000000,4,2
8724,17,89,1-17-2017-089-05,5,2,320,526,174,1815,152,86,120,139,5,4,2,2,0,0,628.83294075430700000000,4,2
8724,17,89,1-17-2017-089-05,5,3,278,482,180,1429,153,96,110,144,4,3,1,1,0,0,628.83294075430700000000,4,2
8808,17,90,1-17-2017-090-02,2,1,284,511,185,1754,159,101,126,148,6,4,2,1,0,0,70.25774132264430000000,4,2
8808,17,90,1-17-2017-090-02,2,2,270,462,186,1788,157,100,93,148,4,3,2,3,0,0,70.25774132264430000000,4,2
8809,17,91,1-17-2017-091-04,4,1,330,557,200,2424,166,96,133,160,8,5,2,3,0,0,1129.31246423995000000000,4,2
8809,17,91,1-17-2017-091-04,4,2,255,433,187,1540,156,89,90,149,6,4,2,2,0,0,1129.31246423995000000000,4,2
8810,17,92,1-17-2017-092-08,8,1,260,453,170,1135,146,94,100,150,4,2,2,1,0,0,265.66832544665600000000,4,2
8810,17,92,1-17-2017-092-08,8,2,299,507,195,2419,162,92,118,178,8,6,2,3,0,0,265.66832544665600000000,4,2
8859,17,93,1-17-2017-093-09,9,1,274,481,182,1389,157,98,109,152,4,2,2,1,0,0,1405.40950226752000000000,4,2
8859,17,93,1-17-2017-093-09,9,2,278,491,185,1615,158,98,114,156,4,2,2,1,0,0,1405.40950226752000000000,4,2
8948,17,94,1-17-2017-094-02,2,1,267,456,175,1187,151,93,96,150,4,2,2,1,0,0,187.31185938244400000000,4,2
9025,17,95,1-17-2017-095-01,1,1,368,581,200,2522,170,98,116,160,6,4,2,3,0,0,141.13979406929600000000,4,2
6129,18,1,1-18-2017-001-10,10,1,352,561,200,2495,170,94,113,181,8,5,2,3,0,0,6297.69228784152000000000,6,2
6211,18,2,1-18-2017-002-04,4,1,340,546,202,2290,167,101,105,172,8,5,2,3,0,0,559.49708685966300000000,6,2
6211,18,2,1-18-2017-002-04,4,2,270,446,180,1286,156,93,84,154,4,2,2,1,0,0,559.49708685966300000000,6,2
6214,18,3,1-18-2017-003-10,10,1,287,487,189,2084,158,90,110,168,6,4,2,3,0,0,4594.56953046122000000000,6,2
6258,18,4,1-18-2017-004-10,10,1,281,508,185,1572,157,108,121,150,6,3,2,1,0,0,4851.78412070462000000000,6,2
6258,18,4,1-18-2017-004-10,10,2,278,484,180,1437,154,97,109,999,4,2,9,9,9,0,4851.78412070462000000000,6,2
6259,18,5,1-18-2017-005-09,9,1,303,508,198,1990,172,95,110,999,6,3,2,1,0,0,1101.97355497386000000000,6,2
6259,18,5,1-18-2017-005-09,9,2,260,449,170,1050,143,97,94,138,4,2,2,1,0,0,1101.97355497386000000000,6,2
6314,18,6,1-18-2017-006-10,10,1,293,516,187,1810,189,109,115,156,6,4,2,1,0,0,9018.03222861973000000000,6,2
6314,18,6,1-18-2017-006-10,10,2,287,487,189,2099,158,90,110,166,6,4,2,3,0,0,9018.03222861973000000000,6,2
6364,18,7,1-18-2017-007-02,2,1,253,440,174,1245,151,89,98,162,4,1,2,1,0,0,124.55954653348500000000,6,2
6405,18,8,1-18-2017-008-07,7,1,260,454,176,1255,152,94,100,154,4,2,2,1,0,0,1457.92941404829000000000,6,2
6450,18,9,1-18-2017-009-06,6,1,271,446,175,1380,153,90,85,999,4,2,9,9,9,0,257.06934486803000000000,6,2
6450,18,9,1-18-2017-009-06,6,2,286,479,184,1782,158,96,97,160,6,3,2,4,0,0,257.06934486803000000000,6,2
6504,18,10,1-18-2017-010-09,9,1,365,565,202,2575,171,95,105,176,8,7,2,3,0,1,2893.11600762170000000000,6,2
6543,18,11,1-18-2017-011-06,6,1,260,430,170,1235,148,91,80,152,4,2,2,1,0,0,726.60901657940100000000,6,2
6543,18,11,1-18-2017-011-06,6,2,262,475,190,1853,165,96,98,160,6,4,2,1,0,0,726.60901657940100000000,6,2
6592,18,12,1-18-2017-012-04,4,1,277,486,183,1416,159,97,112,170,4,3,2,1,0,0,2398.10824569296000000000,6,2
6592,18,12,1-18-2017-012-04,4,2,305,508,189,1719,160,92,112,158,6,4,2,2,0,0,2398.10824569296000000000,6,2
6639,18,13,1-18-2017-013-06,6,1,285,480,179,1507,154,102,94,148,4,2,2,1,0,0,385.19032204209200000000,6,2
6691,18,15,1-18-2017-015-09,9,1,255,456,173,1254,145,107,100,144,8,5,2,2,0,0,958.54534062632800000000,6,2
6691,18,15,1-18-2017-015-09,9,2,264,461,173,1199,145,100,98,148,4,2,2,1,0,0,958.54534062632800000000,6,2
6719,18,16,1-18-2017-016-03,3,1,274,487,185,1620,158,99,114,154,4,3,2,1,0,0,208.07525317884000000000,6,2
6754,18,17,1-18-2017-017-09,9,1,330,557,200,2424,167,96,133,178,8,5,2,3,0,0,2543.89401154685000000000,6,2
6796,18,18,1-18-2017-018-03,3,1,272,473,179,1413,150,101,102,154,6,3,2,1,0,0,329.59017347433600000000,6,2
6796,18,18,1-18-2017-018-03,3,2,270,469,188,1690,164,93,106,158,4,2,2,1,0,0,329.59017347433600000000,6,2
6830,18,19,1-18-2017-019-08,8,1,265,422,179,1819,153,75,82,153,6,4,2,1,0,0,703.27361945978400000000,6,2
6888,18,21,1-18-2017-021-09,9,1,258,426,176,1522,147,74,94,155,6,4,2,3,0,0,1731.35796359501000000000,6,2
6912,18,22,1-18-2017-022-07,7,1,303,510,200,1969,162,96,111,150,6,4,2,2,0,0,1047.66565241308000000000,6,2
6912,18,22,1-18-2017-022-07,7,2,351,600,202,2328,174,87,162,179,8,5,2,2,0,0,1047.66565241308000000000,6,2
6956,18,23,1-18-2017-023-10,10,1,291,538,198,1722,161,107,139,160,8,5,2,2,0,0,20830.73511251550000000000,6,2
6993,18,24,1-18-2017-024-10,10,1,271,460,178,1805,148,82,105,160,6,4,2,4,0,0,13682.26404393850000000000,6,2
7030,18,25,1-18-2017-025-04,4,1,266,456,185,1615,157,90,100,162,4,3,2,4,0,0,1508.13322942618000000000,6,2
7030,18,25,1-18-2017-025-04,4,2,286,479,181,1660,157,96,97,158,6,3,2,4,0,0,1508.13322942618000000000,6,2
7069,18,26,1-18-2017-026-01,1,1,296,505,201,2064,170,101,107,164,6,4,2,4,0,0,406.96035874213900000000,6,2
7069,18,26,1-18-2017-026-01,1,2,389,589,202,2668,171,95,105,170,8,7,2,3,0,0,406.96035874213900000000,6,2
7126,18,27,1-18-2017-027-04,4,1,284,511,185,1754,159,101,126,141,6,4,2,1,0,0,457.76829821327100000000,6,2
7127,18,28,1-18-2017-028-09,9,1,270,478,178,1440,151,98,110,999,4,2,9,9,9,0,853.81231680649800000000,6,2
7127,18,28,1-18-2017-028-09,9,2,273,510,184,1532,151,118,121,999,6,3,9,9,9,0,853.81231680649800000000,6,2
7127,18,28,1-18-2017-028-09,9,3,281,508,185,1572,157,108,121,156,6,3,2,1,0,0,853.81231680649800000000,6,2
7176,18,29,1-18-2017-029-06,6,1,357,570,195,2333,173,102,111,182,8,6,2,3,0,0,1868.06986050596000000000,6,2
7176,18,29,1-18-2017-029-06,6,2,284,500,186,1712,157,102,114,152,4,2,2,1,0,0,1868.06986050596000000000,6,2
7223,18,30,1-18-2017-030-08,8,1,323,515,200,1994,165,97,95,999,6,4,9,9,9,0,363.80901130632200000000,6,2
7224,18,31,1-18-2017-031-07,7,2,265,463,178,1381,154,89,109,150,5,3,2,1,0,0,1313.24977357053000000000,6,2
7277,18,32,1-18-2017-032-04,4,1,286,479,184,1782,158,96,97,166,4,2,2,4,0,0,1598.29630310592000000000,6,2
7277,18,32,1-18-2017-032-04,4,2,274,487,185,1620,158,99,114,164,4,3,2,1,0,0,1598.29630310592000000000,6,2
7361,18,33,1-18-2017-033-04,4,1,365,570,203,2397,173,100,105,182,8,5,2,3,0,0,706.85869642507400000000,6,2
7438,18,34,1-18-2017-034-03,3,1,265,453,183,1340,154,89,99,148,4,2,2,1,0,0,172.96302857608600000000,6,2
7438,18,34,1-18-2017-034-03,3,2,308,514,200,2115,166,95,111,999,6,4,9,9,0,0,172.96302857608600000000,6,2
7454,18,36,1-18-2017-036-03,3,1,255,411,179,1220,156,84,73,162,4,2,2,1,0,0,172.96302857608600000000,6,2
7454,18,36,1-18-2017-036-03,3,2,269,450,176,1717,149,81,98,158,6,4,2,3,0,0,172.96302857608600000000,6,2
7542,18,37,1-18-2017-037-04,4,1,277,494,185,1528,157,106,112,150,6,3,2,1,0,0,5254.45731880989000000000,6,2
7542,18,37,1-18-2017-037-04,4,2,249,441,172,1160,147,86,106,148,4,2,2,1,0,0,5254.45731880989000000000,6,2
7605,18,38,1-18-2017-038-02,2,1,268,460,180,1399,155,96,96,146,4,1,2,1,0,0,82.56750368106610000000,6,2
7606,18,39,1-18-2017-039-09,9,1,302,520,199,2424,166,98,119,169,8,5,2,1,0,0,3265.88247428880000000000,6,2
7690,18,41,1-18-2017-041-07,7,1,278,481,182,1500,158,96,107,146,4,3,2,1,0,0,661.11520052444500000000,6,2
7690,18,41,1-18-2017-041-07,7,2,297,501,178,1850,164,85,117,999,8,6,9,9,9,0,661.11520052444500000000,6,2
7723,18,42,1-18-2017-042-05,5,1,262,452,182,1604,156,89,100,166,4,2,2,3,0,0,75.64990687070430000000,6,2
7724,18,43,1-18-2017-043-06,6,1,281,509,185,1613,158,110,120,155,6,4,2,1,0,0,580.56124480734400000000,6,2
7724,18,43,1-18-2017-043-06,6,2,282,475,190,1853,165,96,98,160,6,4,2,4,0,0,580.56124480734400000000,6,2
7788,18,44,1-18-2017-044-09,9,1,270,449,175,1304,150,87,93,152,4,1,2,1,0,0,2583.42857714023000000000,6,2
7854,18,45,1-18-2017-045-07,7,1,287,487,189,2052,158,90,110,154,6,4,2,3,0,0,252.54613030044100000000,6,2
7855,18,46,1-18-2017-046-07,7,1,287,516,194,1918,168,103,126,154,6,4,2,1,0,0,252.54613030044100000000,6,2
7902,18,47,1-18-2017-047-04,4,1,286,479,184,1881,158,96,97,152,6,4,2,4,0,0,2602.89340505390000000000,6,2
7958,18,48,1-18-2017-048-04,4,1,304,508,193,2262,163,86,118,162,6,4,2,4,0,0,1817.72986799856000000000,6,2
7958,18,48,1-18-2017-048-04,4,2,255,400,170,1135,145,81,64,144,4,2,2,1,0,0,1817.72986799856000000000,6,2
7959,18,49,1-18-2017-049-02,2,2,275,476,182,1550,157,96,105,158,4,3,2,1,0,0,82.56750368106610000000,6,2
8040,18,51,1-18-2017-051-07,7,1,277,494,185,1528,157,106,112,154,6,3,2,1,0,0,542.40021166799200000000,6,2
8040,18,51,1-18-2017-051-07,7,2,265,453,178,1228,156,90,98,156,4,2,2,1,0,0,542.40021166799200000000,6,2
8073,18,52,1-18-2017-052-06,6,1,281,508,185,1540,154,108,121,154,6,3,2,1,0,0,589.07980849348800000000,6,2
8073,18,52,1-18-2017-052-06,6,2,286,479,184,1782,158,96,97,163,6,3,2,4,0,0,589.07980849348800000000,6,2
8074,18,53,1-18-2017-053-06,6,1,365,570,203,2408,173,100,105,178,8,5,2,3,0,0,589.07980849348800000000,6,2
8130,18,54,1-18-2017-054-01,1,1,272,474,185,1844,155,98,104,154,6,3,2,4,0,0,379.98349883598600000000,6,2
8130,18,54,1-18-2017-054-01,1,2,273,510,184,1497,151,118,121,148,6,3,2,1,0,0,379.98349883598600000000,6,2
8210,18,55,1-18-2017-055-07,7,1,286,479,184,1706,158,96,97,155,4,2,2,1,0,0,1178.91146170421000000000,6,2
8211,18,56,1-18-2017-056-04,4,1,275,490,181,1575,160,105,110,146,4,2,2,1,0,0,1072.23628325102000000000,6,2
8211,18,56,1-18-2017-056-04,4,2,257,491,188,1556,154,115,119,999,8,6,9,9,9,0,1072.23628325102000000000,6,2
8273,18,57,1-18-2017-057-09,9,1,306,511,203,2194,172,99,106,182,8,5,2,3,0,0,5717.44522861119000000000,6,2
8273,18,57,1-18-2017-057-09,9,2,389,595,202,2668,171,101,105,180,8,7,2,3,0,0,5717.44522861119000000000,6,2
8361,18,58,1-18-2017-058-09,9,1,288,480,200,1779,162,96,97,158,6,3,2,1,0,0,1580.31941531867000000000,6,2
8389,18,60,1-18-2017-060-03,3,1,281,484,197,2009,165,95,108,170,6,4,2,4,0,0,219.84355060555800000000,6,2
8389,18,60,1-18-2017-060-03,3,2,245,378,167,930,143,74,60,152,4,1,1,1,0,0,219.84355060555800000000,6,2
8433,18,61,1-18-2017-061-04,4,1,273,465,184,1578,158,95,98,162,4,2,2,4,0,0,3486.74804297256000000000,6,2
8508,18,62,1-18-2017-062-03,3,1,308,514,200,2050,166,96,111,164,6,4,2,1,0,0,400.87137569831700000000,6,2
8508,18,62,1-18-2017-062-03,3,2,271,468,183,1445,158,98,99,147,4,2,2,1,0,0,400.87137569831700000000,6,2
8509,18,63,1-18-2017-063-06,6,1,305,510,183,1741,159,94,113,157,6,3,2,2,0,0,610.85441384266600000000,6,2
8509,18,63,1-18-2017-063-06,6,2,281,509,185,1630,158,110,120,154,6,4,2,1,0,0,610.85441384266600000000,6,2
8588,18,65,1-18-2017-065-06,6,1,279,494,184,1486,159,99,114,150,4,3,1,1,0,0,839.60565091644400000000,6,2
8588,18,65,1-18-2017-065-06,6,2,303,509,200,1748,162,96,111,156,6,3,2,2,0,0,839.60565091644400000000,6,2
8635,18,66,1-18-2017-066-03,3,2,270,463,176,1293,153,91,102,158,4,2,2,1,0,0,516.95073212531300000000,6,2
8635,18,66,1-18-2017-066-03,3,3,287,487,189,2060,158,90,110,164,6,4,2,3,0,0,516.95073212531300000000,6,2
8636,18,67,1-18-2017-067-02,2,1,281,504,182,1577,157,112,112,162,6,4,2,1,0,0,82.56750368106610000000,6,2
8636,18,67,1-18-2017-067-02,2,2,286,479,184,1782,158,96,97,160,4,2,2,4,0,0,82.56750368106610000000,6,2
8636,18,67,1-18-2017-067-02,2,3,280,484,183,1535,160,97,108,146,4,2,2,1,0,0,82.56750368106610000000,6,2
8746,18,69,1-18-2017-069-07,7,1,285,487,179,1549,153,99,103,163,4,2,2,1,0,0,1178.05380765669000000000,6,2
8765,18,70,1-18-2017-070-03,3,1,308,514,200,2115,166,95,111,153,6,4,2,1,0,0,278.00972779916800000000,6,2
8811,18,71,1-18-2017-071-09,9,1,250,394,169,1111,144,999,999,999,4,2,2,1,0,1,9984.70215625247000000000,6,2
8879,18,72,1-18-2017-072-04,4,1,269,454,184,1713,157,93,92,158,4,2,2,1,0,0,1390.56346152585000000000,6,2
8880,18,73,1-18-2017-073-01,1,1,281,503,184,1516,157,111,113,152,6,3,2,1,0,0,136.74127624896500000000,6,2
8977,18,74,1-18-2017-074-07,7,1,264,457,176,1325,153,96,98,161,4,2,2,1,0,0,5341.98894838585000000000,6,2
8977,18,74,1-18-2017-074-07,7,2,365,565,199,2168,167,95,105,176,8,5,2,3,0,0,5341.98894838585000000000,6,2
9033,18,75,1-18-2017-075-07,7,1,255,411,179,1315,156,84,73,999,4,2,9,9,0,0,1923.36342162492000000000,6,2
9092,18,76,1-18-2017-076-04,4,1,286,479,184,1713,158,96,97,150,4,2,2,1,0,1,296.07330258996400000000,6,2
9092,18,76,1-18-2017-076-04,4,2,403,621,203,3053,173,97,121,162,8,6,2,3,0,0,296.07330258996400000000,6,2
6068,19,1,1-19-2017-001-06,6,1,282,499,184,1494,151,109,109,144,6,3,2,1,0,0,250.94245606192000000000,9,2
6068,19,1,1-19-2017-001-06,6,2,276,458,177,1600,151,76,110,148,6,3,2,2,0,0,250.94245606192000000000,9,2
6105,19,2,1-19-2017-002-05,5,1,305,508,189,1860,160,92,112,170,8,5,2,2,0,0,84.45242169221480000000,9,2
6106,19,3,1-19-2017-003-02,2,1,270,463,176,1293,153,91,102,148,4,2,2,1,0,0,102.08901342749200000000,9,2
6111,19,4,1-19-2017-004-05,5,1,368,581,200,2350,170,98,116,180,6,4,2,2,0,1,84.45242169221480000000,9,2
6112,19,5,1-19-2017-005-03,3,1,999,999,999,9999,999,999,999,999,99,99,9,9,9,0,639.39264963286900000000,9,2
6112,19,5,1-19-2017-005-03,3,2,284,488,186,1554,160,94,110,150,4,2,2,1,0,0,639.39264963286900000000,9,2
6186,19,6,1-19-2017-006-04,4,1,286,501,200,2067,170,96,117,170,6,3,2,1,0,0,1259.52606882267000000000,9,2
6186,19,6,1-19-2017-006-04,4,2,999,999,999,9999,174,77,999,174,8,5,2,1,1,1,1259.52606882267000000000,9,2
6187,19,7,1-19-2017-007-05,5,1,312,520,173,1425,139,90,118,160,6,4,2,2,0,0,79.98489951025890000000,9,2
6187,19,7,1-19-2017-007-05,5,2,269,457,179,1296,152,94,95,143,4,2,2,1,0,0,79.98489951025890000000,9,2
6188,19,8,1-19-2017-008-08,8,1,276,502,185,1521,158,106,121,160,6,3,2,1,0,0,306.90561299384600000000,9,2
6189,19,9,1-19-2017-009-05,5,1,285,487,179,1569,153,99,103,155,4,2,2,1,0,0,79.98489951025890000000,9,2
6265,19,12,1-19-2017-012-07,7,1,274,485,185,1491,158,102,111,160,4,2,2,1,0,0,550.08296943677000000000,9,2
6265,19,12,1-19-2017-012-07,7,2,287,487,189,2004,158,90,110,160,6,4,2,1,0,0,550.08296943677000000000,9,2
6266,19,13,1-19-2017-013-05,5,1,281,504,182,1577,157,112,112,150,6,4,2,1,0,0,79.98489951025890000000,9,2
6269,19,14,1-19-2017-014-09,9,1,279,480,188,1940,158,91,108,170,6,4,2,4,0,0,933.15590969023200000000,9,2
6270,19,15,1-19-2017-015-06,6,1,353,561,201,1911,165,100,110,180,8,5,2,2,0,0,169.15525252144600000000,9,2
6270,19,15,1-19-2017-015-06,6,2,365,570,203,2299,173,100,105,180,8,5,2,2,0,0,169.15525252144600000000,9,2
6310,19,17,1-19-2017-017-02,2,1,278,484,186,1630,158,97,110,170,6,4,2,1,0,0,102.08901342749200000000,9,2
6310,19,17,1-19-2017-017-02,2,2,281,478,188,1685,160,92,105,150,8,6,1,2,0,0,102.08901342749200000000,9,2
6312,19,18,1-19-2017-018-03,3,1,303,507,192,1900,162,93,111,152,6,3,2,1,0,0,252.84641086525500000000,9,2
6312,19,18,1-19-2017-018-03,3,2,281,509,185,1613,158,110,120,152,6,3,2,1,0,0,252.84641086525500000000,9,2
6362,19,19,1-19-2017-019-06,6,1,281,509,185,1658,158,110,120,148,6,4,2,1,0,0,417.70420985892400000000,9,2
6362,19,19,1-19-2017-019-06,6,2,243,429,164,1014,999,85,102,136,4,2,2,1,0,0,417.70420985892400000000,9,2
6363,19,20,1-19-2017-020-04,4,1,295,508,183,1730,152,87,125,150,6,3,2,2,0,0,1320.59535121042000000000,9,2
6363,19,20,1-19-2017-020-04,4,2,293,473,173,1479,153,95,84,160,6,3,2,2,0,0,1320.59535121042000000000,9,2
6394,19,21,1-19-2017-021-03,3,1,287,516,194,1918,168,103,126,160,6,4,2,1,0,0,2777.33927092249000000000,9,2
6394,19,21,1-19-2017-021-03,3,2,295,505,200,2214,167,96,116,180,8,5,2,2,0,0,2777.33927092249000000000,9,2
6395,19,22,1-19-2017-022-02,2,1,286,479,184,1706,158,96,97,150,4,2,2,1,0,0,231.02781274465900000000,9,2
6395,19,22,1-19-2017-022-02,2,2,285,488,185,2112,158,86,118,180,6,4,2,2,0,0,231.02781274465900000000,9,2
6439,19,23,1-19-2017-023-05,5,1,298,493,195,1690,160,92,106,160,6,4,2,2,0,0,89.46450544409630000000,9,2
6439,19,23,1-19-2017-023-05,5,2,260,454,176,1255,152,94,100,160,4,2,2,1,0,0,89.46450544409630000000,9,2
6440,19,24,1-19-2017-024-08,8,1,320,528,200,2318,170,92,116,170,8,5,2,3,0,0,795.12891981253700000000,9,2
6440,19,24,1-19-2017-024-08,8,2,260,451,170,1200,147,89,103,136,4,2,2,1,0,0,795.12891981253700000000,9,2
6497,19,25,1-19-2017-025-05,5,1,273,483,183,1490,156,101,110,150,4,3,2,1,0,0,253.13956462978300000000,9,2
6497,19,25,1-19-2017-025-05,5,2,357,571,202,2208,175,101,113,170,8,5,2,2,0,0,253.13956462978300000000,9,2
6498,19,26,1-19-2017-026-05,5,1,284,484,178,1631,149,89,112,150,6,4,2,3,0,0,253.13956462978300000000,9,2
6498,19,26,1-19-2017-026-05,5,2,276,454,186,1862,156,71,105,150,6,4,2,2,0,0,253.13956462978300000000,9,2
6535,19,27,1-19-2017-027-05,5,1,260,454,176,1279,151,94,100,160,4,2,2,1,0,0,98.25784561067750000000,9,2
6535,19,27,1-19-2017-027-05,5,2,262,439,178,1357,154,85,92,152,6,3,2,1,0,0,98.25784561067750000000,9,2
6559,19,29,1-19-2017-029-01,1,1,308,512,195,1939,160,100,104,999,6,4,2,1,0,0,184.56369697782800000000,9,2
6584,19,31,1-19-2017-031-05,5,1,285,487,179,1551,153,99,103,150,4,2,2,1,0,0,79.98489951025890000000,9,2
6609,19,32,1-19-2017-032-03,3,1,265,422,179,1236,156,83,74,170,4,2,2,1,0,0,513.15205179595300000000,9,2
6609,19,32,1-19-2017-032-03,3,2,249,407,172,1244,146,85,73,160,4,2,2,1,0,0,513.15205179595300000000,9,2
6633,19,33,1-19-2017-033-10,10,1,296,505,201,1990,170,101,107,180,6,4,2,1,0,0,12915.28522029220000000000,9,2
6633,19,33,1-19-2017-033-10,10,2,368,581,200,2350,170,98,116,170,8,5,2,2,0,0,12915.28522029220000000000,9,2
6634,19,34,1-19-2017-034-06,6,1,250,428,170,1080,146,85,93,132,4,2,2,1,0,0,497.45762400737000000000,9,2
6634,19,34,1-19-2017-034-06,6,2,287,487,189,2004,158,90,110,168,6,4,2,2,0,0,497.45762400737000000000,9,2
6674,19,35,1-19-2017-035-06,6,1,270,475,182,1459,155,95,110,150,4,2,2,1,0,0,575.35912671865800000000,9,2
6674,19,35,1-19-2017-035-06,6,2,277,481,182,1441,159,96,108,160,4,3,2,1,0,0,575.35912671865800000000,9,2
6675,19,36,1-19-2017-036-08,8,1,247,442,170,1145,146,90,107,142,4,2,2,1,0,0,443.23861481034500000000,9,2
6675,19,36,1-19-2017-036-08,8,2,283,477,188,1822,163,94,98,166,6,4,2,4,0,0,443.23861481034500000000,9,2
6711,19,37,1-19-2017-037-07,7,1,290,485,185,1565,156,84,111,154,6,3,2,2,0,0,3842.78409134777000000000,9,2
6712,19,38,1-19-2017-038-08,8,1,288,480,200,1832,162,96,97,170,6,3,2,1,0,0,910.33628787797500000000,9,2
6712,19,38,1-19-2017-038-08,8,2,259,458,173,1292,148,93,106,150,4,2,2,1,0,0,910.33628787797500000000,9,2
6751,19,39,1-19-2017-039-10,10,1,999,999,999,9999,999,999,999,999,99,99,9,9,9,0,18182.90576581580000000000,9,2
6751,19,39,1-19-2017-039-10,10,2,272,466,172,1871,142,90,105,150,6,4,2,2,0,0,18182.90576581580000000000,9,2
6752,19,40,1-19-2017-040-08,8,1,272,466,172,1871,142,90,105,160,6,4,2,3,0,0,539.52796496770800000000,9,2
6790,19,41,1-19-2017-041-01,1,1,302,523,200,2652,171,99,123,180,6,4,2,2,0,0,249.50248848962300000000,9,2
6792,19,42,1-19-2017-042-03,3,1,283,482,188,1891,161,99,100,150,6,4,2,1,0,0,1005.66044828180000000000,9,2
6792,19,42,1-19-2017-042-03,3,2,271,468,183,1445,158,98,99,150,4,2,2,1,0,0,1005.66044828180000000000,9,2
6825,19,43,1-19-2017-043-02,2,1,264,441,176,1428,151,88,89,160,4,2,2,1,0,0,102.08901342749200000000,9,2
6825,19,43,1-19-2017-043-02,2,2,270,478,178,1440,151,98,110,999,4,2,2,1,9,0,102.08901342749200000000,9,2
6826,19,44,1-19-2017-044-08,8,1,293,516,187,1707,159,109,115,152,6,4,2,1,0,0,1264.82168849430000000000,9,2
6867,19,45,1-19-2017-045-02,2,1,260,446,170,1132,148,83,103,144,4,2,2,1,0,0,178.30364945838700000000,9,2
6868,19,46,1-19-2017-046-05,5,1,257,412,170,1168,148,82,73,130,4,2,2,1,0,0,283.11923036077500000000,9,2
6904,19,48,1-19-2017-048-01,1,1,255,411,179,1220,156,84,73,140,4,2,2,1,0,0,144.57700864551200000000,9,2
6928,19,49,1-19-2017-049-03,3,1,277,486,183,1416,159,97,112,160,4,3,2,1,0,0,321.16457646952100000000,9,2
6928,19,49,1-19-2017-049-03,3,2,302,508,202,1836,167,101,105,160,8,5,2,2,0,0,321.16457646952100000000,9,2
6946,19,50,1-19-2017-050-03,3,1,257,436,172,1131,153,81,98,140,4,2,2,1,0,0,292.08049170068200000000,9,2
6946,19,50,1-19-2017-050-03,3,2,272,477,188,1516,159,94,112,170,6,4,2,2,0,0,292.08049170068200000000,9,2
6947,19,51,1-19-2017-051-10,10,1,295,505,200,2190,167,96,116,180,8,5,2,2,0,0,11555.35071414100000000000,9,2
6983,19,52,1-19-2017-052-03,3,1,287,501,200,2067,170,96,117,172,6,4,2,1,0,0,360.98015372023500000000,9,2
6983,19,52,1-19-2017-052-03,3,2,330,570,204,2511,173,103,137,180,8,5,2,2,0,0,360.98015372023500000000,9,2
6984,19,53,1-19-2017-053-03,3,1,278,486,185,1496,158,96,112,160,4,2,2,1,0,0,360.98015372023500000000,9,2
6984,19,53,1-19-2017-053-03,3,2,264,470,174,1193,145,107,99,160,4,2,2,1,0,0,360.98015372023500000000,9,2
7020,19,54,1-19-2017-054-01,1,1,285,508,187,1618,159,108,116,160,6,4,2,1,0,0,334.48698003331000000000,9,2
7020,19,54,1-19-2017-054-01,1,2,278,484,186,1630,159,97,110,160,6,4,2,1,0,0,334.48698003331000000000,9,2
7036,19,56,1-19-2017-056-02,2,2,281,463,190,1975,160,91,93,999,4,2,2,4,9,0,112.14787202290300000000,9,2
7036,19,56,1-19-2017-056-02,2,3,278,486,185,1521,158,96,112,174,4,2,2,1,0,0,112.14787202290300000000,9,2
7036,19,56,1-19-2017-056-02,2,4,300,511,196,2033,169,93,118,999,6,4,2,1,9,0,112.14787202290300000000,9,2
7036,19,56,1-19-2017-056-02,2,5,326,540,189,1833,158,94,120,999,6,4,2,2,9,0,112.14787202290300000000,9,2
7036,19,56,1-19-2017-056-02,2,6,390,598,203,2918,174,100,108,999,8,7,2,3,9,0,112.14787202290300000000,9,2
7058,19,57,1-19-2017-057-10,10,1,264,459,174,1172,145,99,97,140,4,2,2,1,0,0,9189.86912192756000000000,9,2
7059,19,58,1-19-2017-058-04,4,1,249,440,172,1169,146,85,106,140,4,2,2,1,0,0,1119.08307584669000000000,9,2
7059,19,58,1-19-2017-058-04,4,2,277,487,184,1614,158,105,104,150,4,2,2,1,9,0,1119.08307584669000000000,9,2
7060,19,59,1-19-2017-059-05,5,1,264,460,176,1354,152,95,99,160,4,2,2,1,0,0,79.98489951025890000000,9,2
7060,19,59,1-19-2017-059-05,5,2,305,508,189,1733,160,92,112,160,6,3,2,2,0,0,79.98489951025890000000,9,2
7115,19,60,1-19-2017-060-05,5,1,274,481,192,1642,158,102,107,160,6,3,2,1,0,0,169.97030620833300000000,9,2
7115,19,60,1-19-2017-060-05,5,2,276,502,185,1500,158,106,121,160,6,3,2,1,0,0,169.97030620833300000000,9,2
7162,19,61,1-19-2017-061-05,5,1,270,449,175,1199,150,87,93,160,4,2,2,1,0,0,82.44532525020580000000,9,2
7163,19,62,1-19-2017-062-03,3,1,269,454,184,1635,157,93,92,148,4,3,2,1,0,0,624.19684249779500000000,9,2
7163,19,62,1-19-2017-062-03,3,2,312,515,173,1502,139,90,113,144,4,2,2,2,0,0,624.19684249779500000000,9,2
