CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,INTEGRITY,CASEWGT,PSUSTRAT,VERSION
8067,16,68,1-16-2017-068-06,6,1,0,1059.50000000000000000000,5,2
8067,16,68,1-16-2017-068-06,6,2,0,1059.50000000000000000000,5,2
8116,16,69,1-16-2017-069-08,8,2,0,455.50000000000000000000,5,2
8117,16,70,1-16-2017-070-06,6,2,0,1070.00000000000000000000,5,2
8117,16,70,1-16-2017-070-06,6,3,9,1070.00000000000000000000,5,2
8198,16,71,1-16-2017-071-06,6,2,7,2078.00000000000000000000,5,2
8262,16,73,1-16-2017-073-04,4,1,0,1022.75000000000000000000,5,2
8278,16,74,1-16-2017-074-04,4,1,0,1022.75000000000000000000,5,2
8278,16,74,1-16-2017-074-04,4,2,0,1022.75000000000000000000,5,2
8354,16,75,1-16-2017-075-04,4,1,0,3233.50000000000000000000,5,2
8418,16,76,1-16-2017-076-04,4,1,0,1988.25000000000000000000,5,2
8420,16,77,1-16-2017-077-03,3,2,0,591.75000000000000000000,5,2
8478,16,78,1-16-2017-078-10,10,1,0,5620.00000000000000000000,5,2
8480,16,79,1-16-2017-079-04,4,1,0,1202.00000000000000000000,5,2
8480,16,79,1-16-2017-079-04,4,2,0,1202.00000000000000000000,5,2
8550,16,80,1-16-2017-080-10,10,1,0,8274.00000000000000000000,5,2
8550,16,81,1-16-2017-081-03,3,1,0,526.75000000000000000000,5,2
8552,16,82,1-16-2017-082-04,4,1,0,1769.75000000000000000000,5,2
8552,16,82,1-16-2017-082-04,4,2,0,1769.75000000000000000000,5,2
8552,16,82,1-16-2017-082-04,4,3,0,1769.75000000000000000000,5,2
8618,16,83,1-16-2017-083-05,5,1,2,56.92187500000000000000,5,2
8618,16,83,1-16-2017-083-05,5,1,6,56.92187500000000000000,5,2
8618,16,83,1-16-2017-083-05,5,2,0,56.92187500000000000000,5,2
8646,16,85,1-16-2017-085-02,2,1,0,24.48437500000000000000,5,2
8646,16,85,1-16-2017-085-02,2,2,0,24.48437500000000000000,5,2
8690,16,86,1-16-2017-086-09,9,1,0,3547.50000000000000000000,5,2
8694,16,87,1-16-2017-087-02,2,1,0,47.92187500000000000000,5,2
8694,16,87,1-16-2017-087-02,2,2,0,47.92187500000000000000,5,2
8788,16,88,1-16-2017-088-06,6,1,0,2287.50000000000000000000,5,2
8860,16,89,1-16-2017-089-04,4,2,0,1935.75000000000000000000,5,2
8860,16,90,1-16-2017-090-09,9,1,0,3126.00000000000000000000,5,2
8950,16,91,1-16-2017-091-02,2,1,1,28.38671875000000000000,5,2
8950,16,91,1-16-2017-091-02,2,1,4,28.38671875000000000000,5,2
8950,16,91,1-16-2017-091-02,2,1,6,28.38671875000000000000,5,2
8950,16,91,1-16-2017-091-02,2,1,7,28.38671875000000000000,5,2
8952,16,93,1-16-2017-093-03,3,1,2,387.25000000000000000000,5,2
8952,16,93,1-16-2017-093-03,3,1,6,387.25000000000000000000,5,2
8952,16,93,1-16-2017-093-03,3,2,0,387.25000000000000000000,5,2
8966,16,94,1-16-2017-094-06,6,1,0,751.00000000000000000000,5,2
9018,16,95,1-16-2017-095-06,6,1,0,910.00000000000000000000,5,2
6045,17,1,1-17-2017-001-10,10,1,0,200.15625000000000000000,4,2
6117,17,2,1-17-2017-002-09,9,1,0,1415.00000000000000000000,4,2
6118,17,3,1-17-2017-003-08,8,1,0,186.31250000000000000000,4,2
6182,17,4,1-17-2017-004-09,9,1,0,384.00000000000000000000,4,2
6182,17,4,1-17-2017-004-09,9,2,0,384.00000000000000000000,4,2
6183,17,5,1-17-2017-005-04,4,1,0,214.93750000000000000000,4,2
6184,17,6,1-17-2017-006-04,4,1,0,214.93750000000000000000,4,2
6244,17,7,1-17-2017-007-06,6,1,0,260.43750000000000000000,4,2
6244,17,7,1-17-2017-007-06,6,2,0,260.43750000000000000000,4,2
6245,17,8,1-17-2017-008-03,3,1,0,134.28125000000000000000,4,2
6245,17,8,1-17-2017-008-03,3,2,0,134.28125000000000000000,4,2
6246,17,9,1-17-2017-009-03,3,2,0,134.28125000000000000000,4,2
6247,17,10,1-17-2017-010-07,7,1,0,530.25000000000000000000,4,2
6317,17,11,1-17-2017-011-07,7,2,0,1987.00000000000000000000,4,2
6353,17,12,1-17-2017-012-07,7,1,0,1124.00000000000000000000,4,2
6403,17,13,1-17-2017-013-03,3,1,6,612.62500000000000000000,4,2
6403,17,13,1-17-2017-013-03,3,1,7,612.62500000000000000000,4,2
6441,17,14,1-17-2017-014-04,4,2,0,2564.50000000000000000000,4,2
6492,17,15,1-17-2017-015-04,4,1,0,2396.00000000000000000000,4,2
6492,17,15,1-17-2017-015-04,4,2,0,2396.00000000000000000000,4,2
6541,17,16,1-17-2017-016-05,5,1,0,108.17187500000000000000,4,2
6541,17,16,1-17-2017-016-05,5,2,0,108.17187500000000000000,4,2
6588,17,17,1-17-2017-017-03,3,1,0,385.18750000000000000000,4,2
6588,17,17,1-17-2017-017-03,3,2,0,385.18750000000000000000,4,2
6635,17,18,1-17-2017-018-01,1,1,6,269.62500000000000000000,4,2
6635,17,18,1-17-2017-018-01,1,1,7,269.62500000000000000000,4,2
6673,17,19,1-17-2017-019-03,3,1,0,854.37500000000000000000,4,2
6673,17,19,1-17-2017-019-03,3,2,0,854.37500000000000000000,4,2
6715,17,20,1-17-2017-020-09,9,1,0,2912.00000000000000000000,4,2
6749,17,21,1-17-2017-021-07,7,1,0,1152.75000000000000000000,4,2
6789,17,22,1-17-2017-022-05,5,1,0,139.75000000000000000000,4,2
6812,17,23,1-17-2017-023-09,9,1,0,1691.75000000000000000000,4,2
6870,17,24,1-17-2017-024-04,4,1,0,4191.00000000000000000000,4,2
6870,17,24,1-17-2017-024-04,4,2,0,4191.00000000000000000000,4,2
6905,17,25,1-17-2017-025-06,6,1,0,637.62500000000000000000,4,2
6905,17,25,1-17-2017-025-06,6,2,0,637.62500000000000000000,4,2
6954,17,26,1-17-2017-026-02,2,1,6,245.21875000000000000000,4,2
6954,17,26,1-17-2017-026-02,2,2,0,245.21875000000000000000,4,2
7004,17,28,1-17-2017-028-08,8,1,0,293.18750000000000000000,4,2
7004,17,28,1-17-2017-028-08,8,2,0,293.18750000000000000000,4,2
7018,17,29,1-17-2017-029-03,3,1,0,556.25000000000000000000,4,2
7065,17,30,1-17-2017-030-07,7,1,0,1778.75000000000000000000,4,2
7065,17,30,1-17-2017-030-07,7,2,0,1778.75000000000000000000,4,2
7066,17,31,1-17-2017-031-02,2,1,0,67.57812500000000000000,4,2
7066,17,31,1-17-2017-031-02,2,2,0,67.57812500000000000000,4,2
7121,17,33,1-17-2017-033-07,7,1,0,2501.50000000000000000000,4,2
7169,17,34,1-17-2017-034-09,9,1,0,1404.50000000000000000000,4,2
7170,17,35,1-17-2017-035-07,7,1,0,884.50000000000000000000,4,2
7217,17,36,1-17-2017-036-05,5,1,0,139.81250000000000000000,4,2
7257,17,37,1-17-2017-037-07,7,2,0,394.87500000000000000000,4,2
7258,17,38,1-17-2017-038-04,4,1,0,350.93750000000000000000,4,2
7307,17,39,1-17-2017-039-09,9,2,0,746.50000000000000000000,4,2
7308,17,40,1-17-2017-040-07,7,1,0,470.12500000000000000000,4,2
7369,17,41,1-17-2017-041-06,6,1,0,158.75000000000000000000,4,2
7371,17,43,1-17-2017-043-07,7,1,0,323.18750000000000000000,4,2
7390,17,44,1-17-2017-044-03,3,1,0,81.84375000000000000000,4,2
7390,17,44,1-17-2017-044-03,3,2,0,81.84375000000000000000,4,2
7436,17,45,1-17-2017-045-03,3,2,0,159.00000000000000000000,4,2
7437,17,46,1-17-2017-046-07,7,1,0,627.87500000000000000000,4,2
7539,17,47,1-17-2017-047-03,3,1,0,134.78125000000000000000,4,2
7539,17,47,1-17-2017-047-03,3,2,0,134.78125000000000000000,4,2
7540,17,48,1-17-2017-048-07,7,1,0,532.25000000000000000000,4,2
7540,17,48,1-17-2017-048-07,7,2,0,532.25000000000000000000,4,2
7558,17,49,1-17-2017-049-03,3,1,0,134.78125000000000000000,4,2
7593,17,50,1-17-2017-050-07,7,1,0,900.12500000000000000000,4,2
7592,17,51,1-17-2017-051-04,4,1,0,800.00000000000000000000,4,2
7661,17,52,1-17-2017-052-04,4,1,0,491.50000000000000000000,4,2
7662,17,53,1-17-2017-053-04,4,1,0,491.50000000000000000000,4,2
7662,17,53,1-17-2017-053-04,4,2,0,491.50000000000000000000,4,2
7663,17,54,1-17-2017-054-10,10,1,0,2298.00000000000000000000,4,2
7663,17,54,1-17-2017-054-10,10,2,0,2298.00000000000000000000,4,2
7716,17,55,1-17-2017-055-05,5,1,0,105.50000000000000000000,4,2
7772,17,56,1-17-2017-056-03,3,1,6,227.75000000000000000000,4,2
7772,17,56,1-17-2017-056-03,3,2,0,227.75000000000000000000,4,2
7773,17,57,1-17-2017-057-08,8,1,1,188.03125000000000000000,4,2
7773,17,57,1-17-2017-057-08,8,1,6,188.03125000000000000000,4,2
7773,17,57,1-17-2017-057-08,8,1,7,188.03125000000000000000,4,2
7774,17,58,1-17-2017-058-07,7,1,0,899.37500000000000000000,4,2
7835,17,60,1-17-2017-060-06,6,1,0,368.12500000000000000000,4,2
7835,17,60,1-17-2017-060-06,6,2,0,368.12500000000000000000,4,2
7866,17,61,1-17-2017-061-04,4,1,0,666.12500000000000000000,4,2
7892,17,62,1-17-2017-062-06,6,1,0,254.31250000000000000000,4,2
7893,17,63,1-17-2017-063-07,7,1,0,517.75000000000000000000,4,2
7893,17,63,1-17-2017-063-07,7,2,0,517.75000000000000000000,4,2
7894,17,64,1-17-2017-064-07,7,1,0,517.75000000000000000000,4,2
7946,17,65,1-17-2017-065-02,2,2,0,70.25000000000000000000,4,2
7947,17,66,1-17-2017-066-04,4,1,0,1695.50000000000000000000,4,2
7947,17,66,1-17-2017-066-04,4,2,0,1695.50000000000000000000,4,2
8003,17,67,1-17-2017-067-04,4,1,0,1439.25000000000000000000,4,2
8004,17,68,1-17-2017-068-02,2,1,1,100.14062500000000000000,4,2
8004,17,68,1-17-2017-068-02,2,1,5,100.14062500000000000000,4,2
8004,17,68,1-17-2017-068-02,2,1,7,100.14062500000000000000,4,2
8005,17,69,1-17-2017-069-08,8,1,6,338.56250000000000000000,4,2
8072,17,70,1-17-2017-070-05,5,1,0,156.46875000000000000000,4,2
8119,17,71,1-17-2017-071-06,6,1,0,304.93750000000000000000,4,2
8119,17,71,1-17-2017-071-06,6,2,0,304.93750000000000000000,4,2
8120,17,72,1-17-2017-072-03,3,1,0,157.21875000000000000000,4,2
8120,17,72,1-17-2017-072-03,3,2,2,157.21875000000000000000,4,2
8121,17,73,1-17-2017-073-02,2,1,0,67.57812500000000000000,4,2
8121,17,73,1-17-2017-073-02,2,2,0,67.57812500000000000000,4,2
8208,17,74,1-17-2017-074-09,9,1,0,1277.75000000000000000000,4,2
8208,17,75,1-17-2017-075-07,7,2,0,804.75000000000000000000,4,2
8266,17,76,1-17-2017-076-08,8,1,0,421.75000000000000000000,4,2
8268,17,77,1-17-2017-077-05,5,1,0,87.04687500000000000000,4,2
8268,17,77,1-17-2017-077-05,5,2,0,87.04687500000000000000,4,2
8268,17,78,1-17-2017-078-02,2,2,0,67.57812500000000000000,4,2
8358,17,79,1-17-2017-079-07,7,1,0,905.37500000000000000000,4,2
8358,17,80,1-17-2017-080-04,4,1,0,804.75000000000000000000,4,2
8358,17,80,1-17-2017-080-04,4,2,0,804.75000000000000000000,4,2
8426,17,81,1-17-2017-081-07,7,1,0,714.00000000000000000000,4,2
8426,17,82,1-17-2017-082-04,4,1,0,634.50000000000000000000,4,2
8428,17,83,1-17-2017-083-06,6,1,0,350.68750000000000000000,4,2
8504,17,84,1-17-2017-084-04,4,2,0,1633.25000000000000000000,4,2
8504,17,85,1-17-2017-085-05,5,1,0,79.31250000000000000000,4,2
8572,17,86,1-17-2017-086-01,1,1,0,222.25000000000000000000,4,2
8624,17,87,1-17-2017-087-10,10,1,0,2732.00000000000000000000,4,2
8624,17,88,1-17-2017-088-04,4,1,0,584.25000000000000000000,4,2
8724,17,89,1-17-2017-089-05,5,1,0,628.75000000000000000000,4,2
8808,17,90,1-17-2017-090-02,2,1,6,70.25000000000000000000,4,2
8808,17,90,1-17-2017-090-02,2,2,0,70.25000000000000000000,4,2
8808,17,91,1-17-2017-091-04,4,2,0,1129.25000000000000000000,4,2
8810,17,92,1-17-2017-092-08,8,1,1,265.62500000000000000000,4,2
8810,17,92,1-17-2017-092-08,8,1,6,265.62500000000000000000,4,2
8810,17,92,1-17-2017-092-08,8,2,6,265.62500000000000000000,4,2
8858,17,93,1-17-2017-093-09,9,1,0,1405.25000000000000000000,4,2
8948,17,94,1-17-2017-094-02,2,1,1,187.28125000000000000000,4,2
8948,17,94,1-17-2017-094-02,2,1,4,187.28125000000000000000,4,2
8948,17,94,1-17-2017-094-02,2,1,6,187.28125000000000000000,4,2
9024,17,95,1-17-2017-095-01,1,1,0,141.12500000000000000000,4,2
6129,18,1,1-18-2017-001-10,10,1,0,6297.00000000000000000000,6,2
6211,18,2,1-18-2017-002-04,4,2,0,559.37500000000000000000,6,2
6214,18,3,1-18-2017-003-10,10,1,0,4594.00000000000000000000,6,2
6258,18,4,1-18-2017-004-10,10,1,0,4851.00000000000000000000,6,2
6259,18,5,1-18-2017-005-09,9,2,0,1101.75000000000000000000,6,2
6314,18,6,1-18-2017-006-10,10,1,0,9018.00000000000000000000,6,2
6364,18,7,1-18-2017-007-02,2,1,0,124.54687500000000000000,6,2
6405,18,8,1-18-2017-008-07,7,1,0,1457.75000000000000000000,6,2
6450,18,9,1-18-2017-009-06,6,2,0,257.06250000000000000000,6,2
6504,18,10,1-18-2017-010-09,9,1,1,2893.00000000000000000000,6,2
6504,18,10,1-18-2017-010-09,9,1,6,2893.00000000000000000000,6,2
6543,18,11,1-18-2017-011-06,6,1,0,726.50000000000000000000,6,2
6543,18,11,1-18-2017-011-06,6,2,0,726.50000000000000000000,6,2
6592,18,12,1-18-2017-012-04,4,1,0,2398.00000000000000000000,6,2
6639,18,13,1-18-2017-013-06,6,1,0,385.18750000000000000000,6,2
6691,18,15,1-18-2017-015-09,9,1,0,958.50000000000000000000,6,2
6691,18,15,1-18-2017-015-09,9,2,6,958.50000000000000000000,6,2
6719,18,16,1-18-2017-016-03,3,1,6,208.06250000000000000000,6,2
6754,18,17,1-18-2017-017-09,9,1,0,2543.50000000000000000000,6,2
6796,18,18,1-18-2017-018-03,3,1,6,329.56250000000000000000,6,2
6796,18,18,1-18-2017-018-03,3,2,0,329.56250000000000000000,6,2
6830,18,19,1-18-2017-019-08,8,1,1,703.25000000000000000000,6,2
6830,18,19,1-18-2017-019-08,8,1,6,703.25000000000000000000,6,2
6888,18,21,1-18-2017-021-09,9,1,0,1731.25000000000000000000,6,2
6912,18,22,1-18-2017-022-07,7,2,0,1047.50000000000000000000,6,2
6956,18,23,1-18-2017-023-10,10,1,0,20828.00000000000000000000,6,2
6993,18,24,1-18-2017-024-10,10,1,0,13682.00000000000000000000,6,2
7030,18,25,1-18-2017-025-04,4,1,6,1508.00000000000000000000,6,2
7069,18,26,1-18-2017-026-01,1,1,6,406.93750000000000000000,6,2
7069,18,26,1-18-2017-026-01,1,1,7,406.93750000000000000000,6,2
7069,18,26,1-18-2017-026-01,1,2,6,406.93750000000000000000,6,2
7069,18,26,1-18-2017-026-01,1,2,7,406.93750000000000000000,6,2
7126,18,27,1-18-2017-027-04,4,1,0,457.75000000000000000000,6,2
7176,18,29,1-18-2017-029-06,6,1,0,1868.00000000000000000000,6,2
7176,18,29,1-18-2017-029-06,6,2,0,1868.00000000000000000000,6,2
7224,18,31,1-18-2017-031-07,7,2,0,1313.00000000000000000000,6,2
7277,18,32,1-18-2017-032-04,4,2,0,1598.25000000000000000000,6,2
7361,18,33,1-18-2017-033-04,4,1,0,706.75000000000000000000,6,2
7438,18,34,1-18-2017-034-03,3,1,0,172.93750000000000000000,6,2
7438,18,34,1-18-2017-034-03,3,2,0,172.93750000000000000000,6,2
7454,18,36,1-18-2017-036-03,3,1,0,172.93750000000000000000,6,2
7542,18,37,1-18-2017-037-04,4,2,0,5254.00000000000000000000,6,2
7605,18,38,1-18-2017-038-02,2,1,9,82.56250000000000000000,6,2
7606,18,39,1-18-2017-039-09,9,1,0,3265.50000000000000000000,6,2
7690,18,41,1-18-2017-041-07,7,1,0,661.00000000000000000000,6,2
7723,18,42,1-18-2017-042-05,5,1,6,75.64062500000000000000,6,2
7724,18,43,1-18-2017-043-06,6,1,0,580.50000000000000000000,6,2
7724,18,43,1-18-2017-043-06,6,2,0,580.50000000000000000000,6,2
7788,18,44,1-18-2017-044-09,9,1,0,2583.00000000000000000000,6,2
7854,18,45,1-18-2017-045-07,7,1,0,252.53125000000000000000,6,2
7855,18,46,1-18-2017-046-07,7,1,0,252.53125000000000000000,6,2
7902,18,47,1-18-2017-047-04,4,1,0,2602.50000000000000000000,6,2
7958,18,48,1-18-2017-048-04,4,2,0,1817.50000000000000000000,6,2
7959,18,49,1-18-2017-049-02,2,2,0,82.56250000000000000000,6,2
8040,18,51,1-18-2017-051-07,7,1,0,542.37500000000000000000,6,2
8040,18,51,1-18-2017-051-07,7,2,0,542.37500000000000000000,6,2
8073,18,52,1-18-2017-052-06,6,1,0,589.00000000000000000000,6,2
8073,18,52,1-18-2017-052-06,6,2,0,589.00000000000000000000,6,2
8074,18,53,1-18-2017-053-06,6,1,0,589.00000000000000000000,6,2
8130,18,54,1-18-2017-054-01,1,1,9,379.93750000000000000000,6,2
8130,18,54,1-18-2017-054-01,1,2,2,379.93750000000000000000,6,2
8210,18,55,1-18-2017-055-07,7,1,0,1178.75000000000000000000,6,2
8210,18,56,1-18-2017-056-04,4,1,0,1072.00000000000000000000,6,2
8272,18,57,1-18-2017-057-09,9,1,0,5717.00000000000000000000,6,2
8272,18,57,1-18-2017-057-09,9,2,0,5717.00000000000000000000,6,2
8360,18,58,1-18-2017-058-09,9,1,9,1580.25000000000000000000,6,2
8388,18,60,1-18-2017-060-03,3,1,7,219.81250000000000000000,6,2
8388,18,60,1-18-2017-060-03,3,2,0,219.81250000000000000000,6,2
8432,18,61,1-18-2017-061-04,4,1,0,3486.50000000000000000000,6,2
8508,18,62,1-18-2017-062-03,3,1,0,400.81250000000000000000,6,2
8508,18,62,1-18-2017-062-03,3,2,0,400.81250000000000000000,6,2
8508,18,63,1-18-2017-063-06,6,1,0,610.75000000000000000000,6,2
8508,18,63,1-18-2017-063-06,6,2,0,610.75000000000000000000,6,2
8588,18,65,1-18-2017-065-06,6,1,6,839.50000000000000000000,6,2
8588,18,65,1-18-2017-065-06,6,2,0,839.50000000000000000000,6,2
8634,18,66,1-18-2017-066-03,3,2,0,516.87500000000000000000,6,2
8636,18,67,1-18-2017-067-02,2,1,7,82.56250000000000000000,6,2
8636,18,67,1-18-2017-067-02,2,2,0,82.56250000000000000000,6,2
8636,18,67,1-18-2017-067-02,2,3,0,82.56250000000000000000,6,2
8746,18,69,1-18-2017-069-07,7,1,0,1178.00000000000000000000,6,2
8764,18,70,1-18-2017-070-03,3,1,6,278.00000000000000000000,6,2
8764,18,70,1-18-2017-070-03,3,1,7,278.00000000000000000000,6,2
8810,18,71,1-18-2017-071-09,9,1,6,9984.00000000000000000000,6,2
8878,18,72,1-18-2017-072-04,4,1,0,1390.50000000000000000000,6,2
8880,18,73,1-18-2017-073-01,1,1,6,136.71875000000000000000,6,2
8880,18,73,1-18-2017-073-01,1,1,7,136.71875000000000000000,6,2
8976,18,74,1-18-2017-074-07,7,1,0,5341.00000000000000000000,6,2
9092,18,76,1-18-2017-076-04,4,1,0,296.06250000000000000000,6,2
9092,18,76,1-18-2017-076-04,4,2,0,296.06250000000000000000,6,2
6068,19,1,1-19-2017-001-06,6,1,0,250.93750000000000000000,9,2
6068,19,1,1-19-2017-001-06,6,2,0,250.93750000000000000000,9,2
6105,19,2,1-19-2017-002-05,5,1,1,84.43750000000000000000,9,2
6105,19,2,1-19-2017-002-05,5,1,6,84.43750000000000000000,9,2
6106,19,3,1-19-2017-003-02,2,1,0,102.07812500000000000000,9,2
6111,19,4,1-19-2017-004-05,5,1,6,84.43750000000000000000,9,2
6112,19,5,1-19-2017-005-03,3,2,0,639.37500000000000000000,9,2
6186,19,6,1-19-2017-006-04,4,1,0,1259.50000000000000000000,9,2
6187,19,7,1-19-2017-007-05,5,1,0,79.98437500000000000000,9,2
6187,19,7,1-19-2017-007-05,5,2,0,79.98437500000000000000,9,2
6188,19,8,1-19-2017-008-08,8,1,2,306.87500000000000000000,9,2
6188,19,8,1-19-2017-008-08,8,1,6,306.87500000000000000000,9,2
6188,19,8,1-19-2017-008-08,8,1,7,306.87500000000000000000,9,2
6189,19,9,1-19-2017-009-05,5,1,0,79.98437500000000000000,9,2
6265,19,12,1-19-2017-012-07,7,1,0,550.00000000000000000000,9,2
6266,19,13,1-19-2017-013-05,5,1,0,79.98437500000000000000,9,2
6269,19,14,1-19-2017-014-09,9,1,0,933.12500000000000000000,9,2
6270,19,15,1-19-2017-015-06,6,1,6,169.12500000000000000000,9,2
6270,19,15,1-19-2017-015-06,6,2,0,169.12500000000000000000,9,2
6310,19,17,1-19-2017-017-02,2,1,0,102.07812500000000000000,9,2
6310,19,17,1-19-2017-017-02,2,2,0,102.07812500000000000000,9,2
6312,19,18,1-19-2017-018-03,3,1,0,252.84375000000000000000,9,2
6312,19,18,1-19-2017-018-03,3,2,0,252.84375000000000000000,9,2
6362,19,19,1-19-2017-019-06,6,1,0,417.68750000000000000000,9,2
6362,19,19,1-19-2017-019-06,6,2,6,417.68750000000000000000,9,2
6363,19,20,1-19-2017-020-04,4,2,0,1320.50000000000000000000,9,2
6394,19,21,1-19-2017-021-03,3,1,0,2777.00000000000000000000,9,2
6394,19,21,1-19-2017-021-03,3,2,0,2777.00000000000000000000,9,2
6395,19,22,1-19-2017-022-02,2,1,0,231.00000000000000000000,9,2
6395,19,22,1-19-2017-022-02,2,2,0,231.00000000000000000000,9,2
6439,19,23,1-19-2017-023-05,5,1,0,89.45312500000000000000,9,2
6439,19,23,1-19-2017-023-05,5,2,7,89.45312500000000000000,9,2
6440,19,24,1-19-2017-024-08,8,1,6,795.12500000000000000000,9,2
6440,19,24,1-19-2017-024-08,8,2,0,795.12500000000000000000,9,2
6497,19,25,1-19-2017-025-05,5,1,0,253.12500000000000000000,9,2
6498,19,26,1-19-2017-026-05,5,1,0,253.12500000000000000000,9,2
6498,19,26,1-19-2017-026-05,5,2,0,253.12500000000000000000,9,2
6535,19,27,1-19-2017-027-05,5,1,0,98.25000000000000000000,9,2
6535,19,27,1-19-2017-027-05,5,2,0,98.25000000000000000000,9,2
6559,19,29,1-19-2017-029-01,1,1,9,184.56250000000000000000,9,2
6584,19,31,1-19-2017-031-05,5,1,0,79.98437500000000000000,9,2
6609,19,32,1-19-2017-032-03,3,1,0,513.12500000000000000000,9,2
6609,19,32,1-19-2017-032-03,3,2,0,513.12500000000000000000,9,2
6633,19,33,1-19-2017-033-10,10,1,0,12914.00000000000000000000,9,2
6634,19,34,1-19-2017-034-06,6,1,0,497.43750000000000000000,9,2
6674,19,35,1-19-2017-035-06,6,1,0,575.25000000000000000000,9,2
6674,19,35,1-19-2017-035-06,6,2,0,575.25000000000000000000,9,2
6675,19,36,1-19-2017-036-08,8,1,0,443.18750000000000000000,9,2
6675,19,36,1-19-2017-036-08,8,2,0,443.18750000000000000000,9,2
6711,19,37,1-19-2017-037-07,7,1,0,3842.50000000000000000000,9,2
6712,19,38,1-19-2017-038-08,8,1,6,910.25000000000000000000,9,2
6712,19,38,1-19-2017-038-08,8,2,0,910.25000000000000000000,9,2
6751,19,39,1-19-2017-039-10,10,2,0,18180.00000000000000000000,9,2
6752,19,40,1-19-2017-040-08,8,1,1,539.50000000000000000000,9,2
6752,19,40,1-19-2017-040-08,8,1,6,539.50000000000000000000,9,2
6752,19,40,1-19-2017-040-08,8,1,7,539.50000000000000000000,9,2
6790,19,41,1-19-2017-041-01,1,1,1,249.50000000000000000000,9,2
6790,19,41,1-19-2017-041-01,1,1,2,249.50000000000000000000,9,2
6790,19,41,1-19-2017-041-01,1,1,4,249.50000000000000000000,9,2
6790,19,41,1-19-2017-041-01,1,1,6,249.50000000000000000000,9,2
6792,19,42,1-19-2017-042-03,3,1,0,1005.62500000000000000000,9,2
6792,19,42,1-19-2017-042-03,3,2,0,1005.62500000000000000000,9,2
6825,19,43,1-19-2017-043-02,2,1,6,102.07812500000000000000,9,2
6826,19,44,1-19-2017-044-08,8,1,7,1264.75000000000000000000,9,2
6867,19,45,1-19-2017-045-02,2,1,6,178.28125000000000000000,9,2
6868,19,46,1-19-2017-046-05,5,1,1,283.06250000000000000000,9,2
6904,19,48,1-19-2017-048-01,1,1,0,144.56250000000000000000,9,2
6928,19,49,1-19-2017-049-03,3,1,0,321.12500000000000000000,9,2
6946,19,50,1-19-2017-050-03,3,1,0,292.06250000000000000000,9,2
6946,19,50,1-19-2017-050-03,3,2,0,292.06250000000000000000,9,2
6947,19,51,1-19-2017-051-10,10,1,0,11554.00000000000000000000,9,2
6983,19,52,1-19-2017-052-03,3,1,0,360.93750000000000000000,9,2
6983,19,52,1-19-2017-052-03,3,2,0,360.93750000000000000000,9,2
6984,19,53,1-19-2017-053-03,3,1,0,360.93750000000000000000,9,2
6984,19,53,1-19-2017-053-03,3,2,6,360.93750000000000000000,9,2
7020,19,54,1-19-2017-054-01,1,1,1,334.43750000000000000000,9,2
7020,19,54,1-19-2017-054-01,1,1,4,334.43750000000000000000,9,2
7020,19,54,1-19-2017-054-01,1,1,6,334.43750000000000000000,9,2
7020,19,54,1-19-2017-054-01,1,2,1,334.43750000000000000000,9,2
7020,19,54,1-19-2017-054-01,1,2,6,334.43750000000000000000,9,2
7036,19,56,1-19-2017-056-02,2,3,7,112.14062500000000000000,9,2
7058,19,57,1-19-2017-057-10,10,1,0,9188.00000000000000000000,9,2
7059,19,58,1-19-2017-058-04,4,1,0,1119.00000000000000000000,9,2
7060,19,59,1-19-2017-059-05,5,1,0,79.98437500000000000000,9,2
7060,19,59,1-19-2017-059-05,5,2,0,79.98437500000000000000,9,2
7115,19,60,1-19-2017-060-05,5,1,0,169.96875000000000000000,9,2
7115,19,60,1-19-2017-060-05,5,2,0,169.96875000000000000000,9,2
7162,19,61,1-19-2017-061-05,5,1,0,82.43750000000000000000,9,2
7163,19,62,1-19-2017-062-03,3,1,0,624.12500000000000000000,9,2
7163,19,62,1-19-2017-062-03,3,2,0,624.12500000000000000000,9,2
7215,19,65,1-19-2017-065-02,2,1,0,102.07812500000000000000,9,2
7215,19,65,1-19-2017-065-02,2,2,0,102.07812500000000000000,9,2
7216,19,66,1-19-2017-066-02,2,1,6,102.07812500000000000000,9,2
7216,19,66,1-19-2017-066-02,2,1,7,102.07812500000000000000,9,2
7225,19,67,1-19-2017-067-01,1,1,6,252.56250000000000000000,9,2
7225,19,67,1-19-2017-067-01,1,1,7,252.56250000000000000000,9,2
7262,19,68,1-19-2017-068-07,7,1,0,1641.25000000000000000000,9,2
7262,19,68,1-19-2017-068-07,7,2,0,1641.25000000000000000000,9,2
7263,19,69,1-19-2017-069-10,10,1,0,13104.00000000000000000000,9,2
7264,19,70,1-19-2017-070-06,6,1,0,504.68750000000000000000,9,2
7264,19,70,1-19-2017-070-06,6,2,0,504.68750000000000000000,9,2
7313,19,71,1-19-2017-071-02,2,1,5,102.25000000000000000000,9,2
7313,19,71,1-19-2017-071-02,2,1,6,102.25000000000000000000,9,2
7314,19,72,1-19-2017-072-02,2,1,6,284.31250000000000000000,9,2
7314,19,72,1-19-2017-072-02,2,2,0,284.31250000000000000000,9,2
7315,19,73,1-19-2017-073-06,6,1,0,1873.00000000000000000000,9,2
