CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,POSTINTEGLOSS,OPENLF,OPENLR,OPENRF,OPENRR,OPENTG,DAMAGELF,DAMAGELR,DAMAGERF,DAMAGERR,DAMAGETG,GLAZINGCONT,ROWIDTH1,ROWIDTH2,ROWIDTH3,ROWIDTH4,ROWIDTH5,ADAPTEQUIP,STEERINGTYPE,STEERTILTADJ,STEERTELEADJ,RIMDEFLOC,RIMDEF,CASEWGT,PSUSTRAT,VERSION
7669,21,44,1-21-2017-044-03,3,1,0,1,0,1,0,0,1,0,1,0,0,0,136,130,888,888,888,0,4,5,1,0,88,201.92266379861900000000,11,2
7725,21,45,1-21-2017-045-09,9,1,0,1,2,1,1,0,1,1,1,1,0,0,146,132,888,888,888,0,2,5,0,0,88,790.46843285652500000000,11,2
7726,21,46,1-21-2017-046-06,6,1,0,1,0,1,0,0,1,0,1,0,0,0,140,110,888,888,888,0,2,2,0,0,88,258.73977267240100000000,11,2
7726,21,46,1-21-2017-046-06,6,2,0,1,1,1,1,0,1,1,1,1,0,0,146,144,888,888,888,0,4,3,1,0,88,258.73977267240100000000,11,2
7793,21,48,1-21-2017-048-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,148,144,888,888,888,0,4,3,1,0,88,201.69740988543500000000,11,2
7779,21,49,1-21-2017-049-09,9,1,0,2,1,2,2,1,1,1,1,1,1,9,144,152,888,888,888,0,9,9,9,0,88,482.91313097931200000000,11,2
7794,21,50,1-21-2017-050-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,136,134,888,888,888,0,4,5,5,0,88,108.93987847511800000000,11,2
7840,21,51,1-21-2017-051-03,3,1,0,1,1,2,2,0,1,1,1,1,0,0,136,134,888,888,888,0,2,4,0,0,88,133.06250188191800000000,11,2
7840,21,51,1-21-2017-051-03,3,2,0,1,1,1,1,0,1,1,1,1,0,0,138,136,888,888,888,0,4,1,5,0,88,133.06250188191800000000,11,2
7841,21,52,1-21-2017-052-06,6,1,0,1,1,2,2,0,1,1,1,1,0,0,172,172,888,888,888,0,2,2,0,0,88,193.07074573822400000000,11,2
7895,21,53,1-21-2017-053-03,3,2,0,1,1,1,1,0,1,1,1,1,0,0,138,138,888,888,888,0,4,1,1,0,88,345.73930035819200000000,11,2
7950,21,54,1-21-2017-054-09,9,1,0,2,2,3,2,0,1,1,4,1,0,0,148,136,999,999,999,0,2,3,0,0,88,1550.29227762729000000000,11,2
8007,21,55,1-21-2017-055-03,3,1,0,1,1,2,1,0,1,1,1,1,0,0,144,144,888,888,888,0,2,1,0,0,88,1050.84678343269000000000,11,2
8007,21,55,1-21-2017-055-03,3,2,0,1,1,1,2,0,1,1,1,1,0,0,148,146,888,888,888,0,4,5,2,0,88,1050.84678343269000000000,11,2
8083,21,56,1-21-2017-056-03,3,1,0,1,0,1,0,0,1,0,1,0,0,0,146,134,888,888,888,0,4,1,3,0,88,350.40911477801500000000,11,2
8083,21,56,1-21-2017-056-03,3,2,0,9,0,9,0,0,0,0,0,0,0,9,999,888,888,888,888,9,9,9,9,99,99,350.40911477801500000000,11,2
8084,21,57,1-21-2017-057-03,3,1,0,1,1,1,1,1,1,1,1,1,1,9,138,135,888,888,888,0,2,1,0,0,88,350.40911477801500000000,11,2
8084,21,57,1-21-2017-057-03,3,2,0,1,1,1,1,0,1,1,1,1,0,0,166,162,888,888,888,0,2,1,0,0,88,350.40911477801500000000,11,2
8165,21,58,1-21-2017-058-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,160,156,888,888,888,0,4,5,1,0,88,277.50495133291700000000,11,2
8212,21,59,1-21-2017-059-06,6,1,0,1,0,1,0,0,1,0,1,0,0,0,140,136,888,888,888,0,3,0,1,0,88,302.31149332881800000000,11,2
8212,21,59,1-21-2017-059-06,6,2,0,1,1,1,1,0,1,1,1,1,0,0,150,144,888,888,888,0,4,3,5,0,88,302.31149332881800000000,11,2
8272,21,60,1-21-2017-060-03,3,1,0,1,1,2,1,0,1,1,1,1,0,0,152,150,888,888,888,0,4,3,1,0,88,255.11396819240000000000,11,2
8373,21,62,1-21-2017-062-03,3,1,0,9,1,1,1,1,0,1,1,1,1,0,146,140,888,888,888,0,4,1,5,0,88,201.69740988543500000000,11,2
8373,21,62,1-21-2017-062-03,3,2,0,1,1,1,1,1,1,1,1,1,1,0,146,144,888,888,888,0,4,9,9,0,88,201.69740988543500000000,11,2
8391,21,63,1-21-2017-063-06,6,1,0,1,1,1,1,0,1,1,1,1,0,0,144,140,888,888,888,0,4,1,2,0,88,290.27603045076400000000,11,2
8430,21,64,1-21-2017-064-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,144,145,888,888,888,0,4,5,5,0,88,201.69740988543500000000,11,2
8431,21,65,1-21-2017-065-09,9,1,0,2,1,2,1,0,1,1,1,1,0,9,142,146,888,888,888,0,2,9,0,0,88,309.07328079168100000000,11,2
8432,21,66,1-21-2017-066-04,4,2,0,1,1,1,1,0,1,1,1,1,0,0,176,176,888,888,888,0,4,1,5,0,88,208.35178136116800000000,11,2
8510,21,67,1-21-2017-067-03,3,1,0,1,1,1,1,1,1,1,1,1,1,0,148,142,888,888,888,0,4,1,5,0,88,80.31872049027490000000,11,2
8510,21,67,1-21-2017-067-03,3,2,0,9,9,9,9,0,0,0,0,0,0,9,999,999,888,888,888,0,9,9,9,0,88,80.31872049027490000000,11,2
8511,21,68,1-21-2017-068-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,168,168,888,888,888,0,2,1,0,0,88,287.23661592585600000000,11,2
8570,21,69,1-21-2017-069-04,4,2,0,1,1,1,2,0,1,1,1,1,0,0,140,138,888,888,888,0,4,1,5,0,88,253.79468876774300000000,11,2
8571,21,70,1-21-2017-070-09,9,1,0,1,1,1,1,1,1,1,1,1,1,0,144,144,888,888,888,0,2,3,0,5,3,394.69703733510500000000,11,2
8630,21,71,1-21-2017-071-09,9,1,0,1,1,1,1,0,1,1,1,1,0,0,144,142,888,888,888,0,2,2,0,0,88,226.14246660990000000000,11,2
8707,21,72,1-21-2017-072-04,4,1,0,1,0,1,0,0,1,0,1,0,0,0,144,130,888,888,888,0,4,1,5,0,88,623.73306598922200000000,11,2
8707,21,72,1-21-2017-072-04,4,2,0,1,1,1,2,1,1,1,1,1,1,0,148,136,888,888,888,0,2,5,0,0,88,623.73306598922200000000,11,2
8715,21,73,1-21-2017-073-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,150,150,888,888,888,0,4,1,3,0,88,782.56603930954100000000,11,2
8828,21,74,1-21-2017-074-01,1,1,1,1,0,1,1,1,1,0,1,1,1,9,162,176,176,888,888,9,9,9,9,5,4,121.77783636440200000000,11,2
8882,21,75,1-21-2017-075-04,4,1,0,1,0,1,0,0,1,0,1,0,0,0,146,144,888,888,888,0,2,1,0,5,6,937.75875424882000000000,11,2
8882,21,75,1-21-2017-075-04,4,2,0,1,1,1,1,0,1,1,1,1,0,0,148,144,888,888,888,0,4,3,1,0,88,937.75875424882000000000,11,2
8883,21,76,1-21-2017-076-07,7,1,0,1,1,1,1,1,1,1,1,1,1,0,144,148,888,888,888,0,4,1,5,0,88,1176.55804083148000000000,11,2
8883,21,76,1-21-2017-076-07,7,2,0,2,1,1,1,0,1,1,1,1,0,0,144,144,888,888,888,0,4,3,1,0,88,1176.55804083148000000000,11,2
8975,21,77,1-21-2017-077-03,3,1,0,1,1,1,1,0,1,1,1,1,0,1,146,146,888,888,888,0,4,9,9,0,88,332.65973799181000000000,11,2
8975,21,77,1-21-2017-077-03,3,2,0,9,9,9,9,0,0,0,0,0,0,9,999,999,888,888,888,0,9,9,9,0,88,332.65973799181000000000,11,2
8976,21,78,1-21-2017-078-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,148,142,888,888,888,0,4,1,4,0,88,1189.66110010860000000000,11,2
9038,21,79,1-21-2017-079-02,2,1,0,9,9,9,9,0,0,0,0,0,0,9,999,999,888,888,888,0,9,9,9,0,88,57.22723960478870000000,11,2
9038,21,79,1-21-2017-079-02,2,2,0,1,1,1,1,0,1,1,1,1,0,0,138,138,888,888,888,0,4,1,5,0,88,57.22723960478870000000,11,2
9098,21,80,1-21-2017-080-08,8,1,1,1,1,8,1,0,1,1,0,1,0,0,144,144,888,888,888,0,2,5,0,0,88,47.09603702559360000000,11,2
9098,21,80,1-21-2017-080-08,8,2,0,1,1,1,1,0,1,1,1,1,0,0,148,146,888,888,888,0,2,4,0,0,88,47.09603702559360000000,11,2
6131,22,1,1-22-2017-001-02,2,1,0,1,1,1,1,0,1,1,1,1,0,0,152,150,888,888,888,0,4,1,5,0,88,57.59449533622260000000,12,2
6131,22,1,1-22-2017-001-02,2,2,0,1,1,1,1,0,1,1,1,1,0,0,175,175,888,888,888,0,2,1,0,0,88,57.59449533622260000000,12,2
6132,22,2,1-22-2017-002-06,6,1,0,2,1,1,1,0,1,1,1,1,0,0,150,150,888,888,888,0,4,2,5,0,88,198.30982324559500000000,12,2
6198,22,3,1-22-2017-003-09,9,1,0,1,1,1,1,0,1,1,1,1,0,1,168,168,888,888,888,0,2,3,0,0,88,358.51160696737600000000,12,2
6199,22,4,1-22-2017-004-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,146,148,888,888,888,0,4,1,1,0,88,211.33781321392700000000,12,2
6200,22,5,1-22-2017-005-04,4,1,0,1,1,1,1,1,1,1,1,1,1,0,150,150,888,888,888,0,4,1,4,0,88,220.13630150836700000000,12,2
6201,22,6,1-22-2017-006-03,3,1,0,9,9,9,9,9,0,0,0,0,0,0,999,999,888,888,888,9,9,9,9,0,88,50.66168832681840000000,12,2
6254,22,7,1-22-2017-007-09,9,1,0,1,1,1,1,0,1,1,1,1,0,1,143,143,888,888,888,0,2,1,0,0,88,302.83515933275000000000,12,2
6255,22,8,1-22-2017-008-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,150,150,888,888,888,0,4,1,5,0,88,178.51728952482400000000,12,2
6256,22,9,1-22-2017-009-09,9,1,0,1,1,2,2,2,1,1,1,1,1,0,140,140,888,888,888,0,2,1,0,0,88,302.83515934112200000000,12,2
6257,22,10,1-22-2017-010-06,6,1,0,1,1,1,1,1,1,1,1,1,1,0,149,141,888,888,888,0,2,1,0,10,0,94.79705281325800000000,12,2
6321,22,11,1-22-2017-011-09,9,1,0,1,1,1,1,2,1,1,1,1,1,1,145,145,888,888,888,0,2,1,0,0,88,282.52237571216900000000,12,2
6322,22,12,1-22-2017-012-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,999,999,888,888,888,0,9,9,9,0,88,166.54317435051200000000,12,2
6355,22,13,1-22-2017-013-06,6,1,0,1,1,1,1,0,1,1,1,1,0,0,150,150,888,888,888,0,4,2,1,0,88,407.93046257922600000000,12,2
6356,22,14,1-22-2017-014-01,1,1,1,2,0,2,0,0,1,0,1,0,0,0,140,999,888,888,888,0,2,1,0,0,88,91.25203491962530000000,12,2
6407,22,16,1-22-2017-016-09,9,1,0,2,2,2,1,0,1,1,1,1,0,0,144,146,888,888,888,0,2,5,0,0,88,325.05358754972500000000,12,2
6412,22,17,1-22-2017-017-10,10,1,0,1,1,1,1,0,1,1,1,1,0,0,999,999,888,888,888,0,9,9,9,99,99,1639.04322553469000000000,12,2
6448,22,18,1-22-2017-018-06,6,1,0,1,1,1,1,0,1,1,1,1,0,1,150,150,888,888,888,0,4,9,9,0,88,156.07118900757200000000,12,2
6448,22,18,1-22-2017-018-06,6,2,0,1,0,1,0,0,1,0,1,0,0,1,140,888,888,888,888,0,2,9,0,4,2,156.07118900757200000000,12,2
6449,22,19,1-22-2017-019-03,3,2,0,1,1,1,1,1,1,1,1,1,1,0,144,144,888,888,888,0,2,2,0,0,88,102.42124935916300000000,12,2
6500,22,20,1-22-2017-020-09,9,1,0,1,1,1,1,1,1,1,1,1,1,0,168,168,888,888,888,0,2,4,0,0,88,795.82838325283200000000,12,2
6500,22,20,1-22-2017-020-09,9,2,0,1,1,1,1,8,1,1,1,1,0,1,158,168,126,888,888,0,2,3,0,0,88,795.82838325283200000000,12,2
6501,22,21,1-22-2017-021-03,3,1,1,1,1,1,1,1,1,1,1,1,1,1,150,150,888,888,888,0,4,5,9,0,88,112.45942594115200000000,12,2
6544,22,22,1-22-2017-022-08,8,1,1,1,1,1,1,1,1,1,1,1,1,1,151,148,888,888,888,0,2,3,0,0,88,135.03227027435800000000,12,2
6545,22,23,1-22-2017-023-07,7,1,0,1,1,1,1,1,1,1,1,1,1,0,148,146,888,888,888,0,2,3,0,0,88,479.84819745560000000000,12,2
6595,22,24,1-22-2017-024-03,3,1,0,1,0,1,0,0,1,0,1,0,0,1,158,146,888,888,888,0,4,2,5,0,88,166.37461575824400000000,12,2
6596,22,25,1-22-2017-025-03,3,1,0,1,1,1,1,1,1,1,1,1,1,1,170,170,888,888,888,0,4,3,5,0,88,166.37461576679500000000,12,2
6638,22,27,1-22-2017-027-08,8,1,0,1,1,1,1,0,1,1,1,1,0,0,140,140,888,888,888,0,2,5,0,0,88,80.60029423754150000000,12,2
6649,22,28,1-22-2017-028-06,6,2,0,1,1,1,1,0,1,1,1,1,0,1,150,150,888,888,888,0,4,3,1,0,88,104.62562005192100000000,12,2
6677,22,29,1-22-2017-029-04,4,1,0,1,0,1,0,0,1,0,1,0,0,0,152,112,888,888,888,0,4,3,5,0,88,228.21970156356800000000,12,2
6678,22,30,1-22-2017-030-04,4,1,0,1,1,1,1,1,1,1,1,1,1,0,144,144,888,888,888,0,4,4,5,0,88,228.21970156899300000000,12,2
6717,22,31,1-22-2017-031-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,168,166,888,888,888,0,2,1,0,0,88,492.29723624183300000000,12,2
6718,22,32,1-22-2017-032-07,7,1,0,1,1,1,1,1,1,1,1,1,1,0,148,146,888,888,888,0,2,1,0,0,88,492.29723625533400000000,12,2
6755,22,33,1-22-2017-033-04,4,1,0,1,1,1,1,1,1,1,1,1,1,0,163,163,999,888,888,0,4,1,5,0,88,271.69750241830000000000,12,2
6771,22,35,1-22-2017-035-09,9,2,0,1,1,1,1,1,1,1,1,1,1,0,170,168,888,888,888,0,2,4,0,0,88,442.48362280590700000000,12,2
6794,22,36,1-22-2017-036-01,1,1,0,2,2,1,1,0,1,1,1,1,0,0,146,130,888,888,888,0,2,4,0,0,88,96.89001786134840000000,12,2
6795,22,37,1-22-2017-037-03,3,2,0,2,1,1,1,0,1,1,1,1,0,1,180,180,888,888,888,0,2,2,0,0,88,138.60198853582200000000,12,2
6831,22,38,1-22-2017-038-02,2,1,0,1,1,1,1,1,1,1,1,1,1,0,148,140,888,888,888,0,2,1,0,0,88,57.59449533622260000000,12,2
6832,22,39,1-22-2017-039-09,9,1,0,1,1,1,1,0,1,1,1,1,0,0,142,142,888,888,888,0,2,3,0,0,88,702.95105788593500000000,12,2
6874,22,40,1-22-2017-040-07,7,1,0,2,2,1,1,0,1,1,1,1,0,0,155,148,888,888,888,0,4,5,1,0,88,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,2,0,1,1,1,1,0,1,1,1,1,0,0,150,150,888,888,888,0,4,1,5,0,88,404.02694742794100000000,12,2
6875,22,41,1-22-2017-041-08,8,1,1,2,0,1,0,0,1,0,1,0,0,1,140,888,888,888,888,0,1,0,0,5,1,113.69569845778500000000,12,2
6920,22,44,1-22-2017-044-08,8,1,1,2,2,2,2,0,1,1,1,1,0,1,142,142,888,888,888,0,2,9,0,0,88,83.04274410109830000000,12,2
6925,22,45,1-22-2017-045-07,7,1,0,1,1,1,1,0,1,1,1,1,0,1,150,146,888,888,888,0,4,1,5,0,88,144.59741615121700000000,12,2
6960,22,46,1-22-2017-046-01,1,1,0,2,2,1,1,1,1,1,1,1,1,1,145,140,888,888,888,0,2,5,0,0,88,96.89001786134840000000,12,2
6961,22,47,1-22-2017-047-06,6,1,0,1,1,1,1,0,1,1,1,1,0,0,140,140,888,888,888,0,2,5,0,0,88,572.63381011277000000000,12,2
6992,22,48,1-22-2017-048-03,3,2,0,1,1,1,1,0,1,1,1,1,0,0,150,150,888,888,888,0,4,1,5,0,88,298.49760704647700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,1,2,2,1,1,0,1,1,1,1,0,0,140,140,888,888,888,0,4,9,9,0,88,109.84231520397700000000,12,2
7028,22,50,1-22-2017-050-01,1,1,0,2,2,2,2,3,1,1,1,1,5,1,143,142,888,888,888,0,2,2,0,0,88,109.84231520000200000000,12,2
7071,22,52,1-22-2017-052-01,1,1,1,2,0,1,0,0,1,0,1,0,0,1,140,999,888,888,888,0,2,1,0,0,88,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,2,0,1,1,1,1,0,1,1,1,1,0,1,150,150,888,888,888,0,4,1,4,0,88,96.89001786134840000000,12,2
7072,22,53,1-22-2017-053-04,4,2,0,1,1,1,1,1,1,1,1,1,1,0,155,150,888,888,888,0,4,5,1,0,88,134.73478309499800000000,12,2
7091,22,54,1-22-2017-054-10,10,1,0,1,1,1,1,0,1,1,1,1,0,0,140,140,888,888,888,0,2,1,0,0,88,501.80548976469300000000,12,2
7128,22,55,1-22-2017-055-06,6,1,0,1,1,1,1,0,1,1,1,1,0,0,146,146,888,888,888,0,2,5,0,0,88,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,2,0,2,1,1,1,0,1,1,1,1,0,1,140,140,888,888,888,0,2,5,0,0,88,151.41385169557500000000,12,2
7129,22,56,1-22-2017-056-03,3,1,0,1,1,1,1,1,1,1,1,1,1,0,151,151,888,888,888,0,4,1,5,0,88,99.36488572598280000000,12,2
7130,22,57,1-22-2017-057-07,7,1,0,1,1,1,1,2,1,1,1,1,1,0,142,142,888,888,888,0,2,1,0,0,88,414.50568178144100000000,12,2
7177,22,58,1-22-2017-058-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,170,170,888,888,888,0,2,2,0,0,88,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,0,1,1,1,1,2,1,1,1,1,1,0,170,170,140,888,888,0,2,3,0,0,88,99.94744475908390000000,12,2
7178,22,59,1-22-2017-059-01,1,1,0,2,0,1,0,0,1,0,1,0,0,1,121,888,888,888,888,0,1,0,0,6,3,92.64588156526900000000,12,2
7179,22,60,1-22-2017-060-09,9,1,1,1,2,1,1,2,1,1,1,1,1,0,150,150,888,888,888,0,2,2,0,0,88,707.28631868317200000000,12,2
7219,22,61,1-22-2017-061-10,10,1,0,1,1,1,1,0,1,1,1,1,0,0,142,142,888,888,888,0,2,5,0,0,88,1067.43601941209000000000,12,2
7220,22,62,1-22-2017-062-01,1,1,1,9,9,9,9,0,0,0,0,0,0,9,999,999,888,888,888,0,9,9,9,10,99,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,2,1,2,1,2,1,0,1,1,1,1,0,1,160,160,888,888,888,0,9,9,9,0,88,91.25203491962530000000,12,2
7221,22,63,1-22-2017-063-08,8,1,1,2,2,1,1,2,1,1,1,1,1,9,150,140,888,888,888,0,2,1,0,0,88,78.21052727411970000000,12,2
7275,22,64,1-22-2017-064-10,10,1,0,1,1,1,1,1,1,1,1,1,1,0,168,168,126,888,888,0,2,3,0,0,88,147.61596655612600000000,12,2
7276,22,65,1-22-2017-065-10,10,1,1,1,1,2,2,0,1,1,1,1,0,9,160,160,888,888,888,9,9,9,9,0,88,240.11221588755000000000,12,2
7321,22,66,1-22-2017-066-04,4,1,0,1,1,1,1,0,1,1,1,1,0,0,145,148,888,888,888,0,2,2,0,0,88,285.13604139823800000000,12,2
7321,22,66,1-22-2017-066-04,4,2,0,1,1,1,1,0,1,1,1,1,0,0,150,150,888,888,888,0,2,1,0,0,88,285.13604139823800000000,12,2
7322,22,67,1-22-2017-067-03,3,1,0,1,1,1,1,1,1,1,1,1,1,0,152,153,888,888,888,0,4,1,1,0,88,65.62058670324390000000,12,2
7322,22,67,1-22-2017-067-03,3,2,0,1,1,1,1,0,1,1,1,1,0,0,147,143,888,888,888,0,4,3,3,0,88,65.62058670324390000000,12,2
7323,22,68,1-22-2017-068-03,3,1,0,1,1,1,1,1,1,1,1,1,1,0,170,170,140,888,888,0,2,3,0,0,88,65.62058670661660000000,12,2
7323,22,68,1-22-2017-068-03,3,2,0,1,1,1,1,0,1,1,1,1,0,0,140,140,888,888,888,0,4,3,1,0,88,65.62058670661660000000,12,2
7378,22,69,1-22-2017-069-02,2,1,0,2,1,1,1,0,1,1,1,1,0,0,142,150,888,888,888,0,2,1,0,0,88,57.59449533622260000000,12,2
7378,22,69,1-22-2017-069-02,2,2,0,2,1,1,1,1,1,1,1,1,1,0,144,140,888,888,888,0,2,9,0,0,88,57.59449533622260000000,12,2
7379,22,70,1-22-2017-070-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,170,170,888,888,888,0,2,1,0,0,88,329.79358885912500000000,12,2
7380,22,71,1-22-2017-071-04,4,1,0,1,1,1,1,0,1,1,1,1,0,0,160,160,888,888,888,0,4,2,5,0,88,343.52366861375400000000,12,2
7433,22,72,1-22-2017-072-09,9,1,1,1,1,1,1,1,1,1,1,1,1,1,150,142,888,888,888,0,2,3,0,0,88,366.95208876298200000000,12,2
7433,22,72,1-22-2017-072-09,9,2,0,1,1,1,1,1,1,1,1,1,1,1,146,140,888,888,888,0,2,1,0,0,88,366.95208876298200000000,12,2
7434,22,73,1-22-2017-073-03,3,1,0,1,1,1,1,0,1,1,1,1,0,1,151,156,888,888,888,0,4,9,9,0,88,52.60059946373740000000,12,2
7435,22,74,1-22-2017-074-03,3,2,0,1,1,1,1,1,1,1,1,1,1,0,150,150,888,888,888,0,4,1,5,0,88,51.85442253452010000000,12,2
7554,22,75,1-22-2017-075-10,10,1,0,1,1,1,1,0,1,1,1,1,0,0,148,148,888,888,888,0,4,3,4,0,88,1437.20064662858000000000,12,2
7556,22,77,1-22-2017-077-03,3,1,0,1,1,2,2,0,1,1,1,1,0,0,145,140,888,888,888,0,4,2,4,0,88,85.56016526470580000000,12,2
7556,22,77,1-22-2017-077-03,3,2,0,1,1,1,1,0,1,1,1,1,0,0,170,170,888,888,888,0,2,4,0,0,88,85.56016526470580000000,12,2
7563,22,78,1-22-2017-078-04,4,1,0,9,9,9,9,0,0,0,0,0,0,9,999,999,888,888,888,9,9,9,9,99,99,175.01303869750500000000,12,2
7563,22,78,1-22-2017-078-04,4,2,0,1,1,1,1,1,1,1,1,1,1,0,999,999,888,888,888,9,9,9,9,99,99,175.01303869750500000000,12,2
7596,22,79,1-22-2017-079-06,6,2,0,1,0,1,0,1,1,0,1,0,1,0,134,134,888,888,888,0,2,2,0,0,88,77.13691138819550000000,12,2
7598,22,81,1-22-2017-081-09,9,1,0,1,1,1,1,1,1,1,1,1,1,0,145,145,888,888,888,0,2,3,0,0,88,358.22272855931900000000,12,2
7619,22,82,1-22-2017-082-03,3,1,1,1,1,1,1,1,1,1,1,1,1,0,150,148,888,888,888,0,4,1,5,0,88,50.62086658196620000000,12,2
7673,22,83,1-22-2017-083-01,1,1,1,1,0,1,0,0,1,0,1,0,0,1,140,888,888,888,888,0,1,0,0,1,10,167.84368571586900000000,12,2
7738,22,84,1-22-2017-084-04,4,1,0,1,1,1,1,1,1,1,1,1,1,0,150,146,888,888,888,0,4,1,3,0,88,209.46660211457000000000,12,2
7729,22,86,1-22-2017-086-02,2,1,0,1,1,1,1,1,1,1,1,1,1,1,140,136,888,888,888,0,2,1,0,0,88,93.68323915589070000000,12,2
7739,22,87,1-22-2017-087-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,166,168,888,888,888,0,2,3,0,0,88,201.09456427300800000000,12,2
7781,22,88,1-22-2017-088-09,9,1,1,1,1,1,1,1,1,1,1,1,1,1,145,145,888,888,888,0,2,1,0,0,88,303.05820271233400000000,12,2
7782,22,89,1-22-2017-089-06,6,1,0,1,1,1,1,1,1,1,1,1,1,1,150,150,888,888,888,0,4,1,2,0,88,72.47892167535970000000,12,2
7783,22,90,1-22-2017-090-06,6,1,0,1,1,1,1,0,1,1,1,1,0,0,150,150,888,888,888,0,2,5,0,0,88,65.25820911364750000000,12,2
7846,22,91,1-22-2017-091-08,8,1,0,2,2,2,2,0,1,1,1,1,0,0,157,155,888,888,888,0,2,9,0,0,88,125.91235583385500000000,12,2
7846,22,91,1-22-2017-091-08,8,2,0,2,0,1,0,0,1,0,1,0,0,0,142,134,888,888,888,0,2,9,0,1,5,125.91235583385500000000,12,2
7847,22,92,1-22-2017-092-02,2,1,0,1,1,1,1,0,1,1,1,1,0,0,180,180,888,888,888,0,2,2,0,0,88,54.24309970837320000000,12,2
7847,22,92,1-22-2017-092-02,2,2,0,1,1,1,1,3,1,1,1,1,3,0,185,185,888,888,888,0,4,3,5,0,88,54.24309970837320000000,12,2
7848,22,93,1-22-2017-093-09,9,1,0,1,0,1,0,0,1,0,1,0,0,0,138,138,888,888,888,0,2,5,0,0,88,759.03300268266400000000,12,2
7848,22,93,1-22-2017-093-09,9,2,0,1,1,1,1,0,1,1,1,1,0,0,148,148,888,888,888,0,2,1,0,0,88,759.03300268266400000000,12,2
7899,22,94,1-22-2017-094-09,9,1,0,1,1,1,1,1,1,1,1,1,1,0,139,138,888,888,888,0,2,1,0,0,88,382.03067567649600000000,12,2
7899,22,94,1-22-2017-094-09,9,2,0,1,0,1,0,0,1,0,1,0,0,0,166,173,888,888,888,0,2,2,0,0,88,382.03067567649600000000,12,2
7900,22,95,1-22-2017-095-04,4,1,0,1,1,1,1,0,1,1,1,1,0,0,146,146,888,888,888,0,4,1,5,0,88,234.57767718108100000000,12,2
7901,22,96,1-22-2017-096-09,9,1,0,1,1,1,1,1,1,1,1,1,1,0,999,150,888,888,888,0,2,1,0,0,88,382.03067566774700000000,12,2
7968,22,99,1-22-2017-099-10,10,1,0,1,1,1,1,0,1,1,1,1,0,0,142,142,888,888,888,0,2,5,0,0,88,1279.90483931947000000000,12,2
7973,22,100,1-22-2017-100-10,10,1,0,2,0,1,0,0,1,0,1,0,0,0,168,888,888,888,888,0,2,4,0,0,88,1279.90483931947000000000,12,2
8008,22,101,1-22-2017-101-10,10,1,0,1,1,1,1,1,1,1,1,1,1,0,160,160,999,888,888,0,2,3,0,0,88,8289.13117194951000000000,12,2
8088,22,102,1-22-2017-102-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,148,145,888,888,888,0,4,5,5,0,88,189.34152756178000000000,12,2
8089,22,103,1-22-2017-103-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,146,145,888,888,888,0,2,4,0,0,88,789.84782599354600000000,12,2
8123,22,104,1-22-2017-104-01,1,1,0,1,1,2,2,2,1,1,1,1,1,0,140,140,888,888,888,0,2,5,0,0,88,146.18883073197500000000,12,2
8219,22,105,1-22-2017-105-02,2,1,1,2,2,2,1,1,1,1,1,1,1,0,164,164,128,888,888,0,2,1,0,0,88,54.24309970837320000000,12,2
8219,22,105,1-22-2017-105-02,2,2,1,2,1,1,1,0,1,1,1,1,0,0,150,150,888,888,888,0,2,9,0,6,4,54.24309970837320000000,12,2
8220,22,106,1-22-2017-106-09,9,1,0,1,1,2,2,0,1,1,1,1,0,1,160,158,888,888,888,0,2,3,0,0,88,1949.08373954124000000000,12,2
8266,22,107,1-22-2017-107-07,7,2,0,1,1,1,1,1,1,1,1,1,1,0,162,168,152,888,888,0,2,1,0,0,88,736.17610801726100000000,12,2
8374,22,108,1-22-2017-108-06,6,1,0,1,1,1,1,0,1,1,1,1,0,0,149,149,888,888,888,1,4,1,5,0,88,78.03574184304760000000,12,2
8375,22,109,1-22-2017-109-05,5,1,0,1,1,2,1,0,1,1,1,1,0,1,150,150,888,888,888,0,2,1,0,6,3,87.19041119697200000000,12,2
