CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,POSTINTEGLOSS,OPENLF,OPENLR,OPENRF,OPENRR,OPENTG,DAMAGELF,DAMAGELR,DAMAGERF,DAMAGERR,DAMAGETG,GLAZINGCONT,ROWIDTH1,ROWIDTH2,ROWIDTH3,ROWIDTH4,ROWIDTH5,ADAPTEQUIP,STEERINGTYPE,STEERTILTADJ,STEERTELEADJ,RIMDEFLOC,RIMDEF,CASEWGT,PSUSTRAT,VERSION
7016,16,39,1-16-2017-039-04,4,1,0,1,1,1,1,0,1,1,1,1,0,0,999,999,888,888,888,0,9,9,9,0,88,2127.02225203264000000000,5,2
7016,16,39,1-16-2017-039-04,4,2,0,1,1,1,1,0,1,1,1,1,0,0,999,999,888,888,888,0,9,9,9,0,88,2127.02225203264000000000,5,2
7062,16,40,1-16-2017-040-05,5,2,0,1,1,1,1,1,1,1,1,1,1,0,158,158,140,888,888,0,2,1,0,0,88,43.90326223982030000000,5,2
7086,16,42,1-16-2017-042-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,173,170,888,888,888,0,2,3,0,0,88,880.36569952568900000000,5,2
7116,16,43,1-16-2017-043-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,999,999,888,888,888,0,9,9,9,0,88,957.10878992152000000000,5,2
7165,16,44,1-16-2017-044-04,4,1,0,1,1,1,1,0,1,1,1,1,0,0,154,151,888,888,888,0,4,4,2,0,88,406.54415384419700000000,5,2
7188,16,46,1-16-2017-046-06,6,2,0,2,1,1,1,0,1,1,1,1,0,0,142,137,888,888,888,0,4,2,2,0,88,234.69502727420400000000,5,2
7240,16,48,1-16-2017-048-01,1,1,1,9,9,9,9,0,0,0,0,0,0,1,999,999,888,888,888,9,9,9,9,99,99,85.68803151017660000000,5,2
7273,16,49,1-16-2017-049-03,3,1,0,1,1,1,1,1,1,1,1,1,1,0,148,145,888,888,888,0,2,1,0,0,88,339.16571743006300000000,5,2
7274,16,50,1-16-2017-050-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,141,140,888,888,888,0,2,5,0,0,88,339.16571743006300000000,5,2
7304,16,51,1-16-2017-051-06,6,1,0,1,1,2,1,0,1,1,1,1,0,1,153,152,888,888,888,0,4,5,1,0,88,3067.09838689603000000000,5,2
7357,16,52,1-16-2017-052-08,8,1,0,2,0,1,1,1,1,0,1,1,1,1,180,180,180,888,888,0,2,2,0,0,88,446.39018515147900000000,5,2
7357,16,52,1-16-2017-052-08,8,2,0,3,0,1,0,0,3,0,1,0,0,1,141,999,888,888,888,0,2,1,0,0,88,446.39018515147900000000,5,2
7358,16,53,1-16-2017-053-05,5,1,0,1,1,1,1,0,1,1,1,1,0,0,156,150,888,888,888,0,2,1,0,6,3,92.13841593463610000000,5,2
7358,16,53,1-16-2017-053-05,5,2,0,9,2,3,1,0,0,1,5,1,0,9,999,138,888,888,888,0,2,9,0,10,99,92.13841593463610000000,5,2
7426,16,54,1-16-2017-054-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,152,150,888,888,888,0,2,2,0,0,88,168.32205062365500000000,5,2
7426,16,54,1-16-2017-054-03,3,2,0,1,1,1,1,1,1,1,1,1,1,0,146,145,888,888,888,0,4,1,1,0,88,168.32205062365500000000,5,2
7529,16,55,1-16-2017-055-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,999,999,888,888,888,0,9,9,9,0,88,398.50972604971200000000,5,2
7530,16,56,1-16-2017-056-05,5,1,0,3,2,2,1,1,3,1,1,1,1,1,144,142,888,888,888,0,2,9,0,0,88,67.91261798517790000000,5,2
7589,16,57,1-16-2017-057-03,3,1,0,1,1,1,1,1,1,1,1,1,1,0,152,149,888,888,888,0,4,1,1,0,88,1086.81269314683000000000,5,2
7589,16,57,1-16-2017-057-03,3,2,0,9,9,1,1,1,0,0,1,1,1,1,168,155,888,888,888,0,2,1,0,0,88,1086.81269314683000000000,5,2
7656,16,58,1-16-2017-058-07,7,1,0,1,1,1,1,1,1,1,1,1,1,0,140,140,888,888,888,0,2,1,0,0,88,1698.43017360501000000000,5,2
7657,16,59,1-16-2017-059-02,2,1,0,1,1,2,1,1,1,1,1,1,1,0,152,152,888,888,888,0,2,2,0,0,88,36.43112050276990000000,5,2
7657,16,59,1-16-2017-059-02,2,2,0,1,1,2,1,0,1,1,1,1,0,1,152,149,888,888,888,0,4,5,1,0,88,36.43112050276990000000,5,2
7731,16,60,1-16-2017-060-08,8,1,0,1,1,1,1,0,1,1,1,1,0,0,154,140,888,888,888,0,2,1,0,0,88,975.90571238197800000000,5,2
7842,16,61,1-16-2017-061-03,3,1,0,1,1,1,1,1,1,1,1,1,1,0,146,146,128,888,888,0,4,1,1,0,88,758.40852943395400000000,5,2
7842,16,61,1-16-2017-061-03,3,2,0,1,1,1,1,0,1,1,1,1,0,1,146,142,888,888,888,0,9,9,9,0,88,758.40852943395400000000,5,2
7879,16,63,1-16-2017-063-04,4,1,0,1,1,1,1,0,1,1,1,1,0,0,150,145,888,888,888,0,4,3,1,0,88,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,1,0,1,1,1,1,1,1,1,1,1,1,0,146,141,888,888,888,0,2,3,0,0,88,975.91550235041800000000,5,2
7941,16,65,1-16-2017-065-02,2,1,0,1,1,1,1,1,1,1,1,1,1,0,152,147,888,888,888,0,4,3,2,0,88,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,2,0,1,0,1,0,0,1,0,1,0,0,0,149,119,888,888,888,0,2,1,0,0,88,86.48846061142220000000,5,2
8000,16,66,1-16-2017-066-06,6,1,0,1,1,1,1,0,1,1,1,1,0,0,148,139,888,888,888,0,4,2,1,0,88,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,2,0,1,1,1,1,0,1,1,1,1,0,0,147,144,888,888,888,0,4,5,1,0,88,554.32085735500400000000,5,2
8001,16,67,1-16-2017-067-05,5,1,0,2,2,1,1,0,1,1,1,1,0,9,999,999,888,888,888,0,2,3,0,0,88,48.70594665109840000000,5,2
8001,16,67,1-16-2017-067-05,5,2,0,1,1,1,1,0,1,1,1,1,0,0,144,144,888,888,888,0,2,3,0,0,88,48.70594665109840000000,5,2
8067,16,68,1-16-2017-068-06,6,1,0,1,1,1,1,0,1,1,1,1,0,0,129,129,888,888,888,0,2,1,0,0,88,1059.70250797157000000000,5,2
8067,16,68,1-16-2017-068-06,6,2,0,9,9,9,9,0,0,0,0,0,0,0,999,999,888,888,888,0,2,3,0,0,88,1059.70250797157000000000,5,2
8116,16,69,1-16-2017-069-08,8,2,0,1,1,1,1,1,1,1,1,1,1,0,155,151,888,888,888,0,2,1,0,0,88,455.56218219892500000000,5,2
8117,16,70,1-16-2017-070-06,6,2,0,1,0,1,1,1,1,0,1,1,1,0,176,888,888,888,888,0,4,1,1,0,88,1070.17056183628000000000,5,2
8117,16,70,1-16-2017-070-06,6,3,0,1,1,9,9,0,1,1,0,0,0,0,999,999,888,888,888,0,2,1,0,0,88,1070.17056183628000000000,5,2
8198,16,71,1-16-2017-071-06,6,2,0,1,1,1,1,0,1,1,1,1,0,0,152,149,888,888,888,0,4,1,1,0,88,2078.07642744592000000000,5,2
8262,16,73,1-16-2017-073-04,4,1,0,1,1,1,1,0,1,1,1,1,0,0,150,146,888,888,888,0,4,1,1,0,88,1022.75343708077000000000,5,2
8279,16,74,1-16-2017-074-04,4,1,0,1,1,1,1,1,1,1,1,1,1,0,163,167,129,888,888,0,2,1,0,0,88,1022.75343708077000000000,5,2
8279,16,74,1-16-2017-074-04,4,2,0,1,1,1,1,0,1,1,1,1,0,0,153,150,888,888,888,0,4,5,1,0,88,1022.75343708077000000000,5,2
8355,16,75,1-16-2017-075-04,4,1,0,1,1,1,1,1,1,1,1,1,1,0,153,888,888,888,888,0,2,1,0,0,88,3233.52587013727000000000,5,2
8419,16,76,1-16-2017-076-04,4,1,0,1,1,1,1,1,1,1,1,1,1,0,999,999,888,888,888,0,9,9,9,0,88,1988.35356427731000000000,5,2
8420,16,77,1-16-2017-077-03,3,2,0,1,1,1,1,0,1,1,1,1,0,0,152,146,888,888,888,0,2,5,0,0,88,591.83275996298000000000,5,2
8479,16,78,1-16-2017-078-10,10,1,0,1,1,1,1,0,1,1,1,1,0,0,149,145,888,888,888,0,2,1,0,0,88,5620.97976379285000000000,5,2
8480,16,79,1-16-2017-079-04,4,1,0,1,1,1,1,1,1,1,1,1,1,0,150,143,888,888,888,0,4,3,3,0,88,1202.19615133779000000000,5,2
8480,16,79,1-16-2017-079-04,4,2,0,1,1,1,1,1,1,1,1,1,1,0,158,160,888,888,888,0,2,3,0,0,88,1202.19615133779000000000,5,2
8550,16,80,1-16-2017-080-10,10,1,0,1,1,1,1,0,1,1,1,1,0,0,148,147,888,888,888,0,2,1,0,0,88,8274.88500519685000000000,5,2
8551,16,81,1-16-2017-081-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,999,999,888,888,888,0,9,9,9,99,99,526.78168572825000000000,5,2
8552,16,82,1-16-2017-082-04,4,1,0,1,1,1,1,1,1,1,1,1,1,0,166,160,888,888,888,0,4,3,3,0,88,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,2,0,9,9,9,9,0,0,0,0,0,0,9,999,999,888,888,888,0,9,9,9,99,99,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,3,0,1,1,1,1,0,1,1,1,1,0,0,999,999,888,888,888,0,9,9,9,0,88,1769.80443338983000000000,5,2
8619,16,83,1-16-2017-083-05,5,1,0,2,3,1,2,0,1,5,1,1,0,9,999,999,888,888,888,0,9,9,9,99,99,56.92463203596180000000,5,2
8619,16,83,1-16-2017-083-05,5,2,0,1,1,1,1,0,1,1,1,1,0,0,999,999,888,888,888,0,9,9,9,99,99,56.92463203596180000000,5,2
8647,16,85,1-16-2017-085-02,2,1,0,1,1,1,1,1,1,1,1,1,1,0,999,999,999,888,888,9,9,9,9,99,99,24.48450823897450000000,5,2
8647,16,85,1-16-2017-085-02,2,2,0,1,1,1,1,1,1,1,1,1,1,0,163,165,160,888,888,0,2,1,0,0,88,24.48450823897450000000,5,2
8691,16,86,1-16-2017-086-09,9,1,0,1,1,1,1,0,1,1,1,1,0,0,147,146,888,888,888,0,2,1,0,0,88,3547.68665158674000000000,5,2
8694,16,87,1-16-2017-087-02,2,1,0,1,1,1,1,0,1,1,1,1,0,0,151,146,888,888,888,0,4,2,2,0,88,47.92481203941460000000,5,2
8694,16,87,1-16-2017-087-02,2,2,0,1,1,1,1,0,1,1,1,1,0,0,156,154,888,888,888,0,2,3,0,0,88,47.92481203941460000000,5,2
8789,16,88,1-16-2017-088-06,6,1,0,1,1,1,1,1,1,1,1,1,1,0,158,156,888,888,888,0,2,2,0,0,88,2287.90777727149000000000,5,2
8860,16,89,1-16-2017-089-04,4,2,0,1,1,1,1,1,1,1,1,1,1,0,150,149,888,888,888,0,4,1,9,0,88,1935.81901040284000000000,5,2
8861,16,90,1-16-2017-090-09,9,1,0,1,1,1,1,0,1,1,1,1,0,0,140,137,888,888,888,0,2,3,0,0,88,3126.49455209188000000000,5,2
8951,16,91,1-16-2017-091-02,2,1,1,2,1,2,2,0,1,1,1,1,0,0,141,141,888,888,888,0,4,1,1,0,88,28.38718458042420000000,5,2
8953,16,93,1-16-2017-093-03,3,1,0,1,3,1,1,1,1,4,1,1,1,1,150,144,888,888,888,0,4,5,5,0,88,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,2,0,1,1,1,1,0,1,1,1,1,0,0,173,169,888,888,888,0,4,1,5,0,88,387.27514087760900000000,5,2
8966,16,94,1-16-2017-094-06,6,1,0,1,1,1,1,0,1,1,1,1,0,0,153,150,888,888,888,0,2,1,0,0,88,751.12185592969200000000,5,2
9019,16,95,1-16-2017-095-06,6,1,0,1,1,1,1,0,1,1,1,1,0,0,152,150,888,888,888,0,2,1,0,0,88,910.10497547752300000000,5,2
6045,17,1,1-17-2017-001-10,10,1,0,1,1,1,1,0,1,1,1,1,0,0,130,136,888,888,888,0,1,0,0,0,88,200.16680886181900000000,4,2
6117,17,2,1-17-2017-002-09,9,1,0,1,1,1,1,0,1,1,1,1,0,0,144,136,888,888,888,0,2,3,0,0,88,1415.10629264720000000000,4,2
6118,17,3,1-17-2017-003-08,8,1,0,1,0,1,0,0,1,0,1,0,0,0,148,888,888,888,888,0,2,2,0,0,88,186.33080319887600000000,4,2
6182,17,4,1-17-2017-004-09,9,1,0,1,1,1,1,0,1,1,1,1,0,0,148,148,888,888,888,0,2,2,0,0,88,384.01366230303100000000,4,2
6182,17,4,1-17-2017-004-09,9,2,0,1,1,1,1,1,1,1,1,1,1,0,144,140,888,888,888,0,2,1,0,0,88,384.01366230303100000000,4,2
6183,17,5,1-17-2017-005-04,4,1,0,1,1,1,1,0,1,1,1,1,0,0,152,152,888,888,888,0,4,1,4,0,88,214.93968731874500000000,4,2
6184,17,6,1-17-2017-006-04,4,1,0,1,1,1,1,0,1,1,1,1,0,0,146,148,888,888,888,0,2,1,0,0,88,214.93968732486500000000,4,2
6244,17,7,1-17-2017-007-06,6,1,0,1,1,1,1,0,1,1,1,1,0,0,146,146,888,888,888,0,2,3,0,0,88,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,2,0,1,1,1,1,0,1,1,1,1,0,0,148,146,888,888,888,0,2,2,0,0,88,260.45254408597600000000,4,2
6245,17,8,1-17-2017-008-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,144,142,888,888,888,0,2,1,0,0,88,134.28819158768900000000,4,2
6245,17,8,1-17-2017-008-03,3,2,0,1,1,1,1,0,1,1,1,1,0,0,144,144,888,888,888,0,4,2,5,0,88,134.28819158768900000000,4,2
6246,17,9,1-17-2017-009-03,3,2,0,1,1,1,1,1,1,1,1,1,1,0,168,168,162,888,888,0,4,2,3,0,88,134.28819158874300000000,4,2
6247,17,10,1-17-2017-010-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,144,142,888,888,888,0,4,3,5,0,88,530.29557908337700000000,4,2
6317,17,11,1-17-2017-011-07,7,2,0,1,1,1,1,1,1,1,1,1,1,0,148,148,888,888,888,0,2,2,0,0,88,1987.12586336849000000000,4,2
6353,17,12,1-17-2017-012-07,7,1,0,1,1,1,1,1,1,1,1,1,1,0,162,166,158,888,888,0,2,2,0,0,88,1124.00172722639000000000,4,2
6403,17,13,1-17-2017-013-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,166,166,888,888,888,0,2,3,0,0,88,612.63153371033600000000,4,2
6441,17,14,1-17-2017-014-04,4,2,0,1,1,1,1,0,1,1,1,1,0,0,154,154,888,888,888,0,4,2,4,0,88,2564.73694398389000000000,4,2
6492,17,15,1-17-2017-015-04,4,1,0,1,1,1,1,0,1,1,1,1,0,0,156,156,888,888,888,0,4,2,5,0,88,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,2,0,1,1,1,1,0,1,1,1,1,0,0,148,148,888,888,888,0,4,2,5,0,88,2396.01535024564000000000,4,2
6541,17,16,1-17-2017-016-05,5,1,0,1,1,1,1,0,1,1,1,1,0,0,162,160,888,888,888,0,2,1,0,0,88,108.17988682411800000000,4,2
6541,17,16,1-17-2017-016-05,5,2,0,1,1,1,1,1,1,1,1,1,1,0,155,155,152,888,888,0,2,3,0,0,88,108.17988682411800000000,4,2
6588,17,17,1-17-2017-017-03,3,1,0,1,1,1,1,1,1,1,1,1,1,0,150,150,888,888,888,0,4,2,1,0,88,385.21860264709200000000,4,2
6588,17,17,1-17-2017-017-03,3,2,1,1,1,1,2,0,1,1,1,1,0,0,158,156,888,888,888,0,2,1,0,0,88,385.21860264709200000000,4,2
6635,17,18,1-17-2017-018-01,1,1,0,1,1,1,1,0,1,1,1,1,0,1,142,142,888,888,888,0,2,3,0,0,88,269.66330320321100000000,4,2
6673,17,19,1-17-2017-019-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,155,155,888,888,888,0,2,3,0,0,88,854.41696807267400000000,4,2
6673,17,19,1-17-2017-019-03,3,2,0,1,1,1,1,1,1,1,1,1,1,0,148,148,888,888,888,0,4,2,3,0,88,854.41696807267400000000,4,2
6715,17,20,1-17-2017-020-09,9,1,0,1,1,1,1,1,1,1,1,1,1,0,148,146,888,888,888,0,2,1,0,0,88,2912.32257635234000000000,4,2
6749,17,21,1-17-2017-021-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,999,999,888,888,888,0,9,9,9,0,88,1152.79836779502000000000,4,2
6789,17,22,1-17-2017-022-05,5,1,0,1,0,2,0,0,1,0,1,0,0,0,138,132,888,888,888,0,4,2,1,5,4,139.77152375891400000000,4,2
6812,17,23,1-17-2017-023-09,9,1,0,1,1,1,1,1,1,1,1,1,1,0,154,154,888,888,888,0,2,1,0,0,88,1691.99672341111000000000,4,2
6870,17,24,1-17-2017-024-04,4,1,0,2,2,1,1,0,1,1,1,1,0,0,146,146,888,888,888,0,4,2,3,0,88,4191.22488111450000000000,4,2
6870,17,24,1-17-2017-024-04,4,2,0,1,1,1,1,0,1,1,1,1,0,0,146,146,888,888,888,0,2,3,0,0,88,4191.22488111450000000000,4,2
6905,17,25,1-17-2017-025-06,6,1,0,1,1,1,1,1,1,1,1,1,1,0,162,162,154,888,888,0,4,2,5,0,88,637.72365789726100000000,4,2
6905,17,25,1-17-2017-025-06,6,2,0,1,1,1,1,0,1,1,1,1,0,0,154,154,888,888,888,0,2,3,0,0,88,637.72365789726100000000,4,2
6954,17,26,1-17-2017-026-02,2,1,1,2,1,1,1,1,1,1,1,1,1,0,150,150,888,888,888,0,4,3,1,0,88,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,2,0,1,1,1,1,0,1,1,1,1,0,0,144,144,888,888,888,0,4,3,1,0,88,245.24541505623200000000,4,2
7004,17,28,1-17-2017-028-08,8,1,0,1,1,1,1,0,1,1,1,1,0,0,146,146,888,888,888,0,2,5,0,0,88,293.24993408568300000000,4,2
7004,17,28,1-17-2017-028-08,8,2,0,1,1,1,1,0,1,1,1,1,0,0,144,142,888,888,888,0,2,5,0,0,88,293.24993408568300000000,4,2
7018,17,29,1-17-2017-029-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,146,146,888,888,888,1,4,3,5,0,88,556.30488602118700000000,4,2
7065,17,30,1-17-2017-030-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,140,140,888,888,888,0,2,1,0,0,88,1778.88196036324000000000,4,2
7065,17,30,1-17-2017-030-07,7,2,0,1,0,1,0,0,1,0,1,0,0,0,148,140,888,888,888,0,4,1,1,0,88,1778.88196036324000000000,4,2
7066,17,31,1-17-2017-031-02,2,1,0,1,1,1,1,0,1,1,1,1,0,0,154,152,888,888,888,0,4,1,1,0,88,67.58279126353610000000,4,2
7066,17,31,1-17-2017-031-02,2,2,0,1,1,2,2,1,1,1,1,1,1,1,150,150,130,888,888,0,4,1,1,0,88,67.58279126353610000000,4,2
7121,17,33,1-17-2017-033-07,7,1,0,1,1,1,1,1,1,1,1,1,1,0,152,152,888,888,888,0,4,1,1,0,88,2501.79702288383000000000,4,2
7169,17,34,1-17-2017-034-09,9,1,0,1,1,1,1,0,1,1,1,1,0,0,148,148,888,888,888,0,2,3,0,0,88,1404.60743210442000000000,4,2
7170,17,35,1-17-2017-035-07,7,1,0,1,1,1,1,1,1,1,1,1,1,0,140,140,888,888,888,0,2,1,0,0,88,884.59665778365500000000,4,2
7217,17,36,1-17-2017-036-05,5,1,0,1,2,1,1,1,1,1,1,1,1,0,150,150,888,888,888,0,4,2,3,0,88,139.81631156217800000000,4,2
7257,17,37,1-17-2017-037-07,7,2,0,1,1,2,1,0,1,1,1,1,0,0,168,165,888,888,888,0,2,3,0,0,88,394.88797396164200000000,4,2
7258,17,38,1-17-2017-038-04,4,1,0,1,1,1,1,0,1,1,1,1,0,0,144,142,888,888,888,0,4,3,5,0,88,350.95667965408700000000,4,2
7307,17,39,1-17-2017-039-09,9,2,0,1,1,1,1,1,1,1,1,1,1,0,148,148,888,888,888,0,2,2,0,0,88,746.52365176238700000000,4,2
7308,17,40,1-17-2017-040-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,999,999,888,888,888,0,9,9,9,0,88,470.14725410652400000000,4,2
7369,17,41,1-17-2017-041-06,6,1,0,1,1,1,1,0,1,1,1,1,0,0,148,148,888,888,888,0,2,3,0,0,88,158.75803500849500000000,4,2
7371,17,43,1-17-2017-043-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,144,144,888,888,888,0,4,1,3,0,88,323.24001443068500000000,4,2
7390,17,44,1-17-2017-044-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,172,172,888,888,888,0,2,1,0,0,88,81.85494787958960000000,4,2
7390,17,44,1-17-2017-044-03,3,2,0,1,1,1,1,0,1,1,1,1,0,0,142,146,888,888,888,0,4,2,2,0,88,81.85494787958960000000,4,2
7436,17,45,1-17-2017-045-03,3,2,0,1,1,1,1,1,1,1,1,1,1,0,162,158,140,888,888,0,4,2,2,0,88,159.02456619967100000000,4,2
7437,17,46,1-17-2017-046-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,148,148,888,888,888,0,4,2,3,0,88,627.97795862496700000000,4,2
7539,17,47,1-17-2017-047-03,3,1,0,1,1,1,1,0,1,1,1,1,0,0,152,150,888,888,888,0,4,1,5,0,88,134.78804348316800000000,4,2
7539,17,47,1-17-2017-047-03,3,2,0,1,1,1,1,1,1,1,1,1,1,0,148,148,888,888,888,0,4,2,1,0,88,134.78804348316800000000,4,2
7540,17,48,1-17-2017-048-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,138,138,888,888,888,0,2,1,0,0,88,532.26946261456200000000,4,2
7540,17,48,1-17-2017-048-07,7,2,0,1,1,1,1,0,1,1,1,1,0,0,116,110,888,888,888,0,4,2,2,0,88,532.26946261456200000000,4,2
7558,17,49,1-17-2017-049-03,3,1,0,1,1,1,1,1,1,1,1,1,1,1,150,150,888,888,888,0,4,1,1,0,88,134.78804348316800000000,4,2
7593,17,50,1-17-2017-050-07,7,1,0,1,1,1,1,1,1,1,1,1,1,0,160,164,888,888,888,0,4,4,5,0,88,900.22638266429200000000,4,2
7592,17,51,1-17-2017-051-04,4,1,0,1,1,1,1,0,1,1,1,1,0,0,150,150,888,888,888,0,4,2,1,0,88,800.07618116919000000000,4,2
7661,17,52,1-17-2017-052-04,4,1,0,1,1,1,1,0,1,1,1,1,0,0,155,155,888,888,888,0,4,2,1,0,88,491.51542979830200000000,4,2
7662,17,53,1-17-2017-053-04,4,1,0,1,1,1,1,0,1,1,1,1,0,0,152,152,888,888,888,0,4,1,5,0,88,491.51542979503400000000,4,2
7662,17,53,1-17-2017-053-04,4,2,0,1,1,1,1,1,1,1,1,1,1,0,148,148,888,888,888,0,4,4,4,0,88,491.51542979503400000000,4,2
7663,17,54,1-17-2017-054-10,10,1,0,1,1,1,1,1,1,1,1,1,1,0,168,166,144,888,888,0,2,2,0,0,88,2298.12604323796000000000,4,2
7663,17,54,1-17-2017-054-10,10,2,0,1,1,1,2,0,1,1,1,1,0,0,148,148,888,888,888,0,4,2,5,0,88,2298.12604323796000000000,4,2
7716,17,55,1-17-2017-055-05,5,1,0,1,1,1,1,0,1,1,1,1,0,0,148,148,888,888,888,0,4,2,5,0,88,105.50251995997300000000,4,2
7772,17,56,1-17-2017-056-03,3,1,0,1,1,2,2,0,1,1,1,1,0,0,144,144,888,888,888,0,4,3,1,0,88,227.76959912268800000000,4,2
7772,17,56,1-17-2017-056-03,3,2,0,1,1,1,1,1,1,1,1,1,1,0,150,150,888,888,888,0,4,2,3,0,88,227.76959912268800000000,4,2
7773,17,57,1-17-2017-057-08,8,1,1,2,2,2,2,0,1,1,1,1,0,9,999,999,888,888,888,0,4,4,4,0,88,188.05340454226200000000,4,2
7774,17,58,1-17-2017-058-07,7,1,0,1,1,1,1,1,1,1,1,1,1,0,162,160,142,888,888,0,2,2,0,0,88,899.44774767879900000000,4,2
7835,17,60,1-17-2017-060-06,6,1,0,1,1,1,1,1,1,1,1,1,1,0,148,148,888,888,888,0,2,4,0,0,88,368.15814485261600000000,4,2
7835,17,60,1-17-2017-060-06,6,2,0,1,1,1,1,0,1,1,1,1,0,0,148,146,888,888,888,0,4,3,1,0,88,368.15814485261600000000,4,2
7866,17,61,1-17-2017-061-04,4,1,0,1,1,1,1,1,1,1,1,1,1,0,146,136,888,888,888,0,4,2,4,0,88,666.19814692973400000000,4,2
7892,17,62,1-17-2017-062-06,6,1,0,1,1,1,1,0,1,1,1,1,0,0,152,152,888,888,888,0,4,2,1,5,2,254.33523737377100000000,4,2
7893,17,63,1-17-2017-063-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,172,152,888,888,888,0,2,2,0,0,88,517.84040911397300000000,4,2
7893,17,63,1-17-2017-063-07,7,2,0,1,1,1,1,1,1,1,1,1,1,0,164,156,150,888,888,0,2,1,0,0,88,517.84040911397300000000,4,2
7894,17,64,1-17-2017-064-07,7,1,0,1,1,1,1,0,1,1,1,1,0,0,148,148,888,888,888,0,2,3,0,0,88,517.84040911397300000000,4,2
7946,17,65,1-17-2017-065-02,2,2,0,1,1,1,1,0,1,1,1,1,0,0,150,154,888,888,888,0,4,5,4,0,88,70.25774128885290000000,4,2
7947,17,66,1-17-2017-066-04,4,1,0,1,1,1,1,0,1,1,1,1,0,0,148,146,888,888,888,0,4,1,1,0,88,1695.72707745063000000000,4,2
7947,17,66,1-17-2017-066-04,4,2,0,2,1,1,1,0,1,1,1,1,0,0,152,152,888,888,888,0,4,1,1,0,88,1695.72707745063000000000,4,2
8003,17,67,1-17-2017-067-04,4,1,0,1,1,1,1,1,1,1,1,1,1,0,150,150,888,888,888,0,4,2,5,0,88,1439.31692420907000000000,4,2
8004,17,68,1-17-2017-068-02,2,1,0,1,2,1,1,0,1,1,1,1,0,0,146,140,888,888,888,0,4,2,4,0,88,100.14669405249400000000,4,2
8005,17,69,1-17-2017-069-08,8,1,0,1,1,2,1,0,1,1,1,1,0,0,150,150,888,888,888,0,2,3,0,0,88,338.59620717804800000000,4,2
8072,17,70,1-17-2017-070-05,5,1,0,1,1,1,1,1,1,1,1,1,1,0,150,144,888,888,888,0,2,2,0,0,88,156.47957675514800000000,4,2
8119,17,71,1-17-2017-071-06,6,1,0,1,1,1,1,1,1,1,1,1,1,0,154,154,888,888,888,0,4,4,1,0,88,304.94974891827000000000,4,2
8119,17,71,1-17-2017-071-06,6,2,0,1,1,1,1,0,1,1,1,1,0,0,146,146,888,888,888,0,2,3,0,0,88,304.94974891827000000000,4,2
8120,17,72,1-17-2017-072-03,3,1,0,1,1,1,1,1,1,1,1,1,1,0,146,146,888,888,888,0,2,1,0,0,88,157.23075561188600000000,4,2
8120,17,72,1-17-2017-072-03,3,2,0,1,1,2,1,0,1,1,1,1,0,0,150,148,888,888,888,0,4,1,5,0,88,157.23075561188600000000,4,2
8121,17,73,1-17-2017-073-02,2,1,0,1,1,1,1,0,1,1,1,1,0,0,148,146,888,888,888,0,4,3,1,0,88,67.58279126353610000000,4,2
8121,17,73,1-17-2017-073-02,2,2,0,1,1,1,1,1,1,1,1,1,1,0,148,148,888,888,888,0,2,1,0,0,88,67.58279126353610000000,4,2
8208,17,74,1-17-2017-074-09,9,1,0,1,1,1,1,0,1,1,1,1,0,0,172,174,888,888,888,0,2,4,0,0,88,1277.91476599499000000000,4,2
8209,17,75,1-17-2017-075-07,7,2,0,1,1,1,1,0,1,1,1,1,0,0,144,144,888,888,888,0,2,1,0,0,88,804.80788089746900000000,4,2
8267,17,76,1-17-2017-076-08,8,1,0,1,0,1,0,0,1,0,1,0,0,0,146,142,888,888,888,0,2,3,0,0,88,421.79301649750600000000,4,2
