CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,EVENTDESC,CDCEVENT,IGCYCRASH,WARNLAMP,NUMEVENTS,EVENT1TO2,FILEREC,MAXDVRESTIME,MAXDVLONG,MAXDVLONGTIME,MAXDVLAT,MAXDVLATTIME,CASEWGT,PSUSTRAT,VERSION
6501,22,21,1-22-2017-021-03,3,1,1,2,1st Prior Event,1,3773,0,7,9997,1,9997,997,9997,997,9997,112.45942594115200000000,12,2
6544,22,22,1-22-2017-022-08,8,1,1,1,Non-Deployment,1,24627,0,7,9997,1,93,-7,93,997,9997,135.03227027435800000000,12,2
6595,22,24,1-22-2017-024-03,3,1,1,1,Most Recent Event,1,6832,0,1,9995,1,9997,-26,152,-2,58,166.37461575824400000000,12,2
6596,22,25,1-22-2017-025-03,3,1,1,1,Event Record 1,2,341,0,1,9997,1,9997,-26,248,-19,264,166.37461576679500000000,12,2
6596,22,25,1-22-2017-025-03,3,1,1,2,Event Record 2,3,341,0,2,0,1,9997,997,9997,997,9997,166.37461576679500000000,12,2
6596,22,25,1-22-2017-025-03,3,1,1,3,Event Record 3,3,341,0,3,1,1,9997,-6,272,27,272,166.37461576679500000000,12,2
6677,22,29,1-22-2017-029-04,4,1,1,1,First Record,1,1033,0,1,0,1,9997,-4,300,997,9997,228.21970156356800000000,12,2
6677,22,29,1-22-2017-029-04,4,1,1,2,Second Record,97,1033,1,2,2,1,9997,-1,226,997,9997,228.21970156356800000000,12,2
6717,22,31,1-22-2017-031-07,7,1,1,1,Event 1,1,16242,0,1,9997,1,9997,997,9997,997,9997,492.29723624183300000000,12,2
6718,22,32,1-22-2017-032-07,7,1,1,1,First Record,1,10209,0,1,9997,1,9997,1,40,9,71,492.29723625533400000000,12,2
6755,22,33,1-22-2017-033-04,4,1,1,1,Event Record 1,2,1729,0,1,9997,1,65,-3,65,-2,45,271.69750241830000000000,12,2
6755,22,33,1-22-2017-033-04,4,1,1,2,Event Record 2,1,1729,0,2,0,1,98,-10,103,3,98,271.69750241830000000000,12,2
6771,22,35,1-22-2017-035-09,9,2,1,1,Non-Deployment,1,20812,0,7,9997,1,70,-1,70,997,9997,442.48362280590700000000,12,2
6794,22,36,1-22-2017-036-01,1,1,1,1,Deployment,1,99998,7,7,9997,7,9997,997,9997,997,9997,96.89001786134840000000,12,2
6795,22,37,1-22-2017-037-03,3,2,1,1,Most Recent Event,2,10270,0,7,9997,1,9997,997,9997,997,9997,138.60198853582200000000,12,2
6795,22,37,1-22-2017-037-03,3,2,1,2,1st Prior Event,2,10270,0,7,9997,1,9997,997,9997,997,9997,138.60198853582200000000,12,2
6795,22,37,1-22-2017-037-03,3,2,1,3,2nd Prior Event,1,10270,0,7,9997,1,9997,997,9997,997,9997,138.60198853582200000000,12,2
6795,22,37,1-22-2017-037-03,3,2,1,4,3rd Prior Event,1,10270,0,7,9997,1,9997,-37,229,997,9997,138.60198853582200000000,12,2
6795,22,37,1-22-2017-037-03,3,2,1,5,4th Prior Event,97,7255,0,7,9997,1,9997,997,9997,997,9997,138.60198853582200000000,12,2
6960,22,46,1-22-2017-046-01,1,1,1,1,Non-Deployment,97,99998,7,7,9997,7,9997,997,9997,997,9997,96.89001786134840000000,12,2
6961,22,47,1-22-2017-047-06,6,1,1,1,First Record,1,99998,7,7,9997,7,9997,997,9997,997,9997,572.63381011277000000000,12,2
6992,22,48,1-22-2017-048-03,3,2,1,1,First Record,1,9761,0,1,9997,1,9997,-17,92,5,82,298.49760704647700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,1,1,Most Recent Event,1,99998,0,7,9997,1,9997,-26,9997,997,9997,109.84231520397700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,1,2,1st Prior Event,1,99998,0,7,9997,1,9997,997,9997,997,9997,109.84231520397700000000,12,2
7071,22,52,1-22-2017-052-01,1,2,1,1,Most Recent Event,1,6368,0,7,9997,1,9997,997,9997,997,9997,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,2,1,2,1st Prior Event,1,6368,0,7,9997,1,9997,-33,67,997,9997,96.89001786134840000000,12,2
7128,22,55,1-22-2017-055-06,6,2,1,1,First Record,1,99998,7,7,9997,7,9997,997,9997,997,9997,151.41385169557500000000,12,2
7129,22,56,1-22-2017-056-03,3,1,1,1,Event Record 1,1,3770,0,1,9997,1,113,-14,115,2,105,99.36488572598280000000,12,2
7177,22,58,1-22-2017-058-03,3,1,1,1,Non-Deployment,1,19138,0,7,9997,1,273,-25,273,997,9997,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,1,1,Event Record 1,1,1095,0,1,9997,1,9997,26,300,2,40,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,1,2,Event Record 2,2,1095,1,2,1,1,9997,-18,158,2,126,99.94744475908390000000,12,2
7275,22,64,1-22-2017-064-10,10,1,1,1,Non-Deployment,97,38675,0,7,1,7,9997,-1,9997,997,9997,147.61596655612600000000,12,2
7321,22,66,1-22-2017-066-04,4,1,1,1,Event Record 1,1,1235,1,1,9997,1,270,-2,300,0,0,285.13604139823800000000,12,2
7321,22,66,1-22-2017-066-04,4,1,1,2,Event Record 2,1,1235,0,1,9997,1,68,-11,98,17,70,285.13604139823800000000,12,2
7322,22,67,1-22-2017-067-03,3,1,1,1,Most Recent Frontal/Rear Event,1,99998,1,7,9997,1,9997,-6,9997,997,9997,65.62058670324390000000,12,2
7322,22,67,1-22-2017-067-03,3,1,1,2,Rollover,97,99998,7,7,9997,7,9997,997,9997,997,9997,65.62058670324390000000,12,2
7322,22,67,1-22-2017-067-03,3,2,1,1,Most Recent Event,97,4105,0,7,9997,1,9997,-9,138,997,9997,65.62058670324390000000,12,2
7322,22,67,1-22-2017-067-03,3,2,1,2,1st Prior Event,1,4105,0,7,9997,1,9997,997,9997,997,9997,65.62058670324390000000,12,2
7323,22,68,1-22-2017-068-03,3,1,1,1,Non-Deployment,1,22864,0,7,9997,1,98,-1,98,997,9997,65.62058670661660000000,12,2
7378,22,69,1-22-2017-069-02,2,2,1,1,Most Recent Event,97,6546,0,2,0,1,9997,1,68,997,9997,57.59449533622260000000,12,2
7378,22,69,1-22-2017-069-02,2,2,1,2,1st Prior Event,1,6546,0,1,0,1,9997,-51,138,997,9997,57.59449533622260000000,12,2
7379,22,70,1-22-2017-070-07,7,1,1,1,Most Recent Event,1,14491,0,1,0,1,9997,-19,176,1,218,329.79358885912500000000,12,2
7380,22,71,1-22-2017-071-04,4,1,1,1,First Record,1,1194,0,1,9997,1,9997,-18,170,997,9997,343.52366861375400000000,12,2
7434,22,73,1-22-2017-073-03,3,1,1,1,First Record,97,1287,0,1,9997,1,9997,10,80,997,9997,52.60059946373740000000,12,2
7434,22,73,1-22-2017-073-03,3,1,1,2,Second Record,1,2282,0,1,9997,1,9997,7,170,997,9997,52.60059946373740000000,12,2
7435,22,74,1-22-2017-074-03,3,1,1,1,Event Record 1,1,1764,0,1,9997,1,9997,-11,144,-3,180,51.85442253452010000000,12,2
7435,22,74,1-22-2017-074-03,3,2,1,1,Most Recent Event,97,6617,0,7,9997,1,9997,997,9997,997,9997,51.85442253452010000000,12,2
7435,22,74,1-22-2017-074-03,3,2,1,2,1st Prior Event,97,6617,0,7,9997,1,9997,-11,191,997,9997,51.85442253452010000000,12,2
7435,22,74,1-22-2017-074-03,3,2,1,3,2nd Prior Event,97,6617,0,7,9997,1,9997,997,9997,997,9997,51.85442253452010000000,12,2
7435,22,74,1-22-2017-074-03,3,2,1,4,3rd Prior Event,1,6617,0,7,9997,1,9997,997,9997,997,9997,51.85442253452010000000,12,2
7556,22,77,1-22-2017-077-03,3,1,1,1,Event Record 1,1,1041,0,1,9997,1,9997,-14,174,-13,66,85.56016526470580000000,12,2
7556,22,77,1-22-2017-077-03,3,2,1,1,Non-Deployment,1,6881,0,7,9997,1,120,-7,120,997,9997,85.56016526470580000000,12,2
7596,22,79,1-22-2017-079-06,6,2,1,1,Most Recent Event,3,9838,0,1,0,1,9997,-29,120,8,116,77.13691138819550000000,12,2
7619,22,82,1-22-2017-082-03,3,1,1,1,Event Record 1,1,975,0,1,9997,1,188,-16,188,0,65,50.62086658196620000000,12,2
7619,22,82,1-22-2017-082-03,3,1,1,2,Event Record 2,2,975,0,2,1,1,145,0,148,5,148,50.62086658196620000000,12,2
7738,22,84,1-22-2017-084-04,4,1,1,1,"Record 1, Most Recent",1,3677,0,1,0,1,132,-13,132,-3,128,209.46660211457000000000,12,2
7729,22,86,1-22-2017-086-02,2,1,1,1,Event Record 1,1,4941,0,1,9997,1,9997,-23,260,2,70,93.68323915589070000000,12,2
7739,22,87,1-22-2017-087-07,7,1,1,1,Non-Deployment,2,8971,0,7,9997,1,170,997,9997,997,9997,201.09456427300800000000,12,2
7781,22,88,1-22-2017-088-09,9,2,1,1,Most Recent Event,1,4166,0,1,9995,1,9997,20,146,0,0,303.05820271233400000000,12,2
7782,22,89,1-22-2017-089-06,6,1,1,1,1st Prior Event,1,99998,0,7,9997,1,9997,-57,9997,997,9997,72.47892167535970000000,12,2
7782,22,89,1-22-2017-089-06,6,1,1,2,2nd Prior Event,97,99998,0,7,9997,1,9997,997,9997,997,9997,72.47892167535970000000,12,2
7782,22,89,1-22-2017-089-06,6,1,1,3,3rd Prior Event,97,99998,0,7,9997,1,9997,997,9997,997,9997,72.47892167535970000000,12,2
7782,22,89,1-22-2017-089-06,6,1,1,4,4th Prior Event,97,99998,0,7,9997,1,9997,1,9997,997,9997,72.47892167535970000000,12,2
7782,22,89,1-22-2017-089-06,6,1,1,5,5th Prior Event,97,99998,7,7,9997,1,9997,997,9997,997,9997,72.47892167535970000000,12,2
7782,22,89,1-22-2017-089-06,6,1,1,6,Most Recent Event,1,99998,0,7,9997,1,9997,997,9997,997,9997,72.47892167535970000000,12,2
7783,22,90,1-22-2017-090-06,6,1,1,1,Most Recent Event,1,6437,0,7,9997,1,9997,-18,150,997,9997,65.25820911364750000000,12,2
7847,22,92,1-22-2017-092-02,2,1,1,1,Non-Deployment,1,99998,7,7,9997,7,9997,997,9997,997,9997,54.24309970837320000000,12,2
7848,22,93,1-22-2017-093-09,9,2,1,1,Deployment,1,26733,1,7,1,1,113,-19,113,997,9997,759.03300268266400000000,12,2
7848,22,93,1-22-2017-093-09,9,2,1,2,Non-Deployment,1,26733,1,7,9997,1,50,-2,50,997,9997,759.03300268266400000000,12,2
7900,22,95,1-22-2017-095-04,4,1,1,1,"Record 1, Most Recent",1,3028,1,1,0,1,9997,-31,210,-2,63,234.57767718108100000000,12,2
7973,22,100,1-22-2017-100-10,10,1,1,1,Non-Deployment,1,30368,0,7,0,7,0,0,0,997,9997,1279.90483931947000000000,12,2
8088,22,102,1-22-2017-102-03,3,1,1,1,Most Recent Event,1,7808,0,7,9997,1,9997,997,9997,997,9997,189.34152756178000000000,12,2
8088,22,102,1-22-2017-102-03,3,1,1,2,1st Prior Event,1,7808,0,7,9997,1,9997,-36,259,997,9997,189.34152756178000000000,12,2
8088,22,102,1-22-2017-102-03,3,1,1,3,2nd Prior Event,1,7808,0,7,9997,1,9997,997,9997,997,9997,189.34152756178000000000,12,2
8219,22,105,1-22-2017-105-02,2,1,1,1,Event 1,1,19437,0,1,9997,1,130,-48,130,6,130,54.24309970837320000000,12,2
8220,22,106,1-22-2017-106-09,9,1,1,1,Frontal Deployment,1,339,7,7,9997,1,9997,997,9997,997,9997,1949.08373954124000000000,12,2
8220,22,106,1-22-2017-106-09,9,1,1,2,Side Trigger Event,1,339,7,7,9997,1,9997,997,9997,997,9997,1949.08373954124000000000,12,2
8374,22,108,1-22-2017-108-06,6,1,1,1,First Record,97,10630,0,3,9997,1,9997,-26,173,5,105,78.03574184304760000000,12,2
8374,22,108,1-22-2017-108-06,6,1,1,2,Second Record,1,10364,0,2,9997,1,9997,-11,266,-1,44,78.03574184304760000000,12,2
8375,22,109,1-22-2017-109-05,5,2,1,1,First Record,1,15439,0,1,9997,1,9997,-75,174,14,134,87.19041119697200000000,12,2
8425,22,110,1-22-2017-110-05,5,1,1,1,Most Recent Event,1,99998,0,7,9997,1,9997,-105,9997,997,9997,86.78700609320400000000,12,2
8425,22,110,1-22-2017-110-05,5,1,1,2,1st Prior Event,3,99998,0,7,9997,1,9997,997,9997,997,9997,86.78700609320400000000,12,2
8425,22,110,1-22-2017-110-05,5,1,1,3,2nd Prior Event,97,99998,0,7,9997,1,9997,2,9997,997,9997,86.78700609320400000000,12,2
8506,22,111,1-22-2017-111-08,8,1,1,1,Non-Deployment,1,19890,0,7,9997,7,138,-10,138,997,9997,139.30845791933500000000,12,2
8507,22,112,1-22-2017-112-03,3,1,1,1,Event Record 1,97,2212,0,1,9997,1,9997,-5,172,-10,174,118.67144558141200000000,12,2
8507,22,112,1-22-2017-112-03,3,1,1,2,Event Record 2,1,4154,0,2,9997,1,9997,-19,110,11,86,118.67144558141200000000,12,2
8507,22,112,1-22-2017-112-03,3,2,1,1,Deployment,1,28349,0,7,9997,1,9997,997,9997,997,9997,118.67144558141200000000,12,2
8637,22,114,1-22-2017-114-09,9,1,1,1,Most Recent Frontal/Rear Event,1,99998,0,7,9997,1,9997,-11,9997,997,9997,514.03452797945500000000,12,2
8637,22,114,1-22-2017-114-09,9,1,1,2,1st Prior Frontal/Rear Event,97,99998,0,7,9997,1,9997,-2,9997,997,9997,514.03452797945500000000,12,2
8637,22,114,1-22-2017-114-09,9,2,1,1,Non-Deployment,1,21232,0,7,9997,1,193,-10,193,997,9997,514.03452797945500000000,12,2
8638,22,115,1-22-2017-115-04,4,1,1,1,Most Recent Event,1,99998,1,7,9997,1,9997,12,9997,997,9997,315.63178886863300000000,12,2
8638,22,115,1-22-2017-115-04,4,1,1,2,1st Prior Event,97,99998,0,7,9997,1,9997,997,9997,997,9997,315.63178886863300000000,12,2
8638,22,115,1-22-2017-115-04,4,1,1,3,2nd Prior Event,97,99998,0,7,9997,1,9997,-5,9997,997,9997,315.63178886863300000000,12,2
8638,22,115,1-22-2017-115-04,4,1,1,4,3rd Prior Event,97,99998,7,7,9997,1,9997,997,9997,997,9997,315.63178886863300000000,12,2
8961,22,122,1-22-2017-122-06,6,1,1,1,First Record,1,4649,0,1,9997,1,9997,-11,148,-9,149,539.98389923128000000000,12,2
8961,22,122,1-22-2017-122-06,6,2,1,1,First Record,1,19047,0,1,9997,1,9997,-31,164,12,120,539.98389923128000000000,12,2
9032,22,123,1-22-2017-123-10,10,1,1,1,Deployment,97,12130,0,7,-0,1,9997,997,9997,997,9997,1245.48611073169000000000,12,2
9032,22,123,1-22-2017-123-10,10,1,1,2,Deployment #2,97,12130,1,7,9997,1,9997,997,9997,997,9997,1245.48611073169000000000,12,2
6130,23,3,1-23-2017-003-06,6,2,1,1,Event Record 1,1,7928,0,1,9997,1,85,-39,85,10,53,474.46336912695400000000,5,2
6165,23,4,1-23-2017-004-06,6,1,1,1,Deployment,3,9870,0,7,0,1,9997,997,9997,997,9997,561.32670563660400000000,5,2
6165,23,4,1-23-2017-004-06,6,1,1,2,Non-Deployment,2,9870,1,7,9997,1,200,997,9997,997,9997,561.32670563660400000000,5,2
6166,23,5,1-23-2017-005-04,4,1,1,1,Most Recent Event,1,1234,0,1,0,1,9997,-3,184,9,58,1032.61891630804000000000,5,2
6225,23,7,1-23-2017-007-07,7,2,1,1,Most Recent Frontal/Rear Event,1,99998,0,7,9997,1,9997,-10,9997,997,9997,440.59354102003700000000,5,2
6345,23,9,1-23-2017-009-03,3,1,1,1,Event Record 1,1,2482,0,1,9997,1,9997,-43,132,8,106,187.82088628250700000000,5,2
6425,23,13,1-23-2017-013-03,3,1,1,1,First Record,1,10181,0,1,9997,1,9997,10,100,-3,300,85.03154327431980000000,5,2
6485,23,17,1-23-2017-017-04,4,2,1,1,Event Record 1,1,3033,0,1,9997,1,90,-6,88,6,93,625.37084179376600000000,5,2
6569,23,21,1-23-2017-021-04,4,2,1,1,Event 1,1,6627,0,1,9997,1,160,-18,160,0,160,699.70313598484800000000,5,2
6622,23,24,1-23-2017-024-04,4,1,1,1,First Record,1,1071,0,1,9997,1,9997,-12,280,997,9997,617.18919809026900000000,5,2
6665,23,26,1-23-2017-026-09,9,1,1,1,Non-Deployment,1,99998,7,7,9997,7,9997,997,9997,997,9997,1013.57112302861000000000,5,2
6701,23,27,1-23-2017-027-03,3,1,1,1,First Record,1,4143,0,1,9997,1,9997,-25,222,-6,136,460.62689378866900000000,5,2
6737,23,28,1-23-2017-028-03,3,1,1,1,Most Recent Event,1,313,0,1,9997,1,9997,-11,244,37,136,266.70901729306100000000,5,2
6773,23,31,1-23-2017-031-03,3,2,1,1,Most Recent Event,1,7436,0,7,9997,1,9997,997,9997,997,9997,206.43544592203400000000,5,2
6773,23,31,1-23-2017-031-03,3,2,1,2,1st Prior Event,1,7436,0,7,9997,1,9997,-19,130,997,9997,206.43544592203400000000,5,2
6813,23,32,1-23-2017-032-03,3,2,1,1,Most Recent Event,1,2195,0,7,9997,1,9997,997,9997,997,9997,277.45503934483800000000,5,2
6813,23,32,1-23-2017-032-03,3,2,1,2,1st Prior Event,1,2195,0,7,9997,1,9997,-19,147,997,9997,277.45503934483800000000,5,2
6813,23,32,1-23-2017-032-03,3,2,1,3,2nd Prior Event,97,2105,0,7,9997,1,9997,997,9997,997,9997,277.45503934483800000000,5,2
6941,23,38,1-23-2017-038-03,3,2,1,1,Event Record 1,1,9178,0,1,9997,1,9997,-27,190,2,134,237.92598052621000000000,5,2
6935,23,39,1-23-2017-039-03,3,1,1,1,Event Record 1,1,1314,0,1,9997,1,105,-43,108,11,85,237.92598052621000000000,5,2
6935,23,39,1-23-2017-039-03,3,2,1,1,Most Recent Event,1,1817,0,7,9997,1,9997,-15,108,997,9997,237.92598052621000000000,5,2
6935,23,39,1-23-2017-039-03,3,2,1,2,1st Prior Event,1,1817,0,7,9997,1,9997,997,9997,997,9997,237.92598052621000000000,5,2
6935,23,39,1-23-2017-039-03,3,2,1,3,2nd Prior Event,1,1817,0,7,9997,1,9997,997,9997,997,9997,237.92598052621000000000,5,2
6978,23,41,1-23-2017-041-03,3,2,1,1,First Record,1,2756,0,1,9997,1,9997,-32,300,-5,191,263.11959364713400000000,5,2
7045,23,44,1-23-2017-044-10,10,1,1,1,Non-Deployment,1,21623,0,7,9997,7,133,-12,133,997,9997,2318.01550247619000000000,5,2
7047,23,46,1-23-2017-046-04,4,1,1,1,Event Record 1,1,6350,0,1,9997,1,295,24,218,3,290,495.76932010476400000000,5,2
7088,23,47,1-23-2017-047-07,7,1,1,1,Event Record 1,2,7720,0,2,0,1,158,47,158,11,128,527.73963605833200000000,5,2
7088,23,47,1-23-2017-047-07,7,1,1,2,Event Record 2,97,7720,0,1,0,1,255,11,255,4,90,527.73963605833200000000,5,2
7149,23,52,1-23-2017-052-03,3,1,1,1,Event 1,3,10623,0,3,0,1,90,0,90,-2,90,209.71980600659600000000,5,2
7149,23,52,1-23-2017-052-03,3,1,1,2,Event 2,1,10623,0,1,9997,1,220,-11,220,2,220,209.71980600659600000000,5,2
7149,23,52,1-23-2017-052-03,3,1,1,3,Event 3,2,10623,0,2,9997,1,70,0,70,-2,70,209.71980600659600000000,5,2
7150,23,53,1-23-2017-053-03,3,1,1,1,"Record 1, Most Recent",1,9972,0,1,0,1,9997,10,155,0,83,209.71980600659600000000,5,2
7150,23,53,1-23-2017-053-03,3,2,1,1,Event Record 1,1,8147,0,1,9997,1,9997,-19,132,0,0,209.71980600659600000000,5,2
7249,23,58,1-23-2017-058-03,3,1,1,1,Event Record 1,1,12087,0,1,9997,1,9997,-11,200,-14,108,171.55541894208200000000,5,2
7294,23,60,1-23-2017-060-04,4,1,1,1,Event Record 1,1,4516,0,1,9997,1,9997,-5,190,5,258,3008.74527679183000000000,5,2
7349,23,63,1-23-2017-063-04,4,2,1,1,Non-Deployment,1,15629,1,7,9997,1,100,997,9997,997,9997,703.85275360393300000000,5,2
7411,23,66,1-23-2017-066-03,3,1,1,1,Event Record 1,2,350,0,1,9997,1,9997,0,260,2,190,218.25463655683500000000,5,2
7512,23,68,1-23-2017-068-03,3,1,1,1,First Record,2,5784,0,1,9997,1,9997,-25,173,5,59,169.64665344708400000000,5,2
7512,23,68,1-23-2017-068-03,3,2,1,1,Event Record 1,2,5664,0,1,9997,1,9997,14,95,-18,75,169.64665344708400000000,5,2
7513,23,69,1-23-2017-069-04,4,1,1,1,Event Record 1,1,1819,0,1,9997,1,9997,29,156,-2,102,605.28574683126800000000,5,2
7571,23,70,1-23-2017-070-07,7,1,1,1,Most Recent Event,3,99998,0,7,9997,1,9997,2,9997,997,9997,524.47352410438000000000,5,2
7571,23,70,1-23-2017-070-07,7,1,1,2,1st Prior Event,2,99998,0,7,9997,1,9997,997,9997,997,9997,524.47352410438000000000,5,2
7571,23,70,1-23-2017-070-07,7,1,1,3,2nd Prior Event,1,99998,0,7,9997,1,9997,997,9997,997,9997,524.47352410438000000000,5,2
7573,23,72,1-23-2017-072-03,3,1,1,1,Non-Deployment,97,0,1,7,9997,7,9997,-6,9997,997,9997,138.09194718463500000000,5,2
7573,23,72,1-23-2017-072-03,3,2,1,1,Non-Deployment,1,5916,0,7,9997,1,160,997,9997,997,9997,138.09194718463500000000,5,2
7643,23,73,1-23-2017-073-05,5,1,1,1,Event 1,1,5576,0,1,9997,1,100,-14,100,39,100,68.47739230354990000000,5,2
7643,23,73,1-23-2017-073-05,5,1,1,2,Event 2,2,5576,0,2,1,1,130,-43,130,6,130,68.47739230354990000000,5,2
7696,23,76,1-23-2017-076-06,6,2,1,1,First Record,1,6557,0,1,9997,1,9997,-22,102,-3,92,544.43308161174900000000,5,2
7804,23,82,1-23-2017-082-06,6,1,1,1,Most Recent Event,1,6739,0,7,9997,1,9997,997,9997,997,9997,206.63210011121400000000,5,2
7804,23,82,1-23-2017-082-06,6,1,1,2,1st Prior Event,1,6739,0,7,9997,1,9997,29,112,997,9997,206.63210011121400000000,5,2
7804,23,82,1-23-2017-082-06,6,1,1,3,2nd Prior Event,97,1830,0,7,9997,1,9997,-16,160,997,9997,206.63210011121400000000,5,2
7804,23,82,1-23-2017-082-06,6,2,1,1,Event Record 1,1,11073,0,1,9997,1,9997,-23,122,0,34,206.63210011121400000000,5,2
7924,23,88,1-23-2017-088-03,3,2,1,1,Event Record 1,1,1592,0,1,9997,1,9997,-39,174,6,156,144.21965787244100000000,5,2
7924,23,88,1-23-2017-088-03,3,2,1,2,Event Record 2,2,1592,0,2,0,1,9997,2,104,10,130,144.21965787244100000000,5,2
7992,23,90,1-23-2017-090-03,3,2,1,1,Most Recent Event,1,3815,1,1,0,1,9997,26,76,1,228,193.45297331174000000000,5,2
8186,23,100,1-23-2017-100-03,3,3,1,1,First Record,1,5742,0,1,9997,1,9997,-18,140,997,9997,140.07444181892500000000,5,2
8186,23,100,1-23-2017-100-03,3,3,1,2,Second Record,97,3672,0,1,1,1,9997,-8,70,997,9997,140.07444181892500000000,5,2
8187,23,101,1-23-2017-101-03,3,2,1,1,Event Record 1,1,3450,0,1,9997,1,9997,18,166,-2,166,140.07444181892500000000,5,2
8242,23,104,1-23-2017-104-07,7,3,1,1,Event Record 1,1,8346,0,1,9997,1,138,-14,140,0,68,986.47106209886800000000,5,2
8343,23,107,1-23-2017-107-03,3,1,1,1,5th Prior Event,97,99998,7,7,9997,1,9997,997,9997,997,9997,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,1,1,2,Most Recent Event,97,99998,0,7,9997,1,9997,997,9997,997,9997,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,1,1,3,1st Prior Event,1,99998,0,7,9997,1,9997,20,9997,997,9997,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,1,1,4,2nd Prior Event,97,99998,0,7,9997,1,9997,997,9997,997,9997,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,1,1,5,3rd Prior Event,97,99998,7,7,9997,1,9997,-12,9997,997,9997,195.50373566759700000000,5,2
8343,23,107,1-23-2017-107-03,3,1,1,6,4th Prior Event,97,99998,7,7,9997,1,9997,997,9997,997,9997,195.50373566759700000000,5,2
8403,23,108,1-23-2017-108-06,6,1,1,1,First Record,1,10210,0,1,9997,1,9997,-23,160,-3,91,319.16887261443300000000,5,2
8405,23,110,1-23-2017-110-06,6,1,1,1,Side Crash,1,99998,7,7,9997,7,9997,997,9997,997,9997,319.16887261443300000000,5,2
8597,23,118,1-23-2017-118-03,3,2,1,1,Event Record 1,1,7542,0,1,9997,1,138,-12,138,-1,65,159.25357551580600000000,5,2
8599,23,120,1-23-2017-120-07,7,1,1,1,Most Recent Frontal/Rear Event,1,99998,1,7,9997,1,9997,-2,9997,997,9997,604.84543581185300000000,5,2
8686,23,123,1-23-2017-123-03,3,2,1,1,Event Record 1,1,2222,0,1,9997,1,9997,-27,300,5,80,177.42832557479500000000,5,2
8783,23,124,1-23-2017-124-06,6,1,1,1,First Record,97,6794,0,1,9997,1,9997,-11,230,-0,300,1313.16746297990000000000,5,2
8783,23,124,1-23-2017-124-06,6,1,1,2,Second Record,1,8667,0,2,9997,1,9997,-4,49,1,132,1313.16746297990000000000,5,2
8843,23,127,1-23-2017-127-03,3,1,1,1,Most Recent Event,1,5978,0,7,9997,1,9997,997,9997,997,9997,222.50088883826900000000,5,2
8843,23,127,1-23-2017-127-03,3,1,1,2,1st Prior Event,1,5978,0,7,9997,1,9997,-14,113,997,9997,222.50088883826900000000,5,2
6095,24,1,1-24-2017-001-07,7,1,1,1,Event Record 1,97,1290,0,1,9997,1,9997,8,120,0,58,1057.24455000333000000000,1,2
6095,24,1,1-24-2017-001-07,7,1,1,2,Event Record 2,1,4314,0,2,9997,1,9997,-8,202,3,202,1057.24455000333000000000,1,2
6196,24,3,1-24-2017-003-03,3,2,1,1,Most Recent Event,1,8517,0,1,0,1,9997,-21,234,-8,76,359.81830981937600000000,1,2
6229,24,4,1-24-2017-004-07,7,1,1,1,First Record,1,9462,0,1,9997,1,9997,-12,80,3,20,615.74372518113200000000,1,2
6299,24,9,1-24-2017-009-10,10,1,1,1,Most Recent Event,1,1086,0,1,0,1,9997,-6,192,-14,104,7823.58546338710000000000,1,2
6300,24,10,1-24-2017-010-06,6,1,1,1,Deployment,1,9522,0,7,9997,1,9997,997,9997,997,9997,757.58367996964900000000,1,2
6342,24,12,1-24-2017-012-03,3,1,1,1,Record 1,1,1743,0,1,9997,1,98,-8,128,19,98,153.32690413730400000000,1,2
6390,24,14,1-24-2017-014-01,1,2,1,1,Most Recent Event,1,99998,0,7,9997,1,9997,997,9997,997,9997,176.18296182348300000000,1,2
6390,24,14,1-24-2017-014-01,1,2,1,2,1st Prior Event,1,99998,0,7,9997,1,9997,-104,9997,997,9997,176.18296182348300000000,1,2
6390,24,14,1-24-2017-014-01,1,2,1,3,2nd Prior Event,97,99998,0,7,9997,1,9997,-2,9997,997,9997,176.18296182348300000000,1,2
6435,24,16,1-24-2017-016-03,3,2,1,1,First Record,1,6469,0,1,9997,1,9997,-22,300,-53,158,427.57748639943300000000,1,2
6435,24,16,1-24-2017-016-03,3,2,1,2,Second Record,2,6469,0,2,3,1,9997,-2,238,4,300,427.57748639943300000000,1,2
6474,24,20,1-24-2017-020-02,2,2,1,1,"Record 1, Most Recent",1,4456,0,1,0,1,9997,-37,300,36,90,112.52408073289100000000,1,2
6525,24,21,1-24-2017-021-03,3,1,1,1,Deployment,1,21958,0,7,9997,7,9997,997,9997,997,9997,494.85789319068600000000,1,2
6525,24,21,1-24-2017-021-03,3,2,1,1,First Record,1,6088,0,1,9997,1,9997,-24,230,13,107,494.85789319068600000000,1,2
