CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,EVENTDESC,CDCEVENT,IGCYCRASH,WARNLAMP,NUMEVENTS,EVENT1TO2,FILEREC,MAXDVRESTIME,MAXDVLONG,MAXDVLONGTIME,MAXDVLAT,MAXDVLATTIME,CASEWGT,PSUSTRAT,VERSION
8586,15,101,1-15-2017-101-02,2,1,1,2,1st Prior Event,1,3932,0,7,9997,1,9997,997,9997,997,9997,63.62414804291770000000,1,2
8587,15,102,1-15-2017-102-05,5,2,1,1,1st Prior Frontal/Rear Event,97,99998,0,7,9997,1,9997,2,9997,997,9997,139.12018182921500000000,1,2
8587,15,102,1-15-2017-102-05,5,2,1,2,Prior Frontal/Rear Event,97,99998,0,7,9997,1,9997,-16,9997,997,9997,139.12018182921500000000,1,2
8587,15,102,1-15-2017-102-05,5,2,1,3,Most Recent Frontal/Rear Event,97,99998,0,7,9997,1,9997,-13,9997,997,9997,139.12018182921500000000,1,2
8587,15,102,1-15-2017-102-05,5,2,1,4,Side Crash,97,99998,7,7,9997,7,9997,997,9997,997,9997,139.12018182921500000000,1,2
8773,15,107,1-15-2017-107-03,3,1,1,1,Event Record 1,1,1392,0,1,9997,1,9997,-2,300,0,168,813.78665224624900000000,1,2
8981,15,117,1-15-2017-117-07,7,1,1,1,Non-Deployment,1,17206,1,7,9997,1,3,-0,3,997,9997,759.05931469325800000000,1,2
6104,16,3,1-16-2017-003-05,5,2,1,1,Deployment,2,10448,0,7,9997,1,9997,997,9997,997,9997,51.01138574682890000000,5,2
6174,16,4,1-16-2017-004-02,2,1,1,1,Most Recent Event,1,3578,0,7,9997,1,9997,997,9997,997,9997,40.01506231207130000000,5,2
6174,16,4,1-16-2017-004-02,2,1,1,2,1st Prior Event,1,3578,0,7,9997,1,9997,-18,159,997,9997,40.01506231207130000000,5,2
6174,16,4,1-16-2017-004-02,2,1,1,3,2nd Prior Event,1,3578,0,7,9997,1,9997,997,9997,997,9997,40.01506231207130000000,5,2
6174,16,4,1-16-2017-004-02,2,1,1,4,3rd Prior Event,97,2725,0,7,9997,1,9997,997,9997,997,9997,40.01506231207130000000,5,2
6174,16,4,1-16-2017-004-02,2,2,1,1,Non-Deployment,1,19180,0,7,9997,1,150,997,9997,997,9997,40.01506231207130000000,5,2
6303,16,9,1-16-2017-009-05,5,1,1,1,Event 1,97,526,0,0,9997,1,120,-11,120,2,120,141.91999980010600000000,5,2
6303,16,9,1-16-2017-009-05,5,1,1,2,Event 2,1,931,0,1,9997,1,140,-40,140,-10,140,141.91999980010600000000,5,2
6304,16,10,1-16-2017-010-02,2,1,1,1,Event Record 1,1,5922,0,1,9997,1,130,-6,298,14,120,61.04284349446160000000,5,2
6349,16,11,1-16-2017-011-02,2,2,1,1,First Record,1,3793,0,1,9997,1,9997,-42,210,997,9997,23.54765987378520000000,5,2
6350,16,12,1-16-2017-012-07,7,1,1,1,Event 1,97,8472,0,0,9997,1,120,-11,120,0,120,1097.79923031420000000000,5,2
6350,16,12,1-16-2017-012-07,7,1,1,2,Event 2,1,12718,0,1,655,1,120,-18,120,6,120,1097.79923031420000000000,5,2
6350,16,12,1-16-2017-012-07,7,2,1,1,Most Recent Event,1,99998,0,7,9997,1,9997,997,9997,997,9997,1097.79923031420000000000,5,2
6350,16,12,1-16-2017-012-07,7,2,1,2,1st Prior Event,1,99998,0,7,9997,1,9997,997,9997,997,9997,1097.79923031420000000000,5,2
6350,16,12,1-16-2017-012-07,7,2,1,3,2nd Prior Event,1,99998,0,7,9997,1,9997,-15,9997,997,9997,1097.79923031420000000000,5,2
6350,16,12,1-16-2017-012-07,7,2,1,4,3rd Prior Event,97,99998,0,7,9997,1,9997,997,9997,997,9997,1097.79923031420000000000,5,2
6350,16,12,1-16-2017-012-07,7,2,1,5,4th Prior Event,97,99998,7,7,9997,1,9997,2,9997,997,9997,1097.79923031420000000000,5,2
6387,16,14,1-16-2017-014-06,6,3,1,1,Non-Deployment,97,99998,7,7,9997,7,9997,997,9997,997,9997,402.49050103381300000000,5,2
6432,16,15,1-16-2017-015-07,7,1,1,1,First Record,1,8601,0,1,9997,1,9997,-13,80,-0,250,734.99871946186600000000,5,2
6432,16,15,1-16-2017-015-07,7,1,1,2,Second Record,97,9771,0,2,9997,1,9997,-9,300,16,128,734.99871946186600000000,5,2
6486,16,18,1-16-2017-018-05,5,1,1,1,Most Recent Frontal/Rear Event,1,99998,0,7,9997,1,9997,-57,9997,997,9997,104.05714578876500000000,5,2
6486,16,18,1-16-2017-018-05,5,1,1,2,1st Prior Frontal/Rear Event,97,99998,0,7,9997,1,9997,-4,9997,997,9997,104.05714578876500000000,5,2
6486,16,18,1-16-2017-018-05,5,1,1,3,Side Crash,1,99998,7,7,9997,7,9997,997,9997,997,9997,104.05714578876500000000,5,2
6487,16,19,1-16-2017-019-07,7,1,1,1,Event Record 1,1,2680,0,1,9997,1,243,-12,243,4,210,2086.59532955070000000000,5,2
6606,16,24,1-16-2017-024-02,2,2,1,1,Event Record 1,1,2891,0,1,9997,1,9997,-26,144,-3,126,33.68808999589450000000,5,2
6631,16,25,1-16-2017-025-02,2,1,1,1,Event Record 1,1,5521,0,1,9997,1,9997,-19,162,11,158,47.77282819979670000000,5,2
6631,16,25,1-16-2017-025-02,2,1,1,2,Event Record 2,2,5521,1,2,2,1,9997,-16,180,-14,182,47.77282819979670000000,5,2
6883,16,34,1-16-2017-034-04,4,1,1,1,Event Record 1,1,4878,0,1,9997,1,9997,-2,166,2,22,1494.08520176857000000000,5,2
6908,16,35,1-16-2017-035-04,4,2,1,1,Event Record 1,1,8113,0,1,9997,1,125,-19,128,6,90,14605.27882648470000000000,5,2
6951,16,37,1-16-2017-037-06,6,2,1,1,Most Recent Event,1,99998,0,7,9997,1,9997,997,9997,997,9997,986.06523961507900000000,5,2
6951,16,37,1-16-2017-037-06,6,2,1,2,1st Prior Event,1,99998,0,7,9997,1,9997,-28,9997,997,9997,986.06523961507900000000,5,2
6951,16,37,1-16-2017-037-06,6,2,1,3,2nd Prior Event,97,99998,0,7,9997,1,9997,997,9997,997,9997,986.06523961507900000000,5,2
6951,16,37,1-16-2017-037-06,6,2,1,4,3rd Prior Event,97,99998,0,7,9997,1,9997,1,9997,997,9997,986.06523961507900000000,5,2
6985,16,38,1-16-2017-038-02,2,1,1,1,First Record,1,2159,0,1,9997,1,9997,-16,296,-10,183,93.33952445517990000000,5,2
6985,16,38,1-16-2017-038-02,2,2,1,1,Event Record 1,1,125,0,1,9997,1,9997,-18,300,35,298,93.33952445517990000000,5,2
7062,16,40,1-16-2017-040-05,5,1,1,1,Most Recent Frontal/Rear Event,97,99998,1,7,9997,1,9997,-10,9997,997,9997,43.90326223982030000000,5,2
7062,16,40,1-16-2017-040-05,5,1,1,2,Side Crash,1,99998,7,7,9997,7,9997,997,9997,997,9997,43.90326223982030000000,5,2
7062,16,40,1-16-2017-040-05,5,2,1,1,Most Recent Event,1,99998,0,7,9997,1,9997,-17,9997,997,9997,43.90326223982030000000,5,2
7062,16,40,1-16-2017-040-05,5,2,1,2,1st Prior Event,1,99998,0,7,9997,1,9997,997,9997,997,9997,43.90326223982030000000,5,2
7086,16,42,1-16-2017-042-07,7,1,1,1,Event 1,1,7634,0,0,9997,1,90,-5,90,-2,90,880.36569952568900000000,5,2
7116,16,43,1-16-2017-043-03,3,1,1,1,Most Recent Event,1,5046,0,7,9997,1,9997,-20,113,997,9997,957.10878992152000000000,5,2
7116,16,43,1-16-2017-043-03,3,1,1,2,1st Prior Event,1,5046,0,7,9997,1,9997,997,9997,997,9997,957.10878992152000000000,5,2
7165,16,44,1-16-2017-044-04,4,1,1,1,Record 1,97,2470,0,1,9997,1,116,-9,88,-2,70,406.54415384419700000000,5,2
7188,16,46,1-16-2017-046-06,6,2,1,1,Event 1,97,2238,0,0,9997,1,90,-8,90,2,90,234.69502727420400000000,5,2
7188,16,46,1-16-2017-046-06,6,2,1,2,Event 2,97,3334,0,0,9997,1,150,-11,150,-2,150,234.69502727420400000000,5,2
7188,16,46,1-16-2017-046-06,6,2,1,3,Event 3,1,6301,0,1,9997,1,80,5,80,13,80,234.69502727420400000000,5,2
7273,16,49,1-16-2017-049-03,3,1,1,1,Most Recent Event,1,4433,0,7,9997,1,9997,997,9997,997,9997,339.16571743006300000000,5,2
7304,16,51,1-16-2017-051-06,6,1,1,1,Most Recent Event,1,99998,7,7,9997,7,9997,997,9997,997,9997,3067.09838689603000000000,5,2
7426,16,54,1-16-2017-054-03,3,1,1,1,Event Record 1,1,8449,0,1,9997,1,160,11,160,0,103,168.32205062365500000000,5,2
7530,16,56,1-16-2017-056-05,5,1,1,1,Deployment,2,18993,0,7,-1,1,9997,997,9997,997,9997,67.91261798517790000000,5,2
7530,16,56,1-16-2017-056-05,5,1,1,2,Non-Deployment,3,18993,1,7,9997,1,250,997,9997,997,9997,67.91261798517790000000,5,2
7589,16,57,1-16-2017-057-03,3,1,1,1,Event Record 1,1,3747,0,1,9997,1,133,-18,135,-32,133,1086.81269314683000000000,5,2
7589,16,57,1-16-2017-057-03,3,1,1,2,Event Record 2,2,3747,0,2,0,1,35,0,70,-2,45,1086.81269314683000000000,5,2
7656,16,58,1-16-2017-058-07,7,1,1,1,Deployment,1,14910,0,7,0,1,9997,997,9997,997,9997,1698.43017360501000000000,5,2
7656,16,58,1-16-2017-058-07,7,2,1,1,Most Recent Event,1,5599,0,7,9997,1,9997,11,107,997,9997,1698.43017360501000000000,5,2
7657,16,59,1-16-2017-059-02,2,1,1,1,Non-Deployment,1,21253,0,7,9997,1,83,-18,83,997,9997,36.43112050276990000000,5,2
7657,16,59,1-16-2017-059-02,2,2,1,1,First Record,1,1989,0,1,9997,1,73,-7,9997,997,9997,36.43112050276990000000,5,2
7657,16,59,1-16-2017-059-02,2,2,1,2,Second Record,97,1989,1,2,2,1,75,10,9997,997,9997,36.43112050276990000000,5,2
7731,16,60,1-16-2017-060-08,8,1,1,1,Deployment,3,28530,0,7,0,7,9997,997,9997,997,9997,975.90571238197800000000,5,2
7731,16,60,1-16-2017-060-08,8,1,1,2,Non-Deployment,1,28530,0,7,0,7,9997,-0,9997,997,9997,975.90571238197800000000,5,2
7842,16,61,1-16-2017-061-03,3,1,1,1,Event Record 1,97,6025,0,1,0,1,273,0,215,10,273,758.40852943395400000000,5,2
7842,16,61,1-16-2017-061-03,3,1,1,2,Event Record 2,1,6025,0,1,0,1,215,27,215,11,85,758.40852943395400000000,5,2
7842,16,61,1-16-2017-061-03,3,2,1,1,Deployment,1,28316,0,7,9997,7,108,-30,108,997,9997,758.40852943395400000000,5,2
7842,16,61,1-16-2017-061-03,3,2,1,2,Non-Deployment,97,28162,0,7,9997,7,85,-1,85,997,9997,758.40852943395400000000,5,2
7879,16,63,1-16-2017-063-04,4,1,1,1,Most Recent Event,1,7015,0,7,9997,1,9997,997,9997,997,9997,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,1,1,2,1st Prior Event,1,7015,0,7,9997,1,9997,-32,155,997,9997,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,1,1,3,2nd Prior Event,97,5803,0,7,9997,1,9997,997,9997,997,9997,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,2,1,1,Most Recent Event,2,7523,0,2,1,1,9997,-10,120,997,9997,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,2,1,2,1st Prior Event,1,7523,0,1,0,1,9997,20,86,997,9997,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,1,1,1,Event Record 1,97,5182,0,1,9997,1,9997,0,38,0,300,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,1,1,2,Event Record 2,1,5707,0,1,9997,1,9997,13,85,-6,70,975.91550235041800000000,5,2
7941,16,65,1-16-2017-065-02,2,1,1,1,Event Record 1,1,13702,0,1,9997,1,9997,-2,36,-14,88,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,2,1,1,First Record,97,1393,0,1,9997,1,9997,-9,300,-0,300,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,2,1,2,Second Record,1,3470,0,2,9997,1,9997,-18,150,5,87,86.48846061142220000000,5,2
8000,16,66,1-16-2017-066-06,6,1,1,1,Non-Deployment,1,12641,0,7,9997,1,120,997,9997,997,9997,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,2,1,1,Most Recent Event,1,99998,0,7,9997,1,9997,7,9997,997,9997,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,2,1,2,1st Prior Event,97,99998,0,7,9997,1,9997,-6,9997,997,9997,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,2,1,3,2nd Prior Event,97,99998,7,7,9997,1,9997,997,9997,997,9997,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,2,1,4,3rd Prior Event,97,99998,7,7,9997,1,9997,997,9997,997,9997,554.32085735500400000000,5,2
8001,16,67,1-16-2017-067-05,5,2,1,1,Non-Deployment,1,99998,7,7,9997,7,9997,997,9997,997,9997,48.70594665109840000000,5,2
8067,16,68,1-16-2017-068-06,6,1,1,1,First Record,1,24399,0,1,9997,1,9997,-19,122,-7,108,1059.70250797157000000000,5,2
8116,16,69,1-16-2017-069-08,8,1,1,1,Event Record 1,1,2099,0,1,9997,1,9997,-11,298,-11,153,455.56218219892500000000,5,2
8198,16,71,1-16-2017-071-06,6,2,1,1,Most Recent Event,2,2995,0,7,9997,1,9997,-14,106,997,9997,2078.07642744592000000000,5,2
8198,16,71,1-16-2017-071-06,6,2,1,2,1st Prior Event,1,2995,0,7,9997,1,9997,27,193,997,9997,2078.07642744592000000000,5,2
8279,16,74,1-16-2017-074-04,4,2,1,1,First Record,1,2564,0,1,9997,1,9997,-20,130,-6,114,1022.75343708077000000000,5,2
8355,16,75,1-16-2017-075-04,4,1,1,1,First Record,2,717,0,1,9997,1,9997,5,114,15,120,3233.52587013727000000000,5,2
8420,16,77,1-16-2017-077-03,3,2,1,1,Event Record 1,1,4757,0,1,9997,1,85,-2,40,11,85,591.83275996298000000000,5,2
8420,16,77,1-16-2017-077-03,3,2,1,2,Event Record 2,2,4757,0,2,0,1,30,0,48,3,40,591.83275996298000000000,5,2
8647,16,85,1-16-2017-085-02,2,2,1,1,Most Recent Event,1,7590,0,1,9997,1,9997,-9,158,-8,130,24.48450823897450000000,5,2
8694,16,87,1-16-2017-087-02,2,2,1,1,Deployment,1,43498,0,7,9997,7,9997,997,9997,997,9997,47.92481203941460000000,5,2
8694,16,87,1-16-2017-087-02,2,2,1,2,Non-Deployment,97,43494,0,7,9997,7,9997,-0,9997,997,9997,47.92481203941460000000,5,2
8789,16,88,1-16-2017-088-06,6,1,1,1,Most Recent Event,97,99998,0,7,9997,1,9997,997,9997,997,9997,2287.90777727149000000000,5,2
8789,16,88,1-16-2017-088-06,6,1,1,2,1st Prior Event,1,99998,0,7,9997,1,9997,-11,9997,997,9997,2287.90777727149000000000,5,2
8789,16,88,1-16-2017-088-06,6,1,1,3,2nd Prior Event,1,99998,0,7,9997,1,9997,997,9997,997,9997,2287.90777727149000000000,5,2
8953,16,93,1-16-2017-093-03,3,1,1,1,"Record 1, Most Recent",1,457,0,1,0,1,96,-13,298,20,94,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,1,1,2,Record 2,97,262,0,1,0,1,232,9,232,0,186,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,2,1,1,Most Recent Event,1,27,0,7,9997,1,9997,997,9997,997,9997,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,2,1,2,1st Prior Event,1,27,0,7,9997,1,9997,-19,92,997,9997,387.27514087760900000000,5,2
6117,17,2,1-17-2017-002-09,9,1,1,1,Non-Deployment,1,22846,0,7,0,7,9997,-0,9997,997,9997,1415.10629264720000000000,4,2
6118,17,3,1-17-2017-003-08,8,1,1,1,Non-Deployment,1,26444,0,7,9997,7,9997,-0,9997,997,9997,186.33080319887600000000,4,2
6182,17,4,1-17-2017-004-09,9,1,1,1,Deployment,1,35705,0,7,9997,1,108,-31,108,997,9997,384.01366230303100000000,4,2
6183,17,5,1-17-2017-005-04,4,1,1,1,Most Recent Event,97,1793,0,7,9997,1,9997,997,9997,997,9997,214.93968731874500000000,4,2
6183,17,5,1-17-2017-005-04,4,1,1,2,1st Prior Event,97,1793,0,7,9997,1,9997,-2,19,997,9997,214.93968731874500000000,4,2
6183,17,5,1-17-2017-005-04,4,1,1,3,2nd Prior Event,1,1167,0,7,9997,1,9997,997,9997,997,9997,214.93968731874500000000,4,2
6183,17,5,1-17-2017-005-04,4,1,1,4,3rd Prior Event,1,99998,7,7,9997,1,9997,997,9997,997,9997,214.93968731874500000000,4,2
6244,17,7,1-17-2017-007-06,6,1,1,1,Deployment,1,22298,0,7,9997,1,9997,997,9997,997,9997,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,2,1,1,Non-Deployment,1,11364,0,7,9997,1,130,997,9997,997,9997,260.45254408597600000000,4,2
6245,17,8,1-17-2017-008-03,3,1,1,1,Deployment,1,99998,7,7,9997,7,9997,997,9997,997,9997,134.28819158768900000000,4,2
6246,17,9,1-17-2017-009-03,3,2,1,1,Event Record 1,1,4393,0,1,9997,1,9997,-16,122,6,112,134.28819158874300000000,4,2
6492,17,15,1-17-2017-015-04,4,1,1,1,First Record,1,7740,0,1,9997,1,9997,-13,260,-9,250,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,3,1,1,Most Recent Event,2,6273,0,7,9997,1,9997,997,9997,997,9997,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,3,1,2,1st Prior Event,2,6273,0,7,9997,1,9997,997,9997,997,9997,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,3,1,3,2nd Prior Event,97,4652,0,7,9997,1,9997,11,108,997,9997,2396.01535024564000000000,4,2
6541,17,16,1-17-2017-016-05,5,2,1,1,Non-Deployment,1,38777,0,7,9997,7,9997,-25,9997,997,9997,108.17988682411800000000,4,2
6588,17,17,1-17-2017-017-03,3,1,1,1,First Record,1,6098,0,1,9997,1,9997,-50,210,997,9997,385.21860264709200000000,4,2
6588,17,17,1-17-2017-017-03,3,2,1,1,Non-Deployment,97,18478,0,7,9997,1,0,-0,0,997,9997,385.21860264709200000000,4,2
6673,17,19,1-17-2017-019-03,3,1,1,1,Non-Deployment,1,38694,0,7,9997,1,118,-21,118,997,9997,854.41696807267400000000,4,2
6673,17,19,1-17-2017-019-03,3,2,1,1,First Record,1,3021,0,1,9997,1,9997,21,130,997,9997,854.41696807267400000000,4,2
6715,17,20,1-17-2017-020-09,9,1,1,1,Most Recent Frontal/Rear Event,1,99998,1,7,9997,1,9997,-20,9997,997,9997,2912.32257635234000000000,4,2
6715,17,20,1-17-2017-020-09,9,1,1,2,1st Prior Frontal/Rear Event,97,99998,1,7,9997,1,9997,18,9997,997,9997,2912.32257635234000000000,4,2
6715,17,20,1-17-2017-020-09,9,1,1,3,Prior Frontal/Rear Event,97,99998,0,7,9997,1,9997,-8,9997,997,9997,2912.32257635234000000000,4,2
6789,17,22,1-17-2017-022-05,5,1,1,1,Deployment,1,14000,0,7,9997,1,9997,997,9997,997,9997,139.77152375891400000000,4,2
6812,17,23,1-17-2017-023-09,9,1,1,1,Non-Deployment,1,20278,0,7,9997,1,210,997,9997,997,9997,1691.99672341111000000000,4,2
6870,17,24,1-17-2017-024-04,4,1,1,1,Event Record 1,1,7724,0,1,9997,1,9997,-2,112,18,80,4191.22488111450000000000,4,2
6870,17,24,1-17-2017-024-04,4,2,1,1,Deployment,1,29830,0,7,9997,7,103,-22,103,997,9997,4191.22488111450000000000,4,2
6870,17,24,1-17-2017-024-04,4,2,1,2,Non-Deployment,97,29669,0,7,9997,7,10,-0,10,997,9997,4191.22488111450000000000,4,2
6905,17,25,1-17-2017-025-06,6,1,1,1,Event 1,1,10666,0,0,9997,1,80,-5,80,18,80,637.72365789726100000000,4,2
6905,17,25,1-17-2017-025-06,6,2,1,1,Deployment,1,15599,0,7,0,1,9997,997,9997,997,9997,637.72365789726100000000,4,2
6954,17,26,1-17-2017-026-02,2,1,1,1,Event Record 1,1,4888,0,1,9997,1,9997,-23,112,35,110,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,1,1,2,Event Record 2,2,4888,0,2,0,1,9997,997,9997,997,9997,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,2,1,1,First Record,97,1493,0,1,9997,1,9997,-21,300,-2,88,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,2,1,2,Second Record,1,6478,1,2,9997,1,9997,-71,113,-11,111,245.24541505623200000000,4,2
7004,17,28,1-17-2017-028-08,8,1,1,1,Deployment,1,34944,0,7,9997,7,128,-23,128,997,9997,293.24993408568300000000,4,2
7004,17,28,1-17-2017-028-08,8,2,1,1,Most Recent Frontal/Rear Event,1,99998,1,7,9997,1,9997,24,9997,997,9997,293.24993408568300000000,4,2
7018,17,29,1-17-2017-029-03,3,1,1,1,Event Record 1,1,8998,0,1,9997,1,9997,-31,80,2,26,556.30488602118700000000,4,2
7065,17,30,1-17-2017-030-07,7,1,1,1,Deployment,1,9483,0,7,0,1,9997,997,9997,997,9997,1778.88196036324000000000,4,2
7066,17,31,1-17-2017-031-02,2,1,1,1,Event Record 1,1,4739,0,1,9997,1,9997,-40,114,3,80,67.58279126353610000000,4,2
7066,17,31,1-17-2017-031-02,2,2,1,1,Most Recent Event,1,1813,0,1,0,1,9997,-21,292,-14,56,67.58279126353610000000,4,2
7169,17,34,1-17-2017-034-09,9,1,1,1,Deployment,1,18888,0,7,0,1,9997,997,9997,997,9997,1404.60743210442000000000,4,2
7169,17,34,1-17-2017-034-09,9,1,1,2,Non-Deployment,97,18772,0,7,9997,1,250,997,9997,997,9997,1404.60743210442000000000,4,2
7170,17,35,1-17-2017-035-07,7,1,1,1,Non-Deployment,1,18907,0,7,9997,1,110,997,9997,997,9997,884.59665778365500000000,4,2
7170,17,35,1-17-2017-035-07,7,2,1,1,Most Recent Event,1,7154,0,1,0,1,9997,9,108,0,0,884.59665778365500000000,4,2
7217,17,36,1-17-2017-036-05,5,1,1,1,Most Recent Event,1,99998,7,7,9997,7,9997,997,9997,997,9997,139.81631156217800000000,4,2
7217,17,36,1-17-2017-036-05,5,1,1,2,1st Prior Event,97,99998,7,7,9997,7,9997,997,9997,997,9997,139.81631156217800000000,4,2
7258,17,38,1-17-2017-038-04,4,1,1,1,Most Recent Event,2,2025,0,7,9997,1,9997,997,9997,997,9997,350.95667965408700000000,4,2
7258,17,38,1-17-2017-038-04,4,1,1,2,1st Prior Event,1,2025,0,7,9997,1,9997,-24,185,997,9997,350.95667965408700000000,4,2
7258,17,38,1-17-2017-038-04,4,1,1,3,2nd Prior Event,1,2025,0,7,9997,1,9997,997,9997,997,9997,350.95667965408700000000,4,2
7307,17,39,1-17-2017-039-09,9,2,1,1,Non-Deployment,97,28268,0,7,9997,7,9997,0,9997,997,9997,746.52365176238700000000,4,2
7369,17,41,1-17-2017-041-06,6,1,1,1,Deployment,1,23983,0,7,0,1,9997,997,9997,997,9997,158.75803500849500000000,4,2
7369,17,41,1-17-2017-041-06,6,1,1,2,Non-Deployment,97,23907,0,7,9997,1,250,997,9997,997,9997,158.75803500849500000000,4,2
7390,17,44,1-17-2017-044-03,3,1,1,1,Most Recent Event,1,99998,7,7,9997,7,9997,997,9997,997,9997,81.85494787958960000000,4,2
7390,17,44,1-17-2017-044-03,3,2,1,1,Most Recent Event,1,3652,0,1,0,1,9997,-34,140,10,96,81.85494787958960000000,4,2
7436,17,45,1-17-2017-045-03,3,2,1,1,First Record,97,675,0,1,9997,1,9997,-12,292,-2,85,159.02456619967100000000,4,2
7436,17,45,1-17-2017-045-03,3,2,1,2,Second Record,1,10591,0,2,9997,1,9997,-5,294,-5,182,159.02456619967100000000,4,2
7539,17,47,1-17-2017-047-03,3,1,1,1,Most Recent Event,97,9535,0,7,9997,1,9997,-12,106,997,9997,134.78804348316800000000,4,2
7539,17,47,1-17-2017-047-03,3,1,1,2,1st Prior Event,1,9535,0,7,9997,1,9997,997,9997,997,9997,134.78804348316800000000,4,2
7540,17,48,1-17-2017-048-07,7,1,1,1,Most Recent Event,97,99998,0,7,9997,1,9997,997,9997,997,9997,532.26946261456200000000,4,2
7540,17,48,1-17-2017-048-07,7,1,1,2,1st Prior Event,1,99998,0,7,9997,1,9997,-22,9997,997,9997,532.26946261456200000000,4,2
7540,17,48,1-17-2017-048-07,7,1,1,3,2nd Prior Event,97,99998,0,7,9997,1,9997,-0,9997,997,9997,532.26946261456200000000,4,2
7540,17,48,1-17-2017-048-07,7,2,1,1,Non-Deployment,1,20049,0,7,9997,1,100,997,9997,997,9997,532.26946261456200000000,4,2
7558,17,49,1-17-2017-049-03,3,1,1,1,First Record,1,3423,0,1,9997,1,9997,-30,160,997,9997,134.78804348316800000000,4,2
7592,17,51,1-17-2017-051-04,4,1,1,1,Event Record 1,1,580,0,1,9997,1,35,-2,50,-3,28,800.07618116919000000000,4,2
7661,17,52,1-17-2017-052-04,4,1,1,1,First Record,1,6882,0,1,9997,1,9997,-14,299,-0,50,491.51542979830200000000,4,2
7662,17,53,1-17-2017-053-04,4,2,1,1,First Record,1,4487,0,1,9997,1,9997,-11,250,997,9997,491.51542979503400000000,4,2
7663,17,54,1-17-2017-054-10,10,1,1,1,Deployment,1,24682,1,7,9997,1,88,-8,88,997,9997,2298.12604323796000000000,4,2
7663,17,54,1-17-2017-054-10,10,2,1,1,Deployment,1,25827,0,7,9997,1,9997,997,9997,997,9997,2298.12604323796000000000,4,2
7716,17,55,1-17-2017-055-05,5,1,1,1,Non-Deployment,1,15590,0,7,9997,1,70,997,9997,997,9997,105.50251995997300000000,4,2
7772,17,56,1-17-2017-056-03,3,1,1,1,Event Record 1,1,5808,0,1,9997,1,9997,-11,176,-18,76,227.76959912268800000000,4,2
7772,17,56,1-17-2017-056-03,3,1,1,2,Event Record 2,1,5808,0,2,0,1,9997,997,9997,997,9997,227.76959912268800000000,4,2
7772,17,56,1-17-2017-056-03,3,2,1,1,First Record,1,1435,0,1,9997,1,9997,-19,90,997,9997,227.76959912268800000000,4,2
7774,17,58,1-17-2017-058-07,7,1,1,1,Event Record 1,1,17488,0,7,0,7,9997,997,9997,997,9997,899.44774767879900000000,4,2
7866,17,61,1-17-2017-061-04,4,1,1,1,Event Record 1,1,2986,0,1,9997,1,60,-2,298,-10,73,666.19814692973400000000,4,2
7866,17,61,1-17-2017-061-04,4,1,1,2,Event Record 2,1,2986,1,1,9997,1,240,0,0,5,300,666.19814692973400000000,4,2
7866,17,61,1-17-2017-061-04,4,2,1,1,Non-Deployment,1,27437,0,7,9997,1,60,-8,60,997,9997,666.19814692973400000000,4,2
7893,17,63,1-17-2017-063-07,7,1,1,1,First Record,1,5965,0,1,9997,1,9997,-22,260,-18,104,517.84040911397300000000,4,2
7947,17,66,1-17-2017-066-04,4,1,1,1,Non-Deployment,1,15716,0,7,9997,1,80,997,9997,997,9997,1695.72707745063000000000,4,2
7947,17,66,1-17-2017-066-04,4,2,1,1,Event Record 1,1,9934,0,1,9997,1,83,-2,178,8,80,1695.72707745063000000000,4,2
8005,17,69,1-17-2017-069-08,8,1,1,1,Non-Deployment,1,24420,0,7,9997,1,60,-3,60,997,9997,338.59620717804800000000,4,2
8072,17,70,1-17-2017-070-05,5,1,1,1,First Record,97,17242,0,1,9997,1,9997,-1,300,-1,162,156.47957675514800000000,4,2
