CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,NUMEVENTS,CDRVERCOLL,CDRVERREPT,MODTYPE,IGCYCDOWN,CASEWGT,PSUSTRAT,VERSION
8198,16,71,1-16-2017-071-06,6,2,1,2,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,3007,2078.07642744592000000000,5,2
8262,16,73,1-16-2017-073-04,4,1,1,0,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,99998,1022.75343708077000000000,5,2
8279,16,74,1-16-2017-074-04,4,2,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,2568,1022.75343708077000000000,5,2
8355,16,75,1-16-2017-075-04,4,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,723,3233.52587013727000000000,5,2
8419,16,76,1-16-2017-076-04,4,1,1,0,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,99998,1988.35356427731000000000,5,2
8420,16,77,1-16-2017-077-03,3,2,1,2,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,4761,591.83275996298000000000,5,2
8647,16,85,1-16-2017-085-02,2,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,7608,24.48450823897450000000,5,2
8694,16,87,1-16-2017-087-02,2,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,47.92481203941460000000,5,2
8789,16,88,1-16-2017-088-06,6,1,1,3,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,2287.90777727149000000000,5,2
8860,16,89,1-16-2017-089-04,4,2,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,1935.81901040284000000000,5,2
8953,16,93,1-16-2017-093-03,3,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,464,387.27514087760900000000,5,2
8953,16,93,1-16-2017-093-03,3,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,34,387.27514087760900000000,5,2
9019,16,95,1-16-2017-095-06,6,1,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,910.10497547752300000000,5,2
6117,17,2,1-17-2017-002-09,9,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,1415.10629264720000000000,4,2
6118,17,3,1-17-2017-003-08,8,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,186.33080319887600000000,4,2
6182,17,4,1-17-2017-004-09,9,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,35706,384.01366230303100000000,4,2
6183,17,5,1-17-2017-005-04,4,1,1,4,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,1801,214.93968731874500000000,4,2
6184,17,6,1-17-2017-006-04,4,1,1,0,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,8309,214.93968732486500000000,4,2
6244,17,7,1-17-2017-007-06,6,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,22298,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,11365,260.45254408597600000000,4,2
6245,17,8,1-17-2017-008-03,3,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,134.28819158768900000000,4,2
6246,17,9,1-17-2017-009-03,3,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,4398,134.28819158874300000000,4,2
6317,17,11,1-17-2017-011-07,7,1,1,0,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,1987.12586336849000000000,4,2
6353,17,12,1-17-2017-012-07,7,1,1,0,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,1124.00172722639000000000,4,2
6441,17,14,1-17-2017-014-04,4,2,1,0,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,2564.73694398389000000000,4,2
6492,17,15,1-17-2017-015-04,4,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,7744,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,2,1,0,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,7221,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,3,1,3,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,6290,2396.01535024564000000000,4,2
6541,17,16,1-17-2017-016-05,5,2,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,108.17988682411800000000,4,2
6588,17,17,1-17-2017-017-03,3,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,6099,385.21860264709200000000,4,2
6588,17,17,1-17-2017-017-03,3,2,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,18676,385.21860264709200000000,4,2
6673,17,19,1-17-2017-019-03,3,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,38696,854.41696807267400000000,4,2
6673,17,19,1-17-2017-019-03,3,2,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,3027,854.41696807267400000000,4,2
6715,17,20,1-17-2017-020-09,9,1,1,3,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,99998,2912.32257635234000000000,4,2
6789,17,22,1-17-2017-022-05,5,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,14000,139.77152375891400000000,4,2
6812,17,23,1-17-2017-023-09,9,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,20284,1691.99672341111000000000,4,2
6870,17,24,1-17-2017-024-04,4,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,7730,4191.22488111450000000000,4,2
6870,17,24,1-17-2017-024-04,4,2,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,29831,4191.22488111450000000000,4,2
6905,17,25,1-17-2017-025-06,6,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,10670,637.72365789726100000000,4,2
6905,17,25,1-17-2017-025-06,6,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,15603,637.72365789726100000000,4,2
6954,17,26,1-17-2017-026-02,2,1,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,4890,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,2,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,6481,245.24541505623200000000,4,2
7004,17,28,1-17-2017-028-08,8,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,34945,293.24993408568300000000,4,2
7004,17,28,1-17-2017-028-08,8,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,99998,293.24993408568300000000,4,2
7018,17,29,1-17-2017-029-03,3,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,9001,556.30488602118700000000,4,2
7065,17,30,1-17-2017-030-07,7,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,9487,1778.88196036324000000000,4,2
7066,17,31,1-17-2017-031-02,2,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,4739,67.58279126353610000000,4,2
7066,17,31,1-17-2017-031-02,2,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,1815,67.58279126353610000000,4,2
7169,17,34,1-17-2017-034-09,9,1,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,18888,1404.60743210442000000000,4,2
7170,17,35,1-17-2017-035-07,7,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,18911,884.59665778365500000000,4,2
7170,17,35,1-17-2017-035-07,7,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,7266,884.59665778365500000000,4,2
7217,17,36,1-17-2017-036-05,5,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,139.81631156217800000000,4,2
7258,17,38,1-17-2017-038-04,4,1,1,3,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,2028,350.95667965408700000000,4,2
7307,17,39,1-17-2017-039-09,9,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,746.52365176238700000000,4,2
7369,17,41,1-17-2017-041-06,6,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,23983,158.75803500849500000000,4,2
7390,17,44,1-17-2017-044-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,81.85494787958960000000,4,2
7390,17,44,1-17-2017-044-03,3,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,3659,81.85494787958960000000,4,2
7436,17,45,1-17-2017-045-03,3,2,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,10601,159.02456619967100000000,4,2
7437,17,46,1-17-2017-046-07,7,1,1,0,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,627.97795862496700000000,4,2
7539,17,47,1-17-2017-047-03,3,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,9536,134.78804348316800000000,4,2
7540,17,48,1-17-2017-048-07,7,1,1,3,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,532.26946261456200000000,4,2
7540,17,48,1-17-2017-048-07,7,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,20058,532.26946261456200000000,4,2
7558,17,49,1-17-2017-049-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,3425,134.78804348316800000000,4,2
7593,17,50,1-17-2017-050-07,7,1,1,0,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,900.22638266429200000000,4,2
7592,17,51,1-17-2017-051-04,4,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,585,800.07618116919000000000,4,2
7661,17,52,1-17-2017-052-04,4,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,6890,491.51542979830200000000,4,2
7662,17,53,1-17-2017-053-04,4,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,4490,491.51542979503400000000,4,2
7663,17,54,1-17-2017-054-10,10,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,24685,2298.12604323796000000000,4,2
7663,17,54,1-17-2017-054-10,10,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,25827,2298.12604323796000000000,4,2
7716,17,55,1-17-2017-055-05,5,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,15597,105.50251995997300000000,4,2
7772,17,56,1-17-2017-056-03,3,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,5812,227.76959912268800000000,4,2
7772,17,56,1-17-2017-056-03,3,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,1437,227.76959912268800000000,4,2
7774,17,58,1-17-2017-058-07,7,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,899.44774767879900000000,4,2
7835,17,60,1-17-2017-060-06,6,1,1,0,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,368.15814485261600000000,4,2
7866,17,61,1-17-2017-061-04,4,1,1,2,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,2994,666.19814692973400000000,4,2
7866,17,61,1-17-2017-061-04,4,2,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,27465,666.19814692973400000000,4,2
7893,17,63,1-17-2017-063-07,7,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,5974,517.84040911397300000000,4,2
7893,17,63,1-17-2017-063-07,7,3,1,0,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,6026,517.84040911397300000000,4,2
7947,17,66,1-17-2017-066-04,4,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,15717,1695.72707745063000000000,4,2
7947,17,66,1-17-2017-066-04,4,2,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,9935,1695.72707745063000000000,4,2
8005,17,69,1-17-2017-069-08,8,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,24422,338.59620717804800000000,4,2
8072,17,70,1-17-2017-070-05,5,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,17559,156.47957675514800000000,4,2
8119,17,71,1-17-2017-071-06,6,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,13614,304.94974891827000000000,4,2
8120,17,72,1-17-2017-072-03,3,1,1,3,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,157.23075561188600000000,4,2
8120,17,72,1-17-2017-072-03,3,2,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,6041,157.23075561188600000000,4,2
8121,17,73,1-17-2017-073-02,2,2,1,0,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,108,67.58279126353610000000,4,2
8208,17,74,1-17-2017-074-09,9,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,31109,1277.91476599499000000000,4,2
8209,17,75,1-17-2017-075-07,7,2,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,15684,804.80788089746900000000,4,2
8209,17,75,1-17-2017-075-07,7,3,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,804.80788089746900000000,4,2
8267,17,76,1-17-2017-076-08,8,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,421.79301649750600000000,4,2
8268,17,77,1-17-2017-077-05,5,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,17772,87.06136847460150000000,4,2
8269,17,78,1-17-2017-078-02,2,2,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,845,67.58279126353610000000,4,2
8359,17,80,1-17-2017-080-04,4,2,1,4,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,6759,804.76101358795200000000,4,2
8426,17,81,1-17-2017-081-07,7,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,12095,714.05096634316100000000,4,2
8427,17,82,1-17-2017-082-04,4,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,1062,634.61278331036300000000,4,2
8428,17,83,1-17-2017-083-06,6,1,1,0,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,99998,350.70326460731600000000,4,2
8504,17,84,1-17-2017-084-04,4,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,28245,1633.46366478719000000000,4,2
8504,17,84,1-17-2017-084-04,4,2,1,0,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,6515,1633.46366478719000000000,4,2
8624,17,87,1-17-2017-087-10,10,1,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,1800,2732.05526558107000000000,4,2
8724,17,89,1-17-2017-089-05,5,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,11406,628.83294075430700000000,4,2
8809,17,91,1-17-2017-091-04,4,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,1129.31246423995000000000,4,2
8809,17,91,1-17-2017-091-04,4,2,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,1129.31246423995000000000,4,2
8810,17,92,1-17-2017-092-08,8,2,1,2,17.6,17.6,1,40633,265.66832544665600000000,4,2
8859,17,93,1-17-2017-093-09,9,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,879,1405.40950226752000000000,4,2
8948,17,94,1-17-2017-094-02,2,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,6859,187.31185938244400000000,4,2
9025,17,95,1-17-2017-095-01,1,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,10623,141.13979406929600000000,4,2
6129,18,1,1-18-2017-001-10,10,1,1,0,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,2,99998,6297.69228784152000000000,6,2
6211,18,2,1-18-2017-002-04,4,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,22137,559.49708685966300000000,6,2
6211,18,2,1-18-2017-002-04,4,2,1,2,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,899,559.49708685966300000000,6,2
6214,18,3,1-18-2017-003-10,10,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,21842,4594.56953046122000000000,6,2
6258,18,4,1-18-2017-004-10,10,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,11972,4851.78412070462000000000,6,2
6259,18,5,1-18-2017-005-09,9,1,1,3,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,1101.97355497386000000000,6,2
6259,18,5,1-18-2017-005-09,9,2,1,2,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,23431,1101.97355497386000000000,6,2
6314,18,6,1-18-2017-006-10,10,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,15978,9018.03222861973000000000,6,2
6314,18,6,1-18-2017-006-10,10,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,30382,9018.03222861973000000000,6,2
6364,18,7,1-18-2017-007-02,2,1,1,2,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,2981,124.55954653348500000000,6,2
6405,18,8,1-18-2017-008-07,7,1,1,4,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,1457.92941404829000000000,6,2
6450,18,9,1-18-2017-009-06,6,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,8249,257.06934486803000000000,6,2
6504,18,10,1-18-2017-010-09,9,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,25830,2893.11600762170000000000,6,2
6543,18,11,1-18-2017-011-06,6,2,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,726.60901657940100000000,6,2
6543,18,11,1-18-2017-011-06,6,2,2,0,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,2,99998,726.60901657940100000000,6,2
6592,18,12,1-18-2017-012-04,4,1,1,0,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,2398.10824569296000000000,6,2
6592,18,12,1-18-2017-012-04,4,2,1,0,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,2398.10824569296000000000,6,2
6639,18,13,1-18-2017-013-06,6,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,20145,385.19032204209200000000,6,2
6691,18,15,1-18-2017-015-09,9,2,1,2,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,31815,958.54534062632800000000,6,2
6719,18,16,1-18-2017-016-03,3,1,1,3,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,5591,208.07525317884000000000,6,2
6754,18,17,1-18-2017-017-09,9,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,27591,2543.89401154685000000000,6,2
6796,18,18,1-18-2017-018-03,3,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,99998,329.59017347433600000000,6,2
6912,18,22,1-18-2017-022-07,7,2,1,0,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,2,99998,1047.66565241308000000000,6,2
7030,18,25,1-18-2017-025-04,4,1,1,3,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,5457,1508.13322942618000000000,6,2
7030,18,25,1-18-2017-025-04,4,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,18177,1508.13322942618000000000,6,2
7069,18,26,1-18-2017-026-01,1,1,1,0,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,99998,406.96035874213900000000,6,2
7069,18,26,1-18-2017-026-01,1,2,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,20900,406.96035874213900000000,6,2
7126,18,27,1-18-2017-027-04,4,1,1,0,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,7201,457.76829821327100000000,6,2
7127,18,28,1-18-2017-028-09,9,3,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,31620,853.81231680649800000000,6,2
7176,18,29,1-18-2017-029-06,6,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,12297,1868.06986050596000000000,6,2
7277,18,32,1-18-2017-032-04,4,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,4495,1598.29630310592000000000,6,2
7277,18,32,1-18-2017-032-04,4,2,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,5497,1598.29630310592000000000,6,2
7361,18,33,1-18-2017-033-04,4,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,6085,706.85869642507400000000,6,2
7438,18,34,1-18-2017-034-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,10970,172.96302857608600000000,6,2
7542,18,37,1-18-2017-037-04,4,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,20764,5254.45731880989000000000,6,2
7542,18,37,1-18-2017-037-04,4,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,7468,5254.45731880989000000000,6,2
7606,18,39,1-18-2017-039-09,9,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,3265.88247428880000000000,6,2
7690,18,41,1-18-2017-041-07,7,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,661.11520052444500000000,6,2
7724,18,43,1-18-2017-043-06,6,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,10231,580.56124480734400000000,6,2
7724,18,43,1-18-2017-043-06,6,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,580.56124480734400000000,6,2
7724,18,43,1-18-2017-043-06,6,2,2,0,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,2,99998,580.56124480734400000000,6,2
7854,18,45,1-18-2017-045-07,7,1,1,0,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,252.54613030044100000000,6,2
7855,18,46,1-18-2017-046-07,7,1,1,0,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,252.54613030044100000000,6,2
7902,18,47,1-18-2017-047-04,4,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,3372,2602.89340505390000000000,6,2
7958,18,48,1-18-2017-048-04,4,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,4816,1817.72986799856000000000,6,2
7958,18,48,1-18-2017-048-04,4,2,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,4698,1817.72986799856000000000,6,2
8040,18,51,1-18-2017-051-07,7,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,30028,542.40021166799200000000,6,2
8073,18,52,1-18-2017-052-06,6,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,589.07980849348800000000,6,2
8073,18,52,1-18-2017-052-06,6,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,8082,589.07980849348800000000,6,2
8074,18,53,1-18-2017-053-06,6,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,14579,589.07980849348800000000,6,2
8210,18,55,1-18-2017-055-07,7,1,1,3,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,11976,1178.91146170421000000000,6,2
8211,18,56,1-18-2017-056-04,4,1,1,0,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,6990,1072.23628325102000000000,6,2
8273,18,57,1-18-2017-057-09,9,2,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,24551,5717.44522861119000000000,6,2
8433,18,61,1-18-2017-061-04,4,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,587,3486.74804297256000000000,6,2
8508,18,62,1-18-2017-062-03,3,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,2260,400.87137569831700000000,6,2
8508,18,62,1-18-2017-062-03,3,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,10011,400.87137569831700000000,6,2
8509,18,63,1-18-2017-063-06,6,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,26659,610.85441384266600000000,6,2
8509,18,63,1-18-2017-063-06,6,2,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,610.85441384266600000000,6,2
8635,18,66,1-18-2017-066-03,3,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,1727,516.95073212531300000000,6,2
8635,18,66,1-18-2017-066-03,3,3,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,10680,516.95073212531300000000,6,2
