CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,NUMEVENTS,CDRVERCOLL,CDRVERREPT,MODTYPE,IGCYCDOWN,CASEWGT,PSUSTRAT,VERSION
6989,21,21,1-21-2017-021-04,4,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,1418,901.70201341217100000000,11,2
7022,21,22,1-21-2017-022-09,9,1,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,13546,1461.58871260446000000000,11,2
7022,21,22,1-21-2017-022-09,9,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,31453,1461.58871260446000000000,11,2
7186,21,23,1-21-2017-023-07,7,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,20704,1033.36079831570000000000,11,2
7222,21,25,1-21-2017-025-03,3,2,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,3345,440.35059381452200000000,11,2
7270,21,26,1-21-2017-026-03,3,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,245,327.88849704602700000000,11,2
7271,21,27,1-21-2017-027-03,3,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,10197,327.88849704859000000000,11,2
7375,21,31,1-21-2017-031-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,13614,78.01736920725550000000,11,2
7376,21,32,1-21-2017-032-03,3,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,8419,201.69740988543500000000,11,2
7440,21,33,1-21-2017-033-04,4,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,7493,511.36162861486400000000,11,2
7441,21,34,1-21-2017-034-10,10,1,1,0,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,2,99998,2507.36352072078000000000,11,2
7531,21,35,1-21-2017-035-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,23042,336.39941328647300000000,11,2
7531,21,35,1-21-2017-035-03,3,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,12042,336.39941328647300000000,11,2
7553,21,38,1-21-2017-038-03,3,2,1,3,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,1924,336.39941328384300000000,11,2
7607,21,39,1-21-2017-039-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,3174,150.65263342074300000000,11,2
7607,21,39,1-21-2017-039-03,3,2,1,3,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,150.65263342074300000000,11,2
7607,21,39,1-21-2017-039-03,3,3,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,1416,150.65263342074300000000,11,2
7608,21,40,1-21-2017-040-07,7,1,1,0,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,538.76546251765700000000,11,2
7669,21,44,1-21-2017-044-03,3,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,15374,201.92266379861900000000,11,2
7726,21,46,1-21-2017-046-06,6,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,258.73977267240100000000,11,2
7726,21,46,1-21-2017-046-06,6,2,1,3,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,258.73977267240100000000,11,2
7779,21,49,1-21-2017-049-09,9,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,28405,482.91313097931200000000,11,2
7794,21,50,1-21-2017-050-03,3,1,1,2,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,6424,108.93987847511800000000,11,2
7840,21,51,1-21-2017-051-03,3,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,20464,133.06250188191800000000,11,2
7840,21,51,1-21-2017-051-03,3,2,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,9862,133.06250188191800000000,11,2
7841,21,52,1-21-2017-052-06,6,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,17565,193.07074573822400000000,11,2
7895,21,53,1-21-2017-053-03,3,2,1,2,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,6854,345.73930035819200000000,11,2
7950,21,54,1-21-2017-054-09,9,1,1,2,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,8241,1550.29227762729000000000,11,2
8007,21,55,1-21-2017-055-03,3,1,1,3,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,1050.84678343269000000000,11,2
8083,21,56,1-21-2017-056-03,3,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,6948,350.40911477801500000000,11,2
8084,21,57,1-21-2017-057-03,3,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,3801,350.40911477801500000000,11,2
8084,21,57,1-21-2017-057-03,3,2,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,350.40911477801500000000,11,2
8165,21,58,1-21-2017-058-03,3,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,6752,277.50495133291700000000,11,2
8212,21,59,1-21-2017-059-06,6,2,1,2,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,16337,302.31149332881800000000,11,2
8272,21,60,1-21-2017-060-03,3,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,5395,255.11396819240000000000,11,2
8373,21,62,1-21-2017-062-03,3,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,2661,201.69740988543500000000,11,2
8373,21,62,1-21-2017-062-03,3,2,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,6656,201.69740988543500000000,11,2
8430,21,64,1-21-2017-064-03,3,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,5090,201.69740988543500000000,11,2
8432,21,66,1-21-2017-066-04,4,2,1,0,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,99998,208.35178136116800000000,11,2
8511,21,68,1-21-2017-068-07,7,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,99998,287.23661592585600000000,11,2
8570,21,69,1-21-2017-069-04,4,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,5432,253.79468876774300000000,11,2
8571,21,70,1-21-2017-070-09,9,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,25659,394.69703733510500000000,11,2
8630,21,71,1-21-2017-071-09,9,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,27423,226.14246660990000000000,11,2
8707,21,72,1-21-2017-072-04,4,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,13675,623.73306598922200000000,11,2
8707,21,72,1-21-2017-072-04,4,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,10148,623.73306598922200000000,11,2
8715,21,73,1-21-2017-073-07,7,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,15571,782.56603930954100000000,11,2
8828,21,74,1-21-2017-074-01,1,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,48899,121.77783636440200000000,11,2
8975,21,77,1-21-2017-077-03,3,1,1,3,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,6102,332.65973799181000000000,11,2
8976,21,78,1-21-2017-078-07,7,1,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,1189.66110010860000000000,11,2
9038,21,79,1-21-2017-079-02,2,2,1,3,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,18665,57.22723960478870000000,11,2
9098,21,80,1-21-2017-080-08,8,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,47.09603702559360000000,11,2
6131,22,1,1-22-2017-001-02,2,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,57.59449533622260000000,12,2
6132,22,2,1-22-2017-002-06,6,1,1,4,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,198.30982324559500000000,12,2
6198,22,3,1-22-2017-003-09,9,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,30737,358.51160696737600000000,12,2
6198,22,3,1-22-2017-003-09,9,2,1,5,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,358.51160696737600000000,12,2
6255,22,8,1-22-2017-008-07,7,1,1,2,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,178.51728952482400000000,12,2
6257,22,10,1-22-2017-010-06,6,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,12443,94.79705281325800000000,12,2
6257,22,10,1-22-2017-010-06,6,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,7138,94.79705281325800000000,12,2
6448,22,18,1-22-2017-018-06,6,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,156.07118900757200000000,12,2
6500,22,20,1-22-2017-020-09,9,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,795.82838325283200000000,12,2
6501,22,21,1-22-2017-021-03,3,1,1,2,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,3777,112.45942594115200000000,12,2
6544,22,22,1-22-2017-022-08,8,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,24630,135.03227027435800000000,12,2
6545,22,23,1-22-2017-023-07,7,1,1,0,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,479.84819745560000000000,12,2
6595,22,24,1-22-2017-024-03,3,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,6835,166.37461575824400000000,12,2
6596,22,25,1-22-2017-025-03,3,1,1,3,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,343,166.37461576679500000000,12,2
6677,22,29,1-22-2017-029-04,4,1,1,2,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,1045,228.21970156356800000000,12,2
6717,22,31,1-22-2017-031-07,7,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,16253,492.29723624183300000000,12,2
6718,22,32,1-22-2017-032-07,7,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,10214,492.29723625533400000000,12,2
6755,22,33,1-22-2017-033-04,4,1,1,2,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,1732,271.69750241830000000000,12,2
6771,22,35,1-22-2017-035-09,9,2,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,20818,442.48362280590700000000,12,2
6794,22,36,1-22-2017-036-01,1,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,99998,96.89001786134840000000,12,2
6795,22,37,1-22-2017-037-03,3,2,1,5,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,10280,138.60198853582200000000,12,2
6831,22,38,1-22-2017-038-02,2,1,1,0,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,99998,57.59449533622260000000,12,2
6925,22,45,1-22-2017-045-07,7,1,1,0,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,9660,144.59741615121700000000,12,2
6960,22,46,1-22-2017-046-01,1,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,99998,96.89001786134840000000,12,2
6961,22,47,1-22-2017-047-06,6,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,99998,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,2,1,0,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,99998,572.63381011277000000000,12,2
6992,22,48,1-22-2017-048-03,3,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,9783,298.49760704647700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,99998,109.84231520397700000000,12,2
7071,22,52,1-22-2017-052-01,1,2,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,6370,96.89001786134840000000,12,2
7128,22,55,1-22-2017-055-06,6,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,99998,151.41385169557500000000,12,2
7129,22,56,1-22-2017-056-03,3,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,3774,99.36488572598280000000,12,2
7177,22,58,1-22-2017-058-03,3,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,19141,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,1099,99.94744475908390000000,12,2
7275,22,64,1-22-2017-064-10,10,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,147.61596655612600000000,12,2
7321,22,66,1-22-2017-066-04,4,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,1238,285.13604139823800000000,12,2
7322,22,67,1-22-2017-067-03,3,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,65.62058670324390000000,12,2
7322,22,67,1-22-2017-067-03,3,2,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,4114,65.62058670324390000000,12,2
7323,22,68,1-22-2017-068-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,22868,65.62058670661660000000,12,2
7378,22,69,1-22-2017-069-02,2,2,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,6548,57.59449533622260000000,12,2
7379,22,70,1-22-2017-070-07,7,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,329.79358885912500000000,12,2
7380,22,71,1-22-2017-071-04,4,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,1197,343.52366861375400000000,12,2
7434,22,73,1-22-2017-073-03,3,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,2293,52.60059946373740000000,12,2
7435,22,74,1-22-2017-074-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,1777,51.85442253452010000000,12,2
7435,22,74,1-22-2017-074-03,3,2,1,4,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,6622,51.85442253452010000000,12,2
7556,22,77,1-22-2017-077-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,1042,85.56016526470580000000,12,2
7556,22,77,1-22-2017-077-03,3,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,6892,85.56016526470580000000,12,2
7596,22,79,1-22-2017-079-06,6,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,9840,77.13691138819550000000,12,2
7619,22,82,1-22-2017-082-03,3,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,978,50.62086658196620000000,12,2
7738,22,84,1-22-2017-084-04,4,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,3684,209.46660211457000000000,12,2
7729,22,86,1-22-2017-086-02,2,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,4944,93.68323915589070000000,12,2
7739,22,87,1-22-2017-087-07,7,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,8998,201.09456427300800000000,12,2
7781,22,88,1-22-2017-088-09,9,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,4173,303.05820271233400000000,12,2
7782,22,89,1-22-2017-089-06,6,1,1,6,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,72.47892167535970000000,12,2
7783,22,90,1-22-2017-090-06,6,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,6448,65.25820911364750000000,12,2
7847,22,92,1-22-2017-092-02,2,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,54.24309970837320000000,12,2
7848,22,93,1-22-2017-093-09,9,2,1,2,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,26745,759.03300268266400000000,12,2
7900,22,95,1-22-2017-095-04,4,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,3032,234.57767718108100000000,12,2
7973,22,100,1-22-2017-100-10,10,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,30370,1279.90483931947000000000,12,2
8008,22,101,1-22-2017-101-10,10,2,1,0,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,8289.13117194951000000000,12,2
8088,22,102,1-22-2017-102-03,3,1,1,3,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,7812,189.34152756178000000000,12,2
8219,22,105,1-22-2017-105-02,2,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,19441,54.24309970837320000000,12,2
8220,22,106,1-22-2017-106-09,9,1,1,2,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,1949.08373954124000000000,12,2
8374,22,108,1-22-2017-108-06,6,1,1,2,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,12434,78.03574184304760000000,12,2
8375,22,109,1-22-2017-109-05,5,2,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,15441,87.19041119697200000000,12,2
8425,22,110,1-22-2017-110-05,5,1,1,3,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,99998,86.78700609320400000000,12,2
8506,22,111,1-22-2017-111-08,8,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,19925,139.30845791933500000000,12,2
8507,22,112,1-22-2017-112-03,3,1,1,2,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,4158,118.67144558141200000000,12,2
8507,22,112,1-22-2017-112-03,3,2,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,28349,118.67144558141200000000,12,2
8574,22,113,1-22-2017-113-09,9,2,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,1127.29533376993000000000,12,2
8637,22,114,1-22-2017-114-09,9,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,514.03452797945500000000,12,2
8637,22,114,1-22-2017-114-09,9,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,21259,514.03452797945500000000,12,2
8638,22,115,1-22-2017-115-04,4,1,1,4,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,315.63178886863300000000,12,2
8961,22,122,1-22-2017-122-06,6,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,4661,539.98389923128000000000,12,2
8961,22,122,1-22-2017-122-06,6,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,19049,539.98389923128000000000,12,2
9032,22,123,1-22-2017-123-10,10,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,12132,1245.48611073169000000000,12,2
6130,23,3,1-23-2017-003-06,6,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,7931,474.46336912695400000000,5,2
6165,23,4,1-23-2017-004-06,6,1,1,2,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,9879,561.32670563660400000000,5,2
6166,23,5,1-23-2017-005-04,4,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,3661,1032.61891630804000000000,5,2
6225,23,7,1-23-2017-007-07,7,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,440.59354102003700000000,5,2
6345,23,9,1-23-2017-009-03,3,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,2499,187.82088628250700000000,5,2
6385,23,12,1-23-2017-012-03,3,1,1,0,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,340.44634871142600000000,5,2
6425,23,13,1-23-2017-013-03,3,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,10193,85.03154327431980000000,5,2
6485,23,17,1-23-2017-017-04,4,2,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,3036,625.37084179376600000000,5,2
6516,23,18,1-23-2017-018-03,3,2,1,0,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,175.27600976745500000000,5,2
6569,23,21,1-23-2017-021-04,4,2,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,6633,699.70313598484800000000,5,2
6622,23,24,1-23-2017-024-04,4,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,1085,617.18919809026900000000,5,2
6665,23,26,1-23-2017-026-09,9,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,1013.57112302861000000000,5,2
6701,23,27,1-23-2017-027-03,3,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,4153,460.62689378866900000000,5,2
6701,23,27,1-23-2017-027-03,3,4,1,0,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,960,460.62689378866900000000,5,2
6737,23,28,1-23-2017-028-03,3,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,314,266.70901729306100000000,5,2
6773,23,31,1-23-2017-031-03,3,2,1,2,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,7440,206.43544592203400000000,5,2
6813,23,32,1-23-2017-032-03,3,2,1,3,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,2204,277.45503934483800000000,5,2
6941,23,38,1-23-2017-038-03,3,2,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,9180,237.92598052621000000000,5,2
6935,23,39,1-23-2017-039-03,3,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,1316,237.92598052621000000000,5,2
6935,23,39,1-23-2017-039-03,3,2,1,3,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,1818,237.92598052621000000000,5,2
6977,23,40,1-23-2017-040-07,7,1,1,0,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,99998,999.32880486154200000000,5,2
6978,23,41,1-23-2017-041-03,3,2,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,2762,263.11959364713400000000,5,2
7045,23,44,1-23-2017-044-10,10,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,21629,2318.01550247619000000000,5,2
7047,23,46,1-23-2017-046-04,4,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,6357,495.76932010476400000000,5,2
7088,23,47,1-23-2017-047-07,7,1,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,7721,527.73963605833200000000,5,2
7149,23,52,1-23-2017-052-03,3,1,1,3,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,10628,209.71980600659600000000,5,2
7150,23,53,1-23-2017-053-03,3,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,10044,209.71980600659600000000,5,2
7150,23,53,1-23-2017-053-03,3,2,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,8155,209.71980600659600000000,5,2
7249,23,58,1-23-2017-058-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,12125,171.55541894208200000000,5,2
7249,23,58,1-23-2017-058-03,3,2,1,0,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,1373,171.55541894208200000000,5,2
7294,23,60,1-23-2017-060-04,4,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,4526,3008.74527679183000000000,5,2
7349,23,63,1-23-2017-063-04,4,2,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,15635,703.85275360393300000000,5,2
7411,23,66,1-23-2017-066-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,354,218.25463655683500000000,5,2
7512,23,68,1-23-2017-068-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,5796,169.64665344708400000000,5,2
7512,23,68,1-23-2017-068-03,3,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,5680,169.64665344708400000000,5,2
7513,23,69,1-23-2017-069-04,4,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,1830,605.28574683126800000000,5,2
7571,23,70,1-23-2017-070-07,7,1,1,3,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,524.47352410438000000000,5,2
7573,23,72,1-23-2017-072-03,3,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,99998,138.09194718463500000000,5,2
7573,23,72,1-23-2017-072-03,3,2,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,5917,138.09194718463500000000,5,2
