CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,INTRUNO,INTCOMP,INTRUSION,INTMAG,INTDIRECT,CASEWGT,PSUSTRAT,VERSION,SEATLOC
6830,18,19,1-18-2017-019-08,8,1,1,7,30,4,2,703.27361945978400000000,6,2,11
6830,18,19,1-18-2017-019-08,8,1,2,21,45,4,1,703.27361945978400000000,6,2,11
6830,18,19,1-18-2017-019-08,8,1,3,21,30,4,1,703.27361945978400000000,6,2,12
6830,18,19,1-18-2017-019-08,8,1,4,21,10,2,1,703.27361945978400000000,6,2,13
6830,18,19,1-18-2017-019-08,8,1,5,22,44,4,1,703.27361945978400000000,6,2,11
6830,18,19,1-18-2017-019-08,8,1,6,22,35,4,1,703.27361945978400000000,6,2,12
6830,18,19,1-18-2017-019-08,8,1,7,22,5,1,1,703.27361945978400000000,6,2,13
6830,18,19,1-18-2017-019-08,8,1,8,19,9,2,1,703.27361945978400000000,6,2,11
6830,18,19,1-18-2017-019-08,8,1,9,19,6,1,1,703.27361945978400000000,6,2,12
6830,18,19,1-18-2017-019-08,8,1,10,19,2,0,1,703.27361945978400000000,6,2,13
6830,18,19,1-18-2017-019-08,8,1,11,19,3,1,1,703.27361945978400000000,6,2,21
6830,18,19,1-18-2017-019-08,8,1,12,20,5,1,3,703.27361945978400000000,6,2,11
6830,18,19,1-18-2017-019-08,8,1,13,1,999,1,2,703.27361945978400000000,6,2,11
7069,18,26,1-18-2017-026-01,1,1,1,10,4,1,3,406.96035874213900000000,6,2,33
7069,18,26,1-18-2017-026-01,1,1,2,13,10,2,3,406.96035874213900000000,6,2,33
7069,18,26,1-18-2017-026-01,1,1,3,9,21,3,3,406.96035874213900000000,6,2,23
7069,18,26,1-18-2017-026-01,1,1,4,20,20,3,3,406.96035874213900000000,6,2,33
7069,18,26,1-18-2017-026-01,1,1,5,21,28,3,2,406.96035874213900000000,6,2,21
7069,18,26,1-18-2017-026-01,1,1,6,20,29,3,3,406.96035874213900000000,6,2,23
7069,18,26,1-18-2017-026-01,1,1,7,25,9,2,3,406.96035874213900000000,6,2,23
7069,18,26,1-18-2017-026-01,1,1,8,5,6,1,3,406.96035874213900000000,6,2,13
7069,18,26,1-18-2017-026-01,1,1,9,7,1,0,3,406.96035874213900000000,6,2,13
7069,18,26,1-18-2017-026-01,1,2,1,17,999,2,3,406.96035874213900000000,6,2,11
7069,18,26,1-18-2017-026-01,1,2,2,8,999,2,3,406.96035874213900000000,6,2,11
7069,18,26,1-18-2017-026-01,1,2,3,15,999,3,3,406.96035874213900000000,6,2,21
7069,18,26,1-18-2017-026-01,1,2,4,30,5,1,1,406.96035874213900000000,6,2,23
7069,18,26,1-18-2017-026-01,1,2,5,22,7,1,1,406.96035874213900000000,6,2,11
7069,18,26,1-18-2017-026-01,1,2,6,9,999,3,3,406.96035874213900000000,6,2,23
7069,18,26,1-18-2017-026-01,1,2,7,9,999,1,3,406.96035874213900000000,6,2,21
7069,18,26,1-18-2017-026-01,1,2,8,25,999,3,2,406.96035874213900000000,6,2,23
7069,18,26,1-18-2017-026-01,1,2,9,16,999,2,3,406.96035874213900000000,6,2,23
7069,18,26,1-18-2017-026-01,1,2,10,19,999,2,1,406.96035874213900000000,6,2,23
7438,18,34,1-18-2017-034-03,3,2,1,99,999,9,9,172.96302857608600000000,6,2,99
7454,18,36,1-18-2017-036-03,3,1,1,17,3,1,3,172.96302857608600000000,6,2,13
7454,18,36,1-18-2017-036-03,3,1,2,17,3,1,3,172.96302857608600000000,6,2,23
7454,18,36,1-18-2017-036-03,3,1,3,8,2,0,3,172.96302857608600000000,6,2,13
7723,18,42,1-18-2017-042-05,5,1,1,7,7,1,2,75.64990687070430000000,6,2,11
7723,18,42,1-18-2017-042-05,5,1,2,22,16,3,1,75.64990687070430000000,6,2,11
7723,18,42,1-18-2017-042-05,5,1,3,21,18,3,1,75.64990687070430000000,6,2,11
7723,18,42,1-18-2017-042-05,5,1,4,19,22,3,1,75.64990687070430000000,6,2,11
7723,18,42,1-18-2017-042-05,5,1,5,22,8,2,1,75.64990687070430000000,6,2,12
7723,18,42,1-18-2017-042-05,5,1,6,21,9,2,1,75.64990687070430000000,6,2,12
7723,18,42,1-18-2017-042-05,5,1,7,19,8,2,1,75.64990687070430000000,6,2,12
7723,18,42,1-18-2017-042-05,5,1,8,22,2,0,1,75.64990687070430000000,6,2,13
7723,18,42,1-18-2017-042-05,5,1,9,21,3,1,1,75.64990687070430000000,6,2,13
7724,18,43,1-18-2017-043-06,6,2,1,5,10,2,3,580.56124480734400000000,6,2,11
7724,18,43,1-18-2017-043-06,6,2,2,7,9,2,3,580.56124480734400000000,6,2,11
7724,18,43,1-18-2017-043-06,6,2,3,15,999,9,3,580.56124480734400000000,6,2,11
7959,18,49,1-18-2017-049-02,2,2,1,21,12,2,2,82.56750368106610000000,6,2,11
7959,18,49,1-18-2017-049-02,2,2,2,21,18,3,2,82.56750368106610000000,6,2,12
7959,18,49,1-18-2017-049-02,2,2,3,21,24,3,2,82.56750368106610000000,6,2,13
8130,18,54,1-18-2017-054-01,1,2,1,17,47,5,3,379.98349883598600000000,6,2,13
8130,18,54,1-18-2017-054-01,1,2,2,8,5,1,3,379.98349883598600000000,6,2,11
8130,18,54,1-18-2017-054-01,1,2,3,7,45,4,3,379.98349883598600000000,6,2,13
8130,18,54,1-18-2017-054-01,1,2,4,5,999,9,3,379.98349883598600000000,6,2,13
8130,18,54,1-18-2017-054-01,1,2,5,24,36,4,3,379.98349883598600000000,6,2,12
8130,18,54,1-18-2017-054-01,1,2,6,29,36,4,3,379.98349883598600000000,6,2,12
8130,18,54,1-18-2017-054-01,1,2,7,15,47,5,3,379.98349883598600000000,6,2,23
8130,18,54,1-18-2017-054-01,1,2,8,9,43,4,3,379.98349883598600000000,6,2,23
8130,18,54,1-18-2017-054-01,1,2,9,6,999,9,3,379.98349883598600000000,6,2,23
8130,18,54,1-18-2017-054-01,1,2,10,20,40,4,3,379.98349883598600000000,6,2,23
8130,18,54,1-18-2017-054-01,1,2,11,20,32,4,3,379.98349883598600000000,6,2,12
8130,18,54,1-18-2017-054-01,1,2,12,8,47,5,3,379.98349883598600000000,6,2,13
8130,18,54,1-18-2017-054-01,1,2,13,7,34,4,3,379.98349883598600000000,6,2,12
8130,18,54,1-18-2017-054-01,1,2,14,15,47,5,3,379.98349883598600000000,6,2,22
8130,18,54,1-18-2017-054-01,1,2,15,9,32,4,3,379.98349883598600000000,6,2,22
8130,18,54,1-18-2017-054-01,1,2,16,20,40,4,3,379.98349883598600000000,6,2,22
8130,18,54,1-18-2017-054-01,1,2,17,20,2,0,3,379.98349883598600000000,6,2,21
8130,18,54,1-18-2017-054-01,1,2,18,20,40,4,3,379.98349883598600000000,6,2,13
8389,18,60,1-18-2017-060-03,3,2,1,5,999,1,2,219.84355060555800000000,6,2,11
8588,18,65,1-18-2017-065-06,6,1,1,17,4,1,3,839.60565091644400000000,6,2,13
8588,18,65,1-18-2017-065-06,6,1,2,8,6,1,3,839.60565091644400000000,6,2,13
8588,18,65,1-18-2017-065-06,6,1,3,15,14,2,3,839.60565091644400000000,6,2,23
8811,18,71,1-18-2017-071-09,9,1,1,22,4,1,1,9984.70215625247000000000,6,2,11
8811,18,71,1-18-2017-071-09,9,1,2,22,4,1,1,9984.70215625247000000000,6,2,12
8811,18,71,1-18-2017-071-09,9,1,3,22,5,1,1,9984.70215625247000000000,6,2,13
8811,18,71,1-18-2017-071-09,9,1,4,19,3,1,1,9984.70215625247000000000,6,2,12
8811,18,71,1-18-2017-071-09,9,1,5,19,4,1,1,9984.70215625247000000000,6,2,13
8811,18,71,1-18-2017-071-09,9,1,6,16,4,1,3,9984.70215625247000000000,6,2,21
8880,18,73,1-18-2017-073-01,1,1,1,30,4,1,1,136.74127624896500000000,6,2,21
8880,18,73,1-18-2017-073-01,1,1,2,21,999,9,2,136.74127624896500000000,6,2,11
8880,18,73,1-18-2017-073-01,1,1,3,21,999,9,2,136.74127624896500000000,6,2,12
8880,18,73,1-18-2017-073-01,1,1,4,21,999,9,2,136.74127624896500000000,6,2,13
8880,18,73,1-18-2017-073-01,1,1,5,20,999,9,1,136.74127624896500000000,6,2,11
8880,18,73,1-18-2017-073-01,1,1,6,20,999,9,1,136.74127624896500000000,6,2,21
6105,19,2,1-19-2017-002-05,5,1,1,7,24,3,3,84.45242169221480000000,9,2,11
6105,19,2,1-19-2017-002-05,5,1,2,8,22,3,3,84.45242169221480000000,9,2,11
6105,19,2,1-19-2017-002-05,5,1,3,20,10,2,3,84.45242169221480000000,9,2,11
6105,19,2,1-19-2017-002-05,5,1,4,12,27,3,3,84.45242169221480000000,9,2,11
6105,19,2,1-19-2017-002-05,5,1,5,6,10,2,3,84.45242169221480000000,9,2,11
6111,19,4,1-19-2017-004-05,5,1,1,7,6,1,3,84.45242169221480000000,9,2,11
6111,19,4,1-19-2017-004-05,5,1,2,20,3,1,3,84.45242169221480000000,9,2,11
6111,19,4,1-19-2017-004-05,5,1,3,3,11,2,2,84.45242169221480000000,9,2,11
6111,19,4,1-19-2017-004-05,5,1,4,2,5,1,3,84.45242169221480000000,9,2,11
6111,19,4,1-19-2017-004-05,5,1,5,15,999,9,3,84.45242169221480000000,9,2,11
6111,19,4,1-19-2017-004-05,5,1,6,12,999,9,3,84.45242169221480000000,9,2,11
6111,19,4,1-19-2017-004-05,5,1,7,1,999,2,3,84.45242169221480000000,9,2,11
6188,19,8,1-19-2017-008-08,8,1,1,6,12,2,3,306.90561299384600000000,9,2,21
6188,19,8,1-19-2017-008-08,8,1,2,9,8,2,3,306.90561299384600000000,9,2,21
6266,19,13,1-19-2017-013-05,5,1,1,6,13,2,2,79.98489951025890000000,9,2,11
6266,19,13,1-19-2017-013-05,5,1,2,2,16,3,2,79.98489951025890000000,9,2,11
6266,19,13,1-19-2017-013-05,5,1,3,3,32,4,2,79.98489951025890000000,9,2,12
6266,19,13,1-19-2017-013-05,5,1,4,4,27,3,2,79.98489951025890000000,9,2,13
6266,19,13,1-19-2017-013-05,5,1,5,5,36,4,2,79.98489951025890000000,9,2,13
6269,19,14,1-19-2017-014-09,9,1,1,5,12,2,2,933.15590969023200000000,9,2,11
6270,19,15,1-19-2017-015-06,6,1,1,14,4,1,3,169.15525252144600000000,9,2,13
6270,19,15,1-19-2017-015-06,6,1,2,15,999,1,3,169.15525252144600000000,9,2,23
6362,19,19,1-19-2017-019-06,6,2,1,7,20,3,2,417.70420985892400000000,9,2,11
6362,19,19,1-19-2017-019-06,6,2,2,15,999,9,3,417.70420985892400000000,9,2,11
6362,19,19,1-19-2017-019-06,6,2,3,2,24,3,2,417.70420985892400000000,9,2,11
6362,19,19,1-19-2017-019-06,6,2,4,3,15,3,2,417.70420985892400000000,9,2,12
6362,19,19,1-19-2017-019-06,6,2,5,12,26,3,3,417.70420985892400000000,9,2,11
6440,19,24,1-19-2017-024-08,8,1,1,7,8,2,1,795.12891981253700000000,9,2,11
6440,19,24,1-19-2017-024-08,8,1,2,20,8,2,1,795.12891981253700000000,9,2,11
6440,19,24,1-19-2017-024-08,8,1,3,19,6,1,1,795.12891981253700000000,9,2,11
6440,19,24,1-19-2017-024-08,8,1,4,22,11,2,1,795.12891981253700000000,9,2,11
6440,19,24,1-19-2017-024-08,8,1,5,19,5,1,1,795.12891981253700000000,9,2,12
6440,19,24,1-19-2017-024-08,8,1,6,22,9,2,1,795.12891981253700000000,9,2,12
6440,19,24,1-19-2017-024-08,8,1,7,7,2,0,1,795.12891981253700000000,9,2,13
6440,19,24,1-19-2017-024-08,8,1,8,19,4,1,1,795.12891981253700000000,9,2,13
6440,19,24,1-19-2017-024-08,8,1,9,22,8,2,1,795.12891981253700000000,9,2,13
6440,19,24,1-19-2017-024-08,8,1,10,20,2,0,1,795.12891981253700000000,9,2,13
6559,19,29,1-19-2017-029-01,1,1,1,99,999,9,9,184.56369697782800000000,9,2,99
6752,19,40,1-19-2017-040-08,8,1,1,20,9,2,1,539.52796496770800000000,9,2,11
6752,19,40,1-19-2017-040-08,8,1,2,20,999,1,3,539.52796496770800000000,9,2,13
6752,19,40,1-19-2017-040-08,8,1,3,5,28,3,3,539.52796496770800000000,9,2,13
6752,19,40,1-19-2017-040-08,8,1,4,7,999,2,3,539.52796496770800000000,9,2,11
6752,19,40,1-19-2017-040-08,8,1,5,7,999,1,3,539.52796496770800000000,9,2,13
6752,19,40,1-19-2017-040-08,8,1,6,22,999,1,1,539.52796496770800000000,9,2,11
6752,19,40,1-19-2017-040-08,8,1,7,22,999,1,1,539.52796496770800000000,9,2,12
6752,19,40,1-19-2017-040-08,8,1,8,22,999,2,1,539.52796496770800000000,9,2,13
6752,19,40,1-19-2017-040-08,8,1,9,19,999,2,1,539.52796496770800000000,9,2,13
6752,19,40,1-19-2017-040-08,8,1,10,19,999,1,1,539.52796496770800000000,9,2,12
6790,19,41,1-19-2017-041-01,1,1,1,4,42,4,2,249.50248848962300000000,9,2,13
6790,19,41,1-19-2017-041-01,1,1,2,7,53,5,2,249.50248848962300000000,9,2,13
6790,19,41,1-19-2017-041-01,1,1,3,22,4,1,2,249.50248848962300000000,9,2,12
6790,19,41,1-19-2017-041-01,1,1,4,22,20,3,2,249.50248848962300000000,9,2,13
6790,19,41,1-19-2017-041-01,1,1,5,5,999,4,2,249.50248848962300000000,9,2,13
6825,19,43,1-19-2017-043-02,2,1,1,22,9,2,1,102.08901342749200000000,9,2,11
6825,19,43,1-19-2017-043-02,2,1,2,22,12,2,1,102.08901342749200000000,9,2,12
6825,19,43,1-19-2017-043-02,2,1,3,22,10,2,1,102.08901342749200000000,9,2,13
6825,19,43,1-19-2017-043-02,2,1,4,7,4,1,3,102.08901342749200000000,9,2,13
6825,19,43,1-19-2017-043-02,2,1,5,7,12,2,3,102.08901342749200000000,9,2,11
6825,19,43,1-19-2017-043-02,2,1,6,20,7,1,1,102.08901342749200000000,9,2,11
6825,19,43,1-19-2017-043-02,2,1,7,19,9,2,1,102.08901342749200000000,9,2,13
6825,19,43,1-19-2017-043-02,2,1,8,19,10,2,1,102.08901342749200000000,9,2,12
6825,19,43,1-19-2017-043-02,2,1,9,19,8,2,1,102.08901342749200000000,9,2,11
6826,19,44,1-19-2017-044-08,8,1,1,25,7,1,2,1264.82168849430000000000,9,2,22
6826,19,44,1-19-2017-044-08,8,1,2,25,30,4,2,1264.82168849430000000000,9,2,23
6867,19,45,1-19-2017-045-02,2,1,1,7,10,2,3,178.30364945838700000000,9,2,13
6867,19,45,1-19-2017-045-02,2,1,2,14,6,1,3,178.30364945838700000000,9,2,13
6867,19,45,1-19-2017-045-02,2,1,3,20,999,1,3,178.30364945838700000000,9,2,13
6868,19,46,1-19-2017-046-05,5,1,1,7,3,1,1,283.11923036077500000000,9,2,11
6868,19,46,1-19-2017-046-05,5,1,2,7,3,1,1,283.11923036077500000000,9,2,13
6868,19,46,1-19-2017-046-05,5,1,3,22,11,2,1,283.11923036077500000000,9,2,12
6904,19,48,1-19-2017-048-01,1,1,1,5,7,1,2,144.57700864551200000000,9,2,11
6904,19,48,1-19-2017-048-01,1,1,2,2,10,2,2,144.57700864551200000000,9,2,11
6904,19,48,1-19-2017-048-01,1,1,3,4,31,4,2,144.57700864551200000000,9,2,13
7020,19,54,1-19-2017-054-01,1,1,1,7,18,3,3,334.48698003331000000000,9,2,11
7020,19,54,1-19-2017-054-01,1,1,2,8,40,4,3,334.48698003331000000000,9,2,11
7020,19,54,1-19-2017-054-01,1,1,3,20,15,3,3,334.48698003331000000000,9,2,11
7020,19,54,1-19-2017-054-01,1,1,4,15,46,5,3,334.48698003331000000000,9,2,11
7020,19,54,1-19-2017-054-01,1,1,5,12,999,4,3,334.48698003331000000000,9,2,11
7020,19,54,1-19-2017-054-01,1,1,6,20,20,3,3,334.48698003331000000000,9,2,21
7020,19,54,1-19-2017-054-01,1,1,7,14,40,4,3,334.48698003331000000000,9,2,21
7020,19,54,1-19-2017-054-01,1,1,8,6,46,5,3,334.48698003331000000000,9,2,11
7020,19,54,1-19-2017-054-01,1,1,9,6,4,1,3,334.48698003331000000000,9,2,12
7020,19,54,1-19-2017-054-01,1,1,10,15,14,2,3,334.48698003331000000000,9,2,12
7036,19,56,1-19-2017-056-02,2,3,1,9,7,1,1,112.14787202290300000000,9,2,23
7036,19,56,1-19-2017-056-02,2,3,2,19,6,1,1,112.14787202290300000000,9,2,23
7036,19,56,1-19-2017-056-02,2,3,3,30,6,1,1,112.14787202290300000000,9,2,23
7058,19,57,1-19-2017-057-10,10,1,1,6,15,3,3,9189.86912192756000000000,9,2,13
7058,19,57,1-19-2017-057-10,10,1,2,17,8,2,3,9189.86912192756000000000,9,2,13
7115,19,60,1-19-2017-060-05,5,1,1,15,25,3,3,169.97030620833300000000,9,2,11
7115,19,60,1-19-2017-060-05,5,1,2,12,15,3,3,169.97030620833300000000,9,2,11
7115,19,60,1-19-2017-060-05,5,1,3,6,10,2,3,169.97030620833300000000,9,2,11
7162,19,61,1-19-2017-061-05,5,1,1,5,5,1,2,82.44532525020580000000,9,2,11
7215,19,65,1-19-2017-065-02,2,1,1,15,11,2,3,102.08901342749200000000,9,2,23
7215,19,65,1-19-2017-065-02,2,2,1,32,20,3,3,102.08901342749200000000,9,2,11
7216,19,66,1-19-2017-066-02,2,1,1,25,20,3,2,102.08901342749200000000,9,2,22
7216,19,66,1-19-2017-066-02,2,1,2,25,30,4,2,102.08901342749200000000,9,2,23
7225,19,67,1-19-2017-067-01,1,1,1,1,999,5,3,252.57481808980300000000,9,2,11
7225,19,67,1-19-2017-067-01,1,1,2,2,999,5,3,252.57481808980300000000,9,2,11
7225,19,67,1-19-2017-067-01,1,1,3,6,999,5,3,252.57481808980300000000,9,2,11
7225,19,67,1-19-2017-067-01,1,1,4,7,999,5,3,252.57481808980300000000,9,2,11
7225,19,67,1-19-2017-067-01,1,1,5,8,999,5,3,252.57481808980300000000,9,2,11
7225,19,67,1-19-2017-067-01,1,1,6,18,999,5,3,252.57481808980300000000,9,2,11
7225,19,67,1-19-2017-067-01,1,1,7,20,47,5,3,252.57481808980300000000,9,2,11
7225,19,67,1-19-2017-067-01,1,1,8,24,999,5,3,252.57481808980300000000,9,2,11
7225,19,67,1-19-2017-067-01,1,1,9,9,12,2,3,252.57481808980300000000,9,2,21
7225,19,67,1-19-2017-067-01,1,1,10,14,36,4,3,252.57481808980300000000,9,2,21
7225,19,67,1-19-2017-067-01,1,1,11,6,999,5,3,252.57481808980300000000,9,2,21
7225,19,67,1-19-2017-067-01,1,1,12,20,6,1,3,252.57481808980300000000,9,2,12
7313,19,71,1-19-2017-071-02,2,1,1,19,10,2,1,102.25436852187300000000,9,2,13
7313,19,71,1-19-2017-071-02,2,1,2,22,14,2,1,102.25436852187300000000,9,2,13
7313,19,71,1-19-2017-071-02,2,1,3,19,8,2,1,102.25436852187300000000,9,2,12
7313,19,71,1-19-2017-071-02,2,1,4,22,1,0,1,102.25436852187300000000,9,2,12
7313,19,71,1-19-2017-071-02,2,1,5,19,13,2,1,102.25436852187300000000,9,2,23
7313,19,71,1-19-2017-071-02,2,1,6,19,0,0,1,102.25436852187300000000,9,2,22
7314,19,72,1-19-2017-072-02,2,1,1,7,20,3,3,284.36760501366100000000,9,2,11
7314,19,72,1-19-2017-072-02,2,1,2,2,10,2,3,284.36760501366100000000,9,2,11
7364,19,75,1-19-2017-075-08,8,1,1,19,999,2,1,215.27777464898600000000,9,2,22
7364,19,75,1-19-2017-075-08,8,1,2,19,999,1,1,215.27777464898600000000,9,2,21
7364,19,75,1-19-2017-075-08,8,1,3,19,999,1,1,215.27777464898600000000,9,2,23
7364,19,75,1-19-2017-075-08,8,1,4,20,999,1,3,215.27777464898600000000,9,2,21
7429,19,78,1-19-2017-078-05,5,2,1,15,48,5,3,79.98489951025890000000,9,2,13
7429,19,78,1-19-2017-078-05,5,2,2,6,3,1,3,79.98489951025890000000,9,2,13
7527,19,82,1-19-2017-082-05,5,2,1,5,10,2,3,79.98489951025890000000,9,2,11
7588,19,84,1-19-2017-084-02,2,1,1,20,10,2,1,139.95942335359900000000,9,2,11
7588,19,84,1-19-2017-084-02,2,1,2,20,10,2,1,139.95942335359900000000,9,2,21
7588,19,84,1-19-2017-084-02,2,1,3,20,5,1,1,139.95942335359900000000,9,2,13
7588,19,84,1-19-2017-084-02,2,1,4,20,5,1,1,139.95942335359900000000,9,2,23
7588,19,84,1-19-2017-084-02,2,1,5,22,20,3,1,139.95942335359900000000,9,2,11
7588,19,84,1-19-2017-084-02,2,1,6,7,12,2,3,139.95942335359900000000,9,2,11
7588,19,84,1-19-2017-084-02,2,1,7,8,10,2,3,139.95942335359900000000,9,2,21
7588,19,84,1-19-2017-084-02,2,1,8,9,5,1,3,139.95942335359900000000,9,2,21
7719,19,90,1-19-2017-090-09,9,1,1,22,5,1,1,1714.60742632915000000000,9,2,11
7719,19,90,1-19-2017-090-09,9,1,2,22,12,2,1,1714.60742632915000000000,9,2,12
7719,19,90,1-19-2017-090-09,9,1,3,22,17,3,1,1714.60742632915000000000,9,2,13
7719,19,90,1-19-2017-090-09,9,1,4,7,9,2,1,1714.60742632915000000000,9,2,11
7719,19,90,1-19-2017-090-09,9,1,5,7,17,3,1,1714.60742632915000000000,9,2,13
7719,19,90,1-19-2017-090-09,9,1,6,20,7,1,1,1714.60742632915000000000,9,2,13
7719,19,90,1-19-2017-090-09,9,1,7,19,14,2,1,1714.60742632915000000000,9,2,13
7851,19,93,1-19-2017-093-02,2,1,1,16,10,2,3,102.08901342749200000000,9,2,23
7883,19,95,1-19-2017-095-02,2,1,1,2,2,0,2,134.56453847884200000000,9,2,11
7883,19,95,1-19-2017-095-02,2,1,2,3,37,4,2,134.56453847884200000000,9,2,12
7883,19,95,1-19-2017-095-02,2,1,3,4,50,5,2,134.56453847884200000000,9,2,13
7883,19,95,1-19-2017-095-02,2,1,4,5,999,5,2,134.56453847884200000000,9,2,13
7883,19,95,1-19-2017-095-02,2,1,5,34,999,5,2,134.56453847884200000000,9,2,13
7883,19,95,1-19-2017-095-02,2,1,6,34,999,3,2,134.56453847884200000000,9,2,13
7883,19,95,1-19-2017-095-02,2,2,1,5,13,2,2,134.56453847884200000000,9,2,13
7883,19,95,1-19-2017-095-02,2,2,2,25,7,1,2,134.56453847884200000000,9,2,21
7883,19,95,1-19-2017-095-02,2,2,3,25,11,2,2,134.56453847884200000000,9,2,22
7883,19,95,1-19-2017-095-02,2,2,4,25,9,2,2,134.56453847884200000000,9,2,23
7885,19,97,1-19-2017-097-01,1,1,1,7,20,3,1,401.34587739812000000000,9,2,11
7885,19,97,1-19-2017-097-01,1,1,2,20,5,1,1,401.34587739812000000000,9,2,11
7885,19,97,1-19-2017-097-01,1,1,3,20,17,3,1,401.34587739812000000000,9,2,21
7885,19,97,1-19-2017-097-01,1,1,4,22,15,3,1,401.34587739812000000000,9,2,11
7885,19,97,1-19-2017-097-01,1,1,5,30,47,5,1,401.34587739812000000000,9,2,21
7885,19,97,1-19-2017-097-01,1,1,6,30,27,3,1,401.34587739812000000000,9,2,22
7885,19,97,1-19-2017-097-01,1,1,7,22,9,2,1,401.34587739812000000000,9,2,12
7885,19,97,1-19-2017-097-01,1,1,8,30,36,4,1,401.34587739812000000000,9,2,23
7885,19,97,1-19-2017-097-01,1,1,9,9,18,3,1,401.34587739812000000000,9,2,21
7885,19,97,1-19-2017-097-01,1,1,10,9,10,2,1,401.34587739812000000000,9,2,23
7885,19,97,1-19-2017-097-01,1,1,11,19,8,2,1,401.34587739812000000000,9,2,11
7885,19,97,1-19-2017-097-01,1,1,12,19,32,4,1,401.34587739812000000000,9,2,21
7885,19,97,1-19-2017-097-01,1,1,13,19,24,3,1,401.34587739812000000000,9,2,22
7885,19,97,1-19-2017-097-01,1,1,14,19,17,3,1,401.34587739812000000000,9,2,23
7951,19,98,1-19-2017-098-05,5,1,1,5,23,3,2,115.22676805237600000000,9,2,11
7951,19,98,1-19-2017-098-05,5,1,2,12,14,2,3,115.22676805237600000000,9,2,11
7998,19,102,1-19-2017-102-08,8,1,1,20,999,4,3,305.99135154121100000000,9,2,11
7998,19,102,1-19-2017-102-08,8,1,2,7,32,4,3,305.99135154121100000000,9,2,11
7998,19,102,1-19-2017-102-08,8,1,3,8,29,3,3,305.99135154121100000000,9,2,11
7998,19,102,1-19-2017-102-08,8,1,4,9,26,3,3,305.99135154121100000000,9,2,21
7998,19,102,1-19-2017-102-08,8,1,5,20,999,4,3,305.99135154121100000000,9,2,21
7998,19,102,1-19-2017-102-08,8,1,6,14,999,4,3,305.99135154121100000000,9,2,21
7998,19,102,1-19-2017-102-08,8,1,7,6,35,4,3,305.99135154121100000000,9,2,21
7998,19,102,1-19-2017-102-08,8,1,8,6,999,3,3,305.99135154121100000000,9,2,11
7998,19,102,1-19-2017-102-08,8,1,9,14,13,2,3,305.99135154121100000000,9,2,22
7998,19,102,1-19-2017-102-08,8,1,10,19,17,3,1,305.99135154121100000000,9,2,12
7998,19,102,1-19-2017-102-08,8,1,11,20,12,2,3,305.99135154121100000000,9,2,22
7998,19,102,1-19-2017-102-08,8,1,12,13,999,2,3,305.99135154121100000000,9,2,21
7998,19,102,1-19-2017-102-08,8,1,13,25,999,2,3,305.99135154121100000000,9,2,21
7998,19,102,1-19-2017-102-08,8,1,14,29,999,9,3,305.99135154121100000000,9,2,21
7998,19,102,1-19-2017-102-08,8,1,15,20,999,3,1,305.99135154121100000000,9,2,23
7998,19,102,1-19-2017-102-08,8,1,16,19,999,3,1,305.99135154121100000000,9,2,23
7998,19,102,1-19-2017-102-08,8,1,17,25,999,1,1,305.99135154121100000000,9,2,23
7998,19,102,1-19-2017-102-08,8,1,18,24,999,4,3,305.99135154121100000000,9,2,11
7998,19,102,1-19-2017-102-08,8,1,19,24,999,3,3,305.99135154121100000000,9,2,12
7998,19,102,1-19-2017-102-08,8,1,20,32,999,2,3,305.99135154121100000000,9,2,12
7998,19,102,1-19-2017-102-08,8,1,21,29,999,4,1,305.99135154121100000000,9,2,11
8251,19,113,1-19-2017-113-01,1,1,1,7,5,1,3,148.47238820833800000000,9,2,11
8251,19,113,1-19-2017-113-01,1,1,2,20,5,1,3,148.47238820833800000000,9,2,11
8251,19,113,1-19-2017-113-01,1,1,3,8,5,1,3,148.47238820833800000000,9,2,11
8251,19,113,1-19-2017-113-01,1,1,4,20,14,2,3,148.47238820833800000000,9,2,21
8251,19,113,1-19-2017-113-01,1,1,5,9,25,3,3,148.47238820833800000000,9,2,21
8251,19,113,1-19-2017-113-01,1,1,6,19,30,4,1,148.47238820833800000000,9,2,21
8251,19,113,1-19-2017-113-01,1,1,7,19,5,1,1,148.47238820833800000000,9,2,22
8251,19,113,1-19-2017-113-01,1,1,8,19,999,3,1,148.47238820833800000000,9,2,31
8251,19,113,1-19-2017-113-01,1,1,9,19,999,2,1,148.47238820833800000000,9,2,32
8251,19,113,1-19-2017-113-01,1,1,10,19,999,1,1,148.47238820833800000000,9,2,33
8251,19,113,1-19-2017-113-01,1,1,11,34,37,4,3,148.47238820833800000000,9,2,31
8251,19,113,1-19-2017-113-01,1,1,12,34,48,5,1,148.47238820833800000000,9,2,31
8251,19,113,1-19-2017-113-01,1,1,13,34,25,3,1,148.47238820833800000000,9,2,33
8252,19,114,1-19-2017-114-02,2,1,1,3,20,3,2,102.08901342749200000000,9,2,12
8252,19,114,1-19-2017-114-02,2,1,2,4,40,4,2,102.08901342749200000000,9,2,13
8252,19,114,1-19-2017-114-02,2,1,3,15,42,4,3,102.08901342749200000000,9,2,13
8252,19,114,1-19-2017-114-02,2,2,1,8,19,3,3,102.08901342749200000000,9,2,11
8252,19,114,1-19-2017-114-02,2,2,2,16,10,2,3,102.08901342749200000000,9,2,11
