CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,LFBELT,LF1STAGEDEP,LF2STAGEDEP,LFSWITCH,LFDISPOSAL,LFSIDEDEPTIME,LFCURTDEPTIME,LFPRETENDEPTIME,LFRETRACTDEPTIME,LFBUCKDEPTIME,LFTRACKPOS,LFOCCSIZE,LFOCCPOS,RFBELT,RF1STAGEDEP,RF2STAGEDEP,RFSWITCH,RFDISPOSAL,RFSIDEDEPTIME,RFCURTDEPTIME,RFPRETENDEPTIME,RFRETRACTDEPTIME,RFBUCKDEPTIME,RFTRACKPOS,RFOCCSIZE,RFOCCPOS,CASEWGT,PSUSTRAT,VERSION
7381,20,75,1-20-2017-075-02,2,2,1,1,1,9995,9995,7,8,9995,9995,9995,9995,9997,0,7,7,0,9995,9995,7,8,9995,9995,9995,9995,9997,7,7,7,58.97491564173520000000,11,2
7381,20,75,1-20-2017-075-02,2,2,1,2,1,9995,9995,7,8,9995,9995,9994,9999,9997,0,7,7,0,9995,9995,7,8,9995,9995,9994,9999,9997,7,7,7,58.97491564173520000000,11,2
7382,20,76,1-20-2017-076-03,3,1,1,1,1,9995,9995,7,8,9995,9995,9997,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,9997,9997,9997,7,7,7,648.91022961299900000000,11,2
7383,20,77,1-20-2017-077-02,2,2,1,1,1,9995,9995,7,8,9995,9995,9997,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,9997,9997,9997,7,7,7,58.97491564173520000000,11,2
7383,20,77,1-20-2017-077-02,2,2,1,2,0,18,24,7,8,9995,9995,18,9997,9997,7,7,7,1,18,24,0,8,48,48,18,9997,9997,7,7,7,58.97491564173520000000,11,2
7442,20,78,1-20-2017-078-03,3,1,1,1,0,25,28,7,8,9995,31,14,9997,9997,0,7,7,1,25,28,0,8,9995,31,14,9997,9997,7,2,7,88.26899025723930000000,11,2
7610,20,87,1-20-2017-087-03,3,1,1,1,1,20,23,7,8,9995,9997,20,9997,9997,7,7,7,0,9995,9995,1,8,9995,9997,20,9997,9997,7,0,7,541.82133208825800000000,11,2
7610,20,87,1-20-2017-087-03,3,1,1,2,1,9995,9995,7,8,9995,9995,9994,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,9994,9997,9997,7,0,7,541.82133208825800000000,11,2
7610,20,87,1-20-2017-087-03,3,1,1,3,1,9995,9995,7,8,9995,9995,9994,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,9994,9997,9997,7,0,7,541.82133208825800000000,11,2
7686,20,88,1-20-2017-088-08,8,1,1,1,7,9997,9997,7,8,9997,9997,0,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,0,9997,9997,7,7,7,136.91200738205900000000,11,2
7689,20,91,1-20-2017-091-07,7,1,1,1,1,9995,9995,7,0,9997,9995,9995,9997,9997,7,7,7,0,9995,9995,7,0,9997,9995,9995,9997,9997,7,7,7,702.60942414034600000000,11,2
7735,20,93,1-20-2017-093-06,6,2,1,1,7,9995,9995,7,8,9995,9997,9995,9997,9997,0,7,7,1,9995,9995,7,8,9995,9997,9995,9997,9997,7,7,7,773.41493042465900000000,11,2
7736,20,94,1-20-2017-094-02,2,1,1,1,1,9995,9995,7,8,9995,75,75,9997,9997,7,7,7,0,9995,9995,7,8,9995,75,9995,9997,9997,0,0,7,39.06733804536630000000,11,2
7799,20,97,1-20-2017-097-04,4,1,1,1,1,9997,9997,7,8,9995,29,9995,9997,9997,7,7,7,0,9997,9997,7,8,9997,9997,9995,9997,9997,7,0,7,2093.85301879526000000000,11,2
7799,20,97,1-20-2017-097-04,4,1,1,2,1,9997,9997,7,8,9997,9997,9995,9997,9997,7,7,7,0,9997,9997,7,8,9997,9997,9995,9997,9997,7,0,7,2093.85301879526000000000,11,2
7799,20,97,1-20-2017-097-04,4,1,1,3,1,9995,9995,7,8,9995,9995,9995,9997,9997,7,7,7,0,9995,9995,7,8,9995,9995,9995,9997,9997,7,0,7,2093.85301879526000000000,11,2
7799,20,97,1-20-2017-097-04,4,1,1,4,7,9997,9997,7,8,9997,9997,9995,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9995,9997,9997,7,7,7,2093.85301879526000000000,11,2
7860,20,100,1-20-2017-100-03,3,1,1,1,1,9995,9995,7,8,9995,9995,9995,9995,9997,7,7,7,0,9995,9995,7,8,9995,9995,9995,9995,9997,7,7,7,97.23967098172880000000,11,2
7860,20,100,1-20-2017-100-03,3,1,1,2,1,9995,9995,7,8,9994,9994,9994,9999,9997,7,7,7,0,9995,9995,7,8,9994,9994,9994,9999,9997,7,7,7,97.23967098172880000000,11,2
7860,20,100,1-20-2017-100-03,3,1,1,3,1,9995,9995,7,8,9994,9994,9994,9999,9997,7,7,7,0,9995,9995,7,8,9995,9995,9994,9999,9997,7,7,7,97.23967098172880000000,11,2
7971,20,109,1-20-2017-109-03,3,2,1,1,1,9995,9995,7,8,9995,9995,9997,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,9997,9997,9997,7,7,7,125.41439754736500000000,11,2
7971,20,109,1-20-2017-109-03,3,2,1,2,1,9995,9995,7,8,9995,9995,9997,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,9997,9997,9997,7,7,7,125.41439754736500000000,11,2
8016,20,110,1-20-2017-110-01,1,1,1,1,0,9995,9995,7,8,9997,9997,9997,9997,9997,0,7,7,0,9995,9995,7,8,9997,9997,9997,9997,9997,7,7,7,56.81933354281490000000,11,2
8016,20,110,1-20-2017-110-01,1,1,1,2,0,9995,9995,7,8,9997,9997,9997,9997,9997,0,7,7,0,9995,9995,7,8,9997,9997,9997,9997,9997,7,7,7,56.81933354281490000000,11,2
8016,20,110,1-20-2017-110-01,1,1,1,3,0,9995,9995,7,8,9997,9997,9997,9997,9997,0,7,7,0,9995,9995,7,8,9997,9997,9997,9997,9997,7,7,7,56.81933354281490000000,11,2
8077,20,116,1-20-2017-116-01,1,1,1,1,1,126,9997,7,8,9997,9997,9997,9997,9997,1,7,7,1,126,9997,7,8,9997,9997,9997,9997,9997,7,3,7,47.97147683516590000000,11,2
8077,20,116,1-20-2017-116-01,1,1,1,2,1,126,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,126,9997,7,8,9997,9997,9997,9997,9997,7,0,7,47.97147683516590000000,11,2
8077,20,116,1-20-2017-116-01,1,1,1,3,1,126,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,126,9997,7,8,9997,9997,9997,9997,9997,7,0,7,47.97147683516590000000,11,2
8077,20,116,1-20-2017-116-01,1,1,1,4,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,47.97147683516590000000,11,2
8094,20,117,1-20-2017-117-07,7,1,1,1,1,9995,9995,7,8,9997,9997,9995,9997,9997,0,7,7,1,9995,9995,7,8,9997,9997,9995,9997,9997,7,3,7,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,1,1,2,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,3,7,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,1,1,3,1,9995,9995,7,8,9997,9997,9995,9997,9997,0,7,7,1,9995,9995,7,8,9997,9997,9995,9997,9997,7,3,7,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,1,1,4,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,3,7,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,1,1,5,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,2,1,1,1,26,31,7,0,9997,9997,26,9997,9997,7,7,7,0,9997,9997,7,0,9997,74,9997,9997,9997,7,7,7,447.19108221602800000000,11,2
8094,20,117,1-20-2017-117-07,7,2,1,2,1,9997,9997,7,0,9997,9997,9997,9997,9997,7,7,7,0,9997,9997,7,0,9997,9997,9997,9997,9997,7,7,7,447.19108221602800000000,11,2
8169,20,119,1-20-2017-119-03,3,1,1,1,1,10,32,7,8,9997,10,1,9997,9997,0,7,7,0,9995,9995,7,8,9997,10,1,9997,9997,7,4,7,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,1,1,2,1,9997,9997,7,8,9995,9995,9995,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9995,9997,9997,7,4,7,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,2,1,1,1,9995,9995,7,8,9995,9995,9995,9997,9997,7,7,7,0,9995,9995,7,8,9995,9995,9995,9997,9997,7,4,7,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,2,1,2,1,46,196,7,8,9994,9994,9994,9997,9997,7,7,7,0,9995,9995,7,8,46,46,9994,9997,9997,7,4,7,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,2,1,3,1,9997,9997,7,8,9997,9995,9995,9997,9997,7,7,7,0,9997,9997,7,8,9997,9995,9995,9997,9997,7,4,7,140.67471679379700000000,11,2
8169,20,119,1-20-2017-119-03,3,2,1,4,1,9997,9997,7,8,13,6,13,9997,9997,7,7,7,0,9997,9997,7,8,9995,9995,13,9997,9997,7,4,7,140.67471679379700000000,11,2
8171,20,121,1-20-2017-121-03,3,1,1,1,1,132,172,7,0,0,0,132,9997,9997,0,7,7,1,132,172,0,0,0,0,132,9997,9997,7,7,7,140.67471679379700000000,11,2
8289,20,131,1-20-2017-131-10,10,1,1,1,0,9995,9995,7,8,9997,9997,9995,9997,9997,0,7,7,0,9995,9995,7,8,9997,9997,9995,9997,9997,7,7,7,3419.93796732835000000000,11,2
8383,20,133,1-20-2017-133-06,6,3,1,1,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,660.66111591016900000000,11,2
8383,20,133,1-20-2017-133-06,6,3,1,2,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,660.66111591016900000000,11,2
8436,20,136,1-20-2017-136-06,6,1,1,1,1,24,9995,7,0,9997,9995,9994,9997,9997,7,7,7,0,9995,9995,1,0,9997,9995,9994,9997,9997,7,7,7,251.65386651402400000000,11,2
8452,20,140,1-20-2017-140-03,3,2,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,0,7,129.75163194922700000000,11,2
8452,20,140,1-20-2017-140-03,3,2,1,2,1,12,9997,7,8,9997,9997,12,9997,9997,0,7,7,0,12,9997,7,8,9997,9997,12,9997,9997,7,0,7,129.75163194922700000000,11,2
8452,20,140,1-20-2017-140-03,3,2,1,3,1,9995,9995,7,8,9997,9997,9995,9997,9997,0,7,7,0,9995,9995,7,8,9997,9997,9995,9997,9997,7,0,7,129.75163194922700000000,11,2
8452,20,140,1-20-2017-140-03,3,2,1,4,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,129.75163194922700000000,11,2
8518,20,141,1-20-2017-141-05,5,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,0,7,36.14618939188560000000,11,2
8518,20,141,1-20-2017-141-05,5,1,1,2,1,82,9997,7,8,9997,9997,75,9997,9997,7,7,7,0,82,9997,7,8,9997,9997,75,9997,9997,7,0,7,36.14618939188560000000,11,2
8518,20,141,1-20-2017-141-05,5,1,1,3,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,0,7,36.14618939188560000000,11,2
8518,20,141,1-20-2017-141-05,5,1,1,4,1,9995,9995,7,8,9997,9997,9995,9997,9997,7,7,7,0,9995,9995,7,8,9997,9997,9995,9997,9997,7,0,7,36.14618939188560000000,11,2
8519,20,142,1-20-2017-142-06,6,2,1,1,1,9995,9995,7,8,9995,9997,57,9997,9997,7,7,7,1,9995,9995,0,8,9995,9997,57,9997,9997,7,2,7,299.84932881003100000000,11,2
8641,20,148,1-20-2017-148-02,2,1,1,1,1,9997,9997,7,8,9997,9997,3,3,9997,0,7,7,1,9997,9997,7,8,9997,9997,3,3,9997,0,5,7,126.21531659719600000000,11,2
8641,20,148,1-20-2017-148-02,2,1,1,2,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,5,7,126.21531659719600000000,11,2
8751,20,149,1-20-2017-149-04,4,1,1,1,1,37,40,7,8,9995,140,4,9997,9997,7,7,7,0,9995,9995,1,8,9995,140,4,9997,9997,7,0,7,809.19022299613200000000,11,2
8829,20,157,1-20-2017-157-03,3,1,1,1,1,17,47,7,8,19,19,17,9997,9997,7,7,7,0,9995,9995,1,8,17,19,17,9997,9997,7,5,7,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,1,1,2,1,9995,9995,7,8,9995,9995,9997,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,9997,9997,9997,7,5,7,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,2,1,1,1,30,20,7,8,9995,9995,9994,9999,9995,0,7,7,0,30,20,7,8,9995,9995,9994,9999,9994,0,7,7,218.97033816410200000000,11,2
8862,20,158,1-20-2017-158-03,3,2,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,5,7,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,2,1,2,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,5,7,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,3,1,1,1,25,9997,7,8,9997,57,18,18,9997,7,7,7,7,25,9997,7,8,9997,9997,18,18,9997,7,7,7,243.96186764691600000000,11,2
8863,20,159,1-20-2017-159-04,4,1,1,1,1,24,54,7,8,24,24,24,9997,9997,7,7,7,1,24,34,7,8,24,24,24,9997,9997,7,3,7,772.06038218664600000000,11,2
8863,20,159,1-20-2017-159-04,4,1,1,2,1,9997,9997,7,8,9997,9997,5,9997,9997,7,7,7,1,9997,9997,7,8,5,5,5,9997,9997,7,3,7,772.06038218664600000000,11,2
8863,20,159,1-20-2017-159-04,4,1,1,3,1,9995,9995,7,8,9995,9995,9995,9997,9997,7,7,7,1,9995,9995,7,8,9995,9995,9995,9997,9997,7,3,7,772.06038218664600000000,11,2
8863,20,159,1-20-2017-159-04,4,1,1,4,1,9997,9997,7,8,9995,9995,9995,9997,9997,7,7,7,1,9997,9997,7,8,9997,9997,9995,9997,9997,7,3,7,772.06038218664600000000,11,2
8973,20,162,1-20-2017-162-02,2,2,1,1,1,17,144,7,8,26,26,17,9997,9997,1,7,7,1,17,26,0,8,9995,26,17,9997,9997,0,2,7,39.06733804536630000000,11,2
8973,20,162,1-20-2017-162-02,2,2,1,2,1,9995,9995,7,8,9995,9995,9995,9997,9997,1,7,7,1,9995,9995,0,8,9995,9995,9995,9997,9997,0,2,7,39.06733804536630000000,11,2
8973,20,162,1-20-2017-162-02,2,2,1,3,0,9995,9995,7,8,9995,9995,9995,9997,9997,1,7,7,0,9995,9995,0,8,9995,9995,9995,9997,9997,0,2,7,39.06733804536630000000,11,2
8985,20,165,1-20-2017-165-03,3,1,1,1,1,51,171,7,8,9995,9995,51,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,51,9997,9997,7,0,7,152.30968320706700000000,11,2
8985,20,165,1-20-2017-165-03,3,1,1,2,1,9995,9995,7,8,9995,102,9995,9997,9997,7,7,7,0,9995,9995,1,8,9995,102,9995,9997,9997,7,0,7,152.30968320706700000000,11,2
8985,20,165,1-20-2017-165-03,3,1,1,3,1,9995,9995,7,8,9,9995,9995,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,9995,9997,9997,7,0,7,152.30968320706700000000,11,2
9048,20,169,1-20-2017-169-03,3,2,1,1,1,9995,9995,7,8,9995,9997,9995,9997,9997,7,7,7,1,9995,9995,7,8,9995,9997,9995,9997,9997,7,7,7,199.63962749309100000000,11,2
9107,20,170,1-20-2017-170-03,3,2,1,1,1,20,9994,7,8,9994,9994,9994,9997,9994,7,7,7,1,20,25,7,8,9995,9995,9994,9999,9994,7,7,7,168.07756266079600000000,11,2
6313,21,5,1-21-2017-005-03,3,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,777.20307552432400000000,11,2
6313,21,5,1-21-2017-005-03,3,1,1,2,1,84,234,7,8,9997,9997,84,84,89,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,777.20307552432400000000,11,2
6354,21,6,1-21-2017-006-04,4,1,1,1,1,19,169,7,8,9995,9995,9994,9999,9995,0,7,7,1,19,99,7,8,9995,9995,9994,9999,9995,7,7,7,1145.92166113939000000000,11,2
6442,21,8,1-21-2017-008-03,3,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,0,5,7,708.68878582321700000000,11,2
6442,21,8,1-21-2017-008-03,3,2,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,708.68878582321700000000,11,2
6589,21,11,1-21-2017-011-03,3,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,1144.07539125013000000000,11,2
6679,21,13,1-21-2017-013-08,8,1,1,1,0,18,120,7,1,9997,9995,9994,9997,9997,7,7,7,0,9995,9995,1,0,9997,9995,9994,9997,9997,7,7,7,871.90685762861200000000,11,2
6753,21,15,1-21-2017-015-06,6,1,1,1,1,6,11,7,0,0,0,5,9997,9997,0,7,7,0,0,0,1,0,46,46,0,9997,9997,7,7,7,554.68515997255800000000,11,2
6829,21,17,1-21-2017-017-03,3,1,1,1,1,26,146,7,8,9995,9995,26,9997,9997,7,7,7,1,26,146,0,8,9995,9995,26,9997,9997,7,2,7,311.95669406143700000000,11,2
6876,21,18,1-21-2017-018-03,3,2,1,1,1,9995,9995,7,8,9995,9995,9995,9995,9997,7,7,7,0,9995,9995,7,8,9995,9995,9995,9995,9997,7,7,7,884.41261213097500000000,11,2
6876,21,18,1-21-2017-018-03,3,2,1,2,1,9995,9995,7,8,9995,9995,9995,9995,9997,7,7,7,0,9995,9995,7,8,9995,9995,9995,9995,9997,7,7,7,884.41261213097500000000,11,2
6876,21,18,1-21-2017-018-03,3,2,1,3,1,9995,9995,7,8,9995,9995,9995,9995,9997,7,7,7,0,9995,9995,7,8,9995,9995,9995,9995,9997,7,7,7,884.41261213097500000000,11,2
6909,21,19,1-21-2017-019-04,4,1,1,1,1,9995,9995,7,8,9995,9995,9997,9997,9997,7,7,7,0,9995,9995,0,8,9995,9995,9997,9997,9997,7,7,7,559.90610163616200000000,11,2
6989,21,21,1-21-2017-021-04,4,1,1,1,0,12,52,7,0,0,34,0,9997,9997,0,7,7,0,12,162,0,1,0,0,0,9997,9997,7,7,7,901.70201341217100000000,11,2
7022,21,22,1-21-2017-022-09,9,1,1,1,0,20,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,1461.58871260446000000000,11,2
7022,21,22,1-21-2017-022-09,9,1,1,2,0,28,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,1461.58871260446000000000,11,2
7022,21,22,1-21-2017-022-09,9,2,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,1461.58871260446000000000,11,2
7186,21,23,1-21-2017-023-07,7,2,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,1033.36079831570000000000,11,2
7222,21,25,1-21-2017-025-03,3,2,1,1,1,11,21,7,8,9997,11,11,9997,9997,0,7,7,0,9995,9995,7,8,9997,11,9995,9997,9997,7,0,7,440.35059381452200000000,11,2
7222,21,25,1-21-2017-025-03,3,2,1,2,1,9997,9997,7,8,9995,9995,9995,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9995,9997,9997,7,0,7,440.35059381452200000000,11,2
7270,21,26,1-21-2017-026-03,3,2,1,1,1,21,51,7,8,9995,9995,21,9997,9997,7,7,7,0,9995,9995,1,8,16,13,21,9997,9997,7,7,7,327.88849704602700000000,11,2
7271,21,27,1-21-2017-027-03,3,2,1,1,0,0,0,7,0,16,16,0,9997,9997,0,7,7,0,0,0,1,0,0,0,0,9997,9997,7,7,7,327.88849704859000000000,11,2
7375,21,31,1-21-2017-031-03,3,1,1,1,1,31,71,7,0,0,0,27,9997,9997,0,7,7,0,0,0,1,0,0,0,0,9997,9997,7,7,7,78.01736920725550000000,11,2
7376,21,32,1-21-2017-032-03,3,2,1,1,1,29,59,7,8,9995,9995,29,9997,9997,7,7,7,1,9995,9995,1,8,42,42,29,9997,9997,7,1,7,201.69740988543500000000,11,2
7440,21,33,1-21-2017-033-04,4,2,1,1,1,9995,9995,7,8,9995,9995,9997,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,9997,9997,9997,7,7,7,511.36162861486400000000,11,2
7531,21,35,1-21-2017-035-03,3,1,1,1,1,33,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9995,9995,1,8,9997,9997,9997,9997,9997,0,7,7,336.39941328647300000000,11,2
7531,21,35,1-21-2017-035-03,3,2,1,1,1,9997,9997,7,8,9995,9997,9994,9997,9997,0,7,7,1,9997,9997,7,8,9997,9997,9994,9997,9997,0,2,7,336.39941328647300000000,11,2
7553,21,38,1-21-2017-038-03,3,2,1,1,0,9995,9995,7,8,14,14,14,9997,9997,7,7,7,0,9995,9995,1,8,9995,14,14,9997,9997,7,0,7,336.39941328384300000000,11,2
7553,21,38,1-21-2017-038-03,3,2,1,2,0,9995,9995,7,8,9995,9995,9995,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,9995,9997,9997,7,0,7,336.39941328384300000000,11,2
7553,21,38,1-21-2017-038-03,3,2,1,3,0,9995,9995,7,8,9995,9995,9995,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,9995,9997,9997,7,0,7,336.39941328384300000000,11,2
7607,21,39,1-21-2017-039-03,3,1,1,1,1,9,10,7,8,9995,9995,1,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,1,9997,9997,7,0,7,150.65263342074300000000,11,2
7607,21,39,1-21-2017-039-03,3,2,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,0,7,150.65263342074300000000,11,2
7607,21,39,1-21-2017-039-03,3,2,1,2,1,9995,9995,7,8,9997,9997,9995,9997,9997,0,7,7,1,9995,9995,7,8,9997,9997,9995,9997,9997,7,3,7,150.65263342074300000000,11,2
7607,21,39,1-21-2017-039-03,3,2,1,3,7,9995,9995,7,8,9997,9997,9995,9997,9997,7,7,7,7,9995,9995,7,8,9997,9997,9995,9997,9997,7,7,7,150.65263342074300000000,11,2
7607,21,39,1-21-2017-039-03,3,3,1,1,1,29,102,7,8,9995,9995,9994,9999,9995,0,7,7,1,29,152,7,8,9995,9995,9994,9999,9994,0,7,7,150.65263342074300000000,11,2
7669,21,44,1-21-2017-044-03,3,1,1,1,1,26,56,7,8,9995,9995,26,9997,9997,7,7,7,1,26,66,0,8,9995,9995,26,9997,9997,7,7,7,201.92266379861900000000,11,2
7669,21,44,1-21-2017-044-03,3,1,1,2,1,9995,9995,7,8,9995,9995,9997,9997,9997,7,7,7,1,9995,9995,0,8,72,72,72,9997,9997,7,7,7,201.92266379861900000000,11,2
7726,21,46,1-21-2017-046-06,6,1,1,1,7,9997,9997,7,8,9997,9997,57,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,57,9997,9997,7,7,7,258.73977267240100000000,11,2
7726,21,46,1-21-2017-046-06,6,2,1,1,1,9995,9995,7,8,9997,9997,9997,9997,9997,1,7,7,0,9995,9995,7,8,9997,9997,9997,9997,9997,7,0,7,258.73977267240100000000,11,2
7726,21,46,1-21-2017-046-06,6,2,1,2,1,9995,9995,7,8,9997,9997,9997,9997,9997,1,7,7,0,9995,9995,7,8,9997,9997,9997,9997,9997,7,0,7,258.73977267240100000000,11,2
7726,21,46,1-21-2017-046-06,6,2,1,3,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,258.73977267240100000000,11,2
7779,21,49,1-21-2017-049-09,9,1,1,1,1,3,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,482.91313097931200000000,11,2
7779,21,49,1-21-2017-049-09,9,1,1,2,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,482.91313097931200000000,11,2
7794,21,50,1-21-2017-050-03,3,1,1,1,1,9995,9995,7,8,9995,9995,9995,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,9995,9997,9997,7,0,7,108.93987847511800000000,11,2
7794,21,50,1-21-2017-050-03,3,1,1,2,1,31,9995,7,8,9995,9995,31,9997,9997,7,7,7,1,31,9995,0,8,9995,9995,31,9997,9997,7,2,7,108.93987847511800000000,11,2
7840,21,51,1-21-2017-051-03,3,1,1,1,1,35,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,133.06250188191800000000,11,2
7840,21,51,1-21-2017-051-03,3,2,1,1,1,29,9995,7,8,9995,9995,25,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,25,9997,9997,7,0,7,133.06250188191800000000,11,2
7841,21,52,1-21-2017-052-06,6,1,1,1,1,100,9995,7,1,9997,9995,9994,9997,9997,7,7,7,0,9995,9995,1,0,9997,9995,9994,9997,9997,0,0,7,193.07074573822400000000,11,2
7895,21,53,1-21-2017-053-03,3,2,1,1,1,9997,9997,7,8,15,15,15,9997,9997,7,7,7,0,9997,9997,7,8,9997,9997,15,9997,9997,7,4,7,345.73930035819200000000,11,2
7895,21,53,1-21-2017-053-03,3,2,1,2,1,9997,9997,7,8,9997,9997,9995,9997,9997,7,7,7,1,9997,9997,7,8,9995,9995,9995,9997,9997,7,3,7,345.73930035819200000000,11,2
7950,21,54,1-21-2017-054-09,9,1,1,1,1,5,8,7,8,9997,9997,9997,9997,9997,7,7,7,0,9995,9995,1,8,9997,9997,9997,9997,9997,7,7,7,1550.29227762729000000000,11,2
7950,21,54,1-21-2017-054-09,9,1,1,2,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,1550.29227762729000000000,11,2
8007,21,55,1-21-2017-055-03,3,1,1,1,1,2,9997,7,8,9997,9997,9997,9997,9997,1,7,7,1,2,9997,7,8,9997,9997,9997,9997,9997,7,7,7,1050.84678343269000000000,11,2
