CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,LFBELT,LF1STAGEDEP,LF2STAGEDEP,LFSWITCH,LFDISPOSAL,LFSIDEDEPTIME,LFCURTDEPTIME,LFPRETENDEPTIME,LFRETRACTDEPTIME,LFBUCKDEPTIME,LFTRACKPOS,LFOCCSIZE,LFOCCPOS,RFBELT,RF1STAGEDEP,RF2STAGEDEP,RFSWITCH,RFDISPOSAL,RFSIDEDEPTIME,RFCURTDEPTIME,RFPRETENDEPTIME,RFRETRACTDEPTIME,RFBUCKDEPTIME,RFTRACKPOS,RFOCCSIZE,RFOCCPOS,CASEWGT,PSUSTRAT,VERSION
6117,17,2,1-17-2017-002-09,9,1,1,1,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,1415.10629264720000000000,4,2
6118,17,3,1-17-2017-003-08,8,1,1,1,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,186.33080319887600000000,4,2
6182,17,4,1-17-2017-004-09,9,1,1,1,1,18,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,18,9997,7,8,9997,9997,9997,9997,9997,7,7,7,384.01366230303100000000,4,2
6183,17,5,1-17-2017-005-04,4,1,1,1,1,9997,9997,7,8,9997,9997,9995,9997,9997,7,7,7,1,9997,9997,7,8,9995,9995,9995,9997,9997,7,3,7,214.93968731874500000000,4,2
6183,17,5,1-17-2017-005-04,4,1,1,2,1,4,104,7,8,4,4,4,9997,9997,7,7,7,1,4,104,7,8,4,4,4,9997,9997,7,3,7,214.93968731874500000000,4,2
6183,17,5,1-17-2017-005-04,4,1,1,3,1,9997,9997,7,8,9997,9997,9995,9997,9997,7,7,7,1,9997,9997,7,8,9997,9997,9995,9997,9997,7,2,7,214.93968731874500000000,4,2
6183,17,5,1-17-2017-005-04,4,1,1,4,7,9997,9997,7,8,9997,9997,9995,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9995,9997,9997,7,7,7,214.93968731874500000000,4,2
6244,17,7,1-17-2017-007-06,6,1,1,1,1,42,144,7,1,9997,9995,9994,9997,9997,7,7,7,0,9995,9995,1,0,9997,9995,9994,9997,9997,7,7,7,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,2,1,1,1,9995,9995,7,8,9997,9995,9995,9997,9997,7,7,7,0,9995,9995,1,8,9997,9995,9995,9997,9997,7,7,7,260.45254408597600000000,4,2
6245,17,8,1-17-2017-008-03,3,1,1,1,1,9995,9995,7,8,9997,9997,26,9997,9997,0,7,7,0,9995,9995,7,8,9997,9997,9995,9997,9997,7,7,7,134.28819158768900000000,4,2
6246,17,9,1-17-2017-009-03,3,2,1,1,1,9997,9997,7,8,9995,9995,9994,9997,9997,0,7,7,1,9997,9997,7,8,9995,9995,9994,9997,9997,0,2,7,134.28819158874300000000,4,2
6492,17,15,1-17-2017-015-04,4,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,3,1,1,1,9997,9997,7,8,9997,9997,9995,9997,9997,7,7,7,1,9997,9997,7,8,9995,9995,9995,9997,9997,7,3,7,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,3,1,2,1,9997,9997,7,8,9995,9995,9995,9997,9997,7,7,7,1,9997,9997,7,8,9997,9997,9995,9997,9997,7,3,7,2396.01535024564000000000,4,2
6492,17,15,1-17-2017-015-04,4,3,1,3,1,9995,9995,7,8,9997,9995,9995,9997,9997,7,7,7,0,9995,9995,7,8,9997,9995,9995,9997,9997,7,4,7,2396.01535024564000000000,4,2
6541,17,16,1-17-2017-016-05,5,2,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,108.17988682411800000000,4,2
6588,17,17,1-17-2017-017-03,3,1,1,1,1,7,17,7,8,9997,9997,2,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,0,5,7,385.21860264709200000000,4,2
6588,17,17,1-17-2017-017-03,3,2,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,385.21860264709200000000,4,2
6673,17,19,1-17-2017-019-03,3,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,854.41696807267400000000,4,2
6673,17,19,1-17-2017-019-03,3,2,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,0,5,7,854.41696807267400000000,4,2
6715,17,20,1-17-2017-020-09,9,1,1,1,1,9995,9995,7,8,9997,9997,9997,9997,9997,0,7,7,0,9995,9995,7,8,9997,9997,9997,9997,9997,7,0,7,2912.32257635234000000000,4,2
6715,17,20,1-17-2017-020-09,9,1,1,2,1,9995,9995,7,8,9997,9997,9997,9997,9997,0,7,7,0,9995,9995,7,8,9997,9997,9997,9997,9997,7,0,7,2912.32257635234000000000,4,2
6715,17,20,1-17-2017-020-09,9,1,1,3,1,9995,9995,7,8,9997,9997,9997,9997,9997,0,7,7,0,9995,9995,7,8,9997,9997,9997,9997,9997,7,0,7,2912.32257635234000000000,4,2
6789,17,22,1-17-2017-022-05,5,1,1,1,1,14,28,7,0,9997,9995,9994,9997,9997,7,7,7,0,9995,9995,1,0,9997,9995,9994,9997,9997,7,7,7,139.77152375891400000000,4,2
6812,17,23,1-17-2017-023-09,9,1,1,1,1,9995,9995,7,8,9997,9997,9995,9997,9997,7,7,7,0,9995,9995,1,8,9997,9997,9995,9997,9997,0,7,7,1691.99672341111000000000,4,2
6870,17,24,1-17-2017-024-04,4,1,1,1,0,9995,9995,7,8,2,2,2,9997,9997,7,7,7,0,9995,9995,1,8,9995,2,2,9997,9997,7,0,7,4191.22488111450000000000,4,2
6870,17,24,1-17-2017-024-04,4,2,1,1,1,20,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,4191.22488111450000000000,4,2
6870,17,24,1-17-2017-024-04,4,2,1,2,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,4191.22488111450000000000,4,2
6905,17,25,1-17-2017-025-06,6,1,1,1,0,9995,9995,7,8,9995,9997,9995,9997,9997,7,7,7,1,9995,9995,0,8,9995,9997,9995,9997,9997,7,2,7,637.72365789726100000000,4,2
6905,17,25,1-17-2017-025-06,6,2,1,1,1,20,9994,7,1,9997,9995,9994,9997,9997,7,7,7,0,9995,9995,1,0,9997,9995,9994,9997,9997,7,0,7,637.72365789726100000000,4,2
6954,17,26,1-17-2017-026-02,2,1,1,1,1,22,142,7,8,28,28,17,9997,9997,7,7,7,1,22,142,0,8,9995,28,17,9997,9997,7,2,7,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,1,1,2,1,9995,9995,7,8,9995,9997,9994,9997,9997,7,7,7,1,9995,9995,0,8,9995,9997,9994,9997,9997,7,2,7,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,2,1,1,1,47,197,7,8,9997,9997,47,47,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,245.24541505623200000000,4,2
6954,17,26,1-17-2017-026-02,2,2,1,2,1,12,37,7,8,9997,9997,7,7,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,245.24541505623200000000,4,2
7004,17,28,1-17-2017-028-08,8,1,1,1,0,30,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,293.24993408568300000000,4,2
7004,17,28,1-17-2017-028-08,8,2,1,1,1,9995,9995,7,8,9997,9997,9997,9997,9997,0,7,7,0,9995,9995,7,8,9997,9997,9997,9997,9997,7,0,7,293.24993408568300000000,4,2
7018,17,29,1-17-2017-029-03,3,1,1,1,0,41,9995,7,8,9995,9995,12,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,12,9997,9997,7,0,7,556.30488602118700000000,4,2
7065,17,30,1-17-2017-030-07,7,1,1,1,1,24,9994,7,1,9997,9995,9994,9997,9997,7,7,7,7,9995,9995,1,0,9997,9995,9994,9997,9997,7,0,7,1778.88196036324000000000,4,2
7066,17,31,1-17-2017-031-02,2,1,1,1,0,5,10,7,8,9995,9,5,9997,9997,7,7,7,0,9995,9995,1,8,9995,9,5,9997,9997,7,0,7,67.58279126353610000000,4,2
7066,17,31,1-17-2017-031-02,2,2,1,1,1,9995,9995,7,8,9995,9995,9994,9999,9995,0,7,7,1,9995,9995,7,8,9994,9994,9994,9999,9995,0,7,7,67.58279126353610000000,4,2
7169,17,34,1-17-2017-034-09,9,1,1,1,0,10,12,7,0,9997,9995,9994,9997,9997,7,7,7,1,10,12,0,0,9997,9995,9994,9997,9997,7,3,7,1404.60743210442000000000,4,2
7169,17,34,1-17-2017-034-09,9,1,1,2,0,9995,9995,7,0,9997,9995,9995,9997,9997,7,7,7,0,9995,9995,7,0,9997,9995,9995,9997,9997,7,7,7,1404.60743210442000000000,4,2
7170,17,35,1-17-2017-035-07,7,1,1,1,1,9995,9995,7,8,9997,9995,9995,9997,9997,7,7,7,1,9995,9995,0,8,9997,9995,9995,9997,9997,7,7,7,884.59665778365500000000,4,2
7170,17,35,1-17-2017-035-07,7,2,1,1,1,9995,9995,7,8,9995,9995,9995,9995,9995,0,7,7,0,9995,9995,7,8,9995,9995,9995,9995,9995,0,1,7,884.59665778365500000000,4,2
7217,17,36,1-17-2017-036-05,5,1,1,1,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,139.81631156217800000000,4,2
7217,17,36,1-17-2017-036-05,5,1,1,2,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,139.81631156217800000000,4,2
7258,17,38,1-17-2017-038-04,4,1,1,1,1,9997,9997,7,8,9997,9997,9995,9997,9997,7,7,7,0,9997,9997,7,8,9995,9995,9995,9997,9997,7,4,7,350.95667965408700000000,4,2
7258,17,38,1-17-2017-038-04,4,1,1,2,1,9995,9995,7,8,9995,9995,9995,9997,9997,7,7,7,0,9995,9995,7,8,9995,9995,9995,9997,9997,7,4,7,350.95667965408700000000,4,2
7258,17,38,1-17-2017-038-04,4,1,1,3,1,9997,9997,7,8,9997,9997,9995,9997,9997,7,7,7,0,9997,9997,7,8,9995,9995,9995,9997,9997,7,4,7,350.95667965408700000000,4,2
7307,17,39,1-17-2017-039-09,9,2,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,746.52365176238700000000,4,2
7369,17,41,1-17-2017-041-06,6,1,1,1,1,30,32,7,0,9997,9995,9994,9997,9997,7,7,7,1,30,32,0,0,9997,9995,9994,9997,9997,7,3,7,158.75803500849500000000,4,2
7369,17,41,1-17-2017-041-06,6,1,1,2,1,9995,9995,7,0,9997,9995,9995,9997,9997,7,7,7,1,9995,9995,7,0,9997,9995,9995,9997,9997,7,7,7,158.75803500849500000000,4,2
7390,17,44,1-17-2017-044-03,3,1,1,1,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,81.85494787958960000000,4,2
7390,17,44,1-17-2017-044-03,3,2,1,1,1,9994,9997,7,8,9995,9997,9994,9997,9997,0,7,7,7,9994,9997,7,8,9994,9997,9994,9997,9997,7,7,7,81.85494787958960000000,4,2
7436,17,45,1-17-2017-045-03,3,2,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,159.02456619967100000000,4,2
7436,17,45,1-17-2017-045-03,3,2,1,2,1,9997,9997,7,8,9997,31,31,31,9997,0,7,7,0,9997,9997,7,8,9997,31,9997,9997,9997,0,7,7,159.02456619967100000000,4,2
7539,17,47,1-17-2017-047-03,3,1,1,1,1,9995,9995,7,8,9997,9995,9995,9997,9997,7,7,7,0,9995,9995,7,8,9997,9995,9995,9997,9997,7,4,7,134.78804348316800000000,4,2
7539,17,47,1-17-2017-047-03,3,1,1,2,1,9997,9997,7,8,9997,9997,9995,9997,9997,7,7,7,0,9997,9997,7,8,9995,9995,9995,9997,9997,7,4,7,134.78804348316800000000,4,2
7540,17,48,1-17-2017-048-07,7,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,1,7,7,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,3,7,532.26946261456200000000,4,2
7540,17,48,1-17-2017-048-07,7,1,1,2,1,9995,9995,7,8,9997,9997,9995,9997,9997,1,7,7,1,9995,9995,7,8,9997,9997,9995,9997,9997,7,3,7,532.26946261456200000000,4,2
7540,17,48,1-17-2017-048-07,7,1,1,3,1,9995,9995,7,8,9997,9997,9995,9997,9997,0,7,7,1,9995,9995,7,8,9997,9997,9995,9997,9997,7,3,7,532.26946261456200000000,4,2
7540,17,48,1-17-2017-048-07,7,2,1,1,1,9995,9995,7,8,9997,9995,9995,9997,9997,7,7,7,1,9995,9995,0,8,9997,9995,9995,9997,9997,7,7,7,532.26946261456200000000,4,2
7558,17,49,1-17-2017-049-03,3,1,1,1,1,5,22,7,8,9997,9997,4,4,9,0,7,7,1,5,22,7,8,9997,9997,4,4,9,0,5,7,134.78804348316800000000,4,2
7592,17,51,1-17-2017-051-04,4,1,1,1,1,0,0,7,0,0,0,0,9997,9997,0,7,7,0,0,0,1,0,3,3,0,9997,9997,7,7,7,800.07618116919000000000,4,2
7661,17,52,1-17-2017-052-04,4,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,491.51542979830200000000,4,2
7662,17,53,1-17-2017-053-04,4,2,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,0,5,7,491.51542979503400000000,4,2
7663,17,54,1-17-2017-054-10,10,1,1,1,1,18,9997,7,8,9997,9997,9997,9997,9997,7,7,7,1,9995,9995,1,8,9997,9997,9997,9997,9997,0,7,7,2298.12604323796000000000,4,2
7663,17,54,1-17-2017-054-10,10,2,1,1,0,38,140,7,1,9997,9995,9994,9997,9997,7,7,7,7,38,140,7,1,9997,9995,9994,9997,9997,7,7,7,2298.12604323796000000000,4,2
7716,17,55,1-17-2017-055-05,5,1,1,1,1,9995,9995,7,8,9997,9995,9994,9997,9997,7,7,7,0,9995,9995,1,8,9997,9995,9994,9997,9997,7,7,7,105.50251995997300000000,4,2
7772,17,56,1-17-2017-056-03,3,1,1,1,1,9995,9995,7,8,9995,1,1,9997,9997,7,7,7,0,9995,9995,1,8,1,1,1,9997,9997,7,0,7,227.76959912268800000000,4,2
7772,17,56,1-17-2017-056-03,3,1,1,2,1,9995,9995,7,8,9995,9997,9994,9997,9997,7,7,7,0,9995,9995,1,8,9995,9997,9994,9997,9997,7,0,7,227.76959912268800000000,4,2
7772,17,56,1-17-2017-056-03,3,2,1,1,1,10,160,7,8,9997,9997,9,9,14,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,0,4,7,227.76959912268800000000,4,2
7774,17,58,1-17-2017-058-07,7,1,1,1,7,9995,9995,7,8,9995,9997,9995,9997,9997,0,7,7,7,9995,9995,7,8,9995,9997,9995,9997,9997,7,7,7,899.44774767879900000000,4,2
7866,17,61,1-17-2017-061-04,4,1,1,1,1,8888,8888,7,0,8888,8888,8888,9997,9997,7,7,7,1,8888,8888,7,0,9,9,9997,9997,9997,7,7,7,666.19814692973400000000,4,2
7866,17,61,1-17-2017-061-04,4,1,1,2,1,8888,8888,7,0,8888,8888,8888,9997,9997,7,7,7,1,8888,8888,7,0,8888,8888,9997,9997,9997,7,7,7,666.19814692973400000000,4,2
7866,17,61,1-17-2017-061-04,4,2,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,666.19814692973400000000,4,2
7893,17,63,1-17-2017-063-07,7,1,1,1,1,40,190,7,8,9997,9997,25,25,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,5,7,517.84040911397300000000,4,2
7947,17,66,1-17-2017-066-04,4,1,1,1,1,9995,9995,7,8,9997,9995,9995,9997,9997,7,7,7,0,9995,9995,1,8,9997,9995,9995,9997,9997,7,7,7,1695.72707745063000000000,4,2
7947,17,66,1-17-2017-066-04,4,2,1,1,1,0,0,7,0,18,18,18,9997,9997,0,7,7,1,0,0,0,0,0,0,0,9997,9997,7,7,7,1695.72707745063000000000,4,2
8005,17,69,1-17-2017-069-08,8,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,338.59620717804800000000,4,2
8072,17,70,1-17-2017-070-05,5,1,1,1,1,656,806,7,8,9997,9997,645,645,650,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,5,7,156.47957675514800000000,4,2
8119,17,71,1-17-2017-071-06,6,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,5,7,304.94974891827000000000,4,2
8120,17,72,1-17-2017-072-03,3,1,1,1,1,28,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,28,9997,7,8,9997,9997,9997,9997,9997,7,7,7,157.23075561188600000000,4,2
8120,17,72,1-17-2017-072-03,3,1,1,2,1,28,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,28,9997,7,8,9997,9997,9997,9997,9997,7,7,7,157.23075561188600000000,4,2
8120,17,72,1-17-2017-072-03,3,1,1,3,1,28,9997,7,8,9997,9997,9997,9997,9997,0,7,7,1,28,9997,7,8,9997,9997,9997,9997,9997,7,7,7,157.23075561188600000000,4,2
8120,17,72,1-17-2017-072-03,3,2,1,1,1,9997,9997,7,8,9997,9997,5,9997,9997,7,7,7,1,9997,9997,7,8,5,5,5,9997,9997,7,3,7,157.23075561188600000000,4,2
8208,17,74,1-17-2017-074-09,9,1,1,1,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,1277.91476599499000000000,4,2
8209,17,75,1-17-2017-075-07,7,2,1,1,1,9995,9995,7,8,9997,9995,9995,9997,9997,7,7,7,0,9995,9995,1,8,9997,9995,9995,9997,9997,7,7,7,804.80788089746900000000,4,2
8209,17,75,1-17-2017-075-07,7,3,1,1,1,9995,9995,7,8,9997,9997,9995,9997,9997,0,7,7,1,9995,9995,7,8,9997,9997,9995,9997,9997,7,3,7,804.80788089746900000000,4,2
8267,17,76,1-17-2017-076-08,8,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,421.79301649750600000000,4,2
8268,17,77,1-17-2017-077-05,5,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,87.06136847460150000000,4,2
8269,17,78,1-17-2017-078-02,2,2,1,1,1,9995,9995,7,8,9995,9995,9997,9997,9997,7,7,7,1,9995,9995,0,8,9995,9995,9997,9997,9997,7,5,7,67.58279126353610000000,4,2
8359,17,80,1-17-2017-080-04,4,2,1,1,0,9997,9997,7,8,9997,9997,9995,9997,9997,7,7,7,0,9997,9997,7,8,9997,9997,9995,9997,9997,7,0,7,804.76101358795200000000,4,2
8359,17,80,1-17-2017-080-04,4,2,1,2,0,9997,9997,7,8,9995,9995,9995,9997,9997,7,7,7,0,9997,9997,7,8,9997,9997,9995,9997,9997,7,0,7,804.76101358795200000000,4,2
8359,17,80,1-17-2017-080-04,4,2,1,3,0,9997,9997,7,8,9995,9995,9995,9997,9997,7,7,7,0,9997,9997,7,8,9997,9997,9995,9997,9997,7,0,7,804.76101358795200000000,4,2
8359,17,80,1-17-2017-080-04,4,2,1,4,0,44,144,7,8,9997,44,44,9997,9997,7,7,7,0,9995,9995,7,8,9997,94,9995,9997,9997,7,0,7,804.76101358795200000000,4,2
8426,17,81,1-17-2017-081-07,7,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,5,7,714.05096634316100000000,4,2
8427,17,82,1-17-2017-082-04,4,1,1,1,1,9995,9995,7,8,9995,9995,9995,9995,9997,0,7,7,7,9995,9995,7,8,9995,9995,9995,9995,9997,7,7,7,634.61278331036300000000,4,2
8504,17,84,1-17-2017-084-04,4,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,1633.46366478719000000000,4,2
8724,17,89,1-17-2017-089-05,5,1,1,1,0,9995,9995,7,0,9997,9995,9995,9997,9997,7,7,7,0,9995,9995,7,0,9997,9995,9995,9997,9997,7,7,7,628.83294075430700000000,4,2
8809,17,91,1-17-2017-091-04,4,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,1129.31246423995000000000,4,2
8810,17,92,1-17-2017-092-08,8,2,1,1,1,20,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,265.66832544665600000000,4,2
8810,17,92,1-17-2017-092-08,8,2,1,2,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,265.66832544665600000000,4,2
8859,17,93,1-17-2017-093-09,9,2,1,1,1,0,0,7,0,0,0,0,9997,9997,0,7,7,0,0,0,1,0,0,0,0,9997,9997,7,7,7,1405.40950226752000000000,4,2
8948,17,94,1-17-2017-094-02,2,1,1,1,1,14,54,7,0,0,0,6,9997,9997,0,7,7,0,0,0,1,0,0,0,0,9997,9997,7,7,7,187.31185938244400000000,4,2
8948,17,94,1-17-2017-094-02,2,1,1,2,1,23,28,7,0,0,0,18,9997,9997,0,7,7,0,0,0,1,0,0,0,0,9997,9997,7,7,7,187.31185938244400000000,4,2
9025,17,95,1-17-2017-095-01,1,1,1,1,0,269,419,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,4,7,141.13979406929600000000,4,2
6211,18,2,1-18-2017-002-04,4,1,1,1,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,1,7,7,559.49708685966300000000,6,2
6211,18,2,1-18-2017-002-04,4,2,1,1,1,9997,9997,7,0,9997,9997,9997,9997,9997,7,7,7,0,9997,9997,7,0,9997,9997,9997,9997,9997,7,7,7,559.49708685966300000000,6,2
6211,18,2,1-18-2017-002-04,4,2,1,2,1,9997,9997,7,0,9997,9997,9997,9997,9997,7,7,7,0,9997,9997,7,0,9997,9997,9997,9997,9997,7,7,7,559.49708685966300000000,6,2
6214,18,3,1-18-2017-003-10,10,1,1,1,1,9995,9995,7,8,9997,9997,9995,9997,9997,7,7,7,0,9995,9995,1,8,9997,9997,9995,9997,9997,0,7,7,4594.56953046122000000000,6,2
6258,18,4,1-18-2017-004-10,10,1,1,1,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,4851.78412070462000000000,6,2
6259,18,5,1-18-2017-005-09,9,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,0,7,1101.97355497386000000000,6,2
6259,18,5,1-18-2017-005-09,9,1,1,2,1,9995,9995,7,8,9997,9997,9995,9997,9997,0,7,7,0,9995,9995,7,8,9997,9997,9995,9997,9997,7,0,7,1101.97355497386000000000,6,2
6259,18,5,1-18-2017-005-09,9,1,1,3,1,9995,9995,7,8,9997,9997,9995,9997,9997,1,7,7,0,9995,9995,7,8,9997,9997,9995,9997,9997,7,0,7,1101.97355497386000000000,6,2
6259,18,5,1-18-2017-005-09,9,2,1,1,0,63,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,1101.97355497386000000000,6,2
6259,18,5,1-18-2017-005-09,9,2,1,2,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,1101.97355497386000000000,6,2
6314,18,6,1-18-2017-006-10,10,1,1,1,1,9995,9995,7,0,9997,9995,9995,9997,9997,7,7,7,0,9995,9995,7,0,9997,9995,9995,9997,9997,0,7,7,9018.03222861973000000000,6,2
6314,18,6,1-18-2017-006-10,10,2,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,9018.03222861973000000000,6,2
6364,18,7,1-18-2017-007-02,2,1,1,1,1,96,216,7,8,9995,9995,96,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,96,9997,9997,7,0,7,124.55954653348500000000,6,2
6364,18,7,1-18-2017-007-02,2,1,1,2,1,9995,9995,7,8,9995,9995,9995,9997,9997,7,7,7,0,9995,9995,1,8,9995,9995,9995,9997,9997,7,0,7,124.55954653348500000000,6,2
6405,18,8,1-18-2017-008-07,7,1,1,1,1,9995,9995,7,8,9997,9997,9997,9997,9997,0,7,7,1,9995,9995,7,8,9997,9997,9997,9997,9997,7,3,7,1457.92941404829000000000,6,2
6405,18,8,1-18-2017-008-07,7,1,1,2,1,9995,9995,7,8,9997,9997,9997,9997,9997,0,7,7,1,9995,9995,7,8,9997,9997,9997,9997,9997,7,3,7,1457.92941404829000000000,6,2
6405,18,8,1-18-2017-008-07,7,1,1,3,1,9995,9995,7,8,9997,9997,9997,9997,9997,0,7,7,1,9995,9995,7,8,9997,9997,9997,9997,9997,7,3,7,1457.92941404829000000000,6,2
6405,18,8,1-18-2017-008-07,7,1,1,4,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,1457.92941404829000000000,6,2
6450,18,9,1-18-2017-009-06,6,2,1,1,0,60,63,7,8,9995,163,60,9997,9997,7,7,7,0,9995,9995,1,8,9995,163,60,9997,9997,7,0,7,257.06934486803000000000,6,2
6504,18,10,1-18-2017-010-09,9,1,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,2893.11600762170000000000,6,2
6543,18,11,1-18-2017-011-06,6,2,1,1,1,9997,9997,7,8,9997,9997,9997,9997,9997,0,7,7,0,9997,9997,7,8,9997,9997,9997,9997,9997,7,0,7,726.60901657940100000000,6,2
6639,18,13,1-18-2017-013-06,6,1,1,1,1,30,32,7,0,9997,9995,9994,9997,9997,7,7,7,0,9995,9995,1,0,9997,9995,9994,9997,9997,7,7,7,385.19032204209200000000,6,2
6691,18,15,1-18-2017-015-09,9,2,1,1,1,25,9997,7,8,9997,9997,9997,9997,9997,7,7,7,7,9997,9997,0,8,9997,9997,9997,9997,9997,7,7,7,958.54534062632800000000,6,2
