CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,TIRELOC,TIREMANUF,TIREMODEL,TIRESIZE,TIRETIN,TIRETREAD,TIRERESTR,TIRESIZETYPE,CASEWGT,PSUSTRAT,VERSION
6448,22,18,1-22-2017-018-06,6,1,RR,39,WINTERCAT XT,P225/55R17,UP00 DR1N3110,4,0,1,156.07118900757200000000,12,2
6448,22,18,1-22-2017-018-06,6,2,LF,98,STRATEGY,P185/65R14,U96L FUT 3014,5,0,1,156.07118900757200000000,12,2
6448,22,18,1-22-2017-018-06,6,2,LR,98,STRATEGY,P185/65R14,U96L FUT,4,0,1,156.07118900757200000000,12,2
6448,22,18,1-22-2017-018-06,6,2,RF,98,STRATEGY,P185/65R14,U96L FUT,4,1,1,156.07118900757200000000,12,2
6448,22,18,1-22-2017-018-06,6,2,RR,98,STRATEGY,P185/65R14,U96L FUT,4,0,1,156.07118900757200000000,12,2
6449,22,19,1-22-2017-019-03,3,2,LF,58,Himalaya WS2,P225/45R17,UXH8,8,0,1,102.42124935916300000000,12,2
6449,22,19,1-22-2017-019-03,3,2,LR,58,Himalaya WS2,P225/45R17,UXH8     0515,9,0,1,102.42124935916300000000,12,2
6449,22,19,1-22-2017-019-03,3,2,RF,58,Himalaya WS2,P225/45R17,UXH8     0615,9,0,1,102.42124935916300000000,12,2
6449,22,19,1-22-2017-019-03,3,2,RR,58,Himalaya WS2,P225/45R17,UXH8     0515,10,0,1,102.42124935916300000000,12,2
6500,22,20,1-22-2017-020-09,9,1,LF,998,XFIT AT,P265/75R16,T7H3 1LL,8,0,1,795.82838325283200000000,12,2
6500,22,20,1-22-2017-020-09,9,1,LR,998,XFIT AT,P265/75R16,T7H3 1LL,7,0,1,795.82838325283200000000,12,2
6500,22,20,1-22-2017-020-09,9,1,RF,998,XFIT AT,P265/75R16,T7H3 1LL,7,0,1,795.82838325283200000000,12,2
6500,22,20,1-22-2017-020-09,9,1,RR,998,XFIT AT,P265/75R16,T7H3 1LL,7,0,1,795.82838325283200000000,12,2
6500,22,20,1-22-2017-020-09,9,2,LF,98,MC-440,P215/60R16,RM5M FXA 1416,5,0,1,795.82838325283200000000,12,2
6500,22,20,1-22-2017-020-09,9,2,LR,98,MC-440,P215/60R16,RM5M FXA,7,0,1,795.82838325283200000000,12,2
6500,22,20,1-22-2017-020-09,9,2,RF,98,MC-440,P215/60R16,RM5M FXA 1416,5,0,1,795.82838325283200000000,12,2
6500,22,20,1-22-2017-020-09,9,2,RR,98,MC-440,P215/60R16,RM5M FXA 1416,7,0,1,795.82838325283200000000,12,2
6501,22,21,1-22-2017-021-03,3,1,LF,999,Unknown,UNKNOWN,9999999999999,99,9,9,112.45942594115200000000,12,2
6501,22,21,1-22-2017-021-03,3,1,LR,28,-CROSS CONTACT LX,P225/65R17,A32Y H00B3414,6,0,1,112.45942594115200000000,12,2
6501,22,21,1-22-2017-021-03,3,1,RF,28,CROSS CONTACT LX,P265/65R17,A32Y H00B3314,6,0,1,112.45942594115200000000,12,2
6501,22,21,1-22-2017-021-03,3,1,RR,28,CROSS CONTACT LX,P225/65R17,A32Y H00B3414,6,0,1,112.45942594115200000000,12,2
6544,22,22,1-22-2017-022-08,8,1,LF,155,SF 510,P245/65R17,UP15 YBM,5,0,1,135.03227027435800000000,12,2
6544,22,22,1-22-2017-022-08,8,1,LR,155,SF 510,P245/65R17,UP15 YBM,5,0,1,135.03227027435800000000,12,2
6544,22,22,1-22-2017-022-08,8,1,RF,155,SF 510,P245/65R17,UP15 YBM,5,0,1,135.03227027435800000000,12,2
6544,22,22,1-22-2017-022-08,8,1,RR,155,SF 510,P245/65R17,UP15 YBM,5,0,1,135.03227027435800000000,12,2
6545,22,23,1-22-2017-023-07,7,1,LF,17,Dueler A/T Revo2,LT255/75R17,9B1X RV3,6,0,2,479.84819745560000000000,12,2
6545,22,23,1-22-2017-023-07,7,1,LR,17,Dueler A/T Revo 2,LT255/75R17,9B1X RV3,6,0,2,479.84819745560000000000,12,2
6545,22,23,1-22-2017-023-07,7,1,RF,17,Dueler A/T Revo 2,LT255/75R17,9B1X RV3,6,0,2,479.84819745560000000000,12,2
6545,22,23,1-22-2017-023-07,7,1,RR,17,Dueler A/T Revo 2,LT255/75R17,9B1X RV3,6,0,2,479.84819745560000000000,12,2
6595,22,24,1-22-2017-024-03,3,1,LF,167,Proxes 4 Plus,P245/45R20,73KJ MF8 3816,7,0,1,166.37461575824400000000,12,2
6595,22,24,1-22-2017-024-03,3,1,LR,167,Proxes 4 Plus,P245/45R20,73KJ MF8 3816,6,0,1,166.37461575824400000000,12,2
6595,22,24,1-22-2017-024-03,3,1,RF,167,Proxes 4 Plus,P245/45R20,73KJ MF8 3816,7,1,1,166.37461575824400000000,12,2
6595,22,24,1-22-2017-024-03,3,1,RR,167,Proxes 4 Plus,P245/45R20,73KJ MF8 3816,7,0,1,166.37461575824400000000,12,2
6596,22,25,1-22-2017-025-03,3,1,LF,103,Energy Saver A/S,P265/65R16,M3KA 007X4616,8,0,1,166.37461576679500000000,12,2
6596,22,25,1-22-2017-025-03,3,1,LR,103,Energy Saver A/S,P265/65R16,M3KA 007X4616,8,0,1,166.37461576679500000000,12,2
6596,22,25,1-22-2017-025-03,3,1,RF,103,Energy Saver A/S,P265/65R16,M3KA 007X4616,8,0,1,166.37461576679500000000,12,2
6596,22,25,1-22-2017-025-03,3,1,RR,103,Energy Saver A/S,P265/65R16,M3KA 007X4616,8,0,1,166.37461576679500000000,12,2
6638,22,27,1-22-2017-027-08,8,1,LF,17,Blizzak WS70,P185/60R15,EMCA CLJ,5,0,1,80.60029423754150000000,12,2
6638,22,27,1-22-2017-027-08,8,1,LR,17,Blizzak WS70,P185/60R15,EMCA CLJ,5,0,1,80.60029423754150000000,12,2
6638,22,27,1-22-2017-027-08,8,1,RF,17,Blizzak WS70,P185/60R15,EMCA CLJ 3012,4,0,1,80.60029423754150000000,12,2
6638,22,27,1-22-2017-027-08,8,1,RR,17,Blizzak WS70,P185/60R15,EMCA CLJ 2113,5,0,1,80.60029423754150000000,12,2
6638,22,27,1-22-2017-027-08,8,2,LF,13,Long Trail T/A,P265/75R15,AN9V L2110209,4,0,1,80.60029423754150000000,12,2
6638,22,27,1-22-2017-027-08,8,2,LR,13,Long Trail T/A,P265/75R15,AN9V L2110209,4,0,1,80.60029423754150000000,12,2
6638,22,27,1-22-2017-027-08,8,2,RF,13,Long Trail T/A,P265/75R15,AN9V L2110209,4,0,1,80.60029423754150000000,12,2
6638,22,27,1-22-2017-027-08,8,2,RR,13,Long Trail T/A,P265/75R15,AN9V L2110209,4,0,1,80.60029423754150000000,12,2
6649,22,28,1-22-2017-028-06,6,2,LF,103,Green X,P205/55R16,APWC 122X2013,6,0,1,104.62562005192100000000,12,2
6649,22,28,1-22-2017-028-06,6,2,LR,103,Green X,P205/55R16,APWC 122X1213,6,0,1,104.62562005192100000000,12,2
6649,22,28,1-22-2017-028-06,6,2,RF,103,Green X,P205/55R16,APWC 122X1613,6,0,1,104.62562005192100000000,12,2
6649,22,28,1-22-2017-028-06,6,2,RR,103,Green X,P205/55R16,APWC 122X1613,6,0,1,104.62562005192100000000,12,2
6677,22,29,1-22-2017-029-04,4,1,LF,129,P Zero Nero,P255/40R19,UNVL P9524615,7,0,1,228.21970156356800000000,12,2
6677,22,29,1-22-2017-029-04,4,1,LR,129,P Zero Nero,P255/40R19,UNVL P9524615,5,0,1,228.21970156356800000000,12,2
6677,22,29,1-22-2017-029-04,4,1,RF,129,P Zero Nero,P255/40R19,UNVL P9524615,7,0,1,228.21970156356800000000,12,2
6677,22,29,1-22-2017-029-04,4,1,RR,129,P Zero Nero,P255/40R19,UNVL P9524615,6,0,1,228.21970156356800000000,12,2
6678,22,30,1-22-2017-030-04,4,1,LF,187,Avid S33,P195/65R15,FD9N N2D 1216,6,0,1,228.21970156899300000000,12,2
6678,22,30,1-22-2017-030-04,4,1,LR,187,Avid S33,P195/65R15,FD9N N2D 1216,6,0,1,228.21970156899300000000,12,2
6678,22,30,1-22-2017-030-04,4,1,RF,999,Unknown,UNKNOWN,9999999999999,99,9,9,228.21970156899300000000,12,2
6678,22,30,1-22-2017-030-04,4,1,RR,187,Avid S33,P195/65R15,FD9N N2D 1216,6,0,1,228.21970156899300000000,12,2
6717,22,31,1-22-2017-031-07,7,1,LF,998,Terramax H/T,P265/70R17,YJEN LAV21116,7,0,1,492.29723624183300000000,12,2
6717,22,31,1-22-2017-031-07,7,1,LR,998,Terramax H/T,P265/70R17,53EN PB502615,6,0,1,492.29723624183300000000,12,2
6717,22,31,1-22-2017-031-07,7,1,RF,998,Terramax H/T,P265/70R17,YJEN LAV21116,7,0,1,492.29723624183300000000,12,2
6717,22,31,1-22-2017-031-07,7,1,RR,998,Terramax H/T,P265/70R17,53EN PB502615,6,0,1,492.29723624183300000000,12,2
6718,22,32,1-22-2017-032-07,7,1,LF,30,WILD COUNTRY RADIAL XTX SPORT,P235/70R16,UT4E T5C,9,9,1,492.29723625533400000000,12,2
6718,22,32,1-22-2017-032-07,7,1,LR,30,WILD COUNTRY RADIAL XTX SPORT,P235/70R16,UT4E T5C,7,0,1,492.29723625533400000000,12,2
6718,22,32,1-22-2017-032-07,7,1,RF,30,WILD COUNTRY RADIAL XTX SPORT,P235/70R16,UT4E T5C,9,0,1,492.29723625533400000000,12,2
6718,22,32,1-22-2017-032-07,7,1,RR,30,WILD COUNTRY RADIAL XTX SPORT,P235/70R16,UT4E T5C,8,0,1,492.29723625533400000000,12,2
6718,22,32,1-22-2017-032-07,7,2,LF,59,Winterforce,P205/70R15,WYBT W68 1615,6,0,1,492.29723625533400000000,12,2
6718,22,32,1-22-2017-032-07,7,2,LR,59,Winterforce,P205/70R15,WYBT W68 1615,7,0,1,492.29723625533400000000,12,2
6718,22,32,1-22-2017-032-07,7,2,RF,59,Winterforce,P205/70R15,WYBT W68,6,0,1,492.29723625533400000000,12,2
6718,22,32,1-22-2017-032-07,7,2,RR,59,Winterforce,P205/70R15,WYBT W68,7,0,1,492.29723625533400000000,12,2
6755,22,33,1-22-2017-033-04,4,1,LF,17,Dueler H/P,P245/60R18,7X83 HPA 4215,4,0,1,271.69750241830000000000,12,2
6755,22,33,1-22-2017-033-04,4,1,LR,17,Dueler H/P,P245/60R18,7X83 HPA,6,0,1,271.69750241830000000000,12,2
6755,22,33,1-22-2017-033-04,4,1,RF,17,Dueler H/P,P245/60R18,7X83 HPA 4215,6,0,1,271.69750241830000000000,12,2
6755,22,33,1-22-2017-033-04,4,1,RR,17,Dueler H/P,P245/60R18,7X83 HPA 4215,4,0,1,271.69750241830000000000,12,2
6771,22,35,1-22-2017-035-09,9,1,LF,103,LTX. M/S,LT245/75R16,B72K NM2X3008,6,0,2,442.48362280590700000000,12,2
6771,22,35,1-22-2017-035-09,9,1,LR,112,WILDCAT H/T,LT225/75R16,UP1L DLC 5009,10,0,2,442.48362280590700000000,12,2
6771,22,35,1-22-2017-035-09,9,1,RF,70,WRANGLER SR-A,LT245/75R16,P111 E01V1713,3,0,2,442.48362280590700000000,12,2
6771,22,35,1-22-2017-035-09,9,1,RR,103,LTX. M/S,LT247/75R16,B3KH FBXX,1,0,2,442.48362280590700000000,12,2
6771,22,35,1-22-2017-035-09,9,2,LF,30,WILD COUNTRY RADIAL XTX,P265/70R16,U9C2 T5C 1616,10,0,1,442.48362280590700000000,12,2
6771,22,35,1-22-2017-035-09,9,2,LR,30,WILD COUNTRY RADIAL XTX,P265/70R16,U9C2 T5C 1616,10,0,1,442.48362280590700000000,12,2
6771,22,35,1-22-2017-035-09,9,2,RF,30,WILD COUNTRY RADIAL XTX,P265/70R16,U9C2 T5C 1616,10,0,1,442.48362280590700000000,12,2
6771,22,35,1-22-2017-035-09,9,2,RR,30,WILD COUNTRY RADIAL XTX,P265/70R16,U9C2 T5C 1616,10,0,1,442.48362280590700000000,12,2
6794,22,36,1-22-2017-036-01,1,1,LF,155,SF 340,P235/75R15,R7HL XKV 4113,5,0,1,96.89001786134840000000,12,2
6794,22,36,1-22-2017-036-01,1,1,LR,112,Matrix,P235/75R15,U9HL TMH,3,0,1,96.89001786134840000000,12,2
6794,22,36,1-22-2017-036-01,1,1,RF,155,340,P235/75R15,R7HL XKV,5,0,1,96.89001786134840000000,12,2
6794,22,36,1-22-2017-036-01,1,1,RR,84,Navigator 800,P235/75R15,PJHL B4LR,4,0,1,96.89001786134840000000,12,2
6795,22,37,1-22-2017-037-03,3,2,LF,76,DYNAPRO AT M,P255/70R18,5MJD RFH 4614,6,0,1,138.60198853582200000000,12,2
6795,22,37,1-22-2017-037-03,3,2,LR,76,DYNAPRO AT M,P255/70R18,5MJD RFH 4714,4,0,1,138.60198853582200000000,12,2
6795,22,37,1-22-2017-037-03,3,2,RF,76,DYNAPRO AT M,P255/70R18,5MJD RFH,6,1,1,138.60198853582200000000,12,2
6795,22,37,1-22-2017-037-03,3,2,RR,76,DYNAPRO AT M,P255/70R18,BCJD RFH 1716,9,0,1,138.60198853582200000000,12,2
6831,22,38,1-22-2017-038-02,2,1,LF,70,EAGLE RS-A,P215/55R17,EULM 4VBR4215,8,0,1,57.59449533622260000000,12,2
6831,22,38,1-22-2017-038-02,2,1,LR,70,EAGLE RS-A,P215/55R17,EULM 4VBR4315,8,0,1,57.59449533622260000000,12,2
6831,22,38,1-22-2017-038-02,2,1,RF,70,EAGLE RS-A,P215/55R17,EULM 4VBR4215,7,0,1,57.59449533622260000000,12,2
6831,22,38,1-22-2017-038-02,2,1,RR,70,EAGLE RS-A,P215/55R17,EULM 4VBR4215,6,0,1,57.59449533622260000000,12,2
6832,22,39,1-22-2017-039-09,9,1,LF,58,Super Steel 657,P195/60R14,UXB3 12HN2116,6,0,1,702.95105788593500000000,12,2
6832,22,39,1-22-2017-039-09,9,1,LR,58,Super Steel 657,P195/60R14,UXB3 12HN4513,4,0,1,702.95105788593500000000,12,2
6832,22,39,1-22-2017-039-09,9,1,RF,58,Super Steel 657,P195/60R14,UXB3 12HN4215,7,0,1,702.95105788593500000000,12,2
6832,22,39,1-22-2017-039-09,9,1,RR,58,Super Steel 657,P195/60R14,UXB3 12HN4513,4,0,1,702.95105788593500000000,12,2
6832,22,39,1-22-2017-039-09,9,2,LF,58,Super Steel 657,P195/65R14,UX9K 12HN4715,4,0,1,702.95105788593500000000,12,2
6832,22,39,1-22-2017-039-09,9,2,LR,58,Super Steel 657,P195/65R14,UX9K 12HN,5,0,1,702.95105788593500000000,12,2
6832,22,39,1-22-2017-039-09,9,2,RF,58,Super Steel 657,P195/65R14,UX9K 12HN4715,6,0,1,702.95105788593500000000,12,2
6832,22,39,1-22-2017-039-09,9,2,RR,58,Super Steel 657,P195/65R14,UX9K 12HN,6,0,1,702.95105788593500000000,12,2
6874,22,40,1-22-2017-040-07,7,1,LF,70,Assurance,P215/55R17,PJ3R KA1R1714,6,0,1,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,1,LR,70,Assurance,P215/55R17,PJ3R KA1R1714,5,0,1,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,1,RF,70,Assurance,P215/55R17,M73R KA1R2415,7,0,1,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,1,RR,70,Assurance,P215/55R17,PJ3R KA1R1714,6,0,1,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,2,LF,167,Eclipse,P205/60R16,CX20 E5X 4215,7,0,1,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,2,LR,167,Eclipse,P205/60R16,CX20,7,0,1,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,2,RF,167,Eclipse,P205/60R16,7320 H1D 3615,7,0,1,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,2,RR,167,Eclipse,P205/60R16,CX20,7,0,1,404.02694742794100000000,12,2
6875,22,41,1-22-2017-041-08,8,1,LF,76,OPTIMO H724,P215/70R15,T7UN HBH,3,0,1,113.69569845778500000000,12,2
6875,22,41,1-22-2017-041-08,8,1,LR,76,OPTIMO H724,P215/70R15,T7UN HBH 1815,5,0,1,113.69569845778500000000,12,2
6875,22,41,1-22-2017-041-08,8,1,RF,76,OPTIMO H724,P215/70R15,T7UN HBH,3,0,1,113.69569845778500000000,12,2
6875,22,41,1-22-2017-041-08,8,1,RR,76,OPTIMO H724,P215/70R15,T7UN HBH,5,0,1,113.69569845778500000000,12,2
6920,22,44,1-22-2017-044-08,8,1,LF,998,imove Gen 2AS,P235/40R18,1YJBXFPHE4116,5,0,1,83.04274410109830000000,12,2
6920,22,44,1-22-2017-044-08,8,1,LR,17,POTENZA S-04,P235/40R18,ELLL BJF 1214,0,0,1,83.04274410109830000000,12,2
6920,22,44,1-22-2017-044-08,8,1,RF,998,imove Gen 2AS,P235/40R18,1YJBXFPHE4016,5,1,1,83.04274410109830000000,12,2
6920,22,44,1-22-2017-044-08,8,1,RR,17,POTENZA S-04,P235/40R18,ELLL BJF 1214,0,0,1,83.04274410109830000000,12,2
6925,22,45,1-22-2017-045-07,7,1,LF,70,EAGLE RS-A,P205/55R16,M6T2 011R2012,6,0,1,144.59741615121700000000,12,2
6925,22,45,1-22-2017-045-07,7,1,LR,70,EAGLE RS-A,P205/55R16,M6T2 011R2012,4,0,1,144.59741615121700000000,12,2
6925,22,45,1-22-2017-045-07,7,1,RF,70,EAGLE RS-A,P205/55R16,M6T2 011R2012,4,0,1,144.59741615121700000000,12,2
6925,22,45,1-22-2017-045-07,7,1,RR,70,EAGLE RS-A,P205/55R16,M6T2 011R2012,5,0,1,144.59741615121700000000,12,2
6960,22,46,1-22-2017-046-01,1,1,LF,66,GRABBER HTS,P235/70R16,A34E 3U6 0315,7,0,1,96.89001786134840000000,12,2
6960,22,46,1-22-2017-046-01,1,1,LR,66,GRABBER HTS,P235/70R16,A34E 3U6,6,0,1,96.89001786134840000000,12,2
6960,22,46,1-22-2017-046-01,1,1,RF,66,GRABBER HTS,P235/70R16,A34E 3U6 0215,6,0,1,96.89001786134840000000,12,2
6960,22,46,1-22-2017-046-01,1,1,RR,66,GRABBER HTS,P235/70R16,A34E 3U6,6,0,1,96.89001786134840000000,12,2
6961,22,47,1-22-2017-047-06,6,1,LF,70,Eagle RSA,P195/60R15,DARB JX1R0216,3,0,1,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,1,LR,98,MC 440,P195/60R15,RMRB FW9 2015,4,0,1,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,1,RF,70,Eagle RSA,P195/60R15,DARB JX1R0216,3,0,1,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,1,RR,70,VIVA ALL SEASON,P195/60R15,M6RB NK1R1816,5,0,1,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,2,LF,70,Assurance Touring,P225/65R17,PJ2Y JJ1R3913,3,0,1,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,2,LR,70,Assurance Touring,P225/65R17,PJ2Y JJ1R3913,4,0,1,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,2,RF,70,Assurance Touring,P225/65R17,PJ2Y JJ1R3913,4,0,1,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,2,RR,70,Assurance Touring,P225/65R17,PJ2Y JJ1R3913,4,0,1,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,3,LF,103,Defender LTX M/S,LT265/70R17,M3KP 02EX,10,0,2,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,3,LR,103,Defender LTX M/S,LT265/70R17,B7KP 7EFX,5,0,2,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,3,RF,103,Defender LTX M/S,LT265/70R17,M3KP 02EX,10,0,2,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,3,RR,103,Defender LTX M/S,LT265/70R17,B7KP 00XX3115,8,0,2,572.63381011277000000000,12,2
6992,22,48,1-22-2017-048-03,3,2,LF,70,Eagle RS-A,P245/55R18,M6DX JA2R2515,3,0,1,298.49760704647700000000,12,2
6992,22,48,1-22-2017-048-03,3,2,LR,70,Eagle RS-A,P245/55R18,M6DX JA2R2515,4,0,1,298.49760704647700000000,12,2
6992,22,48,1-22-2017-048-03,3,2,RF,70,Eagle RS-A,P245/55R18,M6DX JA2R4916,6,0,1,298.49760704647700000000,12,2
6992,22,48,1-22-2017-048-03,3,2,RR,70,Eagle RS-A,P245/55R18,M6DX JA2R2515,3,0,1,298.49760704647700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,LF,98,Strategy,P215/55R17,RM3R YBF 3814,3,0,1,109.84231520397700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,LR,98,Strategy,P215/55R17,RM3R YBF,4,0,1,109.84231520397700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,RF,98,Strategy,P215/55R17,RM3R YBF 3814,3,0,1,109.84231520397700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,RR,98,Strategy,P215/55R17,RM3R YBF 3914,4,0,1,109.84231520397700000000,12,2
7028,22,50,1-22-2017-050-01,1,1,LF,112,Grand Am,P225/70R15,PJUU C8KR058,4,1,1,109.84231520000200000000,12,2
7028,22,50,1-22-2017-050-01,1,1,LR,30,Steel Belted Radial,P225/70R15,9999999999999,2,0,1,109.84231520000200000000,12,2
7028,22,50,1-22-2017-050-01,1,1,RF,83,SAFARI AWA,P235/75R15,PJHL KAAR135,2,0,1,109.84231520000200000000,12,2
7028,22,50,1-22-2017-050-01,1,1,RR,98,Glacier Grip II,P225/70R15,U935 FN8 1906,5,0,1,109.84231520000200000000,12,2
7071,22,52,1-22-2017-052-01,1,1,LF,58,Super Steel 657,P195/60R15,2ECB,3,0,1,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,1,LR,167,Premium Touring 800 Ultra,P205/65R15,9T9L,4,0,1,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,1,RF,58,Super Steel 657,P195/60R15,2ECB,3,0,1,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,1,RR,167,Premium Touring 800 Ultra \,P205/65R15,9T9L,4,0,1,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,2,LF,70,EAGLE LS2,P195/65R15,M6C6 011R4612,4,1,1,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,2,LR,70,EAGLE LS2,P195/65R15,M6C6 011R4612,5,0,1,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,2,RF,70,EAGLE LS2,P195/65R15,M6C6 011R4612,4,0,1,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,2,RR,70,EAGLE LS2,P195/65R15,M6C6 011R4612,4,0,1,96.89001786134840000000,12,2
7072,22,53,1-22-2017-053-04,4,2,LF,103,Premier LTX,P225/60R17,APXH 0DDX3516,7,0,1,134.73478309499800000000,12,2
7072,22,53,1-22-2017-053-04,4,2,LR,103,Premier LTX,P225/60R17,APXH 0DDX3516,7,0,1,134.73478309499800000000,12,2
7072,22,53,1-22-2017-053-04,4,2,RF,103,Premier LTX,P225/60R17,APXH 0DDX3516,7,0,1,134.73478309499800000000,12,2
7072,22,53,1-22-2017-053-04,4,2,RR,103,Premier LTX,P225/60R17,APXH 0DDX3516,7,0,1,134.73478309499800000000,12,2
7091,22,54,1-22-2017-054-10,10,1,LF,103,Primacy,P195/60R15,APRB VVXX0110,1,0,1,501.80548976469300000000,12,2
7091,22,54,1-22-2017-054-10,10,1,LR,76,WINTER PIKE,P195/60R15,T7CE FHH 2011,1,0,1,501.80548976469300000000,12,2
7091,22,54,1-22-2017-054-10,10,1,RF,30,CS4 TOURING,P195/60R15,U9RS CL1,3,0,1,501.80548976469300000000,12,2
7091,22,54,1-22-2017-054-10,10,1,RR,76,WINTER PIKE,P195/60R15,T7CE FHH,2,0,1,501.80548976469300000000,12,2
7128,22,55,1-22-2017-055-06,6,1,LF,30,Weathermaster S/T2,P205/60R16,U9XW C79 1913,5,0,1,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,1,LR,30,Weathermaster S/T2,P205/60R16,U9XW C79 1913,6,0,1,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,1,RF,30,Weathermaster S/T2,P205/60R16,U9XW C79 1813,6,0,1,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,1,RR,30,Weathermaster S/T2,P205/60R16,U9XW C79 1913,5,0,1,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,2,LF,58,Super Steel 657,P195/60R15,UXCB 12HN,5,1,1,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,2,LR,58,Super Steel 657,P195/60R15,UXCB 12HN,5,0,1,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,2,RF,58,Super Steel 657,P195/60R15,UXCB 12HN,5,0,1,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,2,RR,58,Super Steel 657,P195/60R15,UXCB 12HN,5,0,1,151.41385169557500000000,12,2
7129,22,56,1-22-2017-056-03,3,1,LF,28,Cross Contact,P215/70R16,AF09 3WM 3916,6,0,1,99.36488572598280000000,12,2
7129,22,56,1-22-2017-056-03,3,1,LR,28,Cross Contact,P215/70R16,AF09 3WM 0815,6,0,1,99.36488572598280000000,12,2
7129,22,56,1-22-2017-056-03,3,1,RF,28,Cross Contact,P215/70R16,AF09 3WM 0915,4,0,1,99.36488572598280000000,12,2
7129,22,56,1-22-2017-056-03,3,1,RR,28,Cross Contact,P215/70R16,AF09 3WM 0815,5,0,1,99.36488572598280000000,12,2
7130,22,57,1-22-2017-057-07,7,1,LF,30,CSS Grand Touring,P215/60R16,U95M 1CW 2815,4,0,1,414.50568178144100000000,12,2
7130,22,57,1-22-2017-057-07,7,1,LR,30,CSS Grand Touring,P215/60R16,U95M 1CW 2815,5,0,1,414.50568178144100000000,12,2
7130,22,57,1-22-2017-057-07,7,1,RF,30,CSS Grand Touring,P215/60R16,U95M 1CW 2615,5,0,1,414.50568178144100000000,12,2
7130,22,57,1-22-2017-057-07,7,1,RR,30,CSS Grand Touring,P215/60R16,U95M 1CW 2615,5,0,1,414.50568178144100000000,12,2
7177,22,58,1-22-2017-058-03,3,1,LF,167,OPEN COUNTRY XYREME A/T,LT285/75R17,73B0 M43 3616,8,0,2,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,1,LR,167,OPEN COUNTRY XYREME A/T,LT285/75R17,73B0 M43 1515,10,0,2,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,1,RF,167,OPEN COUNTRY XYREME A/T,LT285/75R17,73B0 M43 1515,8,1,2,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,1,RR,167,OPEN COUNTRY XYREME A/T,LT285/75R17,73B0 M43 1515,10,0,2,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,LF,103,ENERGY SAVER A/S,P265/65R18,M3KA 007X4116,6,0,1,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,LR,103,ENERGY SAVER A/S,P265/65R18,M3KA 007X4116,7,0,1,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,RF,103,ENERGY SAVER A/S,P265/65R18,M3KA 007X4116,6,0,1,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,RR,103,ENERGY SAVER A/S,P265/65R18,M3KA 007X4116,6,0,1,99.94744475908390000000,12,2
7178,22,59,1-22-2017-059-01,1,1,LF,998,Mach 1 R201,P195/70R14,KABT B02B5111,8,0,1,92.64588156526900000000,12,2
