CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,TIRELOC,TIREMANUF,TIREMODEL,TIRESIZE,TIRETIN,TIRETREAD,TIRERESTR,TIRESIZETYPE,CASEWGT,PSUSTRAT,VERSION
6683,13,25,1-13-2017-025-04,4,2,RR,59,FR740,P215/45R17,V6DC ADR 4315,8,0,1,4500.46066267450000000000,7,2
6722,13,26,1-13-2017-026-05,5,1,LF,103,Pilot super sport k1,P245/35R20,6U68 007X3714,4,0,1,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,1,LR,103,Pilot super sport k1,P245/35R20,6U68 007X2716,7,0,1,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,1,RF,103,Pilot super sport k1,P245/35R20,6U68 007X3714,4,0,1,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,1,RR,103,Pilot super sport k1,P245/35R20,9999999999999,7,0,1,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,3,LF,70,Eagle RS,P245/45R18,M689 SWER1711,99,0,1,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,3,LR,70,Eagle Rs,P245/45R18,M6A9 CUEP3010,99,0,1,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,3,RF,70,Eagle RS,P245/45R18,M6A9 CMER3010,99,0,1,236.36125573012700000000,7,2
6722,13,26,1-13-2017-026-05,5,3,RR,70,Eagle RS,P245/45R18,M6A0 SME22011,99,0,1,236.36125573012700000000,7,2
6723,13,27,1-13-2017-027-08,8,1,LF,998,Winmax,P305/40R22,OJ28 MX1,7,1,1,1145.11784943843000000000,7,2
6723,13,27,1-13-2017-027-08,8,1,LR,998,Winmax,P305/40R22,OJ28 MX1,6,0,1,1145.11784943843000000000,7,2
6723,13,27,1-13-2017-027-08,8,1,RF,998,Winmax,P305/40R22,OJ28 MX1 1812,5,1,1,1145.11784943843000000000,7,2
6723,13,27,1-13-2017-027-08,8,1,RR,998,Winmax,P305/40R22,OJ28 MX1 1#12,5,0,1,1145.11784943843000000000,7,2
6757,13,28,1-13-2017-028-04,4,2,LF,70,wrangler SR-A,P275/65R18,4BU9 011R1514,9,0,1,4712.18190865343000000000,7,2
6757,13,28,1-13-2017-028-04,4,2,LR,70,wrangler SR-A,P275/65R18,4BU9 011R1514,9,0,1,4712.18190865343000000000,7,2
6757,13,28,1-13-2017-028-04,4,2,RF,70,wrangler SR-A,P275/65R18,4BU9 011R1514,9,0,1,4712.18190865343000000000,7,2
6757,13,28,1-13-2017-028-04,4,2,RR,70,wrangler SR-A,P275/65R18,4BU9 011R1514,9,0,1,4712.18190865343000000000,7,2
6758,13,29,1-13-2017-029-06,6,1,LF,129,Scorpion,P255/40R19,93VL K6394611,6,0,1,2614.98469636895000000000,7,2
6758,13,29,1-13-2017-029-06,6,1,LR,129,Scorpion,P255/40R19,93VL K6394611,6,0,1,2614.98469636895000000000,7,2
6758,13,29,1-13-2017-029-06,6,1,RF,129,Scorpion,P255/40R19,93VL K6394611,6,0,1,2614.98469636895000000000,7,2
6758,13,29,1-13-2017-029-06,6,1,RR,129,Scorpion,P255/40R19,93VL K6394611,6,0,1,2614.98469636895000000000,7,2
6758,13,29,1-13-2017-029-06,6,2,LF,70,Viva all-season,P255/60R17,MD41 KF1R4114,6,0,1,2614.98469636895000000000,7,2
6758,13,29,1-13-2017-029-06,6,2,LR,70,Viva all-season,P255/60R17,MD41 KF1R4114,6,0,1,2614.98469636895000000000,7,2
6758,13,29,1-13-2017-029-06,6,2,RF,70,Viva all-season,P255/60R17,MD41 KF1R4114,6,0,1,2614.98469636895000000000,7,2
6758,13,29,1-13-2017-029-06,6,2,RR,70,Viva all-season,P255/60R17,MD41 KF1R4114,6,0,1,2614.98469636895000000000,7,2
6787,13,30,1-13-2017-030-02,2,1,LF,70,fortera,P245/65R17,PJ8T CCDR0613,2,0,1,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,1,LR,70,fortera,P245/65R17,4B8T DYER0814,5,0,1,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,1,RF,70,fortera,P245/65R17,4B8T DYER0914,5,0,1,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,1,RR,70,fortera,P245/65R17,M78T CCDR1513,3,0,1,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,2,LF,70,viva all-season,P215/60R16,MD5M MX1R4114,4,0,1,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,2,LR,70,viva all-season,P215/60R16,Y9J6,5,1,1,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,2,RF,70,viva all-season,P215/60R16,MD5M MX1R5014,4,0,1,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,2,RR,70,viva all-season,P215/60R16,MD5M MX1R4114,6,0,1,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,3,LF,70,Eagle RS-A,P245/45R18,M6A9 CMER4113,3,0,1,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,3,LR,70,Eagle RS-A,P245/45R18,M6A9 CMER1513,3,1,1,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,3,RF,70,Eagle RS-A,P245/45R18,M6A9 CMER3913,3,0,1,91.07054217554070000000,7,2
6787,13,30,1-13-2017-030-02,2,3,RR,70,Eagle RS-A,P245/45R18,M6A9 CMER1513,3,0,1,91.07054217554070000000,7,2
6788,13,31,1-13-2017-031-07,7,1,LF,59,FR710,P195/65R15,W2C6 714 1316,5,0,1,4245.73701337969000000000,7,2
6788,13,31,1-13-2017-031-07,7,1,LR,59,FR710,P195/65R15,W2C6 714 0916,5,0,1,4245.73701337969000000000,7,2
6788,13,31,1-13-2017-031-07,7,1,RF,59,FR710,P195/65R15,W2C6 714 1316,5,0,1,4245.73701337969000000000,7,2
6788,13,31,1-13-2017-031-07,7,1,RR,59,FR710,P195/65R15,W2C6 714 1316,5,0,1,4245.73701337969000000000,7,2
6835,13,33,1-13-2017-033-02,2,1,LF,48,Grandtrek touring a/s,P235/55R19,M61V JA1R3015,6,0,1,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,1,LR,48,Grandtrek touring a/s,P235/55R19,M61V JA1R3015,5,0,1,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,1,RF,48,Grandtrek touring a/s,P235/55R19,M61V JA1R3015,6,0,1,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,1,RR,48,Grandtrek touring a/s,P235/55R19,M61V JA1R3015,5,0,1,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,2,LF,89,silus kl21 .,P225/60R17,27ZA YAL91815,6,0,1,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,2,LR,89,silus kl21 .,P225/60R17,27ZA YAL91915,6,0,1,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,2,RF,89,silus kl21 .,P225/60R17,27ZA YAL91915,5,0,1,65.39425729483340000000,7,2
6835,13,33,1-13-2017-033-02,2,2,RR,89,silus kl21 .,P225/60R17,27ZA YAL91915,6,0,1,65.39425729483340000000,7,2
6849,13,34,1-13-2017-034-09,9,1,LF,30,Adventurer A/T,P255/70R16,UT0K 1CM 2615,5,0,1,4840.88145206512000000000,7,2
6849,13,34,1-13-2017-034-09,9,1,LR,40,Dakota A/T,P255/70R16,U9CU PA8 3813,5,0,1,4840.88145206512000000000,7,2
6849,13,34,1-13-2017-034-09,9,1,RF,70,Tracker 2,P255/70R16,DACU H4HR1112,5,0,1,4840.88145206512000000000,7,2
6849,13,34,1-13-2017-034-09,9,1,RR,40,Dakota A/T,P255/70R16,U9CU PA8 0613,5,0,1,4840.88145206512000000000,7,2
6849,13,34,1-13-2017-034-09,9,2,LF,13,TOURING T/A,P205/65R15,BKUV A7212214,4,1,1,4840.88145206512000000000,7,2
6849,13,34,1-13-2017-034-09,9,2,LR,89,solus kr21,P205/65R15,FEBX YP6V,6,0,1,4840.88145206512000000000,7,2
6849,13,34,1-13-2017-034-09,9,2,RF,76,road HANDLER,P205/65R15,T7C3 DFH,6,0,1,4840.88145206512000000000,7,2
6849,13,34,1-13-2017-034-09,9,2,RR,30,Response,P205/65R15,U9UV LRC 3212,4,0,1,4840.88145206512000000000,7,2
6881,13,35,1-13-2017-035-05,5,1,LF,187,yk-htx,P275/55R20,4UKK 6C5 1216,9,0,1,208.58473111814500000000,7,2
6881,13,35,1-13-2017-035-05,5,1,LR,70,eagle ls2,P275/55R20,M62A BC2R2014,7,0,1,208.58473111814500000000,7,2
6881,13,35,1-13-2017-035-05,5,1,RF,17,Dueler h/l alenza,P275/55R20,7X2A DHW,7,0,1,208.58473111814500000000,7,2
6881,13,35,1-13-2017-035-05,5,1,RR,70,eagle ls2,P275/55R20,M62A BCER0813,5,0,1,208.58473111814500000000,7,2
6882,13,36,1-13-2017-036-03,3,1,LF,187,YK580,P215/50R17,CC4M 832 1414,5,0,1,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,1,LR,187,YK580,P215/50R17,CC4M 832 1414,6,0,1,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,1,RF,187,YK580,P215/50R17,CC4M 832 1414,5,1,1,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,1,RR,187,YK580,P215/50R17,CC4M 832 1414,4,0,1,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,2,LF,17,ecopia,P185/65R15,V6FP E28 0514,6,0,1,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,2,LR,17,ecopia,P185/65R15,V6FP E28 0514,7,0,1,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,2,RF,17,ecopia,P185/65R15,V6FP E28 0514,6,0,1,1223.97054512083000000000,7,2
6882,13,36,1-13-2017-036-03,3,2,RR,17,ecopia,P185/65R15,V6FP E28 0514,7,0,1,1223.97054512083000000000,7,2
6906,13,37,1-13-2017-037-03,3,1,LF,119,FPo612 A/s,P185/65R14,R806 3MWR3215,6,0,1,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,1,LR,119,FPo612 A/s,P185/65R14,R806 3MWR1215,6,0,1,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,1,RF,119,FPo612 A/s,P185/65R14,R806 3MWR0616,6,0,1,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,1,RR,119,FPo612 A/s,P185/65R14,R806 3MWR1215,6,0,1,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,2,LF,59,champion,P225/65R17,8X2Y CF1 3416,8,0,1,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,2,LR,59,champion,P225/65R17,8X2Y CF1 2616,10,0,1,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,2,RF,59,champion,P225/65R17,8X2Y CF1 2616,8,0,1,1994.16895971702000000000,7,2
6906,13,37,1-13-2017-037-03,3,2,RR,59,champion,P225/65R17,8X2Y CF1 3416,8,0,1,1994.16895971702000000000,7,2
6907,13,38,1-13-2017-038-03,3,1,LF,999,Unknown,UNKNOWN,#############,99,0,9,1994.16895971702000000000,7,2
6907,13,38,1-13-2017-038-03,3,1,LR,28,contiprocontact,P215/60R16,A35M 3WL,5,0,1,1994.16895971702000000000,7,2
6907,13,38,1-13-2017-038-03,3,1,RF,28,contiprocontact,P215/60R16,9999999999999,4,0,1,1994.16895971702000000000,7,2
6907,13,38,1-13-2017-038-03,3,1,RR,17,Ecopia ep422,P205/60R16,H420     4313,5,0,1,1994.16895971702000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,LF,999,Unknown,UNKNOWN,9999999999999,99,0,9,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,LR,999,Unknown,UNKNOWN,9999999999999,99,1,9,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,RF,999,Unknown,UNKNOWN,9999999999999,99,0,9,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,2,RR,999,Unknown,UNKNOWN,9999999999999,99,0,9,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,3,LF,30,discoverer atp,LT275/70R18,UT5  XMV,7,0,2,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,3,LR,30,discoverer atp,LT275/70R18,UT5  XMV,8,0,2,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,3,RF,30,discoverer atp,LT275/70R18,UT5  XMV,9,0,2,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,3,RR,30,discoverer atp,LT275/70R18,UT5  XMV,11,0,2,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,4,LF,66,grabber,LT245/75R17,A343 HM645215,6,1,2,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,4,LR,66,grabber,LT245/75R17,A343 HM640116,6,0,2,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,4,RF,999,Unknown,UNKNOWN,#############,99,0,9,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,4,RR,66,grabber,LT245/75R17,A343 HM645215,5,0,2,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,5,LF,999,Unknown,UNKNOWN,9999999999999,99,9,9,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,5,LR,76,optimio,P255/50R20,5MYP PDLH1114,5,1,1,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,5,RF,76,optimo,P255/50R20,SMYP PDLH1114,5,0,1,140.15566461981000000000,7,2
6957,13,39,1-13-2017-039-02,2,5,RR,76,optimo,P255/50R20,5MYP PDLH1114,5,0,1,140.15566461981000000000,7,2
6958,13,40,1-13-2017-040-03,3,1,LF,156,HTR A/S P02,P205/65R16,R8MA 4M6R3216,6,0,1,1802.84182676890000000000,7,2
6958,13,40,1-13-2017-040-03,3,1,LR,59,affinity,P205/65R16,W284 A1A 0116,5,0,1,1802.84182676890000000000,7,2
6958,13,40,1-13-2017-040-03,3,1,RF,156,HTR A/S P02,P205/65R16,9999999999999,8,0,1,1802.84182676890000000000,7,2
6958,13,40,1-13-2017-040-03,3,1,RR,59,affinity,P205/65R16,W284 A1A 2515,8,0,1,1802.84182676890000000000,7,2
6990,13,41,1-13-2017-041-02,2,1,LF,17,dueler h\t,P245/60R20,EJNE HD  2815,5,0,1,114.87970684568800000000,7,2
6990,13,41,1-13-2017-041-02,2,1,LR,17,dueler h\t,P245/60R20,RB1B RLM 0117,6,0,1,114.87970684568800000000,7,2
6990,13,41,1-13-2017-041-02,2,1,RF,17,dueler h\t,P245/60R20,EJNE JHD 0915,5,0,1,114.87970684568800000000,7,2
6990,13,41,1-13-2017-041-02,2,1,RR,17,dueler h\t,P245/60R20,RB1B RLM 0117,7,0,1,114.87970684568800000000,7,2
6991,13,42,1-13-2017-042-03,3,3,LF,17,Dueller h/t,P275/60R20,ELNU CKL 4614,9,0,1,1477.71366284744000000000,7,2
6991,13,42,1-13-2017-042-03,3,3,LR,17,Dueller h/t,P275/60R20,ELNU CKL 4614,8,0,1,1477.71366284744000000000,7,2
6991,13,42,1-13-2017-042-03,3,3,RF,17,Dueller h/t,P275/60R20,EJNU JHB 0116,8,0,1,1477.71366284744000000000,7,2
6991,13,42,1-13-2017-042-03,3,3,RR,17,Dueller h/t,P275/60R20,EJNU JHB 0116,10,0,1,1477.71366284744000000000,7,2
7023,13,43,1-13-2017-043-06,6,1,LF,187,yk740,P215/65R16,4UHB 6EE 1416,8,0,1,2974.90819095951000000000,7,2
7023,13,43,1-13-2017-043-06,6,1,LR,187,yk740,P215/65R16,CCHB 83C 0816,7,0,1,2974.90819095951000000000,7,2
7023,13,43,1-13-2017-043-06,6,1,RF,187,yk740,P215/65R16,CCHB 83C 0216,7,1,1,2974.90819095951000000000,7,2
7023,13,43,1-13-2017-043-06,6,1,RR,187,yk740,P215/65R16,CCHB 83C 0216,7,0,1,2974.90819095951000000000,7,2
7023,13,43,1-13-2017-043-06,6,2,LF,103,energy,P225/65R17,B93T 00KX2114,5,1,1,2974.90819095951000000000,7,2
7023,13,43,1-13-2017-043-06,6,2,LR,103,energy,P225/65R17,B93T 00KX2314,5,0,1,2974.90819095951000000000,7,2
7023,13,43,1-13-2017-043-06,6,2,RF,103,energy,P225/65R17,B93T 00KX2114,5,0,1,2974.90819095951000000000,7,2
7023,13,43,1-13-2017-043-06,6,2,RR,103,energy,P225/65R17,B93T 00KX2314,5,0,1,2974.90819095951000000000,7,2
7024,13,44,1-13-2017-044-02,2,1,LF,57,Ziex ze001 a/s,P225/60R18,V4HD 3M2R1016,5,0,1,119.24380308826500000000,7,2
7024,13,44,1-13-2017-044-02,2,1,LR,57,Ziex ze001 a/s,P225/60R18,V4HD 3M2R1016,7,1,1,119.24380308826500000000,7,2
7024,13,44,1-13-2017-044-02,2,1,RF,57,Ziex ze001 a/s,P225/60R18,V4HD 3M2R1016,5,0,1,119.24380308826500000000,7,2
7024,13,44,1-13-2017-044-02,2,1,RR,57,Ziex ze001 a/s,P225/60R18,V4HD 3M2R1016,7,0,1,119.24380308826500000000,7,2
7074,13,45,1-13-2017-045-08,8,1,LF,6,silver edition iii,P205/60R16,U9XW XRC 3816,9,1,1,835.14731700150400000000,7,2
7074,13,45,1-13-2017-045-08,8,1,LR,47,xtra trac ii,P205/60R16,M6XW MJ1R4913,9,0,1,835.14731700150400000000,7,2
7074,13,45,1-13-2017-045-08,8,1,RF,6,silver edition iii,P205/60R16,U9XW XRC 3816,8,0,1,835.14731700150400000000,7,2
7074,13,45,1-13-2017-045-08,8,1,RR,47,xtra trac ii,P205/60R16,M6XW MJ1R4913,9,0,1,835.14731700150400000000,7,2
7074,13,45,1-13-2017-045-08,8,2,LF,30,Discoverer  HTP,P265/70R17,9999999999999,6,0,1,835.14731700150400000000,7,2
7074,13,45,1-13-2017-045-08,8,2,LR,59,Destination,UNKNOWN,9999999999999,5,0,9,835.14731700150400000000,7,2
7074,13,45,1-13-2017-045-08,8,2,RF,70,wrangler ST,P265/70R17,4BT6 DADR4311,4,0,1,835.14731700150400000000,7,2
7074,13,45,1-13-2017-045-08,8,2,RR,59,Destination A/T,P265/70R17,W2T6 DA2,4,0,1,835.14731700150400000000,7,2
7075,13,46,1-13-2017-046-03,3,1,LF,17,Dualer a\t,P245/70R17,9983 RYA,2,0,1,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,1,LR,76,dynapro at,P235/75R17,T79J PCY,6,0,1,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,1,RF,13,all-terrain t\a,P245/75R17,BFP8 AT11,11,0,1,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,1,RR,999,Unknown,UNKNOWN,9999999999999,99,0,9,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,2,LF,103,latitud,P225/65R17,0C3T 05EX0716,6,0,1,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,2,LR,103,latitud,P225/65R17,0C3T 05EX0716,6,1,1,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,2,RF,103,latitud,P225/65R17,0C3T 05EX0716,6,0,1,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,2,RR,103,latitud,P225/65R17,0C3T 05EX0716,6,0,1,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,3,LF,999,Unknown,UNKNOWN,9999999999999,99,9,9,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,3,LR,999,Unknown,UNKNOWN,9999999999999,99,0,9,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,3,RF,999,Unknown,UNKNOWN,9999999999999,99,0,9,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,3,RR,999,Unknown,UNKNOWN,9999999999999,99,0,9,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,4,LF,17,Dualer h\l,P285/45R22,0B0R DHV 4315,6,0,1,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,4,LR,17,Dualer h\l,P285/45R22,0B0R DHV 4315,8,0,1,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,4,RF,17,Dualer h\l,P285/45R22,0B0R DHV 4315,6,0,1,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,4,RR,17,Dualer h\l,P285/45R22,0B0R DHV 3615,4,0,1,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,5,LF,30,Discoverer,P275/55R20,UPY1 XMK 3216,6,0,1,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,5,LR,30,Discoverer,P275/55R20,UTY1 XMK 4316,6,0,1,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,5,RF,30,Discoverer,P275/55R20,UTY1 XMK 4316,6,0,1,1011.52739065054000000000,7,2
7075,13,46,1-13-2017-046-03,3,5,RR,30,Discoverer,P275/55R20,UTY1 XMK 4316,6,0,1,1011.52739065054000000000,7,2
7076,13,47,1-13-2017-047-03,3,1,LF,70,assurance,P235/60R17,M7RJ JF1R0315,6,0,1,1011.52739066714000000000,7,2
7076,13,47,1-13-2017-047-03,3,1,LR,70,assurance,P235/60R17,M7RJ JF1R0215,6,0,1,1011.52739066714000000000,7,2
7076,13,47,1-13-2017-047-03,3,1,RF,70,assurance,P235/60R17,M7RJ JF1R0215,6,0,1,1011.52739066714000000000,7,2
7076,13,47,1-13-2017-047-03,3,1,RR,70,assurance,P235/60R17,M7RJ JF1R0215,6,0,1,1011.52739066714000000000,7,2
7076,13,47,1-13-2017-047-03,3,2,LF,59,Affinity,P205/65R16,W23P A1A 2115,7,0,1,1011.52739066714000000000,7,2
7076,13,47,1-13-2017-047-03,3,2,LR,59,Affinity,P205/65R16,W23P A1A 2115,6,0,1,1011.52739066714000000000,7,2
7076,13,47,1-13-2017-047-03,3,2,RF,59,Affinity,P205/65R16,W23P A1A 2115,6,0,1,1011.52739066714000000000,7,2
7076,13,47,1-13-2017-047-03,3,2,RR,59,Affinity,P205/65R16,W23P A1A 2115,6,0,1,1011.52739066714000000000,7,2
7123,13,48,1-13-2017-048-04,4,2,LF,48,sp sport 9000,P225/45R19,V4E8 AMDR1915,6,0,1,2521.65929840692000000000,7,2
7123,13,48,1-13-2017-048-04,4,2,LR,48,sp sport 9000,P225/45R19,V4E8 AMDR4915,6,0,1,2521.65929840692000000000,7,2
7123,13,48,1-13-2017-048-04,4,2,RF,48,sp sport 9000,P225/45R19,V4E8 AMDR4915,5,0,1,2521.65929840692000000000,7,2
7123,13,48,1-13-2017-048-04,4,2,RR,48,sp sport 9000,P225/45R19,V4E8 AMDR4915,6,0,1,2521.65929840692000000000,7,2
7124,13,49,1-13-2017-049-06,6,2,LF,76,optimo h418,P185/55R15,5MAX BWH 3516,6,0,1,1399.37307232443000000000,7,2
7124,13,49,1-13-2017-049-06,6,2,LR,76,optimo h418,P185/55R15,5MAX BWH 4716,6,0,1,1399.37307232443000000000,7,2
7124,13,49,1-13-2017-049-06,6,2,RF,76,optimo h418,P185/55R15,5MAX BWH 3516,5,0,1,1399.37307232443000000000,7,2
7124,13,49,1-13-2017-049-06,6,2,RR,76,optimo h418,P185/55R15,5MAX BWH,6,0,1,1399.37307232443000000000,7,2
7124,13,49,1-13-2017-049-06,6,3,LF,999,Unknown,UNKNOWN,9999999999999,99,0,9,1399.37307232443000000000,7,2
7124,13,49,1-13-2017-049-06,6,3,LR,999,Unknown,UNKNOWN,9999999999999,99,0,9,1399.37307232443000000000,7,2
7124,13,49,1-13-2017-049-06,6,3,RF,999,Unknown,UNKNOWN,9999999999999,99,9,9,1399.37307232443000000000,7,2
7124,13,49,1-13-2017-049-06,6,3,RR,999,Unknown,UNKNOWN,9999999999999,99,0,9,1399.37307232443000000000,7,2
7125,13,50,1-13-2017-050-04,4,1,LF,998,TRX6000,P265/35R22,9999999999999,10,0,1,2521.65929840692000000000,7,2
7125,13,50,1-13-2017-050-04,4,1,LR,998,TRX6000,P265/35R22,JVDF,10,0,1,2521.65929840692000000000,7,2
7125,13,50,1-13-2017-050-04,4,1,RF,998,TRX6000,P265/35R22,JVDF 0217,10,0,1,2521.65929840692000000000,7,2
7125,13,50,1-13-2017-050-04,4,1,RR,998,TRX6000,P265/35R22,JVDF 0217,11,0,1,2521.65929840692000000000,7,2
7125,13,50,1-13-2017-050-04,4,2,LF,998,Eco-Blue,P185/65R14,25TC,6,0,1,2521.65929840692000000000,7,2
7125,13,50,1-13-2017-050-04,4,2,LR,998,Eco-Blue,P185/65R14,25TC 3115,7,0,1,2521.65929840692000000000,7,2
7125,13,50,1-13-2017-050-04,4,2,RF,998,Eco-Blue,P185/65R14,25TC PEB,6,0,1,2521.65929840692000000000,7,2
7125,13,50,1-13-2017-050-04,4,2,RR,998,Eco-Blue,P185/65R14,25TC PEB 3115,7,0,1,2521.65929840692000000000,7,2
7180,13,51,1-13-2017-051-02,2,1,LF,103,Pilot,P235/45R18,6UEL 003X2111,1,0,1,223.87077588787700000000,7,2
7180,13,51,1-13-2017-051-02,2,1,LR,70,eagle,P225/45R18,M6F0 N2R 1315,4,0,1,223.87077588787700000000,7,2
7180,13,51,1-13-2017-051-02,2,1,RF,57,pro gr4,P235/45R18,R8VV FM4R4914,4,0,1,223.87077588787700000000,7,2
7180,13,51,1-13-2017-051-02,2,1,RR,28,contiprocontact,P225/45R18,A3XR BNH 3712,6,0,1,223.87077588787700000000,7,2
7218,13,52,1-13-2017-052-06,6,1,LF,59,destination LE2,P245/70R17,W283 DE1 4816,11,0,1,5045.28531568187000000000,7,2
7218,13,52,1-13-2017-052-06,6,1,LR,59,destination LE2,P245/70R17,8X83 DE1 2712,6,0,1,5045.28531568187000000000,7,2
7218,13,52,1-13-2017-052-06,6,1,RF,59,destination LE2,P245/70R17,W283 DE1 4816,11,0,1,5045.28531568187000000000,7,2
7218,13,52,1-13-2017-052-06,6,1,RR,59,destination LE2,P245/70R17,8X83 DE1 2712,5,0,1,5045.28531568187000000000,7,2
7218,13,52,1-13-2017-052-06,6,2,LF,998,Thunder D7,P245/35R20,TBAB B25C1417,10,0,1,5045.28531568187000000000,7,2
7218,13,52,1-13-2017-052-06,6,2,LR,998,Thunder D7,P245/35R20,TBAB B25C1717,9,0,1,5045.28531568187000000000,7,2
7218,13,52,1-13-2017-052-06,6,2,RF,998,Thunder D7,P245/35R20,TBAB B25C,10,0,1,5045.28531568187000000000,7,2
7218,13,52,1-13-2017-052-06,6,2,RR,998,CRX3000,P245/35R20,JVDM     3916,9,0,1,5045.28531568187000000000,7,2
7281,13,53,1-13-2017-053-03,3,1,LF,59,FR710,P205/55R16,W2T2 713 3816,9,0,1,931.20215853294300000000,7,2
7281,13,53,1-13-2017-053-03,3,1,LR,59,FR710,P205/55R16,W2T2 714 1517,9,0,1,931.20215853294300000000,7,2
7281,13,53,1-13-2017-053-03,3,1,RF,59,affinity touring,P205/55R16,W2T2 A1C 1615,6,0,1,931.20215853294300000000,7,2
7281,13,53,1-13-2017-053-03,3,1,RR,59,affinity touring,P205/55R16,W2T2 A1C 5013,6,0,1,931.20215853294300000000,7,2
7281,13,53,1-13-2017-053-03,3,2,LF,28,controlcontact sport a/s,P225/45R17,657R WBU82216,8,0,1,931.20215853294300000000,7,2
7281,13,53,1-13-2017-053-03,3,2,LR,17,potenza s04,P245/40R17,EL0X BJH 0814,6,0,1,931.20215853294300000000,7,2
