CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,VINLENGTH,MAKE,MODEL,MODELYR,BODYTYPE,BODYCAT,VEHCLASS,SPECUSE,TRANSTAT,DAMPLANE,DAMSEV,CURBWT,CURBSRC,CARGOWT,CARGOSRC,INSPTYPE,TOWSTAT,SPEEDLIMIT,DRPRESENT,PARALCOHOL,ALCTEST,ALCTESTRESULT,ALCTESTSRC,PARDRUG,DRUGTEST,ZIP,RACE,ETHNICITY,RELTOJUNCT,TRAFFLOW,RDLANES,INITLANE,SURFTYPE,SURFCOND,ALIGNMENT,PROFILE,LINERIGHT,LINELEFT,RUMBINIT,RUMBROAD,LIGHTCOND,WEATHER,TRAFDEV,TRAFFUNCT,DISTRACT,PREFHE,PREMOVE,CRITCAT,CRITEVENT,MANEUVER,PRESTAB,PRELOC,CRASHCAT,CRASHCONF,CRASHTYPE,ROLLTYPE,ROLLTURN,ROLLINTRPT,ROLLPREMAN,ROLLINITYP,ROLLINLOC,ROLLOBJ,ROLLTRIP,ROLLDIR,ROLLDIST,DVANGTHIS,DVANGOTH,TOWHITCH,TRAJDOC,TREEPOLE,DVEVENT,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBES,DVEST,DVCONF,VAIS,VISS,VINJURED,VTREAT,INITOBJCLASS,HEADANGLECAT,CASEWGT,PSUSTRAT,VERSION
6992,22,48,1-22-2017-048-03,3,1,1FMCU59H67KA,17,12,402,2007,14,3,14,0,1,F,9,1650,5,0,2,0,1,89,1,0,0,995,0,7,9,99163,7,2,2,4,3,1,2,2,1,1,1,1,1,9,5,8,0,0,3,1,10,2,10,4,1,2,4,K,80,0,0,0,0,0,0,0,0,0,0,80,300,0,0,0,0,0,999,999,999,9999999,999,999,999,9,0,1,2,0,4,0,995,298.49760704647700000000,12,2
6992,22,48,1-22-2017-048-03,3,2,1FAHP2MTXDG1,17,12,17,2013,4,1,4,5,1,F,1,1918,5,227,2,1,1,80,1,0,0,995,0,7,9,99111,1,2,2,4,2,1,2,2,1,1,1,2,0,0,5,8,2,2,1,0,5,4,67,1,1,1,4,K,81,0,0,0,0,0,0,0,0,0,0,300,80,0,0,0,1,3,15,-11,9,26911,998,136,13,0,4,1,2,0,4,0,995,298.49760704647700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,4T1BK1FK7CU5,17,49,40,2012,4,1,3,0,1,L,9,1523,5,0,1,1,1,40,1,0,0,995,0,0,0,99403,1,2,2,4,2,1,2,1,1,1,1,2,0,0,1,1,2,2,9,0,11,2,15,1,1,1,4,K,82,0,0,0,0,0,0,0,0,0,0,250,350,0,1,0,1,5,999,999,999,9999999,999,999,16,0,0,5,33,2,1,0,995,109.84231520397700000000,12,2
7033,22,49,1-22-2017-049-01,1,2,2FZHAZCVX5AN,17,98,809,2005,63,8,60,0,1,F,9,,,,,,0,56,1,0,0,995,0,0,0,99403,9,9,2,4,3,2,2,1,1,1,1,2,0,0,1,1,0,0,9,0,1,4,67,1,1,1,4,K,83,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,109.84231520397700000000,12,2
7028,22,50,1-22-2017-050-01,1,1,1J4GZ78S1PC5,17,2,404,1993,14,3,14,0,1,T,3,1640,5,0,1,1,1,56,1,9,8,997,8,7,3,99403,1,2,0,4,2,1,2,1,2,2,1,2,0,0,1,1,0,0,9,1,14,2,13,99,9,4,1,A,1,2,98,8,8,98,8,32,8,8,998,997,997,0,1,0,2,6,999,999,999,9999999,999,999,999,8,0,2,12,0,1,8,997,109.84231520000200000000,12,2
7071,22,52,1-22-2017-052-01,1,1,JHMAB5225FC0,17,37,33,1985,2,1,1,0,1,L,3,1009,5,0,1,1,1,89,1,1,1,176,3,0,2,83823,1,2,0,4,2,1,2,1,1,1,1,2,0,0,1,8,0,0,9,1,17,1,9,5,3,2,3,I,64,0,0,0,0,0,0,0,0,0,0,115,240,0,1,0,1,5,999,999,999,9999999,999,999,74,5,0,3,9,1,1,0,995,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,2,2T1BU4EE1DC0,17,49,32,2013,4,1,2,0,1,F,3,1260,5,0,1,1,1,89,1,0,1,0,2,0,1,83843,1,2,0,4,2,1,2,1,2,1,1,2,0,0,1,8,0,0,1,0,14,4,62,3,1,1,3,I,65,0,0,0,0,0,0,0,0,0,0,240,115,0,1,0,1,5,999,999,999,9999999,999,999,41,4,0,1,1,0,3,0,995,96.89001786134840000000,12,2
7072,22,53,1-22-2017-053-04,4,1,5FNRL38235B0,17,37,441,2005,20,4,20,0,1,F,1,2033,5,9999,9,0,0,40,1,0,0,995,0,0,0,83843,9,9,2,4,2,1,2,1,1,1,0,0,0,0,1,1,2,2,9,0,4,2,17,99,1,1,5,L,88,0,0,0,0,0,0,0,0,0,0,355,265,0,0,0,1,3,4,-4,1,1698,998,40,4,0,4,95,95,95,95,0,995,134.73478309499800000000,12,2
7072,22,53,1-22-2017-053-04,4,2,KM8JU3AC1DU6,17,55,402,2013,14,3,14,0,1,L,1,1505,5,0,1,1,1,40,1,0,0,995,0,0,0,83843,1,2,2,4,2,1,2,1,1,1,0,0,0,0,1,1,0,0,1,0,1,4,66,8,1,1,5,L,89,0,0,0,0,0,0,0,0,0,0,265,355,0,0,0,1,3,6,-1,5,3189,998,-118,5,0,4,0,0,0,0,0,995,134.73478309499800000000,12,2
7072,22,53,1-22-2017-053-04,4,3,3A4FY58B07T4,17,6,52,2007,6,1,2,0,2,L,9,1421,5,9999,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,134.73478309499800000000,12,2
7091,22,54,1-22-2017-054-10,10,1,JF1GC4359WG5,17,48,38,1998,4,1,1,0,1,R,1,1220,5,0,1,1,1,105,1,0,0,995,0,0,0,83535,1,2,0,4,2,1,1,1,1,1,1,4,1,0,1,1,0,0,1,1,1,4,62,8,1,4,1,A,3,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,1,8,999,999,999,9999999,999,999,999,6,0,0,0,0,0,0,998,501.80548976469300000000,12,2
7128,22,55,1-22-2017-055-06,6,1,1FAFP53U91G2,17,12,17,2001,4,1,3,0,1,F,1,1515,5,9999,9,1,1,105,1,0,0,995,0,0,0,83541,1,1,2,1,3,3,2,1,1,1,1,2,1,0,1,1,0,0,1,0,11,2,15,1,1,3,4,J,68,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,1,1,18,-15,-9,43152,998,-110,21,0,1,0,0,0,0,0,995,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,2,1FAHP3FN4AW1,17,12,37,2010,4,1,2,0,1,L,1,1225,5,0,1,1,1,105,1,0,9,998,8,0,9,83544,1,2,2,1,2,1,2,1,1,1,1,3,1,0,1,1,0,0,1,0,1,4,62,1,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,1,1,19,-15,12,12506,998,-68,13,0,1,1,2,0,4,0,995,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,3,1GC4K0CYXHF1,17,20,481,2017,34,5,31,0,1,L,9,2998,5,9999,9,0,0,40,1,0,9,998,8,0,9,83540,9,9,2,4,2,1,2,1,1,1,1,2,3,1,1,1,2,2,9,0,5,8,98,1,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,150,275,0,0,0,0,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,0,995,151.41385169557500000000,12,2
7129,22,56,1-22-2017-056-03,3,1,5J6RM4H33FL0,17,37,402,2015,14,3,14,0,1,F,1,1586,5,0,1,1,1,40,1,0,9,998,8,1,9,83501,1,2,0,4,2,1,2,1,1,1,0,0,0,0,1,1,0,0,3,1,1,2,13,1,1,4,1,C,11,0,0,0,0,0,0,0,0,0,0,270,270,0,0,0,1,1,18,-18,0,21175,998,-2,18,0,1,0,0,0,5,0,995,99.36488572598280000000,12,2
7129,22,56,1-22-2017-056-03,3,2,3GNGK26G53G2,17,20,431,2003,16,3,16,0,2,B,1,2687,5,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,99.36488572598280000000,12,2
7130,22,57,1-22-2017-057-07,7,1,JF1SG66688H7,17,48,401,2008,14,3,14,0,1,B,1,1505,5,113,1,1,1,72,1,0,0,995,0,0,0,83501,1,2,0,4,2,1,2,1,1,1,1,2,0,0,1,1,0,0,1,0,2,3,53,1,1,1,2,D,29,0,0,0,0,0,0,0,0,0,0,270,270,0,0,0,1,5,999,999,999,9999999,999,999,14,2,0,0,0,0,0,0,995,414.50568178144100000000,12,2
7130,22,57,1-22-2017-057-07,7,2,2NKHHM7X0CM3,17,85,884,2012,62,8,60,0,1,F,9,,,,,,0,72,1,0,0,995,0,0,0,83501,9,9,0,4,2,1,2,1,1,1,1,2,0,0,1,1,0,0,9,0,1,3,52,1,1,1,2,D,28,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,414.50568178144100000000,12,2
7177,22,58,1-22-2017-058-03,3,1,1GCHK23173F1,17,20,481,2003,34,5,31,0,1,F,9,2668,5,0,2,1,1,56,1,0,0,995,0,0,0,83544,1,2,0,2,2,1,1,1,1,1,1,3,0,0,1,8,0,0,3,0,1,3,50,1,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,1,5,999,999,999,9999999,999,999,20,0,0,0,0,0,0,0,995,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,1GNSKHKC9HR1,17,20,422,2017,15,3,15,0,1,B,2,2620,5,95,2,1,1,56,1,0,0,995,0,0,9,68522,1,2,0,2,2,1,1,1,1,1,1,3,0,0,1,8,0,0,3,0,5,3,53,1,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,1,5,999,999,999,9999999,999,999,35,3,0,1,2,0,4,0,995,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,3,1FDWX37Y86ED,17,12,481,2006,34,5,31,0,1,B,9,3157,5,9999,9,0,0,24,1,0,0,995,0,0,9,83823,9,9,0,2,2,1,1,1,1,1,1,3,0,0,1,8,0,0,9,0,5,3,53,1,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,0,995,99.94744475908390000000,12,2
7178,22,59,1-22-2017-059-01,1,1,1N6ND16S0KC4,17,35,471,1989,34,5,30,0,1,L,2,1286,5,0,1,1,1,56,1,1,1,257,3,0,2,83501,7,2,2,4,2,1,2,1,1,1,0,0,0,0,3,8,0,0,9,1,1,2,13,1,9,4,1,A,1,0,0,0,0,0,0,0,0,0,0,996,996,0,1,0,4,7,999,999,999,9999999,999,999,999,7,0,3,10,1,1,0,996,92.64588156526900000000,12,2
7178,22,59,1-22-2017-059-01,1,2,2GCHK39N0L12,17,20,481,1990,34,5,31,0,2,L,2,2283,5,9999,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,92.64588156526900000000,12,2
7179,22,60,1-22-2017-060-09,9,1,4M2ZU86P2YUJ,17,14,401,2000,14,3,14,0,1,R,2,1631,5,46,1,1,1,105,1,0,0,995,0,7,9,99037,2,2,0,4,2,1,2,1,3,1,1,2,1,0,1,1,0,0,1,1,6,1,6,5,3,2,6,M,98,1,4,2,5,3,1,31,1,2,30,997,997,0,1,0,1,6,999,999,999,9999999,999,999,999,7,0,2,5,0,4,2,997,707.28631868317200000000,12,2
7219,22,61,1-22-2017-061-10,10,1,2T1BR32E43C0,17,49,32,2003,4,1,2,0,1,F,1,1130,5,0,1,1,1,105,1,0,0,995,0,0,0,99362,1,2,0,1,4,1,2,1,1,1,1,4,1,3,1,1,0,0,3,1,1,2,13,98,1,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,0,8,1,10,999,999,999,9999999,999,999,12,2,0,0,0,0,0,0,998,1067.43601941209000000000,12,2
7220,22,62,1-22-2017-062-01,1,1,JT2SK12E2S02,17,49,40,1995,4,1,2,0,1,F,3,1330,5,9999,9,4,1,105,1,0,1,0,2,1,2,83843,2,2,0,4,2,1,2,1,1,1,1,2,1,0,1,1,0,0,9,1,1,1,8,99,4,2,3,G,50,0,0,0,0,0,0,0,0,0,0,65,270,0,1,0,1,3,83,-82,-14,411641,998,-36,85,0,4,3,10,1,1,0,995,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,2,2G1WB57K7912,17,20,2,2009,4,1,4,0,1,F,3,1630,5,0,1,1,1,105,1,0,1,0,2,0,1,98273,9,9,0,4,2,1,2,1,1,1,1,2,1,0,1,1,0,0,1,0,1,3,54,4,1,1,3,G,51,0,0,0,0,0,0,0,0,0,0,270,65,0,1,0,1,3,65,-61,22,316830,998,62,63,0,4,5,45,1,3,0,995,91.25203491962530000000,12,2
7221,22,63,1-22-2017-063-08,8,1,JHLRD78893C0,17,37,402,2003,14,3,14,0,1,L,2,1480,5,91,1,1,1,97,1,0,1,0,2,0,0,98136,1,1,0,4,3,1,2,1,2,4,1,3,1,0,1,1,0,0,3,1,14,2,10,1,1,4,1,B,6,1,3,2,2,5,4,31,1,2,999,997,997,0,1,0,2,6,999,999,999,9999999,999,999,999,7,0,3,11,1,3,2,997,78.21052727411970000000,12,2
7275,22,64,1-22-2017-064-10,10,1,3GKGK26U1YG1,17,23,421,2000,15,3,15,0,1,T,2,2470,5,0,1,1,1,97,1,0,0,995,0,0,0,83855,1,2,0,4,2,1,2,1,1,1,1,2,0,0,2,1,0,0,1,1,1,1,8,2,2,4,1,A,3,1,4,2,2,1,3,61,1,2,13,997,997,0,0,0,1,6,999,999,999,9999999,999,999,999,7,0,0,0,0,0,3,997,147.61596655612600000000,12,2
7276,22,65,1-22-2017-065-10,10,1,4T1BE32KX4U8,17,49,40,2004,4,1,3,0,1,F,2,1455,5,0,2,5,1,56,1,0,0,995,0,0,0,83843,7,2,0,5,5,1,2,1,1,1,1,3,0,0,1,1,0,0,1,0,1,3,52,2,1,1,2,D,28,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,1,4,28,-28,0,52456,998,0,30,0,4,0,0,0,0,0,995,240.11221588755000000000,12,2
7276,22,65,1-22-2017-065-10,10,2,1GKGK13007J2,17,23,421,2007,15,3,15,0,1,B,1,2556,5,9999,9,4,0,56,1,0,0,995,0,0,0,83843,9,9,0,5,5,2,2,1,1,1,3,2,0,0,1,1,0,0,1,1,17,5,80,4,1,2,2,D,29,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,1,4,16,16,0,21848,998,-45,14,0,4,95,95,95,95,0,995,240.11221588755000000000,12,2
7321,22,66,1-22-2017-066-04,4,1,3MYDLBYV0HY1,17,49,51,2017,4,1,2,0,1,L,1,1095,5,0,1,1,1,40,1,0,0,995,0,0,0,83501,1,2,2,4,2,1,2,1,1,1,0,0,0,0,1,1,2,2,1,0,11,2,15,8,1,1,4,K,82,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,1,1,19,-10,17,16879,998,58,18,0,1,1,1,0,0,0,995,285.13604139823800000000,12,2
7321,22,66,1-22-2017-066-04,4,2,1HGCG668X2A0,17,37,32,2002,4,1,3,0,1,F,1,1375,5,0,1,1,1,56,1,0,0,995,0,0,0,83501,1,2,2,5,5,1,2,1,1,4,0,3,0,0,1,1,0,0,1,0,1,4,67,2,1,1,4,K,83,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,1,1,14,-14,0,15054,998,-22,16,0,1,0,0,0,0,0,995,285.13604139823800000000,12,2
7322,22,67,1-22-2017-067-03,3,1,JTEBU14R6701,17,49,401,2007,14,3,14,0,1,F,1,1950,5,0,1,1,1,56,1,0,0,995,0,0,0,83501,1,2,2,5,4,2,2,1,1,1,3,2,0,0,1,1,0,0,2,1,10,2,11,1,1,2,4,J,70,0,0,0,0,0,0,0,0,0,0,100,90,0,0,0,1,12,999,999,999,9999999,999,999,999,1,0,0,0,0,0,0,995,65.62058670324390000000,12,2
7322,22,67,1-22-2017-067-03,3,2,2T1BURHE5FC2,17,49,32,2015,4,1,3,0,1,L,1,1265,5,0,1,1,1,56,1,0,0,995,0,0,0,83501,1,2,2,5,4,1,2,1,1,1,0,3,0,0,1,1,0,0,1,0,1,4,60,2,1,1,4,J,71,0,0,0,0,0,0,0,0,0,0,90,100,0,0,0,1,12,999,999,999,9999999,999,999,999,2,0,0,0,0,6,0,995,65.62058670324390000000,12,2
7323,22,68,1-22-2017-068-03,3,1,1GNFK16U96J1,17,20,422,2006,15,3,15,0,1,R,1,2497,5,0,2,1,1,80,1,0,0,995,0,7,9,98074,1,2,2,4,2,1,2,1,1,1,1,2,0,0,1,8,5,2,2,0,1,2,17,1,1,1,5,L,87,0,0,0,0,0,0,0,0,0,0,100,350,0,0,0,1,1,8,-1,-8,2915,998,253,3,0,4,0,0,0,0,0,995,65.62058670661660000000,12,2
7323,22,68,1-22-2017-068-03,3,2,KMHCT4AE0GU0,17,55,36,2016,4,1,2,0,1,F,1,1155,5,0,2,1,1,97,1,0,0,995,0,7,9,99111,1,2,2,4,3,1,2,1,1,1,1,1,1,0,1,8,8,2,1,0,1,4,66,3,1,1,5,L,86,0,0,0,0,0,0,0,0,0,0,350,100,0,0,0,1,1,18,-18,-3,36616,998,-3,28,0,4,1,1,0,4,0,995,65.62058670661660000000,12,2
7378,22,69,1-22-2017-069-02,2,1,4S3BMBK64D30,17,48,34,2013,4,1,3,0,1,F,2,1550,5,0,1,1,1,97,1,0,0,995,0,0,0,99403,1,2,0,5,5,1,2,1,1,2,2,3,2,3,1,1,0,0,3,0,1,3,54,8,1,1,3,G,52,0,0,0,0,0,0,0,0,0,0,20,210,0,1,0,1,8,999,999,999,9999999,999,999,999,7,0,3,10,1,3,0,995,57.59449533622260000000,12,2
7378,22,69,1-22-2017-069-02,2,2,1C4NJRCB8DD2,17,2,407,2013,14,3,14,0,1,F,2,1411,5,0,1,1,1,97,1,0,0,995,0,0,0,83544,1,2,0,5,5,2,2,1,1,4,3,1,1,3,1,1,0,0,1,0,1,3,54,2,1,1,3,G,52,0,0,0,0,0,0,0,0,0,0,210,20,0,1,0,1,8,999,999,999,9999999,999,999,999,7,0,1,1,0,4,0,995,57.59449533622260000000,12,2
7379,22,70,1-22-2017-070-07,7,1,1C6RD7NT5CS1,17,7,482,2012,34,5,31,0,1,F,1,2404,5,0,2,3,1,40,1,0,0,995,0,0,0,83843,1,2,0,3,3,1,2,1,1,1,0,3,0,0,1,1,0,0,3,1,1,1,8,1,1,4,1,C,11,0,0,0,0,0,0,0,0,0,0,190,185,0,0,0,1,4,22,-22,0,41631,998,30,20,0,4,0,0,0,0,0,995,329.79358885912500000000,12,2
7379,22,70,1-22-2017-070-07,7,2,2G1WG5EK1B11,17,20,2,2011,4,1,4,0,2,B,2,1613,5,9999,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,329.79358885912500000000,12,2
7380,22,71,1-22-2017-071-04,4,1,3FA6P0H90DR1,17,12,23,2013,4,1,4,0,1,F,1,1554,5,0,1,1,1,40,1,0,0,995,0,0,0,83843,1,2,0,5,3,1,2,1,1,1,0,2,0,0,1,1,0,0,3,0,1,3,50,99,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,270,270,0,0,0,1,5,999,999,999,9999999,999,999,999,6,0,0,0,0,0,0,995,343.52366861375400000000,12,2
7380,22,71,1-22-2017-071-04,4,2,2HSCNAPR25C0,17,84,881,2005,66,8,68,0,1,B,9,,,,,,0,40,0,7,7,887,6,8,8,99998,8,8,0,5,3,1,2,1,1,1,0,2,0,0,1,1,0,0,0,8,0,3,53,0,0,0,2,D,21,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,343.52366861375400000000,12,2
7433,22,72,1-22-2017-072-09,9,1,5N1MD28T53C6,17,35,402,2003,14,3,14,0,1,T,2,1897,5,0,1,1,1,105,1,0,0,995,0,0,0,99402,1,2,0,1,2,1,2,1,1,1,1,3,0,0,1,1,0,0,1,0,1,3,53,1,1,1,2,D,25,1,4,2,2,1,4,61,1,2,30,997,997,0,1,0,2,6,999,999,999,9999999,999,999,999,7,0,1,2,0,4,3,997,366.95208876298200000000,12,2
7433,22,72,1-22-2017-072-09,9,2,4S3BH635X273,17,48,34,2002,6,1,3,0,1,F,1,1481,5,0,1,1,1,105,1,0,0,995,0,0,0,83843,1,2,0,1,2,1,2,1,1,1,1,3,0,0,1,1,0,0,3,0,1,3,51,1,1,1,2,D,24,0,0,0,0,0,0,0,0,0,0,50,55,0,1,0,1,9,999,999,999,9999999,999,999,999,6,0,2,5,0,4,0,995,366.95208876298200000000,12,2
7434,22,73,1-22-2017-073-03,3,1,3FA6P0HD4GR2,17,12,23,2016,4,1,4,0,1,R,1,1558,5,0,1,1,1,72,1,0,0,995,0,0,0,83540,1,1,3,5,3,1,2,1,1,1,0,2,0,0,1,1,0,0,2,0,11,2,15,1,1,1,4,K,76,0,0,0,0,0,0,0,0,0,0,15,350,0,0,0,1,5,999,999,999,9999999,999,999,17,2,0,1,1,0,4,0,995,52.60059946373740000000,12,2
7434,22,73,1-22-2017-073-03,3,2,3AKJGED53GSH,17,82,881,2016,66,8,68,0,1,L,9,,,,,,0,72,1,0,0,995,0,0,0,99212,9,9,3,5,3,1,2,1,1,1,0,2,0,0,1,1,0,0,9,0,1,4,70,99,1,1,4,K,77,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,52.60059946373740000000,12,2
7435,22,74,1-22-2017-074-03,3,1,1GNSKBKC7HR1,17,20,421,2017,15,3,15,0,1,F,1,2429,5,0,1,2,0,40,1,0,0,995,0,0,0,99403,9,9,2,4,2,1,2,1,1,1,0,0,0,0,1,1,2,2,9,0,1,2,17,2,1,1,5,L,88,0,0,0,0,0,0,0,0,0,0,180,90,0,0,0,1,4,12,-9,-8,17655,998,-132,10,0,4,95,95,95,95,0,995,51.85442253452010000000,12,2
7435,22,74,1-22-2017-074-03,3,2,2T3DFREV8EW1,17,49,402,2014,14,3,14,0,1,L,1,1615,5,0,1,3,1,40,1,0,0,995,0,0,0,83501,1,2,2,4,2,1,2,1,1,1,0,4,0,0,1,1,0,0,3,0,1,4,66,1,1,1,5,L,89,0,0,0,0,0,0,0,0,0,0,90,180,0,0,0,1,4,18,-11,14,27335,998,6,20,0,4,1,1,0,4,0,995,51.85442253452010000000,12,2
7554,22,75,1-22-2017-075-10,10,1,JH4CL96994C0,17,54,39,2004,4,1,3,0,1,F,1,1465,5,0,1,1,1,40,1,1,8,997,8,0,0,99403,1,2,0,4,2,1,2,1,1,4,0,0,0,0,5,1,0,0,3,1,99,2,13,1,1,4,1,C,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,4,24,-24,0,66326,998,60,31,0,4,0,0,0,0,0,995,1437.20064662858000000000,12,2
7554,22,75,1-22-2017-075-10,10,2,1G6KD54YX1U1,17,19,3,2001,8,1,5,0,2,L,1,1804,5,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,1437.20064662858000000000,12,2
7554,22,75,1-22-2017-075-10,10,3,1B7GG22Y0WS7,17,7,472,1998,34,5,30,0,2,L,2,1805,5,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,1437.20064662858000000000,12,2
7556,22,77,1-22-2017-077-03,3,1,1G1BE5SM1H72,17,20,25,2017,4,1,3,0,1,R,1,1399,5,0,2,1,1,40,1,0,0,995,0,0,0,02140,7,2,2,4,2,1,2,1,1,1,0,0,0,0,1,1,2,2,2,0,1,2,17,1,1,1,5,L,87,0,0,0,0,0,0,0,0,0,0,170,80,0,0,0,1,4,22,-10,-27,25127,998,98,17,0,1,1,1,0,4,0,995,85.56016526470580000000,12,2
7556,22,77,1-22-2017-077-03,3,2,1GCHK23DX7F1,17,20,481,2007,34,5,31,0,1,F,1,2668,5,0,2,3,1,40,1,0,0,995,0,0,0,83501,1,2,2,4,2,1,2,1,1,1,0,0,0,0,1,1,0,0,1,0,1,4,66,1,1,1,5,L,86,0,0,0,0,0,0,0,0,0,0,80,170,0,0,0,1,4,15,-14,5,71207,998,90,23,0,1,0,0,0,6,0,995,85.56016526470580000000,12,2
7563,22,78,1-22-2017-078-04,4,1,2G1WL54T4P11,17,20,20,1993,4,1,3,0,1,F,1,1416,5,9999,9,4,1,40,1,0,0,995,0,0,9,83843,9,9,2,4,2,1,2,1,1,1,0,0,0,0,1,1,2,2,3,0,1,2,17,1,1,1,4,K,79,0,0,0,0,0,0,0,0,0,0,265,205,0,0,0,1,12,999,999,999,9999999,999,999,999,2,0,0,0,0,0,0,995,175.01303869750500000000,12,2
7563,22,78,1-22-2017-078-04,4,2,4S4BSBCC0G32,17,48,45,2016,6,1,3,0,1,L,1,1614,5,9999,9,4,1,40,1,0,0,995,0,0,9,83843,9,9,2,4,2,1,2,1,1,1,0,0,0,0,1,1,2,2,9,0,10,4,66,1,1,1,4,K,78,0,0,0,0,0,0,0,0,0,0,205,265,0,0,0,1,12,999,999,999,9999999,999,999,999,2,0,0,0,0,0,0,995,175.01303869750500000000,12,2
7596,22,79,1-22-2017-079-06,6,1,999999999999,99,23,890,1979,64,8,60,0,1,F,9,,,,,,0,105,1,0,0,995,0,0,0,99179,9,9,2,1,3,3,2,1,1,1,1,2,0,0,1,1,0,0,9,0,11,2,15,99,9,9,4,J,68,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,77.13691138819550000000,12,2
7596,22,79,1-22-2017-079-06,6,2,3C3CFFAR6CT4,17,36,38,2012,3,1,1,0,1,F,1,1068,5,0,2,1,1,105,1,0,0,995,0,0,0,99403,1,2,2,1,2,1,2,1,1,1,1,3,0,0,1,1,0,0,1,1,1,4,66,4,2,4,4,J,69,0,0,0,0,0,0,0,0,0,0,998,998,0,1,1,3,1,21,-21,0,20140,998,0,21,0,1,1,2,0,4,0,998,77.13691138819550000000,12,2
7598,22,81,1-22-2017-081-09,9,1,KM8SB12B03U5,17,55,401,2003,14,3,14,0,1,F,1,1585,5,0,1,1,1,40,1,0,0,995,0,0,0,83843,1,2,0,4,2,1,2,1,2,1,0,2,0,0,1,1,0,0,3,1,14,2,12,1,1,4,1,B,6,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,1,1,17,-17,0,17880,998,0,17,0,1,0,0,0,6,0,998,358.22272855931900000000,12,2
7619,22,82,1-22-2017-082-03,3,1,5J6RM4H50GL1,17,37,402,2016,14,3,14,0,1,L,1,1586,5,0,1,1,1,40,1,0,0,995,0,0,0,99403,1,2,4,4,2,1,2,1,1,1,0,2,0,0,1,1,0,0,1,1,16,4,60,1,1,4,1,C,11,1,1,2,1,4,4,2,4,2,999,997,997,0,0,0,2,6,999,999,999,9999999,999,999,999,6,0,1,1,0,4,1,997,50.62086658196620000000,12,2
7619,22,82,1-22-2017-082-03,3,2,1FM5K8F8XFGB,17,12,401,2015,14,3,14,0,2,L,2,2146,5,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,50.62086658196620000000,12,2
