CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,VINLENGTH,MAKE,MODEL,MODELYR,BODYTYPE,BODYCAT,VEHCLASS,SPECUSE,TRANSTAT,DAMPLANE,DAMSEV,CURBWT,CURBSRC,CARGOWT,CARGOSRC,INSPTYPE,TOWSTAT,SPEEDLIMIT,DRPRESENT,PARALCOHOL,ALCTEST,ALCTESTRESULT,ALCTESTSRC,PARDRUG,DRUGTEST,ZIP,RACE,ETHNICITY,RELTOJUNCT,TRAFFLOW,RDLANES,INITLANE,SURFTYPE,SURFCOND,ALIGNMENT,PROFILE,LINERIGHT,LINELEFT,RUMBINIT,RUMBROAD,LIGHTCOND,WEATHER,TRAFDEV,TRAFFUNCT,DISTRACT,PREFHE,PREMOVE,CRITCAT,CRITEVENT,MANEUVER,PRESTAB,PRELOC,CRASHCAT,CRASHCONF,CRASHTYPE,ROLLTYPE,ROLLTURN,ROLLINTRPT,ROLLPREMAN,ROLLINITYP,ROLLINLOC,ROLLOBJ,ROLLTRIP,ROLLDIR,ROLLDIST,DVANGTHIS,DVANGOTH,TOWHITCH,TRAJDOC,TREEPOLE,DVEVENT,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBES,DVEST,DVCONF,VAIS,VISS,VINJURED,VTREAT,INITOBJCLASS,HEADANGLECAT,CASEWGT,PSUSTRAT,VERSION
6883,16,34,1-16-2017-034-04,4,1,2GKALSEK6D64,17,23,402,2013,14,3,14,0,1,F,1,1748,5,0,1,1,1,105,1,0,0,995,0,0,0,45011,9,9,0,2,3,3,2,1,1,1,3,2,1,3,1,8,0,0,9,0,1,6,87,99,1,1,1,C,13,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,1,10,999,999,999,9999999,999,999,14,2,0,0,0,0,0,0,998,1494.08520176857000000000,5,2
6908,16,35,1-16-2017-035-04,4,1,999999999999,99,20,26,2013,5,1,3,0,1,R,1,1715,5,9999,9,0,1,56,1,0,0,995,0,0,0,45223,2,2,3,1,3,3,2,2,1,1,4,4,0,0,1,2,0,0,1,1,11,2,15,99,1,2,4,J,68,0,0,0,0,0,0,0,0,0,0,10,270,0,0,0,1,3,17,-8,-14,64335,998,-157,20,0,4,1,1,0,5,0,995,14605.27882648470000000000,5,2
6908,16,35,1-16-2017-035-04,4,2,19XFB2F97CE0,17,37,31,2012,4,1,3,0,1,F,1,1267,5,0,1,2,0,56,1,0,0,995,0,0,0,45224,9,9,3,1,3,1,2,2,1,1,0,3,0,0,1,2,0,0,9,0,1,4,66,1,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,270,10,0,0,0,1,3,22,-21,8,27731,998,123,17,0,4,95,95,95,95,0,995,14605.27882648470000000000,5,2
6951,16,37,1-16-2017-037-06,6,1,1G1YY23PXN51,17,20,4,1992,3,1,1,0,1,L,2,1477,5,0,1,1,1,56,1,0,0,995,0,0,0,40515,9,9,0,4,4,2,2,2,1,2,3,2,0,0,1,2,0,0,9,1,1,1,6,99,4,2,3,I,64,0,0,0,0,0,0,0,0,0,0,70,105,0,0,0,1,1,38,29,24,148483,998,45,47,0,4,99,99,0,99,0,995,986.06523961507900000000,5,2
6951,16,37,1-16-2017-037-06,6,2,4T4BE46K89R1,17,49,40,2009,4,1,4,0,1,F,2,1500,5,0,1,1,1,56,1,0,0,995,0,0,0,45211,9,9,0,4,4,2,2,2,1,4,3,4,0,0,1,2,0,0,9,0,1,4,62,99,1,1,3,I,65,0,0,0,0,0,0,0,0,0,0,105,70,0,0,0,1,1,37,-37,0,31594,998,0,23,0,4,99,99,0,99,0,995,986.06523961507900000000,5,2
6985,16,38,1-16-2017-038-02,2,1,1FT7X2A64FED,17,12,481,2015,34,5,31,0,1,F,1,2826,5,3629,2,1,1,48,1,0,0,995,0,0,0,45140,1,2,2,4,4,1,2,2,3,1,0,3,0,0,1,8,1,2,1,0,14,4,67,3,1,1,4,K,83,0,0,0,0,0,0,0,0,0,0,140,50,1,0,0,1,5,999,999,999,9999999,999,999,999,1,0,0,0,0,0,0,995,93.33952445517990000000,5,2
6985,16,38,1-16-2017-038-02,2,2,1N6BF0LY5HN8,17,35,461,2017,21,4,21,0,1,L,1,2759,5,0,2,1,1,48,1,0,0,995,0,0,0,45244,9,9,2,3,2,2,2,2,1,1,1,2,0,0,1,8,1,2,9,0,11,2,15,1,1,1,4,K,82,0,0,0,0,0,0,0,0,0,0,50,140,0,0,0,1,5,999,999,999,9999999,999,999,999,2,0,2,4,0,4,0,995,93.33952445517990000000,5,2
7016,16,39,1-16-2017-039-04,4,1,KNAFX4A64F54,17,63,38,2015,4,1,3,0,1,F,2,1272,5,0,1,5,1,56,1,0,0,995,0,0,0,45238,2,2,0,4,4,2,2,1,3,4,3,2,0,3,1,1,0,0,1,1,14,3,50,99,1,2,2,D,20,0,0,0,0,0,0,0,0,0,0,120,120,0,0,0,1,98,999,999,999,9999999,999,999,999,7,0,0,0,0,0,0,995,2127.02225203264000000000,5,2
7016,16,39,1-16-2017-039-04,4,2,JH4DB8582TS0,17,54,31,1996,4,1,2,0,1,B,2,1187,5,0,2,5,1,56,0,7,7,887,6,8,8,99998,8,8,0,4,4,1,2,1,3,4,0,3,2,3,1,1,0,0,0,8,0,3,53,0,0,0,2,D,21,0,0,0,0,0,0,0,0,0,0,120,120,0,0,0,1,98,999,999,999,9999999,999,999,999,7,0,0,,0,,0,995,2127.02225203264000000000,5,2
7062,16,40,1-16-2017-040-05,5,1,4T1BK36BX9U3,17,49,43,2009,4,1,4,0,1,R,2,1615,5,0,1,2,0,32,1,0,0,995,0,0,0,45219,9,9,2,4,2,1,2,1,1,4,0,2,0,0,1,1,2,2,9,0,1,2,17,99,1,1,5,L,87,0,0,0,0,0,0,0,0,0,0,175,115,0,0,0,1,1,27,5,-26,28097,998,-44,20,0,1,95,95,95,95,0,995,43.90326223982030000000,5,2
7062,16,40,1-16-2017-040-05,5,2,5TDBK3EH5BS0,17,49,403,2011,14,3,14,0,1,F,1,1896,5,0,1,1,1,56,1,0,0,995,0,0,0,45238,1,2,2,4,2,1,2,1,1,2,0,2,0,0,1,1,0,0,1,0,1,2,17,2,1,1,5,L,86,0,0,0,0,0,0,0,0,0,0,115,175,0,0,0,1,1,20,-19,7,72778,998,97,24,0,1,1,1,0,4,0,995,43.90326223982030000000,5,2
7086,16,42,1-16-2017-042-07,7,1,3GCPKTE70CG1,17,20,481,2012,34,5,31,0,1,R,1,2397,5,0,1,1,1,56,1,0,0,995,0,0,0,45069,1,2,0,4,4,1,2,1,1,1,0,3,0,0,1,1,0,0,1,1,1,2,13,1,1,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,1,1,1,8,999,999,999,9999999,999,999,999,6,0,0,0,0,0,0,998,880.36569952568900000000,5,2
7116,16,43,1-16-2017-043-03,3,1,3TMLU4ENXFM1,17,49,472,2015,34,5,30,0,1,F,9,1914,5,0,1,4,1,56,1,0,0,995,0,1,3,45236,1,9,0,4,2,1,2,1,1,2,0,2,0,0,1,1,0,0,9,1,1,2,13,99,1,4,1,C,11,0,0,0,0,0,0,0,0,0,0,190,200,0,0,0,1,12,999,999,999,9999999,999,999,999,9,0,1,1,0,8,0,995,957.10878992152000000000,5,2
7116,16,43,1-16-2017-043-03,3,2,KM8SC13D75U9,17,55,401,2005,14,3,14,0,2,B,2,1585,5,9999,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,957.10878992152000000000,5,2
7165,16,44,1-16-2017-044-04,4,1,1G1ZE5ST9GF2,17,20,37,2016,4,1,4,0,1,F,2,1400,5,0,1,1,1,32,1,0,0,995,0,0,0,45238,9,9,0,4,2,1,2,1,3,4,0,2,0,0,2,1,0,0,9,1,14,4,62,99,1,2,3,I,66,0,0,0,0,0,0,0,0,0,0,160,340,0,0,0,1,3,26,-26,0,36444,998,-19,25,0,4,0,0,0,0,0,995,406.54415384419700000000,5,2
7165,16,44,1-16-2017-044-04,4,2,1GDY72BA3C19,17,23,461,2012,21,4,21,0,1,9,1,2462,5,9999,9,6,0,32,1,0,0,995,0,0,0,45223,9,9,0,4,2,1,2,1,3,2,1,2,0,0,2,1,0,0,9,1,14,4,62,99,1,3,3,I,66,0,0,0,0,0,0,0,0,0,0,340,160,0,0,0,1,3,15,-15,0,26679,998,0,16,0,4,95,95,95,95,0,995,406.54415384419700000000,5,2
7188,16,46,1-16-2017-046-06,6,1,JTDKN3DU8B02,17,49,46,2011,5,1,3,0,1,F,1,1380,5,9999,9,0,0,56,1,0,0,995,0,0,0,45255,9,9,3,4,3,2,2,1,1,2,1,2,0,0,1,1,0,0,9,0,1,3,55,99,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,1,3,9,-9,-2,4397,998,-61,8,0,4,95,95,95,95,0,995,234.69502727420400000000,5,2
7188,16,46,1-16-2017-046-06,6,2,1G1JC5SHXC41,17,20,28,2012,4,1,1,0,1,L,1,1237,5,0,1,1,1,56,1,0,0,995,0,0,0,45255,9,9,3,4,2,1,2,1,1,2,1,4,0,0,1,1,0,0,9,0,11,2,15,99,1,2,4,J,68,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,1,3,10,2,10,11532,998,124,11,0,1,99,99,0,5,0,995,234.69502727420400000000,5,2
7240,16,48,1-16-2017-048-01,1,1,WAUBFAFL3BN0,17,32,43,2011,4,1,4,0,1,F,3,1530,5,9999,9,5,1,56,1,1,2,996,1,0,0,45238,9,9,0,4,3,1,2,2,2,1,0,2,0,0,3,8,0,0,9,1,14,1,6,99,9,4,1,B,7,1,2,1,2,6,4,59,3,1,6,996,996,0,0,0,1,7,999,999,999,9999999,999,999,999,8,0,5,54,2,1,3,996,85.68803151017660000000,5,2
7273,16,49,1-16-2017-049-03,3,1,JTMRFREV9FD1,17,49,402,2015,14,3,14,0,1,F,1,1615,5,0,1,1,1,105,1,0,0,995,0,0,0,47025,1,2,1,3,2,1,2,1,1,2,0,1,2,3,1,1,0,0,2,0,1,6,87,1,1,1,1,C,13,0,0,0,0,0,0,0,0,0,0,998,998,0,1,0,1,10,999,999,999,9999999,999,999,999,6,0,1,1,0,4,0,998,339.16571743006300000000,5,2
7274,16,50,1-16-2017-050-03,3,1,KMHCT4AEXGU9,17,55,36,2016,4,1,2,0,1,F,1,1155,5,0,1,1,1,89,1,0,0,995,0,0,0,45207,2,2,1,3,1,1,2,1,1,4,1,1,0,0,1,8,0,0,1,1,17,3,52,8,1,4,1,A,1,1,1,2,2,1,4,49,1,1,999,998,998,0,1,1,1,1,14,-14,0,8957,998,9,14,0,1,1,1,0,4,3,998,339.16571743006300000000,5,2
7304,16,51,1-16-2017-051-06,6,1,1B3LC46B99N5,17,7,26,2009,4,1,3,0,1,F,2,1542,5,0,1,1,1,56,1,0,0,995,0,0,0,45239,1,2,0,4,2,1,2,2,3,2,0,2,0,0,1,2,0,0,1,1,14,1,6,2,2,4,1,A,2,0,0,0,0,0,0,0,0,0,0,998,998,0,1,2,1,10,999,999,999,9999999,999,999,999,7,0,1,1,0,6,0,998,3067.09838689603000000000,5,2
7357,16,52,1-16-2017-052-08,8,1,1GDEG25Z5PF5,17,23,461,1993,21,4,21,0,1,F,1,2069,5,0,1,1,1,72,1,0,0,995,0,0,0,47025,1,2,2,4,2,1,2,1,1,1,0,2,0,0,1,8,0,0,9,0,1,3,55,99,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,180,60,0,1,0,1,1,24,-21,12,69049,998,68,26,0,1,1,2,0,4,0,995,446.39018515147900000000,5,2
7357,16,52,1-16-2017-052-08,8,2,2T1CF22P81C5,17,49,44,2001,2,1,3,0,1,L,2,1440,5,0,1,1,1,72,1,0,0,995,0,0,0,47060,9,9,2,4,2,1,2,1,1,1,0,2,0,0,1,8,2,2,9,0,11,2,15,99,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,60,180,0,1,0,1,1,34,0,34,59209,998,-45,30,0,1,9,97,0,8,0,995,446.39018515147900000000,5,2
7358,16,53,1-16-2017-053-05,5,1,5NPET4AC8AH6,17,55,33,2010,4,1,3,0,1,F,3,1493,5,0,1,1,1,80,1,0,0,995,0,0,0,45211,1,2,0,4,2,1,2,1,1,1,1,2,0,0,1,8,0,0,9,0,1,4,62,99,1,1,3,G,51,0,0,0,0,0,0,0,0,0,0,240,65,0,0,0,1,1,82,-82,0,418398,998,5,83,0,2,3,19,1,3,0,995,92.13841593463610000000,5,2
7358,16,53,1-16-2017-053-05,5,2,1P3ES46C61D2,17,9,20,2001,4,1,3,0,1,F,3,1164,5,46,1,1,1,80,1,9,8,997,8,9,3,45154,1,2,0,4,2,1,2,1,1,1,1,2,0,0,1,8,0,0,9,1,1,2,10,99,1,2,3,G,50,0,0,0,0,0,0,0,0,0,0,65,240,0,0,0,1,1,100,-100,0,517403,998,34,99,0,2,3,13,1,3,0,995,92.13841593463610000000,5,2
7426,16,54,1-16-2017-054-03,3,1,1HGCR2F80DA1,17,37,32,2013,4,1,4,0,1,B,2,1615,5,0,1,1,1,64,1,0,0,995,0,0,0,45241,9,9,2,4,6,2,2,1,1,1,3,1,0,0,1,1,1,2,1,0,5,3,53,1,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,50,15,0,0,0,1,3,26,23,-13,62347,998,64,28,0,4,1,1,0,4,0,995,168.32205062365500000000,5,2
7426,16,54,1-16-2017-054-03,3,2,JF2SHAEC5BH7,17,48,401,2011,14,3,14,0,1,F,2,1500,5,0,1,3,1,64,1,0,0,995,0,0,0,45030,1,2,2,4,6,3,2,1,1,1,3,1,0,0,1,1,1,2,9,0,1,3,50,1,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,15,50,0,0,0,1,3,27,-27,-5,44787,998,-61,25,0,4,0,0,0,0,0,995,168.32205062365500000000,5,2
7529,16,55,1-16-2017-055-03,3,1,5XXGN4A71EG2,17,63,34,2014,4,1,4,0,1,L,1,1484,5,0,2,5,1,56,1,0,0,995,0,0,0,41059,1,2,0,4,4,1,2,1,1,4,0,2,0,0,1,1,0,0,3,1,1,2,13,99,1,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,1,12,999,999,999,9999999,999,999,999,1,0,0,0,0,4,0,998,398.50972604971200000000,5,2
7530,16,56,1-16-2017-056-05,5,1,3GNCA23D18S6,17,20,23,2008,6,1,2,0,1,L,1,1431,5,0,1,1,1,56,1,0,0,995,0,0,0,45207,9,9,0,4,2,1,2,1,1,2,0,3,0,0,1,1,0,0,3,1,1,2,13,1,1,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,1,1,3,1,24,-24,0,46598,998,-79,24,0,1,1,1,0,8,0,998,67.91261798517790000000,5,2
7589,16,57,1-16-2017-057-03,3,1,2HKRM4H38DH6,17,37,402,2013,14,3,14,0,1,R,1,1500,5,0,1,1,1,40,1,0,0,995,0,0,0,45211,9,9,2,4,2,1,2,1,1,4,1,2,0,0,1,8,2,2,1,0,1,2,17,1,1,1,5,L,87,0,0,0,0,0,0,0,0,0,0,15,290,0,0,0,1,1,18,-6,-17,19549,998,-76,15,0,1,1,1,0,5,0,995,1086.81269314683000000000,5,2
7589,16,57,1-16-2017-057-03,3,2,5FNRL38767B4,17,37,441,2007,20,4,20,0,1,F,1,2062,5,0,1,1,1,40,1,0,0,995,0,0,0,45239,1,2,2,4,2,1,2,1,1,2,1,2,0,0,1,8,0,0,9,0,1,4,66,99,1,1,5,L,86,0,0,0,0,0,0,0,0,0,0,290,15,0,0,0,1,1,14,-13,5,26336,998,46,17,0,1,1,2,0,4,0,995,1086.81269314683000000000,5,2
7656,16,58,1-16-2017-058-07,7,1,KL2TD66E29B6,17,22,25,2009,5,1,1,0,1,F,1,1105,5,0,1,1,1,56,1,0,0,995,0,0,0,45238,9,9,0,4,2,1,2,2,1,1,0,2,0,0,1,2,0,0,9,0,1,3,52,99,1,1,2,D,28,0,0,0,0,0,0,0,0,0,0,235,235,0,0,0,1,3,16,-16,0,8821,998,-1,14,0,4,0,0,0,0,0,995,1698.43017360501000000000,5,2
7656,16,58,1-16-2017-058-07,7,2,JTLZE4FE1DJ0,17,67,31,2013,6,1,2,0,1,B,1,1373,5,0,1,2,0,56,1,0,0,995,0,0,0,45238,9,9,0,4,2,1,2,2,1,1,0,3,0,0,1,2,0,0,1,0,2,2,18,99,1,1,2,D,29,0,0,0,0,0,0,0,0,0,0,235,235,0,0,0,1,3,13,13,0,12575,998,0,15,0,4,95,95,95,95,0,995,1698.43017360501000000000,5,2
7657,16,59,1-16-2017-059-02,2,1,1GHDT13S2323,17,21,401,2003,14,3,14,0,1,F,1,2099,5,0,1,1,1,40,1,0,0,995,0,0,0,45238,2,2,2,4,2,1,2,1,1,2,0,2,0,0,1,1,2,2,1,0,1,2,17,2,1,1,5,L,86,0,0,0,0,0,0,0,0,0,0,195,285,0,0,0,1,1,18,-17,6,39707,998,73,19,0,1,0,0,0,0,0,995,36.43112050276990000000,5,2
7657,16,59,1-16-2017-059-02,2,2,3FA6P0G70HR2,17,12,23,2017,4,1,4,0,1,R,1,1558,5,0,1,1,1,40,1,0,0,995,0,0,0,45238,2,2,2,4,2,1,2,1,1,2,0,2,0,0,1,1,0,0,1,0,1,4,66,1,1,1,5,L,87,0,0,0,0,0,0,0,0,0,0,285,195,0,0,0,1,1,23,-8,-22,41388,998,76,22,0,1,1,1,0,4,0,995,36.43112050276990000000,5,2
7731,16,60,1-16-2017-060-08,8,1,2G4WS52J9Y12,17,18,7,2000,4,1,3,0,1,F,2,1528,5,0,1,1,1,56,1,0,0,995,0,0,0,45224,2,2,2,4,4,2,2,1,3,4,0,2,0,0,3,1,0,0,3,1,14,2,11,3,1,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,0,2,3,11,999,999,999,9999999,999,999,999,7,0,2,4,0,3,0,998,975.90571238197800000000,5,2
7842,16,61,1-16-2017-061-03,3,1,JM1CW2BL3E01,17,41,52,2014,6,1,3,0,1,F,2,1569,5,0,1,1,1,56,1,0,0,995,0,0,0,45238,1,2,2,4,5,3,2,1,1,1,1,2,0,0,1,1,1,2,3,0,11,2,15,2,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,20,255,0,0,0,1,1,29,-19,-22,54974,998,-147,20,0,1,0,0,0,0,0,995,758.40852943395400000000,5,2
7842,16,61,1-16-2017-061-03,3,2,1G1ND52J02M6,17,20,37,2002,4,1,3,0,1,F,2,1384,5,0,1,1,1,56,1,0,0,995,0,0,0,45248,9,9,2,4,4,1,2,1,1,4,0,2,0,0,1,1,1,2,9,0,1,4,66,99,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,255,20,0,0,0,1,1,32,-32,6,116617,998,13,45,0,1,99,99,0,99,0,995,758.40852943395400000000,5,2
7879,16,63,1-16-2017-063-04,4,1,4T1BF1FK6EU8,17,49,40,2014,4,1,3,0,1,F,2,1441,5,0,1,1,1,72,1,0,0,995,0,0,0,45208,9,9,0,4,6,3,2,1,1,2,3,4,0,0,3,1,0,0,9,0,1,3,50,99,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,1,1,25,-25,0,17576,998,0,17,0,4,0,0,0,0,0,995,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,2,1C4NJDCB5DD1,17,2,1,2013,6,1,2,0,1,B,2,1398,5,0,1,2,0,72,1,0,0,995,0,0,0,45895,9,9,0,4,6,3,2,1,1,2,3,2,0,0,3,1,0,0,9,0,5,3,53,99,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,1,1,26,26,0,55075,998,-10,31,0,4,95,95,95,95,0,995,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,3,999999999999,99,99,399,9999,9,1,9,99,1,9,9,9999,9,9999,9,0,0,72,1,9,0,995,0,7,0,99999,9,9,0,4,6,3,2,1,1,2,3,2,0,0,3,1,0,0,9,0,5,3,53,99,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,30,30,9,0,0,2,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,0,995,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,1,JN8AS5MV7EW7,17,35,51,2014,6,1,3,0,1,F,1,1639,5,0,1,1,1,56,1,0,0,995,0,0,0,40515,9,9,2,4,4,2,2,2,1,1,3,2,0,0,1,2,1,2,9,0,11,2,15,2,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,1,1,20,-18,-7,37997,998,-37,23,0,4,0,0,0,0,0,995,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,2,19UUA66275A0,17,54,35,2005,4,1,3,0,1,F,1,1622,5,0,1,2,0,56,1,0,0,995,0,0,0,45246,9,9,2,4,4,1,2,2,1,2,0,3,0,0,1,2,1,2,1,0,1,4,62,99,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,1,1,20,-19,7,18372,998,56,16,0,4,95,95,95,95,0,995,975.91550235041800000000,5,2
7941,16,65,1-16-2017-065-02,2,1,2GNALDEK3C62,17,20,404,2012,14,3,14,0,1,R,1,1706,5,0,1,1,1,56,1,0,0,995,0,0,0,45238,7,2,2,4,2,1,2,1,1,1,0,0,0,0,1,1,2,2,1,0,11,2,15,2,1,1,4,K,76,0,0,0,0,0,0,0,0,0,0,300,220,0,0,0,1,1,13,-2,-13,22008,998,-71,16,0,1,1,1,0,6,0,995,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,2,1ZVBP8AM4D52,17,12,3,2013,2,1,3,0,1,F,1,1701,5,0,1,1,1,56,1,0,0,995,0,0,0,45224,2,9,2,4,2,1,2,1,1,1,0,2,0,0,1,1,0,0,9,0,1,4,65,99,1,1,4,K,77,0,0,0,0,0,0,0,0,0,0,220,300,0,0,0,1,1,14,-13,5,9484,998,76,10,0,1,9,97,0,8,0,995,86.48846061142220000000,5,2
8000,16,66,1-16-2017-066-06,6,1,1G2ZG57N8841,17,22,22,2008,4,1,4,0,1,F,1,1507,5,0,1,1,1,56,1,0,0,995,0,0,0,45002,1,2,2,4,6,3,2,1,1,4,3,2,0,0,1,1,1,2,9,0,1,3,50,4,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,65,60,0,0,0,1,1,12,-12,0,10646,998,-46,12,0,4,1,1,0,0,0,995,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,2,JTHBB1BA0A20,17,59,37,2010,4,1,3,0,1,B,1,1670,5,0,1,1,1,56,1,0,0,995,0,0,0,41071,9,9,2,4,6,3,2,1,1,4,3,2,0,0,1,1,1,2,9,0,5,3,53,1,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,60,65,0,0,0,1,1,11,11,0,7216,998,-50,10,0,4,0,0,0,0,0,995,554.32085735500400000000,5,2
8001,16,67,1-16-2017-067-05,5,1,1G1ZC5E09CF1,17,20,37,2012,4,1,4,0,1,L,1,1551,5,0,1,1,1,56,1,0,0,995,0,0,0,45011,7,1,2,4,4,1,2,1,1,4,0,0,0,0,3,1,2,2,9,0,11,2,15,99,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,70,160,0,0,0,1,1,21,-10,18,53924,998,-97,23,0,1,2,5,0,3,0,995,48.70594665109840000000,5,2
8001,16,67,1-16-2017-067-05,5,2,1FTYR44U04PA,17,12,471,2004,34,5,30,0,1,F,1,1502,5,0,1,1,1,56,1,0,0,995,0,0,0,45238,1,2,2,4,4,1,2,1,1,1,3,0,0,0,3,1,0,0,1,0,1,4,66,4,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,160,70,0,0,0,1,1,24,-21,-12,34742,998,-87,21,0,1,1,2,0,6,0,995,48.70594665109840000000,5,2
8067,16,68,1-16-2017-068-06,6,1,3FADP4AJ2CM1,17,12,32,2012,4,1,1,0,1,F,1,1160,5,0,1,1,1,56,1,0,0,995,0,0,0,45220,1,2,0,5,5,1,2,1,2,2,0,3,0,0,1,1,0,0,9,0,14,4,72,3,1,1,4,K,83,0,0,0,0,0,0,0,0,0,0,215,130,0,0,0,1,1,11,-10,-4,11478,998,-17,16,0,4,1,2,0,4,0,995,1059.70250797157000000000,5,2
8067,16,68,1-16-2017-068-06,6,2,1HGCB7696PA0,17,37,32,1993,4,1,3,0,1,L,1,1253,5,0,1,5,1,0,1,0,0,995,0,0,0,45239,2,2,0,4,2,1,2,1,1,1,0,0,0,0,1,1,0,0,1,0,11,2,15,99,1,1,4,K,82,0,0,0,0,0,0,0,0,0,0,130,215,0,0,0,1,1,10,-2,10,3844,998,124,7,0,1,0,0,0,0,0,995,1059.70250797157000000000,5,2
8116,16,69,1-16-2017-069-08,8,1,3N1AB7AP2GY2,17,35,43,2016,4,1,3,0,1,F,1,1306,5,0,1,2,0,56,1,0,0,995,0,0,0,38583,9,9,2,4,7,4,2,2,1,1,2,1,0,0,1,2,1,2,9,0,11,2,15,99,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,80,40,0,0,0,1,1,20,-13,-16,56491,998,-105,26,0,4,95,95,95,95,0,995,455.56218219892500000000,5,2
8116,16,69,1-16-2017-069-08,8,2,JTJHF10U9202,17,59,401,2002,14,3,14,0,1,L,1,1780,5,0,1,1,1,56,1,0,0,995,0,0,0,45069,1,2,2,4,6,3,2,2,1,2,3,2,0,0,1,2,1,2,9,0,1,2,17,99,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,40,80,0,0,0,1,1,14,0,14,4768,998,104,6,0,4,9,97,0,4,0,995,455.56218219892500000000,5,2
8117,16,70,1-16-2017-070-06,6,1,1FUJA6CKX6LW,17,82,884,2006,66,8,68,0,1,L,9,,,,,,1,56,1,0,0,995,0,0,0,45242,9,9,2,4,3,2,2,1,1,1,3,2,0,0,1,8,1,2,9,0,1,2,17,99,1,1,4,K,77,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,1070.17056183628000000000,5,2
8117,16,70,1-16-2017-070-06,6,2,WD8PE7458751,17,7,462,2009,21,4,21,0,1,R,1,2546,5,0,1,1,1,56,1,0,0,995,0,0,0,45236,9,9,2,3,3,2,2,1,1,1,1,1,0,0,1,8,1,2,9,0,11,4,65,99,1,1,4,K,76,0,0,0,0,0,0,0,0,0,0,250,240,0,0,0,1,5,999,999,999,9999999,999,999,11,2,0,99,99,0,99,0,995,1070.17056183628000000000,5,2
8117,16,70,1-16-2017-070-06,6,3,3N1AB6AP3BL6,17,35,43,2011,4,1,3,0,1,R,1,1351,5,57,2,1,1,56,1,0,0,995,0,0,0,45237,2,2,2,3,3,3,2,1,1,1,1,1,0,0,1,8,1,2,1,0,11,3,51,7,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,250,240,0,0,0,2,5,999,999,999,9999999,999,999,999,2,0,0,0,0,6,0,995,1070.17056183628000000000,5,2
8198,16,71,1-16-2017-071-06,6,1,1FBJS31H0RHB,17,12,461,1994,21,4,21,0,1,F,1,2586,5,9999,9,0,1,80,1,0,0,995,0,0,0,45030,9,9,1,2,2,1,2,1,1,4,1,3,2,2,3,1,0,0,9,0,1,3,50,99,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,315,315,0,0,0,1,3,24,-24,0,57656,998,0,24,0,4,0,0,0,0,0,995,2078.07642744592000000000,5,2
