CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EVENTNO,OBJCONT,PDOF,OCLOCK,ENDSHIFT,OVERUNDER,HEADINGANG,CDC,CDCPLANE,CDCLONGLAT,CDCVERTLAT,CDCDISTRIB,CDCEXTENT,DAMAPILLAR,DAMBPILLAR,DAMCPILLAR,DAMOTHPILLAR,SILLHEIGHT,CMAXHEIGHT,DOORSILLDIFF,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBARRIER,DVESTIMATE,DVRANK,DIRECTLOCATION,FIELDLLOCATION,CMAXLOCATION,FIELDL,FIELDLD,DIRECTL,DIRECTD,DIRECTWIDTH,CMAX,C1,C2,C3,C4,C5,C6,ROLLLAT,ROLLVERT,CASEWGT,PSUSTRAT,VERSION
6874,22,40,1-22-2017-040-07,7,2,1,1,30,1,9,0,0,01FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,13,-11,-6,7751,998,-112,9,0,1,FLBC to the right 84cm,BC to BC,FLBC,110,0,110,-13,84,3,3,0,1,2,0,0,,,404.02694742794100000000,12,2
6875,22,41,1-22-2017-041-08,8,1,1,31,998,0,0,0,888,00TDDO06,T,D,D,O,06,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,8,1,WS HEADER - rail to rail,Not Measured - Rollover,R WS HEADER,888,888,888,888,888,,,,,,,,31,69,113.69569845778500000000,12,2
6920,22,44,1-22-2017-044-08,8,1,1,68,0,12,0,0,888,12FDHW09,F,D,H,W,09,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,3,1,Not Measured,Not Measured,Not Measured,999,999,999,999,999,999,999,999,999,999,999,999,,,83.04274410109830000000,12,2
6925,22,45,1-22-2017-045-07,7,1,1,79,999,99,0,0,888,99FCGN08,F,C,G,N,08,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,9,1,WS Only,No measured - partially repaired,"Not measured, WS only",999,999,155,999,999,999,999,999,999,999,999,999,,,144.59741615121700000000,12,2
6960,22,46,1-22-2017-046-01,1,1,1,31,998,0,0,0,888,00T99O99,T,9,9,O,99,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,2,Not measured - masked damage,Not measured - rollover,Unknown - masked damage,888,888,888,888,888,,,,,,,,999,999,96.89001786134840000000,12,2
6960,22,46,1-22-2017-046-01,1,1,2,42,998,0,9,0,888,00LPAN99,L,P,A,N,99,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,7,1,"36 cm fwd of left B-pillar, ext 38cm aft",not measured - masked damage,20 cm fwd of left B-pillar,999,999,999,999,999,999,999,999,999,999,999,999,,,96.89001786134840000000,12,2
6961,22,47,1-22-2017-047-06,6,1,1,2,0,12,0,0,260,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,21,-21,0,29676,998,0,24,0,1,BC to BC,BC to BC,FCP,156,0,156,0,156,22,0,3,15,22,17,4,,,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,2,1,1,180,6,0,0,260,06BDEW01,B,D,E,W,01,8,8,8,8,888,888,888,1,15,15,0,8531,998,0,11,0,2,BC to BC,BC to BC,RCP,152,0,152,0,152,5,5,0,4,3,0,4,,,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,2,2,3,0,12,0,0,260,12FCLN01,F,C,L,N,01,8,8,8,8,888,888,888,4,18,-18,0,12781,998,7,13,0,1,Begin 10cm left of FCP extends 5cm,BC to BC,10cm left of FCP,152,0,152,7,5,4,0,0,3,4,0,0,,,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,3,2,2,180,6,0,0,260,06BCLU01,B,C,L,U,01,8,8,8,8,888,888,888,4,13,13,0,27943,998,0,16,0,1,"No Damage, Not Measured","No Damage, Not Measured",Not Measured,999,999,999,999,999,999,999,999,999,999,999,999,,,572.63381011277000000000,12,2
6992,22,48,1-22-2017-048-03,3,2,1,1,320,11,0,0,300,11FYEW01,F,Y,E,W,01,8,8,8,8,888,888,888,3,15,-11,9,26911,998,136,13,0,1,5 cm L of ctr ext to flbc,bc to bc (measured at frame rails),FLBC,135,0,180,-2,75,11,11,9,7,4,0,0,,,298.49760704647700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,1,2,300,10,0,0,250,10LYAW03,L,Y,A,W,03,1,1,0,0,47,78,27,5,999,999,999,9999999,999,999,16,0,1,LFBC to 39 cm aft of B Pillar,A Pillar to B Pillar along door sill,A pillar 31 cm above door sill,120,37,120,93,279,24,2,5,8,12,18,24,,,109.84231520397700000000,12,2
7028,22,50,1-22-2017-050-01,1,1,1,47,40,1,9,0,888,01F99999,F,9,9,9,99,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,9,2,Front Not Measured,Front Not Measured,Not Measured,999,999,999,999,999,999,999,999,999,999,999,999,,,109.84231520000200000000,12,2
7028,22,50,1-22-2017-050-01,1,1,2,32,998,0,0,0,888,00TDDO06,T,D,D,O,06,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,8,1,Leading edge of hood to backlight header,Rollover - Not Measured,WS hesder 28cm left of right roof side rail,888,888,888,888,888,,,,,,,,22,52,109.84231520000200000000,12,2
7071,22,52,1-22-2017-052-01,1,1,1,2,300,10,9,0,115,10LZEW04,L,Z,E,W,04,0,1,0,0,999,999,999,5,999,999,999,9999999,999,999,74,5,1,Beg 67 cm aft LF & ext to 30 cm aft of RR,Entire left plane,15 cm fwd of door seam,999,999,999,999,999,999,999,999,999,999,999,999,,,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,2,1,1,0,12,0,0,240,12FDEK03,F,D,E,K,03,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,41,4,1,56 cm R of ctr ext to FLBC,BC TO BC,15 cm L of ctr,98,0,150,-10,131,45,33,38,45,36,18,2,,,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,2,1,1,0,12,0,0,240,12LYEK01,L,Y,E,K,01,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,7,1,Beg 56 cm fwd of LR & ext to LFBC,Beg 56 cm fwd of LR & ext to LFBC,23 cm aft of LF,238,51,238,51,238,10,0,0,1,1,7,10,,,96.89001786134840000000,12,2
7072,22,53,1-22-2017-053-04,4,2,1,1,280,9,0,0,265,09LZEW01,L,Z,E,W,01,0,0,0,0,43,56,2,3,6,-1,5,3189,998,-118,5,0,1,Beg 68 cm fwd of LR &  ext 98 cm aft,Beg 110 cm fwd LR & ext 140 cm aft,Lower door 75 cm fwd LR,140,-94,140,-112,98,2,0,0,0,0,2,0,,,134.73478309499800000000,12,2
7072,22,53,1-22-2017-053-04,4,2,2,3,320,11,0,0,245,11FLLN01,F,L,L,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,1,2,BEG 46 CM L OF CTR & EXT TO FLBC,BC TO BC,FLBC,150,0,150,-61,34,0,0,0,0,0,0,0,,,134.73478309499800000000,12,2
7091,22,54,1-22-2017-054-10,10,1,1,48,0,12,0,0,888,12RDMS01,R,D,M,S,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,1,Begin 77 cm aft of RRA extend to 25 cm fwd of RFA,Begin 77 cm aft of RRA extend to 25 cm fwd of RFA,23cm fwd of RFA,354,-13,354,-13,383,3,0,1,3,3,2,0,,,501.80548976469300000000,12,2
7128,22,55,1-22-2017-055-06,6,1,1,2,30,1,1,0,0,01FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,1,18,-15,-9,43152,998,-110,21,0,1,15 cm L of ctr ext to FRBC,BC to BC along rebar (minus 20cm on R end),LFBC,110,0,150,0,130,18,15,18,15,13,12,11,,,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,2,1,1,320,11,0,0,250,11LDEW01,L,D,E,W,01,0,1,0,0,20,50,8,1,19,-15,12,12506,998,-68,13,0,1,Beg 13 cm fwd of lr & ext fwd 244 cm,Beg 13 cm fwd of lr & ext fwd 244 cm,45 cm aft rfa,244,9,244,9,244,9,0,2,4,9,5,1,,,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,2,2,3,10,12,0,0,275,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,15,-15,-3,14004,998,-35,15,0,2,bc to bc,bc to bc,lfbc,125,0,150,0,125,8,8,4,4,2,0,0,,,151.41385169557500000000,12,2
7129,22,56,1-22-2017-056-03,3,1,1,2,0,12,0,0,270,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,18,-18,0,21175,998,-2,18,0,1,Begin 28cm to the right of FLBC to a point 55cm right of FCP,BC to BC,28 cm right of FLBC,158,0,158,-2,113,7,3,5,7,6,6,2,,,99.36488572598280000000,12,2
7129,22,56,1-22-2017-056-03,3,2,1,1,180,6,0,0,270,06BLLW01,B,L,L,W,01,8,8,8,8,888,888,888,1,11,11,0,12655,998,65,10,0,1,BLBC to right 48 cm,BC to BC,BLBC,180,0,180,-65,48,2,0,2,2,2,2,1,,,99.36488572598280000000,12,2
7130,22,57,1-22-2017-057-07,7,1,1,2,190,6,0,7,270,06BDAW03,B,D,A,W,03,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,14,2,1,BC to BC,BC to BC,BLBC,154,0,154,0,154,35,18,2,0,0,0,0,,,414.50568178144100000000,12,2
7177,22,58,1-22-2017-058-03,3,1,1,2,0,12,0,1,15,12FZEW02,F,Z,E,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,20,0,1,"26 cm L of ctr, ext to frbc",bc to bc,frbc,180,0,180,32,116,39,0,0,2,13,17,39,,,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,1,1,180,6,1,2,15,06BDAW04,B,D,A,W,04,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,35,3,1,BC TO BC,BC TO BC (along bottom of hatch gate),BLBC,140,0,180,0,140,50,50,49,40,28,14,0,,,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,2,3,0,12,0,2,15,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,12,0,2,BC TO BC,BC TO BC,52 CM R OF CTR,180,0,180,0,180,8,8,0,1,0,0,4,,,99.94744475908390000000,12,2
7178,22,59,1-22-2017-059-01,1,1,1,62,0,12,0,0,888,12FLEE02,F,L,E,E,02,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,7,8,FLBC to Right 28cm,BC to BC,14cm Rt of FLBC,140,0,140,-56,28,999,999,999,999,999,999,999,,,92.64588156526900000000,12,2
7178,22,59,1-22-2017-059-01,1,1,2,42,20,1,1,0,888,01FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,7,8,FRBC to Left 80 cm,BC to BC,30cm Left of FRBC,140,0,140,30,80,20,0,7,12,14,20,16,,,92.64588156526900000000,12,2
7178,22,59,1-22-2017-059-01,1,1,3,42,270,9,0,0,888,09LPAN02,L,P,A,N,02,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,7,2,Begin 90 cm fwd of LRA,Begin 102 cm fwd of LRA,106 cm fwd of LRA,40,-38,40,-32,28,20,6,14,20,20,17,15,,,92.64588156526900000000,12,2
7178,22,59,1-22-2017-059-01,1,1,4,2,998,0,0,0,888,00LZAW03,L,Z,A,W,03,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,7,1,Begs. LRBC,Begins 110cm rwd LRA,162cm fwd LR axle,351,-83,351,-85,356,999,999,999,999,999,999,999,,,92.64588156526900000000,12,2
7178,22,59,1-22-2017-059-01,1,2,4,1,998,0,0,0,888,00LZAW03,L,Z,A,W,03,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,7,1,Begin 107 cm aft of LRA,Begin 107 cm aft of LRA,3cm aft of LRA,384,999,384,999,384,999,999,999,999,999,999,999,,,92.64588156526900000000,12,2
7179,22,60,1-22-2017-060-09,9,1,1,31,998,0,9,0,888,00RDAO03,R,D,A,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,1,R WS Header Zone,Rollover,R A-Pillar,888,888,888,888,888,,,,,,,,27,10,707.28631868317200000000,12,2
7219,22,61,1-22-2017-061-10,10,1,1,50,0,12,0,0,888,12FREE01,F,R,E,E,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,12,2,1,FRBC TO left 10 cm,BC to BC,FRBC,144,0,144,67,10,7,0,0,1,1,0,7,,,1067.43601941209000000000,12,2
7220,22,62,1-22-2017-062-01,1,1,1,2,10,12,9,0,65,12FDEW05,F,D,E,W,05,8,8,8,8,888,888,888,3,83,-82,-14,411641,998,-36,85,0,1,BC to BC,Not measured - photos only,FLBC,999,0,999,0,999,999,999,999,999,999,999,999,,,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,2,1,1,340,11,1,0,270,11FYEW05,F,Y,E,W,05,8,8,8,8,888,888,888,3,65,-61,22,316830,998,62,63,0,1,Beg18 cm L of Ctr; ext to FLBC,BC to BC,FLBC,132,0,150,-9,72,104,104,79,61,44,26,9,,,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,2,2,57,180,6,0,0,888,06BDEW01,B,D,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,6,2,BC to BC,Not Measured,Not Measured,999,999,999,999,999,999,999,999,999,999,999,999,,,91.25203491962530000000,12,2
7221,22,63,1-22-2017-063-08,8,1,1,60,0,12,0,0,888,12FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,3,2,Front: Unknown,Front: BC to BC. NOT MEAUSRED,FLBC,999,999,999,999,999,999,999,999,999,999,999,999,,,78.21052727411970000000,12,2
7221,22,63,1-22-2017-063-08,8,1,2,31,998,0,9,0,888,00LDAO02,L,D,A,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,1,Left side A pillar to D pillar,Rollver,Apex of left A pillar and Windshield Header,888,888,888,888,888,,,,,,,,10,7,78.21052727411970000000,12,2
7275,22,64,1-22-2017-064-10,10,1,1,31,998,0,9,0,888,00TPZO03,T,P,Z,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,1,Right Windshield Header,Not Measured - Rollover,20cm aft of top of Right WS Header/ 40 cm to left,888,888,888,888,888,,,,,,,,2,4,147.61596655612600000000,12,2
7276,22,65,1-22-2017-065-10,10,1,1,2,0,12,0,2,50,12FDEW03,F,D,E,W,03,8,8,8,8,888,888,888,4,28,-28,0,52456,998,0,30,0,1,BC TO BC,BC TO BC @ BUMPER & HOOD EDGE,20CM L OF CTR,130,0,150,0,150,48,21,26,22,15,13,14,,,240.11221588755000000000,12,2
7276,22,65,1-22-2017-065-10,10,2,1,1,180,6,0,1,50,06BZLW01,B,Z,L,W,01,8,8,8,8,888,888,888,4,16,16,0,21848,998,-45,14,0,1,Approx 10 cm L of Ctr to BRBC,Not measured,Not measured,999,999,999,999,999,999,999,999,999,999,999,999,,,240.11221588755000000000,12,2
7321,22,66,1-22-2017-066-04,4,1,1,2,300,10,0,0,240,10LFEW02,L,F,E,W,02,8,8,8,8,888,888,888,1,19,-10,17,16879,998,58,18,0,1,Begin 30 cm aft of LFA to LFBC,Begin 44cm aft of LFA to LFBC,34cm fwd of LFA,100,128,100,140,76,24,5,6,10,19,24,15,,,285.13604139823800000000,12,2
7321,22,66,1-22-2017-066-04,4,2,1,1,0,12,0,0,0,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,14,-14,0,15054,998,-22,16,0,1,Begin 34 cm left of FCP to FRBC,BC to BC,FRBC,160,0,160,-22,114,6,4,2,2,3,5,6,,,285.13604139823800000000,12,2
7322,22,67,1-22-2017-067-03,3,1,1,2,30,1,0,0,100,01FREE03,F,R,E,E,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,1,1,Begins 64cm right of front center point,BC TO BC of rebar,FRBC,100,0,168,74,20,999,999,999,999,999,999,999,,,65.62058670324390000000,12,2
7322,22,67,1-22-2017-067-03,3,2,1,1,220,7,0,0,90,07LYEW02,L,Y,E,W,02,0,0,0,0,888,888,888,12,999,999,999,9999999,999,999,999,2,1,Begins 108 cm aft of LF axle,Begins 108 cm aft of LF axle,6cm aft of LFA,156,107,156,107,156,999,999,999,999,999,999,999,,,65.62058670324390000000,12,2
7323,22,68,1-22-2017-068-03,3,1,1,2,80,3,0,0,100,03RBEW02,R,B,E,W,02,8,8,8,8,888,888,888,1,8,-1,-8,2915,998,253,3,0,1,Beg 24 cm aft RR axle & ext to RRBC,Beg 24 cm aft RR axle & ext to RRBC,70 cm aft RR axle,83,-230,83,-230,83,6,6,3,2,1,0,0,,,65.62058670661660000000,12,2
7323,22,68,1-22-2017-068-03,3,2,1,1,10,12,0,0,350,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,1,18,-18,-3,36616,998,-3,28,0,1,BEG 22 CM L OF CTR & EXT TO FRBC,BC TO BC @ BUMPER & UPPER RAD SUPPORT,FRBC,120,0,150,27,95,29,0,8,16,17,14,4,,,65.62058670661660000000,12,2
7378,22,69,1-22-2017-069-02,2,1,1,2,0,12,0,0,20,12FLEE08,F,L,E,E,08,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,7,1,Begin 48cm left of FCP to FLBC,BC to BC,FLBC,164,0,164,-65,34,17,0,10,17,17,11,0,,,57.59449533622260000000,12,2
7378,22,69,1-22-2017-069-02,2,2,1,1,350,12,0,0,210,12FLEE08,F,L,E,E,08,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,7,1,Begin 41cm left of FCP to FLBC,BC to BC,FLBC,164,0,164,-41,40,17,17,13,11,8,4,0,,,57.59449533622260000000,12,2
7379,22,70,1-22-2017-070-07,7,1,1,2,0,12,0,1,190,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,4,22,-22,0,41631,998,30,20,0,1,30 cm L of CTR to FRBC,Not measured - under repair,Not measured - under repair,180,0,180,30,120,999,999,999,999,999,999,999,,,329.79358885912500000000,12,2
7379,22,70,1-22-2017-070-07,7,2,1,1,180,6,0,2,185,06BDEW06,B,D,E,W,06,8,8,8,8,888,888,888,4,34,34,0,79478,998,0,35,0,1,BC TO BC,BC TO BC @ BUMPER & TRUNK RAIL,40 cm L of CTR @ TRUNK RAIL,130,0,130,0,130,66,42,42,40,30,24,17,,,329.79358885912500000000,12,2
7380,22,71,1-22-2017-071-04,4,1,1,2,0,12,0,0,270,12FRES05,F,R,E,S,05,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,6,1,RFBC SWIPE DOWN R SIDE,NOT MEASURED SIDESWIPE,RFBC,999,999,140,999,8,999,999,999,999,999,999,999,,,343.52366861375400000000,12,2
7433,22,72,1-22-2017-072-09,9,1,1,2,180,6,0,1,55,06BYLW99,B,Y,L,W,99,8,8,8,8,888,888,888,9,999,999,999,9999999,999,999,999,6,2,CTR LEFT TO BLBC (going under bumper),BC TO BC  (going under bumper),Not measured -- undercarriage & masked by rollover,152,0,152,-38,76,999,999,999,999,999,999,999,,,366.95208876298200000000,12,2
7433,22,72,1-22-2017-072-09,9,1,2,31,998,0,9,0,888,00TYDO03,T,Y,D,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,1,Right Windshield Header Zone,"Not measured, rollover",5 cm aft & 5 fm twd ctr from R A-Pillar,888,888,888,888,888,,,,,,,,7,16,366.95208876298200000000,12,2
7433,22,72,1-22-2017-072-09,9,2,1,1,0,12,0,2,50,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,9,999,999,999,9999999,999,999,999,6,1,BC to BC,BC to BC,43 cm R of CTR,150,0,150,0,150,27,12,23,27,27,26,3,,,366.95208876298200000000,12,2
7434,22,73,1-22-2017-073-03,3,1,1,2,160,5,0,0,15,05RYEW03,R,Y,E,W,03,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,17,2,1,Begin 182cm fwd of RRA extend fwd 153cm,Begin 130cm fwd of RRA extend fwd 208 cm,210 cm fwd of RRA,208,92,208,119,154,17,0,11,16,17,9,8,,,52.60059946373740000000,12,2
7435,22,74,1-22-2017-074-03,3,1,1,2,40,1,0,0,180,01FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,4,12,-9,-8,17655,998,-132,10,0,1,Begin 84cm right of FCP to left 104cm,BC to BC,60cm right of FCP,192,0,192,32,104,2,2,0,1,2,2,0,,,51.85442253452010000000,12,2
7435,22,74,1-22-2017-074-03,3,2,1,1,310,10,0,0,90,10LYEW02,L,Y,E,W,02,0,1,0,0,30,70,999,4,18,-11,14,27335,998,6,20,0,1,Left Side,Not Measured,Not Measured,999,999,999,999,999,999,999,999,999,999,999,999,,,51.85442253452010000000,12,2
7554,22,75,1-22-2017-075-10,10,1,1,3,10,12,0,0,10,12FREN02,F,R,E,N,02,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,7,2,Not measured - Overlapping Damage,Not Measured - Overlapping Damage,Not Measured - Overlapping Damage,999,999,999,999,999,999,999,999,999,999,999,999,,,1437.20064662858000000000,12,2
7554,22,75,1-22-2017-075-10,10,1,2,2,0,12,0,0,10,12FREN02,F,R,E,N,02,8,8,8,8,888,888,888,4,24,-24,0,66326,998,60,31,0,1,Not Measured - Overlapping Damage,Not Measured - Overlapping Damage,Not Measured - Overlappingdamage,999,999,999,999,999,999,999,999,999,999,999,999,,,1437.20064662858000000000,12,2
7554,22,75,1-22-2017-075-10,10,2,2,1,190,6,0,0,0,06LDEW02,L,D,E,W,02,0,0,0,0,18,30,0,4,20,20,3,8577,998,89,10,0,1,Begin at LRA fwd 254 cm,Begin at LRA fwd 254 cm,128 fwd of LRA,254,19,254,19,254,6,0,1,6,2,0,3,,,1437.20064662858000000000,12,2
7554,22,75,1-22-2017-075-10,10,3,1,1,200,7,0,0,0,07LYEW01,L,Y,E,W,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,7,1,Begins 160 cm fwd of LRA,Begins 160 cm fwd of LRA,230 fwd of LRA,136,56,136,56,136,3,0,0,2,3,0,2,,,1437.20064662858000000000,12,2
7556,22,77,1-22-2017-077-03,3,1,1,2,70,2,0,0,170,02RZEW02,R,Z,E,W,02,0,1,0,0,30,58,12,4,22,-10,-27,25127,998,98,17,0,1,Beg RR & ext fwd 184 cm,Beg 24 cm aft RR & ext fwd 254 cm,50 cm fwd RR,254,-33,254,-44,184,15,0,4,9,15,12,3,,,85.56016526470580000000,12,2
7556,22,77,1-22-2017-077-03,3,2,1,1,340,11,1,0,80,11FDLW01,F,D,L,W,01,8,8,8,8,888,888,888,4,15,-14,5,71207,998,90,23,0,1,51 cm R of CTR ext to FLBC,Not Measured - bumper removed for repair,22 cm R of CTR,999,999,190,-20,141,999,999,999,999,999,999,999,,,85.56016526470580000000,12,2
7563,22,78,1-22-2017-078-04,4,1,1,2,0,12,0,0,265,12FREW01,F,R,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,2,1,"Approx  40 cm R of Ctr, ext to FRBC",Not measured,UNK,999,999,999,999,999,999,999,999,999,999,999,999,,,175.01303869750500000000,12,2
7563,22,78,1-22-2017-078-04,4,1,2,2,999,99,9,0,999,99999999,9,9,9,9,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,1,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,175.01303869750500000000,12,2
7563,22,78,1-22-2017-078-04,4,2,1,1,240,8,0,0,205,08LFEW02,L,F,E,W,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,2,1,Approx 10 cm aft of LF & ext fwd to LFBC,Not measured - photos only,Approx 35 cm fwd of LF,999,999,999,999,999,999,999,999,999,999,999,999,,,175.01303869750500000000,12,2
7563,22,78,1-22-2017-078-04,4,2,2,1,270,9,0,0,999,09LBEW01,L,B,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,1,2,Approx 10 cm fwd of LR & ext to LRBC,Not measured - photos only,Approx 50 cm aft of LR,999,999,999,999,999,999,999,999,999,999,999,999,,,175.01303869750500000000,12,2
7596,22,79,1-22-2017-079-06,6,2,1,1,220,7,0,0,85,07LBME01,L,B,M,E,01,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,6,8,Beg 30 cm aft LR axle & extend 35 cm (around LR corner),Not measured - no residual crush,Not meausured - no residual crush,999,999,999,999,999,999,999,999,999,999,999,999,,,77.13691138819550000000,12,2
7596,22,79,1-22-2017-079-06,6,2,2,45,0,12,0,0,888,12RFMS01,R,F,M,S,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,6,2,Begin 6cm fwd of RFA & ext fwd 45cm,Begin 6cm fwd of RFA & ext fwd 45cm,29 cm fwd of RFA,45,138,45,38,45,5,5,1,0,1,0,3,,,77.13691138819550000000,12,2
7596,22,79,1-22-2017-079-06,6,2,3,51,0,12,0,0,888,12FLEN01,F,L,E,N,01,8,8,8,8,888,888,888,1,21,-21,0,20140,998,0,21,0,1,Begin 28 cm left of FCP to left 28 cm,BC to BC,36cm left of FCP,128,0,128,-40,23,12,5,12,5,1,0,1,,,77.13691138819550000000,12,2
7598,22,81,1-22-2017-081-09,9,1,1,44,0,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,17,-17,0,17880,998,0,17,0,1,BC to BC,BC to BC,FCP,156,0,156,0,156,6,0,3,6,2,5,0,,,358.22272855931900000000,12,2
7619,22,82,1-22-2017-082-03,3,1,1,2,0,12,0,0,110,12RFMS01,R,F,M,S,01,0,0,0,0,32,888,0,8,999,999,999,9999999,999,999,999,7,2,Begin 32 cm fwd of RFA going fwd 46cm,Begin 32 cm aft of RFA going fwd 108 cm,72 cm fwd of RFA,108,141,108,170,46,7,4,7,7,5,5,3,,,50.62086658196620000000,12,2
7619,22,82,1-22-2017-082-03,3,1,2,31,998,0,0,0,888,00LDAO02,L,D,A,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,Not Measured,Not Measured,A-Pillar zone at mid-point (left side roof rail),888,888,888,888,888,,,,,,,,0,0,50.62086658196620000000,12,2
7619,22,82,1-22-2017-082-03,3,2,1,1,180,6,0,0,110,06LBES01,L,B,E,S,01,0,0,0,0,30,888,0,8,999,999,999,9999999,999,999,999,7,1,Begin 6cm aft of LRA extending aft for 66cm,Begin 6cm aft of LRA and extending aft for 66cm,36cm aft of LRA,66,-186,66,-186,66,8,8,4,1,0,2,2,,,50.62086658196620000000,12,2
7673,22,83,1-22-2017-083-01,1,1,1,48,0,12,0,0,888,12R9MS01,R,9,M,S,01,0,0,0,0,999,999,0,11,999,999,999,9999999,999,999,999,6,8,Right Side: Not Measured overlapping damage,Right Side: Not Measured overlapping damage,Not Measured,999,999,999,999,999,999,999,999,999,999,999,999,,,167.84368571586900000000,12,2
7673,22,83,1-22-2017-083-01,1,1,2,48,320,11,0,0,888,11FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,17,-13,11,31276,998,132,17,0,1,BC to BC,BC to BC,6 cm right of FCP,150,0,150,0,150,34,12,2,8,10,10,34,,,167.84368571586900000000,12,2
7673,22,83,1-22-2017-083-01,1,1,3,31,998,0,0,0,888,00RDEO03,R,D,E,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,2,Right Side front corner and Pickup bed fwd of Wheel well.,Not Measured Roll Over,No Damage to Greenhouse Area,888,888,888,888,888,,,,,,,,0,0,167.84368571586900000000,12,2
