CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTTRACK,REARTRACK,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,CASEWGT,PSUSTRAT,VERSION
6606,16,24,1-16-2017-024-02,2,1,,,257,,,,,,,,,,,,117,,,,,,25,10,111,,,,887,33.688089996,5,2
6606,16,24,1-16-2017-024-02,2,2,,,,,,,,,,,,,,,138,,,,,,,,122,,,,887,33.688089996,5,2
6631,16,25,1-16-2017-025-02,2,1,,,,,,,,261,,,,,,,120,,,,,,11,27,105,,,,887,47.7728282,5,2
6631,16,25,1-16-2017-025-02,2,2,,,230,,,,,254,,,,,,,,,,,,,8,4,146,,,,887,47.7728282,5,2
6632,16,26,1-16-2017-026-09,9,1,,,251,,,,,252,,,,,155,154,124,,,,,,,,118,,,,887,3536.4358816,5,2
6660,16,28,1-16-2017-028-08,8,1,,,272,,,,,,,,,,146,152,,123,,887,887,887,10,14,120,,,,,1148.1537658,5,2
6660,16,28,1-16-2017-028-08,8,2,,,,,,,,280,,,,,161,,,,,50,71,,5,14,115,,,,887,1148.1537658,5,2
6716,16,29,1-16-2017-029-04,4,1,,,274,,,,,,,,,,156,,,78,,,,,10,16,109,,,,887,2622.7898469,5,2
6716,16,29,1-16-2017-029-04,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,2622.7898469,5,2
6736,16,30,1-16-2017-030-07,7,2,,,280,,,,,,,,41,,160,159,133,75,,,,,13,15,111,,,,887,3068.6231967,5,2
6783,16,31,1-16-2017-031-09,9,1,,,290,,,,,,,,,,,,,,,,,,11,20,105,,,,887,5664.9890708,5,2
6783,16,31,1-16-2017-031-09,9,2,,,,,,,,,,,25,,,,131,79,,,,,,,,,,,887,5664.9890708,5,2
6822,16,32,1-16-2017-032-07,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,2568.0812283,5,2
6822,16,32,1-16-2017-032-07,7,2,,,,,,,,,,,,,,,134,,,,,,,,,,,,887,2568.0812283,5,2
6883,16,34,1-16-2017-034-04,4,1,,,,,,,,,,,20,,,,117,77,,,,,,,,,,,887,1494.0852018,5,2
6908,16,35,1-16-2017-035-04,4,2,,,,,,,,,,,,,,,105,,,,,,,,,,,,887,14605.278826,5,2
6951,16,37,1-16-2017-037-06,6,1,,,240,,,,,,,,39,,,,,,,,33,,20,12,110,,,,887,986.06523962,5,2
6951,16,37,1-16-2017-037-06,6,2,,,,,,,,,,,20,,,,114,82,,,,,,,,,,,887,986.06523962,5,2
6985,16,38,1-16-2017-038-02,2,1,,,,,,,,,,,38,,,,145,73,,887,887,887,,,,,,,,93.339524455,5,2
6985,16,38,1-16-2017-038-02,2,2,,,375,,,,,,,,,,,,,,,,,,7,6,,,,,887,93.339524455,5,2
7016,16,39,1-16-2017-039-04,4,1,,,,,,,,270,,,49,,,,105,,,,,,,,,,,,887,2127.022252,5,2
7016,16,39,1-16-2017-039-04,4,2,,,,,,,,,,,35,,,,,,,50,,,,,,,,,887,2127.022252,5,2
7062,16,40,1-16-2017-040-05,5,1,,,,,,,,293,,,,,,,,,,,,,11,19,112,,,,887,43.90326224,5,2
7062,16,40,1-16-2017-040-05,5,2,,,,,,,,,,,53,,,,,83,,,,,,,,,,,887,43.90326224,5,2
7086,16,42,1-16-2017-042-07,7,1,,,,,,,,350,,,,,,,,,,887,887,887,17,22,133,,,,,880.36569953,5,2
7116,16,43,1-16-2017-043-03,3,1,,,,,,,,,,,70,,,,132,63,,887,887,887,,,,,,,,957.10878992,5,2
7116,16,43,1-16-2017-043-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,957.10878992,5,2
7165,16,44,1-16-2017-044-04,4,1,,,,,,,,,,,36,,,,130,83,,,,,,,,,,,887,406.54415384,5,2
7165,16,44,1-16-2017-044-04,4,2,,,,,,,,,,,,,,,91,,,,,,,,,,,,887,406.54415384,5,2
7188,16,46,1-16-2017-046-06,6,2,,,254,,,,,,,,,,,,,,,,,,11,19,104,,,,887,234.69502727,5,2
7240,16,48,1-16-2017-048-01,1,1,,,,,,,,,,,,,,,124,,,,,,,,,,,,887,85.68803151,5,2
7273,16,49,1-16-2017-049-03,3,1,,,264,,,,,,,,33,,,,116,66,,,,,13,19,120,,,,887,339.16571743,5,2
7274,16,50,1-16-2017-050-03,3,1,,,,,,,,,,,42,,,,104,81,,,,,25,16,109,,,,887,339.16571743,5,2
7304,16,51,1-16-2017-051-06,6,1,,,,,,,,271,,,,,,,122,72,,,,,10,18,110,,,,887,3067.0983869,5,2
7357,16,52,1-16-2017-052-08,8,1,,,,,,,,,,,38,,,,54,61,,,,,,,,,,,887,446.39018515,5,2
7357,16,52,1-16-2017-052-08,8,2,,,,,,,,,,,,,,,,,,,,,9,23,111,,,,887,446.39018515,5,2
7358,16,53,1-16-2017-053-05,5,1,,,,,,,,,,,38,,,,120,,,,,,,,,,,,887,92.138415935,5,2
7358,16,53,1-16-2017-053-05,5,2,,,,,,,,,,,,,,,102,,,,,,,,,,,,887,92.138415935,5,2
7426,16,54,1-16-2017-054-03,3,1,,,278,,,,,,,,,41,,,,,,49,,,,,,,,,887,168.32205062,5,2
7426,16,54,1-16-2017-054-03,3,2,,,,,,,,,,,18,,,,120,69,,,,,,,,,,,887,168.32205062,5,2
7529,16,55,1-16-2017-055-03,3,1,,,280,,,,,,,,36,,,,133,,,,,,16,17,117,,,,887,398.50972605,5,2
7530,16,56,1-16-2017-056-05,5,1,,,260,,,,,250,,,37,,,,118,,,,,,9,9,140,,,,887,67.912617985,5,2
7589,16,57,1-16-2017-057-03,3,1,,,,,,,,258,,,,,,,,,,,,,14,20,112,,,,887,1086.8126931,5,2
7589,16,57,1-16-2017-057-03,3,2,,,299,,,,,,,,40,,,,95,,,,,,8,21,121,,,,887,1086.8126931,5,2
7656,16,58,1-16-2017-058-07,7,1,,,,,,,,,,,40,,,,84,84,,,,,,,,,,,887,1698.4301736,5,2
7656,16,58,1-16-2017-058-07,7,2,,,,,,,,,,,,28,,,98,62,,,,,,,,,,,887,1698.4301736,5,2
7657,16,59,1-16-2017-059-02,2,1,,,,,,,,,,,39,,,,132,,,,,,,,,,,,887,36.431120503,5,2
7657,16,59,1-16-2017-059-02,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,36.431120503,5,2
7731,16,60,1-16-2017-060-08,8,1,,,,,,,,,,,40,,,,122,81,,,,,,,,,,,887,975.90571238,5,2
7842,16,61,1-16-2017-061-03,3,1,,,,,,,,,,,50,,,,104,89,,,,,,,,,,,887,758.40852943,5,2
7842,16,61,1-16-2017-061-03,3,2,,,,,,,,,,,42,,,,125,80,,,,,,,,,,,887,758.40852943,5,2
7879,16,63,1-16-2017-063-04,4,1,,,,,,,,,,,51,,,,121,82,,,,,,,,,,,887,975.91550235,5,2
7879,16,63,1-16-2017-063-04,4,2,,,,,,,,,,,,60,,,,,,,44,,,,,,,,887,975.91550235,5,2
7891,16,64,1-16-2017-064-04,4,1,,,,,,,,,,,59,,,,117,59,,,,,11,14,112,,,,887,975.91550235,5,2
7891,16,64,1-16-2017-064-04,4,2,,,,,,,,,,,40,,,,122,83,,,,,,,,,,,887,975.91550235,5,2
7941,16,65,1-16-2017-065-02,2,1,,,,,,,,282,,,,,,,,,,,,,11,23,108,,,,887,86.488460611,5,2
7941,16,65,1-16-2017-065-02,2,2,,,,,,,,,,,46,,,,158,97,,,,,,,,,,,887,86.488460611,5,2
8000,16,66,1-16-2017-066-06,6,1,,,,,,,,286,,,47,,,,116,85,,,,,10,24,104,,,,887,554.32085736,5,2
8000,16,66,1-16-2017-066-06,6,2,,,,,,,,263,,,,57,,,,,,51,77,,13,19,107,,,,887,554.32085736,5,2
8001,16,67,1-16-2017-067-05,5,1,,,287,,,,,,,,,,,,,,,,,,10,25,108,,,,887,48.705946651,5,2
8001,16,67,1-16-2017-067-05,5,2,,,,,,,,314,,,46,,,,129,61,,887,887,887,12,19,119,,,,192,48.705946651,5,2
8067,16,68,1-16-2017-068-06,6,1,,,,,,,,256,,,28,,,,100,88,,,,,12,16,97,,,,887,1059.702508,5,2
8067,16,68,1-16-2017-068-06,6,2,,,269,,,,,,,,,,,,,,,,,,9,20,112,,,,887,1059.702508,5,2
8116,16,69,1-16-2017-069-08,8,1,,,,,,,,,,,59,,,,109,83,,,,,,,,,,,887,455.5621822,5,2
8116,16,69,1-16-2017-069-08,8,2,,,256,,,,,,,,,,,,,,,,,,11,20,108,,,,887,455.5621822,5,2
8117,16,70,1-16-2017-070-06,6,2,,,,,,,,357,,,,,,,,,,,,,4,9,,,,,887,1070.1705618,5,2
8117,16,70,1-16-2017-070-06,6,3,,,,,,,,269,,,,,,,,,,,,,7,14,111,,,,887,1070.1705618,5,2
8198,16,71,1-16-2017-071-06,6,2,,,,,,,,,,,49,49,,,121,84,,55,,,,,,,,,887,2078.0764274,5,2
8262,16,73,1-16-2017-073-04,4,1,,,,,,,,,,,38,,,,125,82,,,,,,,,,,,887,1022.7534371,5,2
8279,16,74,1-16-2017-074-04,4,1,,,289,,,,,,,,34,,,,95,,,,,,12,29,136,,,,887,1022.7534371,5,2
8279,16,74,1-16-2017-074-04,4,2,,,,,,,,,,,61,,,,139,73,,,,,,,,,,,887,1022.7534371,5,2
8355,16,75,1-16-2017-075-04,4,1,,,374,,,,,385,,,,,,,,,,,,,13,1,160,,,,887,3233.5258701,5,2
8419,16,76,1-16-2017-076-04,4,1,,,,,,,,,,,40,,,,106,,,,,,,,,,,,887,1988.3535643,5,2
8420,16,77,1-16-2017-077-03,3,2,,,270,,,,,,,,35,54,,,138,25,,50,71,,13,22,109,,,,887,591.83275996,5,2
8420,16,77,1-16-2017-077-03,3,3,,,,,,,,270,,,,59,,,,,,43,40,,12,16,110,,,,887,591.83275996,5,2
8420,16,77,1-16-2017-077-03,3,4,,,,,,,,270,,,,,,,,,,,,,10,15,116,,,,887,591.83275996,5,2
8479,16,78,1-16-2017-078-10,10,1,,,,,,,,,,,,,,,133,,,,,,,,,,,,887,5620.9797638,5,2
8479,16,78,1-16-2017-078-10,10,2,,,,,,,,,,,,,,,134,,,887,887,887,,,,,,,,5620.9797638,5,2
8480,16,79,1-16-2017-079-04,4,1,,,,,,,,,,,44,,,,114,74,,,,,,,,,,,887,1202.1961513,5,2
8480,16,79,1-16-2017-079-04,4,2,,,,,,,,,,,46,52,,,100,,,18,10,,,,,,,,887,1202.1961513,5,2
8550,16,80,1-16-2017-080-10,10,1,,,,,,,,,,,,,,,126,,,,,,,,,,,,887,8274.8850052,5,2
8551,16,81,1-16-2017-081-03,3,1,,,,,,,,361,,,40,,,,132,,,887,887,887,6,14,,,,,,526.78168573,5,2
8552,16,82,1-16-2017-082-04,4,1,,,288,,,,,,,,54,,,,127,77,,,,,9,20,123,,,,887,1769.8044334,5,2
8552,16,82,1-16-2017-082-04,4,2,,,,,,,,277,,,,,,,,,,,,,,,,,,,887,1769.8044334,5,2
8552,16,82,1-16-2017-082-04,4,3,,,114,,,,,,,,38,,,,125,,,,,,12,,114,,22,,887,1769.8044334,5,2
8619,16,83,1-16-2017-083-05,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,56.924632036,5,2
8619,16,83,1-16-2017-083-05,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,56.924632036,5,2
8647,16,85,1-16-2017-085-02,2,1,,,288,,,,,,,,,,,,132,,,,,,10,,134,,15,,887,24.484508239,5,2
8647,16,85,1-16-2017-085-02,2,2,,,,,,,,,,,,,,,,,,,,,10,,135,,21,,887,24.484508239,5,2
8691,16,86,1-16-2017-086-09,9,1,,,,,,,,,,,38,,,,129,,,,,,,,120,,,,887,3547.6866516,5,2
8694,16,87,1-16-2017-087-02,2,1,,,,,,,,275,,,,,,,,,,,,,10,1,130,,,,887,47.924812039,5,2
8694,16,87,1-16-2017-087-02,2,2,,,,,,,,,,,,,,,107,,,,,,,,,,,,887,47.924812039,5,2
8789,16,88,1-16-2017-088-06,6,1,,,,,,,,280,,,,,,,90,,,,,,10,20,121,,,,887,2287.9077773,5,2
8860,16,89,1-16-2017-089-04,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1935.8190104,5,2
8861,16,90,1-16-2017-090-09,9,1,,,,,,,,,,,38,,,,120,,,,,,,,,,,,887,3126.4945521,5,2
8951,16,91,1-16-2017-091-02,2,1,,,,,,,,,,,46,,,,106,,,,,,,,,,,,887,28.38718458,5,2
8953,16,93,1-16-2017-093-03,3,1,,,284,,,,,,,,,,,,,,,,,,10,20,108,,,,887,387.27514088,5,2
8953,16,93,1-16-2017-093-03,3,2,,,,,,,,,,,47,,,,121,,,887,887,887,,,,,,,,387.27514088,5,2
8966,16,94,1-16-2017-094-06,6,1,,,,,,,,,,,21,,,,126,,,,,,,,,,,,887,751.12185593,5,2
9019,16,95,1-16-2017-095-06,6,1,,,280,,,,,,,,,,,,120,,,,,,13,19,120,,,,887,910.10497548,5,2
6045,17,1,1-17-2017-001-10,10,1,,89,250,105,,,,,,,25,25,,,117,,,,,,,,,,,,887,200.16680886,4,2
6117,17,2,1-17-2017-002-09,9,1,,,,,,,,,,,30,,,155,127,,,,,,,,,,,,887,1415.1062926,4,2
6118,17,3,1-17-2017-003-08,8,1,,,,,,,,,,,48,,138,139,120,,,887,887,887,,,,,,,,186.3308032,4,2
6182,17,4,1-17-2017-004-09,9,1,,,,,,,,,,,38,,,,128,,,,,,,,,,,,887,384.0136623,4,2
6182,17,4,1-17-2017-004-09,9,2,,,,,,,,,,,40,49,,,116,,,,,,,,,,,,887,384.0136623,4,2
6183,17,5,1-17-2017-005-04,4,1,,,,,,,,,,,41,40,,,125,,,,,,,,,,,,887,214.93968732,4,2
6184,17,6,1-17-2017-006-04,4,1,,,,,,,,,,,26,26,,,,,,,,,9,23,109,,,,887,214.93968732,4,2
6244,17,7,1-17-2017-007-06,6,1,,,,,,,,,,,,,,,116,,,,,,,,,,,,887,260.45254409,4,2
6244,17,7,1-17-2017-007-06,6,2,,,,,,,,,,,,,,,,,,55,,,,,,,,,887,260.45254409,4,2
6245,17,8,1-17-2017-008-03,3,1,,,,,,,,,,,25,25,,,124,,,,,,,,,,,,887,134.28819159,4,2
6245,17,8,1-17-2017-008-03,3,2,,,,,,,,,,,,,,,,,,,,,12,22,,,,,887,134.28819159,4,2
6246,17,9,1-17-2017-009-03,3,2,,,,,,,,,,,,,,,132,,,,,,,,,,,,887,134.28819159,4,2
6247,17,10,1-17-2017-010-07,7,1,,,,,,,,,,,,32,,,124,,,,,,,,,,,,887,530.29557908,4,2
6317,17,11,1-17-2017-011-07,7,1,,,,,,,,,,,41,,,,128,,,,,,,,,,,,887,1987.1258634,4,2
6317,17,11,1-17-2017-011-07,7,2,,,,,,,,260,,,,,,,,,,,,,11,16,,,,,887,1987.1258634,4,2
6353,17,12,1-17-2017-012-07,7,1,,,308,,,,,307,,,44,,166,164,102,,,,,,,,,,,,887,1124.0017272,4,2
6403,17,13,1-17-2017-013-03,3,1,,,,,,,,,,,50,50,,,,,,887,887,887,9,17,,9,47,,,612.63153371,4,2
6441,17,14,1-17-2017-014-04,4,2,,,,,,,,,,,38,40,,,,,,,,,12,20,,,,,887,2564.736944,4,2
6492,17,15,1-17-2017-015-04,4,1,,,,,,,,,,,,,,,,,,,,,15,20,,,,,887,2396.0153502,4,2
6492,17,15,1-17-2017-015-04,4,2,,,,,,,,,,,,,,,,,,,,,10,18,,,,,887,2396.0153502,4,2
6492,17,15,1-17-2017-015-04,4,3,,,277,,,,,277,,,,,,,121,,,,,,11,18,,,,,887,2396.0153502,4,2
6541,17,16,1-17-2017-016-05,5,1,,,308,,,,,310,,,50,50,,,,,,887,887,887,11,14,,,,,,108.17988682,4,2
6541,17,16,1-17-2017-016-05,5,2,,,,,,,,,,,46,48,,,81,,,,,,,,,,,,887,108.17988682,4,2
6588,17,17,1-17-2017-017-03,3,1,,,,,,,,,,,46,44,,,105,,,,,,,,,,,,887,385.21860265,4,2
6588,17,17,1-17-2017-017-03,3,2,,,,,,,,,,,46,44,,,,,,69,,,,,,,,,887,385.21860265,4,2
6635,17,18,1-17-2017-018-01,1,1,,,,,,,,,,,40,40,,,,,,,,,12,18,,10,44,,887,269.6633032,4,2
6673,17,19,1-17-2017-019-03,3,1,,,,,,,,,,,44,46,,,,,,,,,,,,,,,887,854.41696807,4,2
6673,17,19,1-17-2017-019-03,3,2,,,,,,,,,,,48,48,,,,,,12,28,,,,,,,,887,854.41696807,4,2
6715,17,20,1-17-2017-020-09,9,1,,,,,,,,,,,41,40,,,110,,,,,,,,,,,,887,2912.3225764,4,2
6749,17,21,1-17-2017-021-07,7,1,,,,,,,,,,,41,44,,,125,,,,,,,,,,,,887,1152.7983678,4,2
6789,17,22,1-17-2017-022-05,5,1,,,,,,,,,,,40,40,,,117,,,,,,,,,,,,887,139.77152376,4,2
6812,17,23,1-17-2017-023-09,9,1,,,,,,,,,,,42,44,,,131,,,,,,,,,,,,887,1691.9967234,4,2
6870,17,24,1-17-2017-024-04,4,1,,,270,,,,,268,,,,,,,,,,,,,12,20,,,,,887,4191.2248811,4,2
6870,17,24,1-17-2017-024-04,4,2,,,,,,,,,,,40,42,,,125,,,,,,,,,,,,887,4191.2248811,4,2
6905,17,25,1-17-2017-025-06,6,1,,,299,,,,,,,,42,42,,,,,,,,,15,24,,,,,887,637.7236579,4,2
6905,17,25,1-17-2017-025-06,6,2,,,,,,,,,,,40,42,,,128,,,,,,,,,,,,887,637.7236579,4,2
6954,17,26,1-17-2017-026-02,2,1,,,235,,,,,272,,,,,,,,,,,,,14,18,,,,,887,245.24541506,4,2
6954,17,26,1-17-2017-026-02,2,2,,,244,,,,,248,,,38,38,,,99,,,,,,12,17,,,,,887,245.24541506,4,2
7004,17,28,1-17-2017-028-08,8,1,,,,,,,,,,,40,40,,,129,,,,,,,,,,,,887,293.24993409,4,2
7004,17,28,1-17-2017-028-08,8,2,,,,,,,,,,,40,42,,,,,,52,,,,,,,,,887,293.24993409,4,2
7018,17,29,1-17-2017-029-03,3,1,,,272,,,,,,,,38,40,,,129,,,,,,10,18,,,,,887,556.30488602,4,2
7065,17,30,1-17-2017-030-07,7,1,,,,,,,,,,,38,40,,,96,,,,,,,,,,,,887,1778.8819604,4,2
7065,17,30,1-17-2017-030-07,7,2,,,,,,,,,,,42,40,,,,,,61,,,,,,,,,887,1778.8819604,4,2
7066,17,31,1-17-2017-031-02,2,1,,,,,,,,,,,,,,,131,,,,,,,,,,,,887,67.582791264,4,2
7066,17,31,1-17-2017-031-02,2,2,,,,,,,,294,,,45,42,,,,,,,,,12,17,,,,,887,67.582791264,4,2
7121,17,33,1-17-2017-033-07,7,1,,,,,,,,,,,46,42,,,98,,,,,,,,,,,,887,2501.7970229,4,2
7169,17,34,1-17-2017-034-09,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1404.6074321,4,2
7170,17,35,1-17-2017-035-07,7,1,,,,,,,,,,,36,44,,,118,,,,,,,,,,,,887,884.59665778,4,2
7170,17,35,1-17-2017-035-07,7,2,,,,,,,,,,,40,42,,,,,,,,,,,,,,,887,884.59665778,4,2
7217,17,36,1-17-2017-036-05,5,1,,,,,,,,,,,44,44,,,132,,,,,,,,,10,42,,887,139.81631156,4,2
7257,17,37,1-17-2017-037-07,7,2,,,,,,,,358,,,,,,,,,,887,887,887,10,18,,,,,,394.88797396,4,2
7258,17,38,1-17-2017-038-04,4,1,,,,,,,,,,,38,40,,,,,,,,,,,,,,,887,350.95667965,4,2
7307,17,39,1-17-2017-039-09,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,746.52365176,4,2
7308,17,40,1-17-2017-040-07,7,1,,,,,,,,278,,,,,,,101,,,,,,12,19,,,,,887,470.14725411,4,2
7369,17,41,1-17-2017-041-06,6,1,,,,,,,,,,,42,43,,,128,,,,,,10,18,,10,44,,887,158.75803501,4,2
7371,17,43,1-17-2017-043-07,7,1,,,,,,,,,,,40,40,,,94,,,,,,,,,,,,887,323.24001443,4,2
7390,17,44,1-17-2017-044-03,3,1,,,,,,,,,,,,,,,,,,887,887,887,9,15,154,,,,,81.85494788,4,2
7390,17,44,1-17-2017-044-03,3,2,,,,,,,,277,,,,,,,129,,,,,,,,,,,,887,81.85494788,4,2
7436,17,45,1-17-2017-045-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,159.0245662,4,2
7437,17,46,1-17-2017-046-07,7,1,,,278,,,,,,,,38,40,,,,,,,,,11,19,,,,,887,627.97795862,4,2
7539,17,47,1-17-2017-047-03,3,1,,,,,,,,274,,,38,40,,,,,,,,,12,20,,,,,887,134.78804348,4,2
7539,17,47,1-17-2017-047-03,3,2,,,,,,,,,,,44,44,,,104,,,,,,,,,,,,887,134.78804348,4,2
7540,17,48,1-17-2017-048-07,7,1,,,,,,,,,,,40,,,,93,,,,,,,,,,,,887,532.26946261,4,2
7540,17,48,1-17-2017-048-07,7,2,,,,,,,,,,,39,,,,116,,,,,,,,,,,,887,532.26946261,4,2
7558,17,49,1-17-2017-049-03,3,1,,,,,,,,,,,48,44,,,105,,,,,,,,,,,,887,134.78804348,4,2
7558,17,49,1-17-2017-049-03,3,2,,,,,,,,,,,48,48,,,,,,887,887,887,,,,,,,,134.78804348,4,2
7593,17,50,1-17-2017-050-07,7,1,,,,,,,,,,,35,,,,,,,,,,25,8,,,,,887,900.22638266,4,2
7592,17,51,1-17-2017-051-04,4,1,,,,,,,,275,,,44,42,,,,,,,,,10,16,,,,,887,800.07618117,4,2
7592,17,51,1-17-2017-051-04,4,2,,,,,,,,,,,44,44,,,110,,,,,,,,,,,,887,800.07618117,4,2
7661,17,52,1-17-2017-052-04,4,1,,,,,,,,,,,42,42,,,139,,,,,,,,,,,,887,491.5154298,4,2
7662,17,53,1-17-2017-053-04,4,1,,,288,,,,,,,,20,,,,,,,,,,19,8,121,,,,887,491.5154298,4,2
7662,17,53,1-17-2017-053-04,4,2,,,,,,,,,,,36,,,,105,,,,,,,,,,,,887,491.5154298,4,2
7662,17,53,1-17-2017-053-04,4,3,,,,,,,,,,,,,,,133,,,,,,,,,,,,887,491.5154298,4,2
7663,17,54,1-17-2017-054-10,10,1,,,,,,,,,,,46,44,,,130,,,,,,12,16,,,,,887,2298.1260432,4,2
7663,17,54,1-17-2017-054-10,10,2,,,,,,,,284,,,40,38,,,,,,,,,15,20,,,,,887,2298.1260432,4,2
7716,17,55,1-17-2017-055-05,5,1,,,,,,,,,,,,,,,116,,,,,,,,,,,,887,105.50251996,4,2
7772,17,56,1-17-2017-056-03,3,1,,,,,,,,266,,,,,,,,,,,,,10,18,,,,,887,227.76959912,4,2
7772,17,56,1-17-2017-056-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,227.76959912,4,2
7773,17,57,1-17-2017-057-08,8,1,,,,,,,,,,,999,,,,132,,,,,,,,,12,33,86,887,188.05340454,4,2
7774,17,58,1-17-2017-058-07,7,1,,,,,,,,,,,,,,,102,,,,,,,,,,,,887,899.44774768,4,2
7835,17,60,1-17-2017-060-06,6,1,,,252,,,,,,,,44,44,,,,,,,,,10,16,,,,,887,368.15814485,4,2
7835,17,60,1-17-2017-060-06,6,2,,,,,,,,,,,41,40,,,126,,,,,,,,,,,,887,368.15814485,4,2
7866,17,61,1-17-2017-061-04,4,1,,,,,,,,258,,,,,,,,,,,,,13,23,105,,,,887,666.19814693,4,2
7866,17,61,1-17-2017-061-04,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,666.19814693,4,2
7892,17,62,1-17-2017-062-06,6,1,,,,,,,,,,,42,42,,,126,,,,,,,,,,,,887,254.33523737,4,2
7893,17,63,1-17-2017-063-07,7,1,,,366,,,,,366,,,45,,,,130,,,,,,8,20,,,,,887,517.84040911,4,2
7893,17,63,1-17-2017-063-07,7,2,,,274,,,,,,,,42,,,,113,,,,,,8,28,108,,,,887,517.84040911,4,2
7893,17,63,1-17-2017-063-07,7,3,,,370,,,,,,,,,,,,,,,887,887,887,11,17,136,,,,,517.84040911,4,2
7894,17,64,1-17-2017-064-07,7,1,,,,,,,,,,,40,40,,,109,,,,,,,,,,,,887,517.84040911,4,2
7946,17,65,1-17-2017-065-02,2,1,,,279,,,,,276,,,38,35,,,,,,,,,12,13,106,,,,887,70.257741289,4,2
7946,17,65,1-17-2017-065-02,2,2,,,,,,,,260,,,,32,,,133,,,,,,13,14,,,,,887,70.257741289,4,2
7947,17,66,1-17-2017-066-04,4,1,,,,,,,,,,,42,42,,,116,,,,,,,,,,,,887,1695.7270775,4,2
7947,17,66,1-17-2017-066-04,4,2,,,278,,,,,,,,40,42,,,,,,,,,13,20,,,,,887,1695.7270775,4,2
8003,17,67,1-17-2017-067-04,4,1,97,,285,,98,97,,285,,98,48,48,165,164,108,,,,,,,,,,,,887,1439.3169242,4,2
8004,17,68,1-17-2017-068-02,2,1,,,287,,,,,,,,,28,,,120,94,,,,,8,12,,,,,887,100.14669405,4,2
8005,17,69,1-17-2017-069-08,8,1,,,,,,,,,,,,,,,128,,,,,,10,18,,11,44,,887,338.59620718,4,2
8072,17,70,1-17-2017-070-05,5,1,,32,265,,,,,,,,,,,,97,,,,,,8,13,,,,,887,156.47957676,4,2
8072,17,70,1-17-2017-070-05,5,2,,,,,,,,260,,,,,,,,,,,,,9,16,107,,,,887,156.47957676,4,2
8119,17,71,1-17-2017-071-06,6,1,,,,,,,,,,,48,48,,,121,,,,,,,,,,,,887,304.94974892,4,2
8119,17,71,1-17-2017-071-06,6,2,,,,,,,,,,,40,40,,,,,,,,,,,,,,,887,304.94974892,4,2
8120,17,72,1-17-2017-072-03,3,1,,,270,,,,,270,,,,,,,,,,,,,8,14,108,,,,887,157.23075561,4,2
8120,17,72,1-17-2017-072-03,3,2,,,272,,,,,272,,,,,,,111,94,,,,,11,16,106,,,,887,157.23075561,4,2
8120,17,72,1-17-2017-072-03,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,887,157.23075561,4,2
8121,17,73,1-17-2017-073-02,2,1,,,,,,,,,,,40,40,,,89,,,,,,,,,,,,887,67.582791264,4,2
8121,17,73,1-17-2017-073-02,2,2,,,290,,,,,,,,51,51,,,,,,,,,5,5,,,,,887,67.582791264,4,2
8208,17,74,1-17-2017-074-09,9,1,,,370,,,,,,,,55,56,,,122,,,887,887,887,,,,,,,290,1277.914766,4,2
8209,17,75,1-17-2017-075-07,7,2,,,,,,,,,,,42,40,,,106,,,52,,,,,,,,,887,804.8078809,4,2
8209,17,75,1-17-2017-075-07,7,3,,,,,,,,,,,44,44,,,114,,,54,,,,,,,,,887,804.8078809,4,2
8267,17,76,1-17-2017-076-08,8,1,,,,,,,,,,,,,,,,,,,,,14,20,,12,42,,887,421.7930165,4,2
8268,17,77,1-17-2017-077-05,5,1,,,,,,,,280,,,23,33,,,,,,,,,10,18,101,,,,887,87.061368475,4,2
8268,17,77,1-17-2017-077-05,5,2,,,251,,,,,,,,24,30,,,100,100,,,,,6,16,107,,,,887,87.061368475,4,2
8269,17,78,1-17-2017-078-02,2,2,,,,,,,,,,,42,44,,,,,,20,35,,,,,,,,887,67.582791264,4,2
8358,17,79,1-17-2017-079-07,7,1,,,,,,,,,,,19,32,,,88,,,,,,,,,,,,887,905.49764286,4,2
8359,17,80,1-17-2017-080-04,4,1,,,,,,,,265,,,,,,,,,,,,,15,18,,,,,887,804.76101359,4,2
