CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTTRACK,REARTRACK,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,CASEWGT,PSUSTRAT,VERSION
6865,29,17,1-29-2017-017-02,2,2,,,,,,,,,,,45,,,,123,,,,,,,,,,,,887,81.430476053,2,2
6901,29,18,1-29-2017-018-06,6,1,,,254,,,,,231,,,40,,,,,,,,,,8,16,,5,43,82,887,704.91614497,2,2
6952,29,19,1-29-2017-019-09,9,1,,,,,,,,,,,40,,,,121,,,,,,,,,,,,887,1897.1889174,2,2
6986,29,20,1-29-2017-020-03,3,1,,,,,,,0,,,,,,,,109,,,,,,,,,,,,887,621.03092661,2,2
6986,29,20,1-29-2017-020-03,3,2,,,,,,,,,,,,40,,,,,,55,,,,,,,,,887,621.03092661,2,2
7029,29,21,1-29-2017-021-04,4,1,,,,,,,,,,,,,,,,,,,,,10,24,108,,,,887,3569.183419,2,2
7029,29,21,1-29-2017-021-04,4,2,,,,,,,,,,,42,,,,109,,,,,,,,,,,,887,3569.183419,2,2
7226,29,22,1-29-2017-022-04,4,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,50,887,887,887,887,113,887,887,887,887,1716.9118908,2,2
7377,29,23,1-29-2017-023-04,4,1,,,278,,,,,,,,40,,,,120,,,,,,11,15,,,,,887,1810.7901118,2,2
7377,29,23,1-29-2017-023-04,4,2,,,280,,,,,280,,,42,,,,115,,,,,,12,20,,,,,887,1810.7901118,2,2
7775,29,24,1-29-2017-024-10,10,1,,,,,,,,,,,,39,,,,,,49,,,,,,,,,887,20830.735113,2,2
7775,29,24,1-29-2017-024-10,10,2,,,,,,,,,,,39,,,,106,,,,,,,,,,,,887,20830.735113,2,2
7942,29,25,1-29-2017-025-07,7,1,,,,,,,,,,,41,,,,126,,,,,,,,,,,,887,5138.6011431,2,2
7942,29,25,1-29-2017-025-07,7,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,107,887,887,887,887,5138.6011431,2,2
8254,29,26,1-29-2017-026-06,6,1,,,,,,,,,,,30,,155,156,126,,,,,,,,,,,,887,856.28520131,2,2
8499,29,27,1-29-2017-027-03,3,1,,,,,,,,,,,20,,,,119,,,,,,,,,,,,887,318.29321733,2,2
8499,29,27,1-29-2017-027-03,3,2,,,,,,,,,,,,25,,,,,,31,52,63,,,,,,,887,318.29321733,2,2
8500,29,28,1-29-2017-028-06,6,1,,,270,,,,,,,,23,,,,104,,,,,,10,14,112,,,,887,617.33110874,2,2
8575,29,29,1-29-2017-029-07,7,1,,,401,,,,,,,,,,,,,,,,,,11,27,102,,,,887,1042.3964991,2,2
8584,29,30,1-29-2017-030-07,7,2,,,,,,,,248,,,19,,,,103,,,,,,,,112,14,17,,887,1042.396499,2,2
8621,29,31,1-29-2017-031-06,6,1,,,,,,,,,,,21,,,,119,,,,,,,,,,,,887,532.35999243,2,2
8621,29,31,1-29-2017-031-06,6,2,,,,,,,,,,,20,,,,119,,,,,,,,,,,,887,532.35999243,2,2
8622,29,32,1-29-2017-032-03,3,1,,,368,,,,,368,,,52,58,172,172,133,,,887,887,887,,,,,,,,274.48248154,2,2
8734,29,33,1-29-2017-033-09,9,1,,,,,,,,,,,37,,,,123,,,887,887,887,,,,,,,,3138.2395832,2,2
8734,29,33,1-29-2017-033-09,9,2,,,,,,,,,,,16,30,,,127,,,,73,74,,,,,,,887,3138.2395832,2,2
8734,29,33,1-29-2017-033-09,9,3,,,,,,,,,,,34,37,,,118,,,,,186,,,,,,,887,3138.2395832,2,2
8729,29,34,1-29-2017-034-04,4,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,1723.7954892,2,2
8729,29,34,1-29-2017-034-04,4,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,1723.7954892,2,2
8812,29,35,1-29-2017-035-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,516.92891807,2,2
8812,29,35,1-29-2017-035-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,112,887,887,887,887,887,887,887,887,887,887,887,887,516.92891807,2,2
8813,29,36,1-29-2017-036-10,10,1,,,,,,,,,,,45,,,,120,,,,,,,,,,,,887,8578.826852,2,2
8875,29,37,1-29-2017-037-03,3,1,,,,,,,,,,,,30,,,,,,10,21,156,,,,,,,887,498.41774923,2,2
8875,29,37,1-29-2017-037-03,3,2,,,,,,,,,,,55,,,,130,,,887,887,887,,,,,,,,498.41774923,2,2
8876,29,38,1-29-2017-038-08,8,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,411.50862526,2,2
8967,29,39,1-29-2017-039-04,4,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,121,887,887,887,887,887,887,887,887,887,887,887,887,3382.0569769,2,2
8967,29,39,1-29-2017-039-04,4,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,3382.0569769,2,2
9023,29,40,1-29-2017-040-09,9,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,919.40372229,2,2
6085,30,1,1-30-2017-001-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,73.23997355,10,2
6085,30,1,1-30-2017-001-03,3,2,,86,320,115,,,86,320,115,,38,31,175,180,100,99,61,18,150,184,15,26,150,9,48,98,887,73.23997355,10,2
6155,30,2,1-30-2017-002-05,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,37.852280675,10,2
6157,30,3,1-30-2017-003-04,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,776.87803145,10,2
6157,30,3,1-30-2017-003-04,4,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,138,887,887,887,887,887,887,887,887,887,887,887,887,776.87803145,10,2
6217,30,4,1-30-2017-004-04,4,1,,,,,,,,,,,30,,,,121,,,,,,,,,,,,887,759.7961839,10,2
6218,30,5,1-30-2017-005-07,7,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,112,887,887,887,887,887,887,887,887,887,887,887,887,889.34075775,10,2
6218,30,5,1-30-2017-005-07,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,889.34075775,10,2
6219,30,6,1-30-2017-006-04,4,1,,,,,,,,,,,,,,,133,,,,,,,,,,,,887,759.7961839,10,2
6274,30,7,1-30-2017-007-03,3,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,195.27034062,10,2
6275,30,8,1-30-2017-008-02,2,1,,,,,,,,,,,,,,,109,,,,,,,,,,,,887,17.147647229,10,2
6275,30,8,1-30-2017-008-02,2,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,17.147647229,10,2
6277,30,10,1-30-2017-010-03,3,1,,,,,,,,,,,,,,,105,,,,,,,,,,,,887,195.27034062,10,2
6277,30,10,1-30-2017-010-03,3,2,,,,,,,,,,,,,,,,,,,,,15,13,,,,,887,195.27034062,10,2
6281,30,11,1-30-2017-011-02,2,1,,,,,,,,,,,,,,,125,,,,,,,,,,,,887,17.147647229,10,2
6329,30,12,1-30-2017-012-05,5,2,,,,,,,,,,,,,,,116,,,15,26,,,,,,,,887,127.90797239,10,2
6331,30,13,1-30-2017-013-06,6,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,118,887,887,887,887,1455.7166381,10,2
6331,30,13,1-30-2017-013-06,6,2,,,,,,,,,,,,,,,105,,,,,,,,,,,,887,1455.7166381,10,2
6368,30,14,1-30-2017-014-07,7,1,,,,,,,,,,,,,,,126,,,,,,,,,,,,887,2047.7720674,10,2
6369,30,15,1-30-2017-015-04,4,1,,,,,,,,,,,999,,,,104,,,,,,,,,,,,887,1749.4862219,10,2
6369,30,15,1-30-2017-015-04,4,2,,,,,,,,,,,,37,,,,,,,,,,,,8,48,,887,1749.4862219,10,2
6416,30,16,1-30-2017-016-09,9,1,,,,,,,,,,,,,,,146,,,,,,,,,,,,887,2649.4963673,10,2
6421,30,18,1-30-2017-018-07,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1668.6054607,10,2
6421,30,18,1-30-2017-018-07,7,2,,,,,,,,,,,40,,,,105,,,,,,,,,,,,887,1668.6054607,10,2
6465,30,19,1-30-2017-019-07,7,1,,,,,,,,,,,,,,,105,,,,,,,,,,,,887,2879.1449497,10,2
6465,30,19,1-30-2017-019-07,7,2,,,,,,,,,,,40,,,,137,,,887,887,887,,,,,,,,2879.1449497,10,2
6466,30,20,1-30-2017-020-03,3,2,,,,,,,,,,,,,,162,,,,999,14,,,,,,,,887,703.26678363,10,2
6515,30,21,1-30-2017-021-06,6,1,,,,,,,,,,,,,,,101,,,,,,,,,,,,887,1771.2047847,10,2
6515,30,21,1-30-2017-021-06,6,2,,92,,,,,,270,,,33,,,,111,,,,,,,,,8,43,80,887,1771.2047847,10,2
6503,30,22,1-30-2017-022-02,2,1,,,,,,,,,,,45,,,,132,,,887,887,887,,,,,,,,80.194808511,10,2
6552,30,23,1-30-2017-023-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,115,887,887,887,887,887,887,887,110,887,887,887,887,810.32139697,10,2
6553,30,24,1-30-2017-024-06,6,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,133,887,887,887,887,887,887,887,887,887,887,887,887,1571.6219488,10,2
6553,30,24,1-30-2017-024-06,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1571.6219488,10,2
6604,30,25,1-30-2017-025-10,10,2,,76,220,110,,,,,,,,,,,,,,,,,,,,,,,887,13435.68845,10,2
6686,30,31,1-30-2017-031-04,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,2817.2731964,10,2
6694,30,32,1-30-2017-032-03,3,1,,91,270,110,,,30,,,,30,,160,,119,,,,,,,,,,,,887,805.48346051,10,2
6694,30,32,1-30-2017-032-03,3,2,,,,,,,32,,34,,32,,,,,,,,,,,,,,,,887,805.48346051,10,2
6733,30,34,1-30-2017-034-03,3,2,,,,,,,30,,,,,,180,,141,,,,,,,,,,,,887,852.23277091,10,2
6759,30,35,1-30-2017-035-02,2,1,,,,,,,,,,,33,,,,116,,,,,,,,,,,,887,69.490976131,10,2
6759,30,35,1-30-2017-035-02,2,2,,,,,,,,,,,,30,,,,,,63,70,,,,,,,,887,69.490976131,10,2
6800,30,37,1-30-2017-037-03,3,1,,,,,,,,,,,30,,,,,,,,,,10,17,,8,42,,887,783.86522065,10,2
6801,30,38,1-30-2017-038-06,6,2,,94,,,,,93,,,,30,,165,,122,,,,,,,,,,,,887,1520.3100773,10,2
6838,30,39,1-30-2017-039-04,4,1,,,262,,,,,,,,25,25,,,105,,,,,,,,,,22,80,887,1827.9379171,10,2
6838,30,39,1-30-2017-039-04,4,2,,,,,,,,,,,,,,,129,,,,,,,,,,,,887,1827.9379171,10,2
6838,30,39,1-30-2017-039-04,4,3,,,,,,,,,,,,30,,,,,,14,50,,,,,,,,887,1827.9379171,10,2
6839,30,40,1-30-2017-040-09,9,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,3397.3649159,10,2
6839,30,40,1-30-2017-040-09,9,2,,,,,,,,,,,38,,,,110,,,,,,,,,,,,887,3397.3649159,10,2
6879,30,41,1-30-2017-041-03,3,1,,,,,,,,,,,38,,,,98,,,,,,,,,,,,887,505.66781883,10,2
6880,30,42,1-30-2017-042-03,3,1,,,,,,,,,,,20,,,,117,,,,,,,,,,,,887,505.66781883,10,2
6880,30,42,1-30-2017-042-03,3,2,,,,,,,,,,,,35,,,,,,20,35,,,,,,,,887,505.66781883,10,2
6916,30,44,1-30-2017-044-03,3,1,,,,,,,,280,,,24,,,,131,,,,,,14,999,120,,,,887,524.15186877,10,2
6926,30,45,1-30-2017-045-10,10,2,,,,,,,,,,,,,,,137,,,,,,,,,,,,887,8571.6842181,10,2
6969,30,47,1-30-2017-047-06,6,1,,,,,,,,,,,30,,,,111,,,,,,,,,,,,887,2474.2068724,10,2
6998,30,49,1-30-2017-049-02,2,1,,,,,,92,,259,,,38,,,,120,,,,,,10,20,92,,,,887,236.77260553,10,2
6998,30,49,1-30-2017-049-02,2,2,,,,,,,,,,,45,,,,132,,,887,887,887,,,,,,,284,236.77260553,10,2
7035,30,50,1-30-2017-050-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,125,887,887,887,887,887,887,887,887,887,887,887,887,836.82499598,10,2
7077,30,51,1-30-2017-051-03,3,2,,,,,,,,,,,,25,,,,,,70,,,,,,,,,887,1962.6245686,10,2
7118,30,52,1-30-2017-052-07,7,1,,,,,,,,,,,32,,,,111,,,,,,,,,,,,887,1653.5973906,10,2
7122,30,54,1-30-2017-054-02,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,35.469462764,10,2
7181,30,55,1-30-2017-055-04,4,1,,,,,,,,,,,30,,,,128,,,,,,,,,,,,887,5616.4507349,10,2
7181,30,55,1-30-2017-055-04,4,2,,,,,,,,,,,20,30,,,148,,,62,,,,,,,,,887,5616.4507349,10,2
7269,30,56,1-30-2017-056-03,3,1,,,,,,,,,,,25,,,,105,,,,,,,,,,,,887,1062.0508784,10,2
7269,30,56,1-30-2017-056-03,3,2,,,,,,,,,,,,28,,,,,,51,,,,,,,,,887,1062.0508784,10,2
7327,30,57,1-30-2017-057-05,5,1,,,283,,,,,,,,,,,,,,,,,,15,20,118,,,,887,127.57237189,10,2
7327,30,57,1-30-2017-057-05,5,2,,,,,,,,,,,21,,,,129,,,,,,,,,,,,887,127.57237189,10,2
7337,30,59,1-30-2017-059-02,2,2,,,,,,,,,,,25,,,,132,,,,,,,,,,,,887,65.737523568,10,2
7396,30,61,1-30-2017-061-03,3,1,,,,,,,,,,,25,,,,110,,,,,,,,,,,,887,539.22936405,10,2
7396,30,61,1-30-2017-061-03,3,2,,,,,,,,256,,,35,,,,117,,,,,,8,25,110,,,,887,539.22936405,10,2
7451,30,62,1-30-2017-062-05,5,2,,,272,,,,,,,,,,,,,,,,,,14,27,105,,,,887,152.15634478,10,2
7452,30,63,1-30-2017-063-10,10,2,,,,,,,,,,,37,,,,101,,,,,,,,,,,,887,14601.166191,10,2
7564,30,64,1-30-2017-064-07,7,1,,,,,,,,,,,35,,,,131,,,,,,,,,,,,887,5273.7306943,10,2
7612,30,65,1-30-2017-065-04,4,2,,,261,,,,,,,,,,,,,,,,,,12,22,107,,,,887,1466.9576025,10,2
7749,30,70,1-30-2017-070-02,2,1,,,,,,,,,,,,,,,106,,,,,,,,,,,,887,101.74563607,10,2
7749,30,70,1-30-2017-070-02,2,2,,,,,,,,,,,45,40,,,129,,,53,,,,,,,,,887,101.74563607,10,2
7741,30,71,1-30-2017-071-05,5,1,,,297,,,,,,,,,,,,,,,,,,10,14,135,10,50,85,887,197.45088374,10,2
7803,30,72,1-30-2017-072-02,2,1,,,,,,,,,,,38,,,,104,,,,,,,,,,,,887,95.95328384,10,2
7856,30,73,1-30-2017-073-03,3,1,,,,,,,,,,,45,,,,136,,,887,887,887,,,,,,,230,435.40505207,10,2
7856,30,73,1-30-2017-073-03,3,2,,,,,,,,,,,,,,,120,,,58,,,,,,,,,887,435.40505207,10,2
7856,30,73,1-30-2017-073-03,3,3,,,,,,,,,,,,,,,,138,,887,887,887,,,,,,,,435.40505207,10,2
7864,30,75,1-30-2017-075-02,2,1,,,253,,,,,,,,40,,,,115,,,,,,12,25,109,7,33,79,887,38.235055109,10,2
7864,30,75,1-30-2017-075-02,2,2,,,,,,,,263,,,,,,,,,,,,,12,25,113,,,,887,38.235055109,10,2
7911,30,76,1-30-2017-076-10,10,1,,,,,,,,,,,,,,,,,,,,,10,20,102,10,47,70,887,20830.735113,10,2
8012,30,77,1-30-2017-077-03,3,1,,,,,,,,,,,45,,,,128,,,,,,,,110,7,,,887,1794.3044036,10,2
8081,30,78,1-30-2017-078-07,7,2,,,,,,,,,,,42,,,,107,,,,,,,,,,,,887,2644.122199,10,2
8082,30,79,1-30-2017-079-02,2,1,,,,,,,,,,,50,,,,106,,,,,,,,,,,,887,56.716099344,10,2
8082,30,79,1-30-2017-079-02,2,2,,,,,,,,,,,,54,,,,,,887,887,887,,,,,,,215,56.716099344,10,2
8172,30,80,1-30-2017-080-03,3,1,,,295,,,,,293,,,,,,,,,,,,,14,20,122,,,,887,3001.7689699,10,2
8172,30,80,1-30-2017-080-03,3,2,,,,,,,,,,,55,,,,135,,,887,887,887,,,,,,,275,3001.7689699,10,2
8235,30,84,1-30-2017-084-09,9,2,,,,,,,,,,,,43,,,,,,,43,28,,,,,,,887,3117.5867904,10,2
8275,30,85,1-30-2017-085-04,4,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,7165.2324474,10,2
8378,30,86,1-30-2017-086-04,4,2,,,,,,,,,,,,40,,,,,,55,,,,,,,,,887,4013.7883315,10,2
8434,30,88,1-30-2017-088-08,8,1,,,352,,,,,367,,,,,,,,,,887,887,887,10,15,132,10,47,83,218,1381.5641023,10,2
8492,30,89,1-30-2017-089-02,2,1,,,,,,,,,,,40,,,,142,,,,,,,,,,,,887,52.52877316,10,2
8492,30,89,1-30-2017-089-02,2,2,,,,,,,,330,,,,,,,,,,,,,12,25,122,,,,887,52.52877316,10,2
8494,30,91,1-30-2017-091-05,5,1,,,268,,,,,,,,,,,,,,,,,,13,24,104,,,,887,101.93904211,10,2
8531,30,92,1-30-2017-092-09,9,1,,,,,,,,,,,32,,,,120,,,,,,,,,,,,887,3888.4999114,10,2
8531,30,92,1-30-2017-092-09,9,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,3888.4999114,10,2
8568,30,93,1-30-2017-093-05,5,1,,,,,,,,,,,24,,,,99,,,,,,,,,,,,887,214.96984618,10,2
8568,30,93,1-30-2017-093-05,5,2,,,,,,,,,,,29,,,,124,,,,,,,,,,,,887,214.96984618,10,2
8569,30,94,1-30-2017-094-01,1,1,,,,,,,,,,,,,,,,,,,,,12,22,125,10,54,82,887,296.47353155,10,2
8639,30,95,1-30-2017-095-05,5,1,,,,,,,,,,,45,,,,109,,,,,,,,,,,,887,205.62948498,10,2
8639,30,95,1-30-2017-095-05,5,2,,,,,,,,,,,,,,,,,,,,,10,28,125,,,,887,205.62948498,10,2
8732,30,97,1-30-2017-097-04,4,2,,,,,,,,,,,48,48,,,117,,,10,48,,,,,,,,887,1433.51343,10,2
8771,30,99,1-30-2017-099-03,3,2,,,,,,,,,,,,,,,,,,,,,7,18,135,,,,887,409.85423769,10,2
8819,30,101,1-30-2017-101-02,2,1,887,887,887,887,887,887,887,887,887,887,37,887,887,887,136,887,887,887,887,887,887,887,887,887,887,887,887,61.324475021,10,2
8819,30,101,1-30-2017-101-02,2,2,887,887,887,887,887,887,887,887,887,887,30,887,887,887,96,887,887,887,887,887,887,887,887,887,887,887,887,61.324475021,10,2
8837,30,102,1-30-2017-102-02,2,1,,,400,,,,,402,,,,,,,,,,887,887,887,10,20,142,9,50,89,280,61.324475021,10,2
8886,30,103,1-30-2017-103-04,4,1,,,,,,,,,,,,,,,,,,,,,17,20,122,,,,887,1473.0811781,10,2
8886,30,103,1-30-2017-103-04,4,2,,,,,,,,,,,40,,,,139,,,,,,12,22,118,,,,887,1473.0811781,10,2
8898,30,105,1-30-2017-105-02,2,1,,,,,,,,288,,,39,,,,128,,,,,,14,25,118,,,,887,36.984742614,10,2
8898,30,105,1-30-2017-105-02,2,2,,,,,,,,,,,45,,,,109,,,,,,,,,,,,887,36.984742614,10,2
8950,30,106,1-30-2017-106-10,10,1,,,,,,,,,,,40,35,,,121,,,,,,8,15,109,,,,887,9575.190944,10,2
9028,30,110,1-30-2017-110-03,3,3,887,887,887,887,887,887,887,887,887,887,40,45,887,887,120,887,887,887,887,887,887,887,887,887,887,887,887,1089.8783552,10,2
9099,30,111,1-30-2017-111-03,3,1,,,,,,,,,,,33,,,,131,,,,,,,,,,,,887,567.96366418,10,2
6177,31,2,1-31-2017-002-10,10,1,,,,,,,,,,,,,,,160,,,,,,,,,,,,887,1073.8421684,6,2
6177,31,2,1-31-2017-002-10,10,2,,,,,,,,272,,,,,,,,,,,,,10,18,,,,,887,1073.8421684,6,2
6240,31,3,1-31-2017-003-09,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,686.22139149,6,2
6241,31,4,1-31-2017-004-06,6,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,374.46925545,6,2
6311,31,5,1-31-2017-005-03,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,562.11522339,6,2
6398,31,6,1-31-2017-006-07,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1609.3944187,6,2
6398,31,6,1-31-2017-006-07,7,2,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,1609.3944187,6,2
6505,31,7,1-31-2017-007-04,4,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,2792.7357299,6,2
6505,31,7,1-31-2017-007-04,4,2,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,2792.7357299,6,2
6539,31,8,1-31-2017-008-10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,2147.6843367,6,2
6599,31,10,1-31-2017-010-08,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,533.58540816,6,2
6672,31,11,1-31-2017-011-07,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1255.5666345,6,2
6714,31,12,1-31-2017-012-04,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1625.6777324,6,2
6750,31,13,1-31-2017-013-04,4,1,,,,,,,,,,,42,,,,125,,,887,887,887,,,,,,,,1284.641091,6,2
6799,31,15,1-31-2017-015-03,3,2,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,749.39825076,6,2
6827,31,16,1-31-2017-016-09,9,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,1112.9759882,6,2
6827,31,16,1-31-2017-016-09,9,2,,,,,,,,,,,,,,,124,,,887,887,887,,,,,,,,1112.9759882,6,2
6890,31,18,1-31-2017-018-04,4,1,,,,,,,,,,,32,,,,104,,,,,,,,,,,,887,2463.153494,6,2
6902,31,19,1-31-2017-019-04,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,733.3333915,6,2
6953,31,20,1-31-2017-020-03,3,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,1250.6246345,6,2
6953,31,20,1-31-2017-020-03,3,2,,,,36,,,36,,,,,,,,133,76,,,,,,,,,,,887,1250.6246345,6,2
7040,31,22,1-31-2017-022-06,6,1,,,,,,,,,,,16,,,,112,,,,,,,,,,,,887,689.61885436,6,2
7061,31,23,1-31-2017-023-08,8,1,,87,255,104,,,88,255,104,,32,36,140,140,115,,,17,52,127,,,,,,,887,533.58540816,6,2
7114,31,24,1-31-2017-024-09,9,1,,,270,,,,,269,,,40,,,,129,82,,,,,,,,,,,887,686.22139149,6,2
7167,31,25,1-31-2017-025-03,3,1,,,288,,,,,,,,29,,,,112,78,,,,,,,,10,43,80,887,471.72414429,6,2
7208,31,28,1-31-2017-028-09,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,686.22139149,6,2
7305,31,29,1-31-2017-029-07,7,1,,,,,,,,,,,20,,,,107,82,,,,,,,,,,,887,6637.3211948,6,2
7372,31,30,1-31-2017-030-10,10,1,,,,,,,,,,,35,,,,120,,,887,887,887,,,,,,,,1073.8421684,6,2
7373,31,31,1-31-2017-031-10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1073.8421684,6,2
7431,31,32,1-31-2017-032-06,6,1,,,290,,,,,290,,,,38,,,,,,67,68,,,,,,,,887,561.11655984,6,2
7537,31,33,1-31-2017-033-09,9,1,,92,334,136,,,92,335,134,,38,55,174,175,136,87,72,887,887,887,9,17,134,11,56,90,268,1539.7305849,6,2
7538,31,34,1-31-2017-034-04,4,1,,,275,,,,,275,,,36,,,,99,,,,,,,,,,,,887,2328.5179089,6,2
7538,31,34,1-31-2017-034-04,4,2,,,275,,,,,,,,22,,,,128,,,,,,,,,,,,887,2328.5179089,6,2
7590,31,35,1-31-2017-035-10,10,1,,,,,,,,,,,22,,,,128,,,,,,,,,,,,887,1073.8421684,6,2
7590,31,35,1-31-2017-035-10,10,2,,,,,,,,,,,,46,,,,,,887,887,887,,,,,,,306,1073.8421684,6,2
7730,31,36,1-31-2017-036-05,5,1,,,,,,,,,,,28,,,,115,,,,,,,,,,,,887,628.83294075,6,2
7730,31,36,1-31-2017-036-05,5,2,,,,,,,,,,,,,,,,,,,,,9,21,120,,,,887,628.83294075,6,2
7790,31,38,1-31-2017-038-08,8,1,,,,,,,,,,,34,,,,136,,,887,887,887,8,17,134,,,,,533.58540816,6,2
7805,31,39,1-31-2017-039-09,9,1,,,,,,,,,,,,,,,,,,887,887,887,7,22,134,,,,,1663.2760406,6,2
7849,31,40,1-31-2017-040-07,7,1,,,260,,,,,260,,,34,,,,106,,,,,,,,,,,,887,1472.6682184,6,2
8058,31,41,1-31-2017-041-07,7,1,,,,,,,,,,,20,,,,108,,,,,,,,,,,,887,1465.3728002,6,2
8058,31,41,1-31-2017-041-07,7,2,,,,,,,,,,,,48,,,,,,16,39,235,,,,,,,887,1465.3728002,6,2
8110,31,42,1-31-2017-042-08,8,1,,,247,,,,,280,,,,,,160,128,,,,,,,,,,,,887,533.58540816,6,2
8501,31,43,1-31-2017-043-08,8,1,,84,,83,,,,,,,28,,,,102,,,,,,,,,,,,887,595.99305823,6,2
8563,31,44,1-31-2017-044-07,7,1,,,,,,,,,,,20,,,,129,,,,,,,,,,,,887,4475.4875196,6,2
8770,31,47,1-31-2017-047-04,4,1,,,,,,,,,,,47,,,,128,,,,,,,,,,,,887,1876.2899729,6,2
8806,31,48,1-31-2017-048-09,9,1,,,330,,,,,,,,52,,,,130,,,887,887,887,12,14,130,,,,,5792.345192,6,2
8892,31,50,1-31-2017-050-10,10,1,,,,,,,,,,,26,,,,124,,,,,,11,20,70,4,40,,887,1073.8421684,6,2
6042,32,1,1-32-2017-001-09,9,1,,,,,,,,,,,45,50,,,109,,,,,,,,,,,,887,439.98880809,7,2
6101,32,2,1-32-2017-002-02,2,1,,,,,,,,,,,40,40,,,,,,,,,10,11,116,,,,887,82.362575348,7,2
6101,32,2,1-32-2017-002-02,2,2,,,,,,,,,,,48,48,,,136,,,887,887,887,,,,,,,,82.362575348,7,2
6170,32,4,1-32-2017-004-03,3,1,,,,,,,,,,,38,38,,,99,,,,,,,,,,,,887,920.85788538,7,2
6170,32,4,1-32-2017-004-03,3,2,,,,,,,,,,,43,43,,,,,,118,,,,,,,,,887,920.85788538,7,2
6215,32,5,1-32-2017-005-05,5,1,,,248,,,,,,,,37,37,,,,,,,,,9,15,,,,,887,156.92934375,7,2
6215,32,5,1-32-2017-005-05,5,2,,,,,,,,,,,41,41,,,101,,,,,,,,,,,,887,156.92934375,7,2
6232,32,6,1-32-2017-006-04,4,1,,,,,,,,,,,40,,,,120,,,,,,,,,,,,887,2047.4844363,7,2
