CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,TIRELOC,DAMAGE,CASEWGT,PSUSTRAT,VERSION
6157,30,3,1-30-2017-003-04,4,2,RR,9,776.87803144628500000000,10,2
6217,30,4,1-30-2017-004-04,4,1,LF,0,759.79618390424800000000,10,2
6217,30,4,1-30-2017-004-04,4,1,LR,0,759.79618390424800000000,10,2
6217,30,4,1-30-2017-004-04,4,1,RF,7,759.79618390424800000000,10,2
6217,30,4,1-30-2017-004-04,4,1,RR,0,759.79618390424800000000,10,2
6218,30,5,1-30-2017-005-07,7,1,LF,9,889.34075775361100000000,10,2
6218,30,5,1-30-2017-005-07,7,1,LR,9,889.34075775361100000000,10,2
6218,30,5,1-30-2017-005-07,7,1,RF,0,889.34075775361100000000,10,2
6218,30,5,1-30-2017-005-07,7,1,RR,0,889.34075775361100000000,10,2
6218,30,5,1-30-2017-005-07,7,2,LF,0,889.34075775361100000000,10,2
6218,30,5,1-30-2017-005-07,7,2,LR,0,889.34075775361100000000,10,2
6218,30,5,1-30-2017-005-07,7,2,RF,7,889.34075775361100000000,10,2
6218,30,5,1-30-2017-005-07,7,2,RR,0,889.34075775361100000000,10,2
6219,30,6,1-30-2017-006-04,4,1,LF,0,759.79618389696300000000,10,2
6219,30,6,1-30-2017-006-04,4,1,LR,0,759.79618389696300000000,10,2
6219,30,6,1-30-2017-006-04,4,1,RF,7,759.79618389696300000000,10,2
6219,30,6,1-30-2017-006-04,4,1,RR,0,759.79618389696300000000,10,2
6274,30,7,1-30-2017-007-03,3,1,LF,0,195.27034061758200000000,10,2
6274,30,7,1-30-2017-007-03,3,1,LR,0,195.27034061758200000000,10,2
6274,30,7,1-30-2017-007-03,3,1,RF,0,195.27034061758200000000,10,2
6274,30,7,1-30-2017-007-03,3,1,RR,7,195.27034061758200000000,10,2
6275,30,8,1-30-2017-008-02,2,1,LF,0,17.14764722902850000000,10,2
6275,30,8,1-30-2017-008-02,2,1,LR,0,17.14764722902850000000,10,2
6275,30,8,1-30-2017-008-02,2,1,RF,0,17.14764722902850000000,10,2
6275,30,8,1-30-2017-008-02,2,1,RR,0,17.14764722902850000000,10,2
6275,30,8,1-30-2017-008-02,2,2,LF,0,17.14764722902850000000,10,2
6275,30,8,1-30-2017-008-02,2,2,LR,0,17.14764722902850000000,10,2
6275,30,8,1-30-2017-008-02,2,2,RF,0,17.14764722902850000000,10,2
6275,30,8,1-30-2017-008-02,2,2,RR,0,17.14764722902850000000,10,2
6277,30,10,1-30-2017-010-03,3,1,LF,0,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,1,LR,0,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,1,RF,0,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,1,RR,0,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,2,LF,0,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,2,LR,0,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,2,RF,0,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,2,RR,0,195.27034061945700000000,10,2
6281,30,11,1-30-2017-011-02,2,1,LF,0,17.14764722902850000000,10,2
6281,30,11,1-30-2017-011-02,2,1,LR,0,17.14764722902850000000,10,2
6281,30,11,1-30-2017-011-02,2,1,RF,0,17.14764722902850000000,10,2
6281,30,11,1-30-2017-011-02,2,1,RR,0,17.14764722902850000000,10,2
6329,30,12,1-30-2017-012-05,5,2,LF,0,127.90797238797500000000,10,2
6329,30,12,1-30-2017-012-05,5,2,LR,0,127.90797238797500000000,10,2
6329,30,12,1-30-2017-012-05,5,2,RF,0,127.90797238797500000000,10,2
6329,30,12,1-30-2017-012-05,5,2,RR,0,127.90797238797500000000,10,2
6331,30,13,1-30-2017-013-06,6,1,LF,9,1455.71663814421000000000,10,2
6331,30,13,1-30-2017-013-06,6,1,LR,9,1455.71663814421000000000,10,2
6331,30,13,1-30-2017-013-06,6,1,RF,9,1455.71663814421000000000,10,2
6331,30,13,1-30-2017-013-06,6,1,RR,9,1455.71663814421000000000,10,2
6331,30,13,1-30-2017-013-06,6,2,LF,0,1455.71663814421000000000,10,2
6331,30,13,1-30-2017-013-06,6,2,LR,0,1455.71663814421000000000,10,2
6331,30,13,1-30-2017-013-06,6,2,RF,0,1455.71663814421000000000,10,2
6331,30,13,1-30-2017-013-06,6,2,RR,0,1455.71663814421000000000,10,2
6368,30,14,1-30-2017-014-07,7,1,LF,9,2047.77206735431000000000,10,2
6368,30,14,1-30-2017-014-07,7,1,LR,0,2047.77206735431000000000,10,2
6368,30,14,1-30-2017-014-07,7,1,RF,0,2047.77206735431000000000,10,2
6368,30,14,1-30-2017-014-07,7,1,RR,0,2047.77206735431000000000,10,2
6369,30,15,1-30-2017-015-04,4,1,LF,0,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,1,LR,0,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,1,RF,0,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,1,RR,0,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,2,LF,7,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,2,LR,9,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,2,RF,0,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,2,RR,0,1749.48622189022000000000,10,2
6416,30,16,1-30-2017-016-09,9,1,LF,4,2649.49636731665000000000,10,2
6416,30,16,1-30-2017-016-09,9,1,LR,0,2649.49636731665000000000,10,2
6416,30,16,1-30-2017-016-09,9,1,RF,0,2649.49636731665000000000,10,2
6416,30,16,1-30-2017-016-09,9,1,RR,0,2649.49636731665000000000,10,2
6421,30,18,1-30-2017-018-07,7,1,LF,0,1668.60546069685000000000,10,2
6421,30,18,1-30-2017-018-07,7,1,LR,0,1668.60546069685000000000,10,2
6421,30,18,1-30-2017-018-07,7,1,RF,0,1668.60546069685000000000,10,2
6421,30,18,1-30-2017-018-07,7,1,RR,0,1668.60546069685000000000,10,2
6421,30,18,1-30-2017-018-07,7,2,LF,0,1668.60546069685000000000,10,2
6421,30,18,1-30-2017-018-07,7,2,LR,0,1668.60546069685000000000,10,2
6421,30,18,1-30-2017-018-07,7,2,RF,0,1668.60546069685000000000,10,2
6421,30,18,1-30-2017-018-07,7,2,RR,0,1668.60546069685000000000,10,2
6465,30,19,1-30-2017-019-07,7,1,LF,7,2879.14494966816000000000,10,2
6465,30,19,1-30-2017-019-07,7,1,LR,0,2879.14494966816000000000,10,2
6465,30,19,1-30-2017-019-07,7,1,RF,0,2879.14494966816000000000,10,2
6465,30,19,1-30-2017-019-07,7,1,RR,0,2879.14494966816000000000,10,2
6465,30,19,1-30-2017-019-07,7,2,LF,7,2879.14494966816000000000,10,2
6465,30,19,1-30-2017-019-07,7,2,LF,5,2879.14494966816000000000,10,2
6465,30,19,1-30-2017-019-07,7,2,LR,0,2879.14494966816000000000,10,2
6465,30,19,1-30-2017-019-07,7,2,RF,0,2879.14494966816000000000,10,2
6465,30,19,1-30-2017-019-07,7,2,RR,0,2879.14494966816000000000,10,2
6466,30,20,1-30-2017-020-03,3,2,LF,0,703.26678363412500000000,10,2
6466,30,20,1-30-2017-020-03,3,2,LR,0,703.26678363412500000000,10,2
6466,30,20,1-30-2017-020-03,3,2,RF,0,703.26678363412500000000,10,2
6466,30,20,1-30-2017-020-03,3,2,RR,0,703.26678363412500000000,10,2
6515,30,21,1-30-2017-021-06,6,1,LF,0,1771.20478471158000000000,10,2
6515,30,21,1-30-2017-021-06,6,1,LR,0,1771.20478471158000000000,10,2
6515,30,21,1-30-2017-021-06,6,1,RF,0,1771.20478471158000000000,10,2
6515,30,21,1-30-2017-021-06,6,1,RR,0,1771.20478471158000000000,10,2
6515,30,21,1-30-2017-021-06,6,2,LF,0,1771.20478471158000000000,10,2
6515,30,21,1-30-2017-021-06,6,2,LR,0,1771.20478471158000000000,10,2
6515,30,21,1-30-2017-021-06,6,2,RF,0,1771.20478471158000000000,10,2
6515,30,21,1-30-2017-021-06,6,2,RR,0,1771.20478471158000000000,10,2
6503,30,22,1-30-2017-022-02,2,1,LF,7,80.19480851121660000000,10,2
6503,30,22,1-30-2017-022-02,2,1,LR,0,80.19480851121660000000,10,2
6503,30,22,1-30-2017-022-02,2,1,RF,0,80.19480851121660000000,10,2
6503,30,22,1-30-2017-022-02,2,1,RR,0,80.19480851121660000000,10,2
6552,30,23,1-30-2017-023-03,3,1,LF,9,810.32139696941700000000,10,2
6552,30,23,1-30-2017-023-03,3,1,LR,0,810.32139696941700000000,10,2
6552,30,23,1-30-2017-023-03,3,1,RF,9,810.32139696941700000000,10,2
6552,30,23,1-30-2017-023-03,3,1,RR,0,810.32139696941700000000,10,2
6553,30,24,1-30-2017-024-06,6,1,LF,9,1571.62194883339000000000,10,2
6553,30,24,1-30-2017-024-06,6,1,LR,0,1571.62194883339000000000,10,2
6553,30,24,1-30-2017-024-06,6,1,RF,9,1571.62194883339000000000,10,2
6553,30,24,1-30-2017-024-06,6,1,RR,0,1571.62194883339000000000,10,2
6553,30,24,1-30-2017-024-06,6,2,LF,0,1571.62194883339000000000,10,2
6553,30,24,1-30-2017-024-06,6,2,LR,0,1571.62194883339000000000,10,2
6553,30,24,1-30-2017-024-06,6,2,RF,0,1571.62194883339000000000,10,2
6553,30,24,1-30-2017-024-06,6,2,RR,7,1571.62194883339000000000,10,2
6604,30,25,1-30-2017-025-10,10,2,LF,0,13435.68844978320000000000,10,2
6604,30,25,1-30-2017-025-10,10,2,LR,0,13435.68844978320000000000,10,2
6604,30,25,1-30-2017-025-10,10,2,RF,0,13435.68844978320000000000,10,2
6604,30,25,1-30-2017-025-10,10,2,RR,0,13435.68844978320000000000,10,2
6686,30,31,1-30-2017-031-04,4,1,LF,0,2817.27319638255000000000,10,2
6686,30,31,1-30-2017-031-04,4,1,LR,0,2817.27319638255000000000,10,2
6686,30,31,1-30-2017-031-04,4,1,RF,0,2817.27319638255000000000,10,2
6686,30,31,1-30-2017-031-04,4,1,RR,7,2817.27319638255000000000,10,2
6694,30,32,1-30-2017-032-03,3,1,LF,0,805.48346050976000000000,10,2
6694,30,32,1-30-2017-032-03,3,1,LR,0,805.48346050976000000000,10,2
6694,30,32,1-30-2017-032-03,3,1,RF,0,805.48346050976000000000,10,2
6694,30,32,1-30-2017-032-03,3,1,RR,0,805.48346050976000000000,10,2
6694,30,32,1-30-2017-032-03,3,2,LF,0,805.48346050976000000000,10,2
6694,30,32,1-30-2017-032-03,3,2,LR,0,805.48346050976000000000,10,2
6694,30,32,1-30-2017-032-03,3,2,RF,9,805.48346050976000000000,10,2
6694,30,32,1-30-2017-032-03,3,2,RR,0,805.48346050976000000000,10,2
6733,30,34,1-30-2017-034-03,3,2,LF,0,852.23277090565400000000,10,2
6733,30,34,1-30-2017-034-03,3,2,LR,0,852.23277090565400000000,10,2
6733,30,34,1-30-2017-034-03,3,2,RF,7,852.23277090565400000000,10,2
6733,30,34,1-30-2017-034-03,3,2,RF,4,852.23277090565400000000,10,2
6733,30,34,1-30-2017-034-03,3,2,RR,0,852.23277090565400000000,10,2
6759,30,35,1-30-2017-035-02,2,1,LF,0,69.49097613050470000000,10,2
6759,30,35,1-30-2017-035-02,2,1,LR,0,69.49097613050470000000,10,2
6759,30,35,1-30-2017-035-02,2,1,RF,0,69.49097613050470000000,10,2
6759,30,35,1-30-2017-035-02,2,1,RR,0,69.49097613050470000000,10,2
6759,30,35,1-30-2017-035-02,2,2,LF,0,69.49097613050470000000,10,2
6759,30,35,1-30-2017-035-02,2,2,LR,0,69.49097613050470000000,10,2
6759,30,35,1-30-2017-035-02,2,2,RF,0,69.49097613050470000000,10,2
6759,30,35,1-30-2017-035-02,2,2,RR,7,69.49097613050470000000,10,2
6759,30,35,1-30-2017-035-02,2,2,RR,5,69.49097613050470000000,10,2
6800,30,37,1-30-2017-037-03,3,1,LF,0,783.86522065196300000000,10,2
6800,30,37,1-30-2017-037-03,3,1,LR,0,783.86522065196300000000,10,2
6800,30,37,1-30-2017-037-03,3,1,RF,0,783.86522065196300000000,10,2
6800,30,37,1-30-2017-037-03,3,1,RR,0,783.86522065196300000000,10,2
6801,30,38,1-30-2017-038-06,6,2,LF,0,1520.31007734854000000000,10,2
6801,30,38,1-30-2017-038-06,6,2,LR,0,1520.31007734854000000000,10,2
6801,30,38,1-30-2017-038-06,6,2,RF,0,1520.31007734854000000000,10,2
6801,30,38,1-30-2017-038-06,6,2,RR,0,1520.31007734854000000000,10,2
6838,30,39,1-30-2017-039-04,4,1,LF,0,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,1,LR,0,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,1,RF,0,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,1,RR,0,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,2,LF,0,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,2,LR,0,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,2,RF,7,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,2,RF,5,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,2,RR,0,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,3,LF,0,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,3,LR,7,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,3,RF,0,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,3,RR,0,1827.93791705103000000000,10,2
6839,30,40,1-30-2017-040-09,9,1,LF,0,3397.36491587046000000000,10,2
6839,30,40,1-30-2017-040-09,9,1,LR,0,3397.36491587046000000000,10,2
6839,30,40,1-30-2017-040-09,9,1,RF,0,3397.36491587046000000000,10,2
6839,30,40,1-30-2017-040-09,9,1,RR,0,3397.36491587046000000000,10,2
6839,30,40,1-30-2017-040-09,9,2,LF,0,3397.36491587046000000000,10,2
6839,30,40,1-30-2017-040-09,9,2,LR,0,3397.36491587046000000000,10,2
6839,30,40,1-30-2017-040-09,9,2,RF,0,3397.36491587046000000000,10,2
6839,30,40,1-30-2017-040-09,9,2,RR,0,3397.36491587046000000000,10,2
6879,30,41,1-30-2017-041-03,3,1,LF,0,505.66781882611900000000,10,2
6879,30,41,1-30-2017-041-03,3,1,LR,0,505.66781882611900000000,10,2
6879,30,41,1-30-2017-041-03,3,1,RF,0,505.66781882611900000000,10,2
6879,30,41,1-30-2017-041-03,3,1,RR,0,505.66781882611900000000,10,2
6880,30,42,1-30-2017-042-03,3,1,LF,0,505.66781882623800000000,10,2
6880,30,42,1-30-2017-042-03,3,1,LR,0,505.66781882623800000000,10,2
6880,30,42,1-30-2017-042-03,3,1,RF,0,505.66781882623800000000,10,2
6880,30,42,1-30-2017-042-03,3,1,RR,0,505.66781882623800000000,10,2
6880,30,42,1-30-2017-042-03,3,2,LF,0,505.66781882623800000000,10,2
6880,30,42,1-30-2017-042-03,3,2,LR,0,505.66781882623800000000,10,2
6880,30,42,1-30-2017-042-03,3,2,RF,0,505.66781882623800000000,10,2
6880,30,42,1-30-2017-042-03,3,2,RR,0,505.66781882623800000000,10,2
6916,30,44,1-30-2017-044-03,3,1,LF,0,524.15186877010900000000,10,2
6916,30,44,1-30-2017-044-03,3,1,LR,0,524.15186877010900000000,10,2
6916,30,44,1-30-2017-044-03,3,1,RF,4,524.15186877010900000000,10,2
6916,30,44,1-30-2017-044-03,3,1,RR,9,524.15186877010900000000,10,2
6926,30,45,1-30-2017-045-10,10,2,LF,0,8571.68421813427000000000,10,2
6926,30,45,1-30-2017-045-10,10,2,LR,0,8571.68421813427000000000,10,2
6926,30,45,1-30-2017-045-10,10,2,RF,0,8571.68421813427000000000,10,2
6926,30,45,1-30-2017-045-10,10,2,RR,0,8571.68421813427000000000,10,2
6969,30,47,1-30-2017-047-06,6,1,LF,0,2474.20687244211000000000,10,2
6969,30,47,1-30-2017-047-06,6,1,LR,0,2474.20687244211000000000,10,2
6969,30,47,1-30-2017-047-06,6,1,RF,0,2474.20687244211000000000,10,2
6969,30,47,1-30-2017-047-06,6,1,RR,0,2474.20687244211000000000,10,2
6998,30,49,1-30-2017-049-02,2,1,LF,0,236.77260552681400000000,10,2
6998,30,49,1-30-2017-049-02,2,1,LR,0,236.77260552681400000000,10,2
6998,30,49,1-30-2017-049-02,2,1,RF,0,236.77260552681400000000,10,2
6998,30,49,1-30-2017-049-02,2,1,RR,0,236.77260552681400000000,10,2
6998,30,49,1-30-2017-049-02,2,2,LF,7,236.77260552681400000000,10,2
6998,30,49,1-30-2017-049-02,2,2,LF,5,236.77260552681400000000,10,2
6998,30,49,1-30-2017-049-02,2,2,LR,0,236.77260552681400000000,10,2
6998,30,49,1-30-2017-049-02,2,2,RF,0,236.77260552681400000000,10,2
6998,30,49,1-30-2017-049-02,2,2,RR,0,236.77260552681400000000,10,2
7035,30,50,1-30-2017-050-03,3,2,LF,0,836.82499597619600000000,10,2
7035,30,50,1-30-2017-050-03,3,2,LR,0,836.82499597619600000000,10,2
7035,30,50,1-30-2017-050-03,3,2,RF,0,836.82499597619600000000,10,2
7035,30,50,1-30-2017-050-03,3,2,RR,0,836.82499597619600000000,10,2
7077,30,51,1-30-2017-051-03,3,2,LF,0,1962.62456855814000000000,10,2
7077,30,51,1-30-2017-051-03,3,2,LR,7,1962.62456855814000000000,10,2
7077,30,51,1-30-2017-051-03,3,2,RF,0,1962.62456855814000000000,10,2
7077,30,51,1-30-2017-051-03,3,2,RR,0,1962.62456855814000000000,10,2
7118,30,52,1-30-2017-052-07,7,1,LF,0,1653.59739057328000000000,10,2
7118,30,52,1-30-2017-052-07,7,1,LR,0,1653.59739057328000000000,10,2
7118,30,52,1-30-2017-052-07,7,1,RF,0,1653.59739057328000000000,10,2
7118,30,52,1-30-2017-052-07,7,1,RR,0,1653.59739057328000000000,10,2
7122,30,54,1-30-2017-054-02,2,1,LF,9,35.46946276391870000000,10,2
7122,30,54,1-30-2017-054-02,2,1,LR,9,35.46946276391870000000,10,2
7122,30,54,1-30-2017-054-02,2,1,RF,9,35.46946276391870000000,10,2
7122,30,54,1-30-2017-054-02,2,1,RR,9,35.46946276391870000000,10,2
7181,30,55,1-30-2017-055-04,4,1,LF,0,5616.45073494707000000000,10,2
7181,30,55,1-30-2017-055-04,4,1,LR,0,5616.45073494707000000000,10,2
7181,30,55,1-30-2017-055-04,4,1,RF,0,5616.45073494707000000000,10,2
7181,30,55,1-30-2017-055-04,4,1,RR,0,5616.45073494707000000000,10,2
7181,30,55,1-30-2017-055-04,4,2,LF,0,5616.45073494707000000000,10,2
7181,30,55,1-30-2017-055-04,4,2,LR,0,5616.45073494707000000000,10,2
7181,30,55,1-30-2017-055-04,4,2,RF,0,5616.45073494707000000000,10,2
7181,30,55,1-30-2017-055-04,4,2,RR,0,5616.45073494707000000000,10,2
7269,30,56,1-30-2017-056-03,3,1,LF,0,1062.05087838150000000000,10,2
7269,30,56,1-30-2017-056-03,3,1,LR,0,1062.05087838150000000000,10,2
7269,30,56,1-30-2017-056-03,3,1,RF,0,1062.05087838150000000000,10,2
7269,30,56,1-30-2017-056-03,3,1,RR,0,1062.05087838150000000000,10,2
7269,30,56,1-30-2017-056-03,3,2,LF,0,1062.05087838150000000000,10,2
7269,30,56,1-30-2017-056-03,3,2,LR,0,1062.05087838150000000000,10,2
7269,30,56,1-30-2017-056-03,3,2,RF,0,1062.05087838150000000000,10,2
7269,30,56,1-30-2017-056-03,3,2,RR,0,1062.05087838150000000000,10,2
7327,30,57,1-30-2017-057-05,5,1,LF,0,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,1,LR,0,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,1,RF,0,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,1,RR,0,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,2,LF,0,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,2,LR,0,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,2,RF,0,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,2,RR,0,127.57237189256300000000,10,2
7337,30,59,1-30-2017-059-02,2,2,LF,0,65.73752356778530000000,10,2
7337,30,59,1-30-2017-059-02,2,2,LR,0,65.73752356778530000000,10,2
7337,30,59,1-30-2017-059-02,2,2,RF,0,65.73752356778530000000,10,2
7337,30,59,1-30-2017-059-02,2,2,RR,0,65.73752356778530000000,10,2
7396,30,61,1-30-2017-061-03,3,1,LF,0,539.22936404511500000000,10,2
7396,30,61,1-30-2017-061-03,3,1,LR,0,539.22936404511500000000,10,2
7396,30,61,1-30-2017-061-03,3,1,RF,0,539.22936404511500000000,10,2
7396,30,61,1-30-2017-061-03,3,1,RR,0,539.22936404511500000000,10,2
7396,30,61,1-30-2017-061-03,3,2,LF,0,539.22936404511500000000,10,2
7396,30,61,1-30-2017-061-03,3,2,LR,0,539.22936404511500000000,10,2
7396,30,61,1-30-2017-061-03,3,2,RF,0,539.22936404511500000000,10,2
7396,30,61,1-30-2017-061-03,3,2,RR,0,539.22936404511500000000,10,2
7451,30,62,1-30-2017-062-05,5,2,LF,0,152.15634478049000000000,10,2
7451,30,62,1-30-2017-062-05,5,2,LR,7,152.15634478049000000000,10,2
7451,30,62,1-30-2017-062-05,5,2,LR,5,152.15634478049000000000,10,2
7451,30,62,1-30-2017-062-05,5,2,RF,0,152.15634478049000000000,10,2
7451,30,62,1-30-2017-062-05,5,2,RR,0,152.15634478049000000000,10,2
7452,30,63,1-30-2017-063-10,10,2,LF,0,14601.16619123070000000000,10,2
7452,30,63,1-30-2017-063-10,10,2,LR,0,14601.16619123070000000000,10,2
7452,30,63,1-30-2017-063-10,10,2,RF,0,14601.16619123070000000000,10,2
7452,30,63,1-30-2017-063-10,10,2,RR,0,14601.16619123070000000000,10,2
7564,30,64,1-30-2017-064-07,7,1,LF,7,5273.73069432622000000000,10,2
7564,30,64,1-30-2017-064-07,7,1,LF,5,5273.73069432622000000000,10,2
7564,30,64,1-30-2017-064-07,7,1,LR,7,5273.73069432622000000000,10,2
7564,30,64,1-30-2017-064-07,7,1,LR,1,5273.73069432622000000000,10,2
7564,30,64,1-30-2017-064-07,7,1,RF,0,5273.73069432622000000000,10,2
7564,30,64,1-30-2017-064-07,7,1,RR,0,5273.73069432622000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,LF,0,1466.95760247911000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,LR,0,1466.95760247911000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,RF,0,1466.95760247911000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,RR,0,1466.95760247911000000000,10,2
7749,30,70,1-30-2017-070-02,2,1,LF,0,101.74563607327200000000,10,2
7749,30,70,1-30-2017-070-02,2,1,LR,0,101.74563607327200000000,10,2
7749,30,70,1-30-2017-070-02,2,1,RF,0,101.74563607327200000000,10,2
7749,30,70,1-30-2017-070-02,2,1,RR,0,101.74563607327200000000,10,2
7749,30,70,1-30-2017-070-02,2,2,LF,0,101.74563607327200000000,10,2
7749,30,70,1-30-2017-070-02,2,2,LR,0,101.74563607327200000000,10,2
7749,30,70,1-30-2017-070-02,2,2,RF,0,101.74563607327200000000,10,2
7749,30,70,1-30-2017-070-02,2,2,RR,0,101.74563607327200000000,10,2
7741,30,71,1-30-2017-071-05,5,1,LF,0,197.45088374437000000000,10,2
7741,30,71,1-30-2017-071-05,5,1,LR,0,197.45088374437000000000,10,2
7741,30,71,1-30-2017-071-05,5,1,RF,7,197.45088374437000000000,10,2
7741,30,71,1-30-2017-071-05,5,1,RF,8,197.45088374437000000000,10,2
7741,30,71,1-30-2017-071-05,5,1,RR,7,197.45088374437000000000,10,2
7741,30,71,1-30-2017-071-05,5,1,RR,8,197.45088374437000000000,10,2
7803,30,72,1-30-2017-072-02,2,1,LF,7,95.95328383992720000000,10,2
7803,30,72,1-30-2017-072-02,2,1,LF,5,95.95328383992720000000,10,2
7803,30,72,1-30-2017-072-02,2,1,LR,0,95.95328383992720000000,10,2
7803,30,72,1-30-2017-072-02,2,1,RF,0,95.95328383992720000000,10,2
7803,30,72,1-30-2017-072-02,2,1,RR,0,95.95328383992720000000,10,2
7856,30,73,1-30-2017-073-03,3,1,LF,0,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,1,LR,0,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,1,RF,0,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,1,RR,0,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,2,LF,0,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,2,LR,0,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,2,RF,0,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,2,RR,7,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,2,RR,5,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,3,LF,9,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,3,LR,9,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,3,RF,9,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,3,RR,9,435.40505207481300000000,10,2
7864,30,75,1-30-2017-075-02,2,1,LF,7,38.23505510878350000000,10,2
7864,30,75,1-30-2017-075-02,2,1,LF,5,38.23505510878350000000,10,2
7864,30,75,1-30-2017-075-02,2,1,LF,3,38.23505510878350000000,10,2
7864,30,75,1-30-2017-075-02,2,1,LR,0,38.23505510878350000000,10,2
7864,30,75,1-30-2017-075-02,2,1,RF,0,38.23505510878350000000,10,2
7864,30,75,1-30-2017-075-02,2,1,RR,7,38.23505510878350000000,10,2
7864,30,75,1-30-2017-075-02,2,2,LF,0,38.23505510878350000000,10,2
7864,30,75,1-30-2017-075-02,2,2,LR,0,38.23505510878350000000,10,2
7864,30,75,1-30-2017-075-02,2,2,RF,9,38.23505510878350000000,10,2
7864,30,75,1-30-2017-075-02,2,2,RR,7,38.23505510878350000000,10,2
7911,30,76,1-30-2017-076-10,10,1,LF,0,20830.73511251550000000000,10,2
7911,30,76,1-30-2017-076-10,10,1,LR,0,20830.73511251550000000000,10,2
7911,30,76,1-30-2017-076-10,10,1,RF,0,20830.73511251550000000000,10,2
7911,30,76,1-30-2017-076-10,10,1,RR,0,20830.73511251550000000000,10,2
8012,30,77,1-30-2017-077-03,3,1,LF,7,1794.30440355272000000000,10,2
8012,30,77,1-30-2017-077-03,3,1,LR,0,1794.30440355272000000000,10,2
8012,30,77,1-30-2017-077-03,3,1,RF,0,1794.30440355272000000000,10,2
8012,30,77,1-30-2017-077-03,3,1,RR,0,1794.30440355272000000000,10,2
8081,30,78,1-30-2017-078-07,7,2,LF,0,2644.12219900419000000000,10,2
8081,30,78,1-30-2017-078-07,7,2,LR,0,2644.12219900419000000000,10,2
8081,30,78,1-30-2017-078-07,7,2,RF,0,2644.12219900419000000000,10,2
8081,30,78,1-30-2017-078-07,7,2,RR,0,2644.12219900419000000000,10,2
8082,30,79,1-30-2017-079-02,2,1,LF,0,56.71609934376400000000,10,2
8082,30,79,1-30-2017-079-02,2,1,LR,0,56.71609934376400000000,10,2
8082,30,79,1-30-2017-079-02,2,1,RF,0,56.71609934376400000000,10,2
8082,30,79,1-30-2017-079-02,2,1,RR,0,56.71609934376400000000,10,2
8082,30,79,1-30-2017-079-02,2,2,LF,0,56.71609934376400000000,10,2
