CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,TIRELOC,DAMAGE,CASEWGT,PSUSTRAT,VERSION
7274,16,50,1-16-2017-050-03,3,1,LR,0,339.16571743006300000000,5,2
7274,16,50,1-16-2017-050-03,3,1,RF,0,339.16571743006300000000,5,2
7274,16,50,1-16-2017-050-03,3,1,RR,0,339.16571743006300000000,5,2
7304,16,51,1-16-2017-051-06,6,1,LF,0,3067.09838689603000000000,5,2
7304,16,51,1-16-2017-051-06,6,1,LR,0,3067.09838689603000000000,5,2
7304,16,51,1-16-2017-051-06,6,1,RF,8,3067.09838689603000000000,5,2
7304,16,51,1-16-2017-051-06,6,1,RR,0,3067.09838689603000000000,5,2
7357,16,52,1-16-2017-052-08,8,1,LF,8,446.39018515147900000000,5,2
7357,16,52,1-16-2017-052-08,8,1,LR,0,446.39018515147900000000,5,2
7357,16,52,1-16-2017-052-08,8,1,RF,0,446.39018515147900000000,5,2
7357,16,52,1-16-2017-052-08,8,1,RR,0,446.39018515147900000000,5,2
7357,16,52,1-16-2017-052-08,8,2,LF,0,446.39018515147900000000,5,2
7357,16,52,1-16-2017-052-08,8,2,LR,8,446.39018515147900000000,5,2
7357,16,52,1-16-2017-052-08,8,2,RF,0,446.39018515147900000000,5,2
7357,16,52,1-16-2017-052-08,8,2,RR,0,446.39018515147900000000,5,2
7358,16,53,1-16-2017-053-05,5,1,LF,0,92.13841593463610000000,5,2
7358,16,53,1-16-2017-053-05,5,1,LR,0,92.13841593463610000000,5,2
7358,16,53,1-16-2017-053-05,5,1,RF,0,92.13841593463610000000,5,2
7358,16,53,1-16-2017-053-05,5,1,RR,0,92.13841593463610000000,5,2
7358,16,53,1-16-2017-053-05,5,2,LF,0,92.13841593463610000000,5,2
7358,16,53,1-16-2017-053-05,5,2,LR,0,92.13841593463610000000,5,2
7358,16,53,1-16-2017-053-05,5,2,RF,8,92.13841593463610000000,5,2
7358,16,53,1-16-2017-053-05,5,2,RF,2,92.13841593463610000000,5,2
7358,16,53,1-16-2017-053-05,5,2,RR,0,92.13841593463610000000,5,2
7426,16,54,1-16-2017-054-03,3,1,LF,0,168.32205062365500000000,5,2
7426,16,54,1-16-2017-054-03,3,1,LR,0,168.32205062365500000000,5,2
7426,16,54,1-16-2017-054-03,3,1,RF,0,168.32205062365500000000,5,2
7426,16,54,1-16-2017-054-03,3,1,RR,0,168.32205062365500000000,5,2
7426,16,54,1-16-2017-054-03,3,2,LF,0,168.32205062365500000000,5,2
7426,16,54,1-16-2017-054-03,3,2,LR,0,168.32205062365500000000,5,2
7426,16,54,1-16-2017-054-03,3,2,RF,0,168.32205062365500000000,5,2
7426,16,54,1-16-2017-054-03,3,2,RR,0,168.32205062365500000000,5,2
7529,16,55,1-16-2017-055-03,3,1,LF,0,398.50972604971200000000,5,2
7529,16,55,1-16-2017-055-03,3,1,LR,0,398.50972604971200000000,5,2
7529,16,55,1-16-2017-055-03,3,1,RF,0,398.50972604971200000000,5,2
7529,16,55,1-16-2017-055-03,3,1,RR,0,398.50972604971200000000,5,2
7530,16,56,1-16-2017-056-05,5,1,LF,0,67.91261798517790000000,5,2
7530,16,56,1-16-2017-056-05,5,1,LR,0,67.91261798517790000000,5,2
7530,16,56,1-16-2017-056-05,5,1,RF,8,67.91261798517790000000,5,2
7530,16,56,1-16-2017-056-05,5,1,RR,0,67.91261798517790000000,5,2
7589,16,57,1-16-2017-057-03,3,1,LF,0,1086.81269314683000000000,5,2
7589,16,57,1-16-2017-057-03,3,1,LR,0,1086.81269314683000000000,5,2
7589,16,57,1-16-2017-057-03,3,1,RF,0,1086.81269314683000000000,5,2
7589,16,57,1-16-2017-057-03,3,1,RR,0,1086.81269314683000000000,5,2
7589,16,57,1-16-2017-057-03,3,2,LF,0,1086.81269314683000000000,5,2
7589,16,57,1-16-2017-057-03,3,2,LR,0,1086.81269314683000000000,5,2
7589,16,57,1-16-2017-057-03,3,2,RF,0,1086.81269314683000000000,5,2
7589,16,57,1-16-2017-057-03,3,2,RR,0,1086.81269314683000000000,5,2
7656,16,58,1-16-2017-058-07,7,1,LF,0,1698.43017360501000000000,5,2
7656,16,58,1-16-2017-058-07,7,1,LR,0,1698.43017360501000000000,5,2
7656,16,58,1-16-2017-058-07,7,1,RF,0,1698.43017360501000000000,5,2
7656,16,58,1-16-2017-058-07,7,1,RR,0,1698.43017360501000000000,5,2
7656,16,58,1-16-2017-058-07,7,2,LF,0,1698.43017360501000000000,5,2
7656,16,58,1-16-2017-058-07,7,2,LR,0,1698.43017360501000000000,5,2
7656,16,58,1-16-2017-058-07,7,2,RF,0,1698.43017360501000000000,5,2
7656,16,58,1-16-2017-058-07,7,2,RR,0,1698.43017360501000000000,5,2
7657,16,59,1-16-2017-059-02,2,1,LF,0,36.43112050276990000000,5,2
7657,16,59,1-16-2017-059-02,2,1,LR,0,36.43112050276990000000,5,2
7657,16,59,1-16-2017-059-02,2,1,RF,0,36.43112050276990000000,5,2
7657,16,59,1-16-2017-059-02,2,1,RR,8,36.43112050276990000000,5,2
7657,16,59,1-16-2017-059-02,2,2,LF,0,36.43112050276990000000,5,2
7657,16,59,1-16-2017-059-02,2,2,LR,0,36.43112050276990000000,5,2
7657,16,59,1-16-2017-059-02,2,2,RF,0,36.43112050276990000000,5,2
7657,16,59,1-16-2017-059-02,2,2,RR,0,36.43112050276990000000,5,2
7731,16,60,1-16-2017-060-08,8,1,LF,0,975.90571238197800000000,5,2
7731,16,60,1-16-2017-060-08,8,1,LR,0,975.90571238197800000000,5,2
7731,16,60,1-16-2017-060-08,8,1,RF,0,975.90571238197800000000,5,2
7731,16,60,1-16-2017-060-08,8,1,RR,0,975.90571238197800000000,5,2
7842,16,61,1-16-2017-061-03,3,1,LF,0,758.40852943395400000000,5,2
7842,16,61,1-16-2017-061-03,3,1,LR,0,758.40852943395400000000,5,2
7842,16,61,1-16-2017-061-03,3,1,RF,0,758.40852943395400000000,5,2
7842,16,61,1-16-2017-061-03,3,1,RR,0,758.40852943395400000000,5,2
7842,16,61,1-16-2017-061-03,3,2,LF,0,758.40852943395400000000,5,2
7842,16,61,1-16-2017-061-03,3,2,LR,0,758.40852943395400000000,5,2
7842,16,61,1-16-2017-061-03,3,2,RF,0,758.40852943395400000000,5,2
7842,16,61,1-16-2017-061-03,3,2,RR,0,758.40852943395400000000,5,2
7879,16,63,1-16-2017-063-04,4,1,LF,0,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,1,LR,0,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,1,RF,0,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,1,RR,0,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,2,LF,0,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,2,LR,0,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,2,RF,0,975.91550235041800000000,5,2
7879,16,63,1-16-2017-063-04,4,2,RR,0,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,1,LF,0,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,1,LR,0,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,1,RF,0,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,1,RR,0,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,2,LF,0,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,2,LR,0,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,2,RF,0,975.91550235041800000000,5,2
7891,16,64,1-16-2017-064-04,4,2,RR,0,975.91550235041800000000,5,2
7941,16,65,1-16-2017-065-02,2,1,LF,0,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,1,LR,0,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,1,RF,0,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,1,RR,0,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,2,LF,0,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,2,LR,0,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,2,RF,0,86.48846061142220000000,5,2
7941,16,65,1-16-2017-065-02,2,2,RR,0,86.48846061142220000000,5,2
8000,16,66,1-16-2017-066-06,6,1,LF,0,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,1,LR,0,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,1,RF,0,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,1,RR,0,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,2,LF,0,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,2,LR,0,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,2,RF,0,554.32085735500400000000,5,2
8000,16,66,1-16-2017-066-06,6,2,RR,0,554.32085735500400000000,5,2
8001,16,67,1-16-2017-067-05,5,1,LF,0,48.70594665109840000000,5,2
8001,16,67,1-16-2017-067-05,5,1,LR,0,48.70594665109840000000,5,2
8001,16,67,1-16-2017-067-05,5,1,RF,0,48.70594665109840000000,5,2
8001,16,67,1-16-2017-067-05,5,1,RR,0,48.70594665109840000000,5,2
8001,16,67,1-16-2017-067-05,5,2,LF,0,48.70594665109840000000,5,2
8001,16,67,1-16-2017-067-05,5,2,LR,0,48.70594665109840000000,5,2
8001,16,67,1-16-2017-067-05,5,2,RF,8,48.70594665109840000000,5,2
8001,16,67,1-16-2017-067-05,5,2,RR,0,48.70594665109840000000,5,2
8067,16,68,1-16-2017-068-06,6,1,LF,0,1059.70250797157000000000,5,2
8067,16,68,1-16-2017-068-06,6,1,LR,0,1059.70250797157000000000,5,2
8067,16,68,1-16-2017-068-06,6,1,RF,0,1059.70250797157000000000,5,2
8067,16,68,1-16-2017-068-06,6,1,RR,0,1059.70250797157000000000,5,2
8067,16,68,1-16-2017-068-06,6,2,LF,0,1059.70250797157000000000,5,2
8067,16,68,1-16-2017-068-06,6,2,LR,0,1059.70250797157000000000,5,2
8067,16,68,1-16-2017-068-06,6,2,RF,0,1059.70250797157000000000,5,2
8067,16,68,1-16-2017-068-06,6,2,RR,0,1059.70250797157000000000,5,2
8116,16,69,1-16-2017-069-08,8,1,LF,0,455.56218219892500000000,5,2
8116,16,69,1-16-2017-069-08,8,1,LR,0,455.56218219892500000000,5,2
8116,16,69,1-16-2017-069-08,8,1,RF,0,455.56218219892500000000,5,2
8116,16,69,1-16-2017-069-08,8,1,RR,0,455.56218219892500000000,5,2
8116,16,69,1-16-2017-069-08,8,2,LF,0,455.56218219892500000000,5,2
8116,16,69,1-16-2017-069-08,8,2,LR,0,455.56218219892500000000,5,2
8116,16,69,1-16-2017-069-08,8,2,RF,0,455.56218219892500000000,5,2
8116,16,69,1-16-2017-069-08,8,2,RR,0,455.56218219892500000000,5,2
8117,16,70,1-16-2017-070-06,6,2,LF,0,1070.17056183628000000000,5,2
8117,16,70,1-16-2017-070-06,6,2,LR,0,1070.17056183628000000000,5,2
8117,16,70,1-16-2017-070-06,6,2,RF,0,1070.17056183628000000000,5,2
8117,16,70,1-16-2017-070-06,6,2,RR,0,1070.17056183628000000000,5,2
8117,16,70,1-16-2017-070-06,6,3,LF,0,1070.17056183628000000000,5,2
8117,16,70,1-16-2017-070-06,6,3,LR,0,1070.17056183628000000000,5,2
8117,16,70,1-16-2017-070-06,6,3,RF,0,1070.17056183628000000000,5,2
8117,16,70,1-16-2017-070-06,6,3,RR,0,1070.17056183628000000000,5,2
8198,16,71,1-16-2017-071-06,6,2,LF,0,2078.07642744592000000000,5,2
8198,16,71,1-16-2017-071-06,6,2,LR,0,2078.07642744592000000000,5,2
8198,16,71,1-16-2017-071-06,6,2,RF,0,2078.07642744592000000000,5,2
8198,16,71,1-16-2017-071-06,6,2,RR,0,2078.07642744592000000000,5,2
8262,16,73,1-16-2017-073-04,4,1,LF,0,1022.75343708077000000000,5,2
8262,16,73,1-16-2017-073-04,4,1,LR,0,1022.75343708077000000000,5,2
8262,16,73,1-16-2017-073-04,4,1,RF,8,1022.75343708077000000000,5,2
8262,16,73,1-16-2017-073-04,4,1,RR,0,1022.75343708077000000000,5,2
8278,16,74,1-16-2017-074-04,4,1,LF,0,1022.75343708077000000000,5,2
8278,16,74,1-16-2017-074-04,4,1,LR,0,1022.75343708077000000000,5,2
8278,16,74,1-16-2017-074-04,4,1,RF,0,1022.75343708077000000000,5,2
8278,16,74,1-16-2017-074-04,4,1,RR,0,1022.75343708077000000000,5,2
8278,16,74,1-16-2017-074-04,4,2,LF,0,1022.75343708077000000000,5,2
8278,16,74,1-16-2017-074-04,4,2,LR,0,1022.75343708077000000000,5,2
8278,16,74,1-16-2017-074-04,4,2,RF,0,1022.75343708077000000000,5,2
8278,16,74,1-16-2017-074-04,4,2,RR,0,1022.75343708077000000000,5,2
8354,16,75,1-16-2017-075-04,4,1,LF,8,3233.52587013727000000000,5,2
8354,16,75,1-16-2017-075-04,4,1,LR,0,3233.52587013727000000000,5,2
8354,16,75,1-16-2017-075-04,4,1,RF,0,3233.52587013727000000000,5,2
8354,16,75,1-16-2017-075-04,4,1,RR,0,3233.52587013727000000000,5,2
8418,16,76,1-16-2017-076-04,4,1,LF,0,1988.35356427731000000000,5,2
8418,16,76,1-16-2017-076-04,4,1,LR,0,1988.35356427731000000000,5,2
8418,16,76,1-16-2017-076-04,4,1,RF,0,1988.35356427731000000000,5,2
8418,16,76,1-16-2017-076-04,4,1,RR,0,1988.35356427731000000000,5,2
8420,16,77,1-16-2017-077-03,3,2,LF,0,591.83275996298000000000,5,2
8420,16,77,1-16-2017-077-03,3,2,LR,0,591.83275996298000000000,5,2
8420,16,77,1-16-2017-077-03,3,2,RF,0,591.83275996298000000000,5,2
8420,16,77,1-16-2017-077-03,3,2,RR,0,591.83275996298000000000,5,2
8478,16,78,1-16-2017-078-10,10,1,LF,0,5620.97976379285000000000,5,2
8478,16,78,1-16-2017-078-10,10,1,LR,0,5620.97976379285000000000,5,2
8478,16,78,1-16-2017-078-10,10,1,RF,0,5620.97976379285000000000,5,2
8478,16,78,1-16-2017-078-10,10,1,RR,0,5620.97976379285000000000,5,2
8478,16,78,1-16-2017-078-10,10,2,LF,0,5620.97976379285000000000,5,2
8478,16,78,1-16-2017-078-10,10,2,LR,0,5620.97976379285000000000,5,2
8478,16,78,1-16-2017-078-10,10,2,RF,0,5620.97976379285000000000,5,2
8478,16,78,1-16-2017-078-10,10,2,RR,0,5620.97976379285000000000,5,2
8480,16,79,1-16-2017-079-04,4,1,LF,0,1202.19615133779000000000,5,2
8480,16,79,1-16-2017-079-04,4,1,LR,0,1202.19615133779000000000,5,2
8480,16,79,1-16-2017-079-04,4,1,RF,0,1202.19615133779000000000,5,2
8480,16,79,1-16-2017-079-04,4,1,RR,0,1202.19615133779000000000,5,2
8480,16,79,1-16-2017-079-04,4,2,LF,0,1202.19615133779000000000,5,2
8480,16,79,1-16-2017-079-04,4,2,LR,0,1202.19615133779000000000,5,2
8480,16,79,1-16-2017-079-04,4,2,RF,0,1202.19615133779000000000,5,2
8480,16,79,1-16-2017-079-04,4,2,RR,0,1202.19615133779000000000,5,2
8550,16,80,1-16-2017-080-10,10,1,LF,0,8274.88500519685000000000,5,2
8550,16,80,1-16-2017-080-10,10,1,LR,0,8274.88500519685000000000,5,2
8550,16,80,1-16-2017-080-10,10,1,RF,5,8274.88500519685000000000,5,2
8550,16,80,1-16-2017-080-10,10,1,RF,4,8274.88500519685000000000,5,2
8550,16,80,1-16-2017-080-10,10,1,RR,0,8274.88500519685000000000,5,2
8550,16,81,1-16-2017-081-03,3,1,LF,0,526.78168572825000000000,5,2
8550,16,81,1-16-2017-081-03,3,1,LR,0,526.78168572825000000000,5,2
8550,16,81,1-16-2017-081-03,3,1,RF,0,526.78168572825000000000,5,2
8550,16,81,1-16-2017-081-03,3,1,RR,0,526.78168572825000000000,5,2
8552,16,82,1-16-2017-082-04,4,1,LF,0,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,1,LR,0,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,1,RF,0,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,1,RR,0,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,2,LF,0,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,2,LR,0,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,2,RF,0,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,2,RR,0,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,3,LF,0,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,3,LR,0,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,3,RF,0,1769.80443338983000000000,5,2
8552,16,82,1-16-2017-082-04,4,3,RR,0,1769.80443338983000000000,5,2
8618,16,83,1-16-2017-083-05,5,1,LF,8,56.92463203596180000000,5,2
8618,16,83,1-16-2017-083-05,5,1,LR,0,56.92463203596180000000,5,2
8618,16,83,1-16-2017-083-05,5,1,RF,0,56.92463203596180000000,5,2
8618,16,83,1-16-2017-083-05,5,1,RR,0,56.92463203596180000000,5,2
8618,16,83,1-16-2017-083-05,5,2,LF,0,56.92463203596180000000,5,2
8618,16,83,1-16-2017-083-05,5,2,LR,0,56.92463203596180000000,5,2
8618,16,83,1-16-2017-083-05,5,2,RF,0,56.92463203596180000000,5,2
8618,16,83,1-16-2017-083-05,5,2,RR,0,56.92463203596180000000,5,2
8646,16,85,1-16-2017-085-02,2,1,LF,0,24.48450823897450000000,5,2
8646,16,85,1-16-2017-085-02,2,1,LR,0,24.48450823897450000000,5,2
8646,16,85,1-16-2017-085-02,2,1,RF,0,24.48450823897450000000,5,2
8646,16,85,1-16-2017-085-02,2,1,RR,0,24.48450823897450000000,5,2
8646,16,85,1-16-2017-085-02,2,2,LF,0,24.48450823897450000000,5,2
8646,16,85,1-16-2017-085-02,2,2,LR,0,24.48450823897450000000,5,2
8646,16,85,1-16-2017-085-02,2,2,RF,0,24.48450823897450000000,5,2
8646,16,85,1-16-2017-085-02,2,2,RR,0,24.48450823897450000000,5,2
8690,16,86,1-16-2017-086-09,9,1,LF,3,3547.68665158674000000000,5,2
8690,16,86,1-16-2017-086-09,9,1,LR,0,3547.68665158674000000000,5,2
8690,16,86,1-16-2017-086-09,9,1,RF,0,3547.68665158674000000000,5,2
8690,16,86,1-16-2017-086-09,9,1,RR,0,3547.68665158674000000000,5,2
8694,16,87,1-16-2017-087-02,2,1,LF,0,47.92481203941460000000,5,2
8694,16,87,1-16-2017-087-02,2,1,LR,0,47.92481203941460000000,5,2
8694,16,87,1-16-2017-087-02,2,1,RF,0,47.92481203941460000000,5,2
8694,16,87,1-16-2017-087-02,2,1,RR,0,47.92481203941460000000,5,2
8694,16,87,1-16-2017-087-02,2,2,LF,0,47.92481203941460000000,5,2
8694,16,87,1-16-2017-087-02,2,2,LR,0,47.92481203941460000000,5,2
8694,16,87,1-16-2017-087-02,2,2,RF,0,47.92481203941460000000,5,2
8694,16,87,1-16-2017-087-02,2,2,RR,0,47.92481203941460000000,5,2
8788,16,88,1-16-2017-088-06,6,1,LF,0,2287.90777727149000000000,5,2
8788,16,88,1-16-2017-088-06,6,1,LR,0,2287.90777727149000000000,5,2
8788,16,88,1-16-2017-088-06,6,1,RF,4,2287.90777727149000000000,5,2
8788,16,88,1-16-2017-088-06,6,1,RR,0,2287.90777727149000000000,5,2
8860,16,89,1-16-2017-089-04,4,2,LF,0,1935.81901040284000000000,5,2
8860,16,89,1-16-2017-089-04,4,2,LR,0,1935.81901040284000000000,5,2
8860,16,89,1-16-2017-089-04,4,2,RF,0,1935.81901040284000000000,5,2
8860,16,89,1-16-2017-089-04,4,2,RR,0,1935.81901040284000000000,5,2
8860,16,90,1-16-2017-090-09,9,1,LF,8,3126.49455209188000000000,5,2
8860,16,90,1-16-2017-090-09,9,1,LR,0,3126.49455209188000000000,5,2
8860,16,90,1-16-2017-090-09,9,1,RF,8,3126.49455209188000000000,5,2
8860,16,90,1-16-2017-090-09,9,1,RR,8,3126.49455209188000000000,5,2
8860,16,90,1-16-2017-090-09,9,1,RR,3,3126.49455209188000000000,5,2
8950,16,91,1-16-2017-091-02,2,1,LF,8,28.38718458042420000000,5,2
8950,16,91,1-16-2017-091-02,2,1,LR,8,28.38718458042420000000,5,2
8950,16,91,1-16-2017-091-02,2,1,RF,5,28.38718458042420000000,5,2
8950,16,91,1-16-2017-091-02,2,1,RR,0,28.38718458042420000000,5,2
8952,16,93,1-16-2017-093-03,3,1,LF,0,387.27514087760900000000,5,2
8952,16,93,1-16-2017-093-03,3,1,LR,0,387.27514087760900000000,5,2
8952,16,93,1-16-2017-093-03,3,1,RF,0,387.27514087760900000000,5,2
8952,16,93,1-16-2017-093-03,3,1,RR,0,387.27514087760900000000,5,2
8952,16,93,1-16-2017-093-03,3,2,LF,0,387.27514087760900000000,5,2
8952,16,93,1-16-2017-093-03,3,2,LR,0,387.27514087760900000000,5,2
8952,16,93,1-16-2017-093-03,3,2,RF,0,387.27514087760900000000,5,2
8952,16,93,1-16-2017-093-03,3,2,RR,0,387.27514087760900000000,5,2
8966,16,94,1-16-2017-094-06,6,1,LF,0,751.12185592969200000000,5,2
8966,16,94,1-16-2017-094-06,6,1,LR,0,751.12185592969200000000,5,2
8966,16,94,1-16-2017-094-06,6,1,RF,0,751.12185592969200000000,5,2
8966,16,94,1-16-2017-094-06,6,1,RR,0,751.12185592969200000000,5,2
9018,16,95,1-16-2017-095-06,6,1,LF,0,910.10497547752300000000,5,2
9018,16,95,1-16-2017-095-06,6,1,LR,0,910.10497547752300000000,5,2
9018,16,95,1-16-2017-095-06,6,1,RF,0,910.10497547752300000000,5,2
9018,16,95,1-16-2017-095-06,6,1,RR,0,910.10497547752300000000,5,2
6045,17,1,1-17-2017-001-10,10,1,LF,0,200.16680886181900000000,4,2
6045,17,1,1-17-2017-001-10,10,1,LR,0,200.16680886181900000000,4,2
6045,17,1,1-17-2017-001-10,10,1,RF,0,200.16680886181900000000,4,2
6045,17,1,1-17-2017-001-10,10,1,RR,0,200.16680886181900000000,4,2
6117,17,2,1-17-2017-002-09,9,1,LF,0,1415.10629264720000000000,4,2
6117,17,2,1-17-2017-002-09,9,1,LR,0,1415.10629264720000000000,4,2
6117,17,2,1-17-2017-002-09,9,1,RF,0,1415.10629264720000000000,4,2
6117,17,2,1-17-2017-002-09,9,1,RR,0,1415.10629264720000000000,4,2
6118,17,3,1-17-2017-003-08,8,1,LF,0,186.33080319887600000000,4,2
6118,17,3,1-17-2017-003-08,8,1,LR,0,186.33080319887600000000,4,2
6118,17,3,1-17-2017-003-08,8,1,RF,0,186.33080319887600000000,4,2
6118,17,3,1-17-2017-003-08,8,1,RR,0,186.33080319887600000000,4,2
6182,17,4,1-17-2017-004-09,9,1,LF,0,384.01366230303100000000,4,2
6182,17,4,1-17-2017-004-09,9,1,LR,0,384.01366230303100000000,4,2
6182,17,4,1-17-2017-004-09,9,1,RF,0,384.01366230303100000000,4,2
6182,17,4,1-17-2017-004-09,9,1,RR,0,384.01366230303100000000,4,2
6182,17,4,1-17-2017-004-09,9,2,LF,0,384.01366230303100000000,4,2
6182,17,4,1-17-2017-004-09,9,2,LR,0,384.01366230303100000000,4,2
6182,17,4,1-17-2017-004-09,9,2,RF,0,384.01366230303100000000,4,2
6182,17,4,1-17-2017-004-09,9,2,RR,0,384.01366230303100000000,4,2
6183,17,5,1-17-2017-005-04,4,1,LF,0,214.93968731874500000000,4,2
6183,17,5,1-17-2017-005-04,4,1,LR,0,214.93968731874500000000,4,2
6183,17,5,1-17-2017-005-04,4,1,RF,0,214.93968731874500000000,4,2
6183,17,5,1-17-2017-005-04,4,1,RR,0,214.93968731874500000000,4,2
6184,17,6,1-17-2017-006-04,4,1,LF,8,214.93968732486500000000,4,2
6184,17,6,1-17-2017-006-04,4,1,LR,0,214.93968732486500000000,4,2
6184,17,6,1-17-2017-006-04,4,1,RF,0,214.93968732486500000000,4,2
6184,17,6,1-17-2017-006-04,4,1,RR,0,214.93968732486500000000,4,2
6244,17,7,1-17-2017-007-06,6,1,LF,0,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,1,LR,0,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,1,RF,0,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,1,RR,0,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,2,LF,0,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,2,LR,0,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,2,RF,0,260.45254408597600000000,4,2
6244,17,7,1-17-2017-007-06,6,2,RR,0,260.45254408597600000000,4,2
6245,17,8,1-17-2017-008-03,3,1,LF,0,134.28819158768900000000,4,2
6245,17,8,1-17-2017-008-03,3,1,LR,0,134.28819158768900000000,4,2
6245,17,8,1-17-2017-008-03,3,1,RF,0,134.28819158768900000000,4,2
6245,17,8,1-17-2017-008-03,3,1,RR,0,134.28819158768900000000,4,2
6245,17,8,1-17-2017-008-03,3,2,LF,0,134.28819158768900000000,4,2
6245,17,8,1-17-2017-008-03,3,2,LR,0,134.28819158768900000000,4,2
6245,17,8,1-17-2017-008-03,3,2,RF,0,134.28819158768900000000,4,2
6245,17,8,1-17-2017-008-03,3,2,RR,0,134.28819158768900000000,4,2
6246,17,9,1-17-2017-009-03,3,2,LF,0,134.28819158874300000000,4,2
6246,17,9,1-17-2017-009-03,3,2,LR,0,134.28819158874300000000,4,2
6246,17,9,1-17-2017-009-03,3,2,RF,0,134.28819158874300000000,4,2
6246,17,9,1-17-2017-009-03,3,2,RR,0,134.28819158874300000000,4,2
6247,17,10,1-17-2017-010-07,7,1,LF,0,530.29557908337700000000,4,2
6247,17,10,1-17-2017-010-07,7,1,LR,0,530.29557908337700000000,4,2
6247,17,10,1-17-2017-010-07,7,1,RF,0,530.29557908337700000000,4,2
6247,17,10,1-17-2017-010-07,7,1,RR,0,530.29557908337700000000,4,2
6317,17,11,1-17-2017-011-07,7,1,LF,0,1987.12586336849000000000,4,2
6317,17,11,1-17-2017-011-07,7,1,LR,0,1987.12586336849000000000,4,2
6317,17,11,1-17-2017-011-07,7,1,RF,0,1987.12586336849000000000,4,2
6317,17,11,1-17-2017-011-07,7,1,RR,0,1987.12586336849000000000,4,2
6317,17,11,1-17-2017-011-07,7,2,LF,0,1987.12586336849000000000,4,2
6317,17,11,1-17-2017-011-07,7,2,LR,0,1987.12586336849000000000,4,2
6317,17,11,1-17-2017-011-07,7,2,RF,0,1987.12586336849000000000,4,2
6317,17,11,1-17-2017-011-07,7,2,RR,0,1987.12586336849000000000,4,2
6353,17,12,1-17-2017-012-07,7,1,LF,0,1124.00172722639000000000,4,2
6353,17,12,1-17-2017-012-07,7,1,LR,0,1124.00172722639000000000,4,2
6353,17,12,1-17-2017-012-07,7,1,RF,0,1124.00172722639000000000,4,2
6353,17,12,1-17-2017-012-07,7,1,RR,0,1124.00172722639000000000,4,2
6403,17,13,1-17-2017-013-03,3,1,LF,0,612.63153371033600000000,4,2
6403,17,13,1-17-2017-013-03,3,1,LR,0,612.63153371033600000000,4,2
6403,17,13,1-17-2017-013-03,3,1,RF,7,612.63153371033600000000,4,2
6403,17,13,1-17-2017-013-03,3,1,RR,5,612.63153371033600000000,4,2
6441,17,14,1-17-2017-014-04,4,2,LF,0,2564.73694398389000000000,4,2
6441,17,14,1-17-2017-014-04,4,2,LR,0,2564.73694398389000000000,4,2
