CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,GVWR,GAWRFRONT,GAWRREAR,RECFRONT1,RECFRPRESS1,RECREAR1,RECRRPRESS1,RECFRONT2,RECFRPRESS2,RECREAR2,RECRRPRESS2,RECFRONT3,RECFRPRESS3,RECREAR3,RECRRPRESS3,CASEWGT,PSUSTRAT,VERSION
6948,12,21,1-12-2017-021-03,3,2,1810,972,880,P215/55R16,240,P215/55R16,240,,,,,,,,,1881.93111351030000000000,9,2
7005,12,23,1-12-2017-023-06,6,1,2586,1282,1315,P235/55R19,230,P235/55R19,230,,,,,,,,,527.92250471460800000000,9,2
7014,12,24,1-12-2017-024-06,6,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,1919.29361022592000000000,9,2
7056,12,25,1-12-2017-025-03,3,2,1660,920,840,P185/65R15,220,P185/65R15,220,,,,,,,,,7140.91132777394000000000,9,2
7056,12,25,1-12-2017-025-03,3,3,2971,1565,1497,P275/45R22,240,P275/45R22,240,,,,,,,,,7140.91132777394000000000,9,2
7138,12,26,1-12-2017-026-10,10,1,3311,1624,1987,LT225/75R16,310,LT225/75R16,420,,,,,,,,,3396.44710962869000000000,9,2
7139,12,27,1-12-2017-027-01,1,1,2812,9998,9998,P235/75R16,999,P235/75R16,999,,,,,,,,,473.93014835835700000000,9,2
7171,12,28,1-12-2017-028-03,3,1,2812,1633,1672,P245/70R17,240,P245/70R17,240,,,,,,,,,4470.95150360823000000000,9,2
7171,12,28,1-12-2017-028-03,3,2,3085,1656,1792,P245/70R17,240,P245/70R17,240,,,,,,,,,4470.95150360823000000000,9,2
7211,12,29,1-12-2017-029-09,9,1,3266,1633,1814,P265/70R16,240,P265/70R16,240,,,,,,,,,3832.45356653444000000000,9,2
7212,12,30,1-12-2017-030-07,7,1,1721,1059,1021,P185/65R16,240,P185/65R16,230,,,,,,,,,2259.18028942213000000000,9,2
7212,12,30,1-12-2017-030-07,7,2,2586,1293,1339,P215/65R16,250,P215/65R16,250,,,,,,,,,2259.18028942213000000000,9,2
7259,12,31,1-12-2017-031-02,2,1,2730,1320,1515,P235/65R17,230,P235/65R17,230,,,,,,,,,655.80624481642800000000,9,2
7259,12,31,1-12-2017-031-02,2,2,2155,1165,990,P225/60R16,210,P225/60R16,210,,,,,,,,,655.80624481642800000000,9,2
7316,12,32,1-12-2017-032-03,3,1,1734,905,835,P205/55R16,230,P205/55R16,230,,,,,,,,,631.78882147421700000000,9,2
7317,12,33,1-12-2017-033-07,7,1,2745,1339,1407,P225/65R16,250,P225/65R16,250,,,,,,,,,3256.77527939067000000000,9,2
7455,12,34,1-12-2017-034-04,4,1,2087,1043,1066,P245/45R19,220,P245/45R19,220,,,,,,,,,3990.87077387485000000000,9,2
7455,12,34,1-12-2017-034-04,4,2,2345,1168,1181,9999999999,999,9999999999,999,,,,,,,,,3990.87077387485000000000,9,2
7456,12,35,1-12-2017-035-04,4,1,4536,2359,2812,LT265/60R20,420,LT265/60R20,520,,,,,,,,,3990.87077387485000000000,9,2
7546,12,36,1-12-2017-036-07,7,1,2230,1350,1450,P235/65R17,230,P235/65R17,230,,,,,,,,,4239.64448800503000000000,9,2
7546,12,36,1-12-2017-036-07,7,2,2541,1248,1452,P235/65R17,228,P235/65R17,228,,,,,,,,,4239.64448800503000000000,9,2
7586,12,38,1-12-2017-038-04,4,1,1825,1003,822,9999999999,999,9999999999,999,,,,,,,,,890.33745427701100000000,9,2
7586,12,38,1-12-2017-038-04,4,2,1941,1017,993,P215/60R16,220,P215/60R16,220,,,,,,,,,890.33745427701100000000,9,2
7586,12,38,1-12-2017-038-04,4,3,2776,1397,1497,P245/60R18,240,P245/60R18,240,,,,,,,,,890.33745427701100000000,9,2
7618,12,39,1-12-2017-039-07,7,1,1742,948,839,P195/65R15,210,P195/65R15,210,,,,,,,,,990.61558318088500000000,9,2
7674,12,40,1-12-2017-040-05,5,1,2250,1175,1240,P225/65R17,240,P225/65R17,240,,,,,,,,,628.83294075430700000000,9,2
7674,12,40,1-12-2017-040-05,5,2,2810,1290,1520,P225/65R17,220,P225/65R17,220,,,,,,,,,628.83294075430700000000,9,2
7713,12,41,1-12-2017-041-03,3,1,2536,1329,1211,P245/60R18,240,P245/60R18,240,,,,,,,,,461.69698135238800000000,9,2
7713,12,41,1-12-2017-041-03,3,2,2908,1450,1600,P255/60R19,240,P255/60R19,240,,,,,,,,,461.69698135238800000000,9,2
7709,12,42,1-12-2017-042-04,4,1,2055,1150,1150,P235/55R18,220,P235/55R18,220,,,,,,,,,2139.05710310235000000000,9,2
7764,12,43,1-12-2017-043-03,3,1,1979,1045,960,P225/55R16,240,P225/55R16,240,,,,,,,,,838.43731407849400000000,9,2
7764,12,43,1-12-2017-043-03,3,2,1780,990,910,P205/55R16,256,P205/55R16,250,,,,,,,,,838.43731407849400000000,9,2
7832,12,45,1-12-2017-045-09,9,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,3838.87221500274000000000,9,2
7868,12,46,1-12-2017-046-03,3,1,2250,1175,1240,P225/65R17,240,P225/65R17,240,,,,,,,,,438.99723933472900000000,9,2
7868,12,46,1-12-2017-046-03,3,2,2250,1175,1240,P225/65R17,240,P225/65R17,240,,,,,,,,,438.99723933472900000000,9,2
7874,12,47,1-12-2017-047-09,9,1,1925,1210,1035,P215/60R16,200,P215/60R16,200,,,,,,,,,2454.35239269099000000000,9,2
7948,12,48,1-12-2017-048-03,3,1,2450,1259,1452,P255/75R17,240,P255/75R17,240,,,,,,,,,896.22568943129300000000,9,2
7948,12,48,1-12-2017-048-03,3,2,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,896.22568943129300000000,9,2
