CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,GVWR,GAWRFRONT,GAWRREAR,RECFRONT1,RECFRPRESS1,RECREAR1,RECRRPRESS1,RECFRONT2,RECFRPRESS2,RECREAR2,RECRRPRESS2,RECFRONT3,RECFRPRESS3,RECREAR3,RECRRPRESS3,CASEWGT,PSUSTRAT,VERSION
7217,17,36,1-17-2017-036-05,5,1,2541,1248,1452,P225/75R16,228,P225/75R16,228,,,,,,,,,139.81631156217800000000,4,2
7257,17,37,1-17-2017-037-07,7,2,3266,1746,1905,P245/70R18,241,P245/70R18,241,,,,,,,,,394.88797396164200000000,4,2
7258,17,38,1-17-2017-038-04,4,1,1733,939,839,P215/45R17,220,P215/45R17,220,,,,,,,,,350.95667965408700000000,4,2
7307,17,39,1-17-2017-039-09,9,2,1780,840,1010,P205/75R15,180,P205/75R15,180,,,,,,,,,746.52365176238700000000,4,2
7308,17,40,1-17-2017-040-07,7,1,2131,1140,1000,P245/45R18,230,P245/45R18,230,,,,,,,,,470.14725410652400000000,4,2
7369,17,41,1-17-2017-041-06,6,1,2060,1110,950,P225/60R16,210,P225/60R16,210,,,,,,,,,158.75803500849500000000,4,2
7371,17,43,1-17-2017-043-07,7,1,1660,920,840,P185/65R15,220,P185/65R15,220,,,,,,,,,323.24001443068500000000,4,2
7390,17,44,1-17-2017-044-03,3,1,3085,1770,1770,P275/60R20,240,P275/60R20,240,,,,,,,,,81.85494787958960000000,4,2
7390,17,44,1-17-2017-044-03,3,2,2087,1180,1007,P225/50R18,220,P225/50R18,220,,,,,,,,,81.85494787958960000000,4,2
7436,17,45,1-17-2017-045-03,3,2,2676,1397,1442,P245/65R17,240,P245/65R17,240,,,,,,,,,159.02456619967100000000,4,2
7437,17,46,1-17-2017-046-07,7,1,2087,1180,1007,P215/55R18,220,P215/55R18,220,,,,,,,,,627.97795862496700000000,4,2
7539,17,47,1-17-2017-047-03,3,1,1978,1191,1191,P215/55R17,240,P215/55R17,240,,,,,,,,,134.78804348316800000000,4,2
7539,17,47,1-17-2017-047-03,3,2,1860,1020,920,P215/55R17,228,P215/55R17,228,,,,,,,,,134.78804348316800000000,4,2
7540,17,48,1-17-2017-048-07,7,1,1497,835,826,P185/60R15,220,P185/60R15,220,,,,,,,,,532.26946261456200000000,4,2
7540,17,48,1-17-2017-048-07,7,2,9998,9998,9998,P225/50R17,210,P225/50R17,210,,,,,,,,,532.26946261456200000000,4,2
7558,17,49,1-17-2017-049-03,3,1,2096,1098,1006,P235/55R17,240,P235/55R17,240,,,,,,,,,134.78804348316800000000,4,2
7558,17,49,1-17-2017-049-03,3,2,2745,1410,1475,P245/60R18,220,P245/60R18,220,,,,,,,,,134.78804348316800000000,4,2
7593,17,50,1-17-2017-050-07,7,1,2949,1339,1656,P245/65R17,242,P245/65R17,242,,,,,,,,,900.22638266429200000000,4,2
7592,17,51,1-17-2017-051-04,4,1,1695,900,810,P215/55R16,220,P215/55R16,220,,,,,,,,,800.07618116919000000000,4,2
7592,17,51,1-17-2017-051-04,4,2,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,800.07618116919000000000,4,2
7661,17,52,1-17-2017-052-04,4,1,2386,1279,1143,P235/55R18,220,P235/55R18,220,,,,,,,,,491.51542979830200000000,4,2
7662,17,53,1-17-2017-053-04,4,1,2425,1255,1215,P255/40R18,260,P285/35R18,260,,,,,,,,,491.51542979503400000000,4,2
7662,17,53,1-17-2017-053-04,4,2,2050,1098,1006,P235/55R17,250,P235/55R17,250,,,,,,,,,491.51542979503400000000,4,2
7662,17,53,1-17-2017-053-04,4,3,1918,1145,960,P205/65R16,225,P205/65R16,225,,,,,,,,,491.51542979503400000000,4,2
7663,17,54,1-17-2017-054-10,10,1,3266,1633,1814,P265/70R16,240,P265/70R16,240,,,,,,,,,2298.12604323796000000000,4,2
7663,17,54,1-17-2017-054-10,10,2,1970,1071,899,P215/60R16,210,P215/60R16,210,,,,,,,,,2298.12604323796000000000,4,2
7716,17,55,1-17-2017-055-05,5,1,1948,1009,939,P215/60R16,210,P215/60R16,210,,,,,,,,,105.50251995997300000000,4,2
7772,17,56,1-17-2017-056-03,3,1,1843,964,879,P215/60R16,240,P215/60R16,240,,,,,,,,,227.76959912268800000000,4,2
7772,17,56,1-17-2017-056-03,3,2,2159,1125,1034,P235/55R17,240,P235/55R17,240,,,,,,,,,227.76959912268800000000,4,2
7773,17,57,1-17-2017-057-08,8,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,188.05340454226200000000,4,2
7774,17,58,1-17-2017-058-07,7,1,2745,1339,1407,P225/60R16,250,P225/60R16,250,,,,,,,,,899.44774767879900000000,4,2
7835,17,60,1-17-2017-060-06,6,1,2076,1080,1044,P205/70R16,240,P205/70R16,240,,,,,,,,,368.15814485261600000000,4,2
7835,17,60,1-17-2017-060-06,6,2,2010,1090,935,P225/50R17,220,P225/50R17,220,,,,,,,,,368.15814485261600000000,4,2
7866,17,61,1-17-2017-061-04,4,1,1810,958,860,P215/60R16,250,P215/60R16,230,,,,,,,,,666.19814692973400000000,4,2
7866,17,61,1-17-2017-061-04,4,2,2076,1111,965,P225/60R16,210,P225/60R16,210,,,,,,,,,666.19814692973400000000,4,2
7892,17,62,1-17-2017-062-06,6,1,2075,1160,935,P225/50R17,220,P225/50R17,220,,,,,,,,,254.33523737377100000000,4,2
7893,17,63,1-17-2017-063-07,7,1,3266,1701,1746,P235/75R17,260,P235/75R17,260,,,,,,,,,517.84040911397300000000,4,2
7893,17,63,1-17-2017-063-07,7,2,2699,1300,1431,P235/70R16,220,P235/70R16,220,,,,,,,,,517.84040911397300000000,4,2
7893,17,63,1-17-2017-063-07,7,3,3266,1792,1792,P275/55R20,220,P275/55R20,220,,,,,,,,,517.84040911397300000000,4,2
7894,17,64,1-17-2017-064-07,7,1,1850,1010,910,P215/45R18,220,P215/45R18,220,,,,,,,,,517.84040911397300000000,4,2
7946,17,65,1-17-2017-065-02,2,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,70.25774128885290000000,4,2
7946,17,65,1-17-2017-065-02,2,2,1980,1100,960,P205/65R16,235,P205/65R16,235,,,,,,,,,70.25774128885290000000,4,2
7947,17,66,1-17-2017-066-04,4,1,2000,1045,955,P225/50R18,210,P225/50R18,210,,,,,,,,,1695.72707745063000000000,4,2
7947,17,66,1-17-2017-066-04,4,2,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,1695.72707745063000000000,4,2
8003,17,67,1-17-2017-067-04,4,1,2549,1345,1220,P245/60R18,255,P245/60R18,255,,,,,,,,,1439.31692420907000000000,4,2
8004,17,68,1-17-2017-068-02,2,1,1901,985,916,P245/45R18,240,P245/45R18,240,,,,,,,,,100.14669405249400000000,4,2
8005,17,69,1-17-2017-069-08,8,1,2130,1151,979,P215/70R15,230,P215/70R15,230,,,,,,,,,338.59620717804800000000,4,2
8072,17,70,1-17-2017-070-05,5,1,2050,1089,1021,P235/70R16,220,P235/70R16,220,,,,,,,,,156.47957675514800000000,4,2
8119,17,71,1-17-2017-071-06,6,1,2549,1338,1220,P245/50R20,240,P245/50R20,240,,,,,,,,,304.94974891827000000000,4,2
8119,17,71,1-17-2017-071-06,6,2,1939,1209,1209,P205/65R15,220,P205/65R15,220,,,,,,,,,304.94974891827000000000,4,2
8120,17,72,1-17-2017-072-03,3,1,1721,1059,1021,P185/65R15,240,P185/65R15,230,,,,,,,,,157.23075561188600000000,4,2
8120,17,72,1-17-2017-072-03,3,2,2100,1191,1191,P215/55R17,240,P215/55R17,240,,,,,,,,,157.23075561188600000000,4,2
8120,17,72,1-17-2017-072-03,3,3,2268,1134,1134,P225/75R16,999,P225/75R16,999,,,,,,,,,157.23075561188600000000,4,2
8121,17,73,1-17-2017-073-02,2,1,1665,880,785,P205/55R16,220,P205/55R16,220,,,,,,,,,67.58279126353610000000,4,2
8121,17,73,1-17-2017-073-02,2,2,2586,1259,1452,LT255/75R17,255,LT255/75R17,255,,,,,,,,,67.58279126353610000000,4,2
8208,17,74,1-17-2017-074-09,9,1,2903,1724,1179,P245/75R16,999,P245/75R16,999,,,,,,,,,1277.91476599499000000000,4,2
8208,17,75,1-17-2017-075-07,7,2,1730,898,832,P205/55R16,210,P205/55R16,210,,,,,,,,,804.80788089746900000000,4,2
8208,17,75,1-17-2017-075-07,7,3,1971,1210,1070,P215/60R16,220,P215/60R16,220,,,,,,,,,804.80788089746900000000,4,2
8266,17,76,1-17-2017-076-08,8,1,1800,1009,791,P215/60R15,210,P215/60R15,210,,,,,,,,,421.79301649750600000000,4,2
8268,17,77,1-17-2017-077-05,5,1,9998,9998,9998,P225/60R16,210,P225/60R16,210,,,,,,,,,87.06136847460150000000,4,2
8268,17,77,1-17-2017-077-05,5,2,1792,1010,821,P205/60R15,230,P205/60R15,230,,,,,,,,,87.06136847460150000000,4,2
8268,17,78,1-17-2017-078-02,2,2,2122,1072,1089,P225/65R17,230,P225/65R17,230,,,,,,,,,67.58279126353610000000,4,2
8358,17,79,1-17-2017-079-07,7,1,1720,895,835,P195/65R15,220,P195/65R15,220,,,,,,,,,905.49764286430300000000,4,2
8358,17,80,1-17-2017-080-04,4,1,2080,1070,1060,P225/60R17,220,P225/60R17,210,,,,,,,,,804.76101358795200000000,4,2
8358,17,80,1-17-2017-080-04,4,2,2885,1360,1560,P245/60R20,220,P245/60R20,220,,,,,,,,,804.76101358795200000000,4,2
8426,17,81,1-17-2017-081-07,7,1,2386,1279,1143,P235/55R18,220,P235/55R18,220,,,,,,,,,714.05096634316100000000,4,2
8426,17,82,1-17-2017-082-04,4,1,2949,1452,1770,P265/50R20,230,P265/50R20,250,,,,,,,,,634.61278331036300000000,4,2
8426,17,82,1-17-2017-082-04,4,2,2493,1346,1147,P255/45R17,207,P255/45R17,207,,,,,,,,,634.61278331036300000000,4,2
8428,17,83,1-17-2017-083-06,6,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,350.70326460731600000000,4,2
8504,17,84,1-17-2017-084-04,4,1,2903,1452,1542,P245/65R17,210,P245/65R17,240,,,,,,,,,1633.46366478719000000000,4,2
8504,17,84,1-17-2017-084-04,4,2,3130,1770,1770,P275/60R20,270,P275/60R20,270,,,,,,,,,1633.46366478719000000000,4,2
8504,17,85,1-17-2017-085-05,5,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,79.31607956052850000000,4,2
8572,17,86,1-17-2017-086-01,1,1,2010,1090,935,P225/50R17,220,P225/50R17,220,,,,,,,,,222.27511247089600000000,4,2
8624,17,87,1-17-2017-087-10,10,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,2732.05526558107000000000,4,2
8624,17,88,1-17-2017-088-04,4,1,1850,940,960,P195/65R15,200,P195/65R15,200,,,,,,,,,584.32274506312600000000,4,2
8724,17,89,1-17-2017-089-05,5,1,9998,9998,9998,P225/55R17,210,P225/55R17,210,,,,,,,,,628.83294075430700000000,4,2
8808,17,90,1-17-2017-090-02,2,1,9998,9998,9998,P225/55R17,210,P225/55R17,210,,,,,,,,,70.25774132264430000000,4,2
8808,17,90,1-17-2017-090-02,2,2,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,70.25774132264430000000,4,2
8808,17,91,1-17-2017-091-04,4,1,3266,1633,1814,P265/70R16,240,P265/70R16,240,,,,,,,,,1129.31246423995000000000,4,2
8808,17,91,1-17-2017-091-04,4,2,1800,922,881,P245/40R19,240,P285/35R19,240,,,,,,,,,1129.31246423995000000000,4,2
8810,17,92,1-17-2017-092-08,8,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,265.66832544665600000000,4,2
8810,17,92,1-17-2017-092-08,8,2,3085,1633,9998,P245/75R16,240,P245/75R16,240,,,,,,,,,265.66832544665600000000,4,2
8858,17,93,1-17-2017-093-09,9,1,1871,1009,900,P205/60R16,221,P205/60R16,207,,,,,,,,,1405.40950226752000000000,4,2
8858,17,93,1-17-2017-093-09,9,2,2060,1095,980,P225/50R17,228,P225/50R17,228,,,,,,,,,1405.40950226752000000000,4,2
8948,17,94,1-17-2017-094-02,2,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,187.31185938244400000000,4,2
9024,17,95,1-17-2017-095-01,1,1,3266,1701,1746,P275/65R18,240,P275/65R18,240,,,,,,,,,141.13979406929600000000,4,2
6129,18,1,1-18-2017-001-10,10,1,3256,1700,1746,P255/70R17,240,P255/70R17,240,,,,,,,,,6297.69228784152000000000,6,2
6211,18,2,1-18-2017-002-04,4,1,3039,1780,1701,P265/70R17,240,P265/70R17,240,,,,,,,,,559.49708685966300000000,6,2
6211,18,2,1-18-2017-002-04,4,2,1815,975,848,P205/60R16,250,P205/60R16,250,,,,,,,,,559.49708685966300000000,6,2
6214,18,3,1-18-2017-003-10,10,1,2608,1338,1452,P245/65R17,210,P245/65R17,240,,,,,,,,,4594.56953046122000000000,6,2
6258,18,4,1-18-2017-004-10,10,1,2017,1104,913,P225/60R16,240,P225/60R16,240,,,,,,,,,4851.78412070462000000000,6,2
6259,18,5,1-18-2017-005-09,9,1,2715,1405,1405,P235/60R17,240,P235/60R17,240,,,,,,,,,1101.97355497386000000000,6,2
6259,18,5,1-18-2017-005-09,9,2,1544,780,764,P185/65R15,210,P185/65R15,180,,,,,,,,,1101.97355497386000000000,6,2
6314,18,6,1-18-2017-006-10,10,1,2164,1155,1009,P235/55R17,210,P235/55R17,210,,,,,,,,,9018.03222861973000000000,6,2
6314,18,6,1-18-2017-006-10,10,2,2608,1338,1452,P245/70R16,228,P245/70R16,220,,,,,,,,,9018.03222861973000000000,6,2
6364,18,7,1-18-2017-007-02,2,1,1723,907,816,P205/50R17,240,P205/50R17,240,,,,,,,,,124.55954653348500000000,6,2
6405,18,8,1-18-2017-008-07,7,1,1742,948,839,P205/55R16,220,P205/55R16,220,,,,,,,,,1457.92941404829000000000,6,2
6450,18,9,1-18-2017-009-06,6,2,2404,1250,1280,P225/65R17,240,P225/65R17,240,,,,,,,,,257.06934486803000000000,6,2
6504,18,10,1-18-2017-010-09,9,1,4173,2118,2760,LT245/75R16,380,LT245/75R16,550,,,,,,,,,2893.11600762170000000000,6,2
6543,18,11,1-18-2017-011-06,6,1,1710,904,814,P185/65R15,240,P185/65R15,240,,,,,,,,,726.60901657940100000000,6,2
6543,18,11,1-18-2017-011-06,6,2,2422,1288,1148,P245/60R18,240,P245/60R18,240,,,,,,,,,726.60901657940100000000,6,2
6592,18,12,1-18-2017-012-04,4,1,1910,1005,940,P215/60R16,220,P215/60R16,220,,,,,,,,,2398.10824569296000000000,6,2
6592,18,12,1-18-2017-012-04,4,2,2246,1275,1275,P215/65R17,210,P215/65R17,210,,,,,,,,,2398.10824569296000000000,6,2
6639,18,13,1-18-2017-013-06,6,1,1936,1026,910,P215/60R16,210,P215/60R16,210,,,,,,,,,385.19032204209200000000,6,2
6691,18,15,1-18-2017-015-09,9,1,1918,1026,921,P195/75R14,241,P195/75R14,241,P225/60R15,207,P225/60R15,207,,,,,958.54534062632800000000,6,2
6691,18,15,1-18-2017-015-09,9,2,1677,928,748,9999999999,999,9999999999,999,,,,,,,,,958.54534062632800000000,6,2
6719,18,16,1-18-2017-016-03,3,1,2048,1049,999,P225/55R17,240,P225/55R17,240,,,,,,,,,208.07525317884000000000,6,2
6754,18,17,1-18-2017-017-09,9,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,2543.89401154685000000000,6,2
6796,18,18,1-18-2017-018-03,3,1,1855,1052,803,P225/50R16,210,P225/50R16,210,,,,,,,,,329.59017347433600000000,6,2
6796,18,18,1-18-2017-018-03,3,2,2250,1350,1395,P235/60R18,235,P235/60R18,235,,,,,,,,,329.59017347433600000000,6,2
6830,18,19,1-18-2017-019-08,8,1,9998,1248,1429,P235/70R16,227,P235/70R16,227,,,,,,,,,703.27361945978400000000,6,2
6888,18,21,1-18-2017-021-09,9,1,2223,1134,1225,P215/75R15,227,P215/75R15,227,,,,,,,,,1731.35796359501000000000,6,2
6912,18,22,1-18-2017-022-07,7,1,2586,1293,1339,P215/65R16,250,P215/65R16,250,,,,,,,,,1047.66565241308000000000,6,2
6912,18,22,1-18-2017-022-07,7,2,4037,1678,2504,LT245/75R16,415,LT245/75R16,550,,,,,,,,,1047.66565241308000000000,6,2
6956,18,23,1-18-2017-023-10,10,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,20830.73511251550000000000,6,2
6993,18,24,1-18-2017-024-10,10,1,2427,1200,1600,P255/70R16,180,P255/70R16,180,,,,,,,,,13682.26404393850000000000,6,2
7030,18,25,1-18-2017-025-04,4,1,2300,1150,1150,P235/65R16,240,P235/65R16,240,,,,,,,,,1508.13322942618000000000,6,2
7030,18,25,1-18-2017-025-04,4,2,2300,1150,1150,P235/65R16,240,P235/65R16,240,,,,,,,,,1508.13322942618000000000,6,2
7069,18,26,1-18-2017-026-01,1,1,2631,1292,1377,P235/65R17,230,P235/65R17,230,,,,,,,,,406.96035874213900000000,6,2
7069,18,26,1-18-2017-026-01,1,2,4179,2118,2766,LT245/75R16,380,LT245/75R16,550,,,,,,,,,406.96035874213900000000,6,2
7126,18,27,1-18-2017-027-04,4,1,2132,1157,975,P235/55R17,240,P235/55R17,240,,,,,,,,,457.76829821327100000000,6,2
7127,18,28,1-18-2017-028-09,9,3,2057,1102,955,9999999999,999,9999999999,999,,,,,,,,,853.81231680649800000000,6,2
7176,18,29,1-18-2017-029-06,6,1,3017,1770,1770,P245/70R17,240,P245/70R17,240,,,,,,,,,1868.06986050596000000000,6,2
7176,18,29,1-18-2017-029-06,6,2,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,1868.06986050596000000000,6,2
7224,18,31,1-18-2017-031-07,7,2,1910,1000,960,P205/55R16,230,P205/55R16,230,,,,,,,,,1313.24977357053000000000,6,2
7277,18,32,1-18-2017-032-04,4,1,2300,1175,1240,P235/55R18,240,P235/55R18,240,,,,,,,,,1598.29630310592000000000,6,2
7277,18,32,1-18-2017-032-04,4,2,2078,1068,1010,P235/50R18,230,P235/50R18,230,,,,,,,,,1598.29630310592000000000,6,2
7361,18,33,1-18-2017-033-04,4,1,3175,1797,1792,P275/55R20,210,P275/55R20,210,,,,,,,,,706.85869642507400000000,6,2
7438,18,34,1-18-2017-034-03,3,1,1810,972,880,P215/55R16,250,P215/55R16,250,,,,,,,,,172.96302857608600000000,6,2
7438,18,34,1-18-2017-034-03,3,2,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,172.96302857608600000000,6,2
7454,18,36,1-18-2017-036-03,3,1,1685,980,970,P195/65R15,230,P195/65R15,230,,,,,,,,,172.96302857608600000000,6,2
7454,18,36,1-18-2017-036-03,3,2,2405,1248,1339,P215/75R15,248,P215/75R15,248,,,,,,,,,172.96302857608600000000,6,2
7542,18,37,1-18-2017-037-04,4,1,2026,1103,923,P205/70R15,210,P205/70R15,210,,,,,,,,,5254.45731880989000000000,6,2
7542,18,37,1-18-2017-037-04,4,2,1642,839,816,P185/60R15,220,P185/60R15,220,,,,,,,,,5254.45731880989000000000,6,2
7605,18,38,1-18-2017-038-02,2,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,82.56750368106610000000,6,2
7606,18,39,1-18-2017-039-09,9,1,3265,1587,1872,P255/70R16,207,P255/70R16,241,,,,,,,,,3265.88247428880000000000,6,2
7690,18,41,1-18-2017-041-07,7,1,1971,1210,1070,P215/60R16,230,P215/60R16,230,,,,,,,,,661.11520052444500000000,6,2
7723,18,42,1-18-2017-042-05,5,1,2070,1050,1040,P225/65R17,210,P225/65R17,210,,,,,,,,,75.64990687070430000000,6,2
7724,18,43,1-18-2017-043-06,6,1,2074,1121,953,P225/55R17,210,P225/55R17,210,,,,,,,,,580.56124480734400000000,6,2
7724,18,43,1-18-2017-043-06,6,2,2513,1325,1198,P235/65R17,240,P235/65R17,240,,,,,,,,,580.56124480734400000000,6,2
7788,18,44,1-18-2017-044-09,9,1,1697,895,835,P195/65R15,220,P195/65R15,220,,,,,,,,,2583.42857714023000000000,6,2
7854,18,45,1-18-2017-045-07,7,1,2608,1338,1452,P245/65R17,210,P245/65R17,240,,,,,,,,,252.54613030044100000000,6,2
7855,18,46,1-18-2017-046-07,7,1,2540,1361,1216,P245/45R20,240,P245/45R20,240,,,,,,,,,252.54613030044100000000,6,2
7902,18,47,1-18-2017-047-04,4,1,2404,1250,1280,P235/55R18,240,P235/55R18,240,,,,,,,,,2602.89340505390000000000,6,2
7958,18,48,1-18-2017-048-04,4,1,2949,1452,1770,P265/60R18,250,P265/60R18,250,,,,,,,,,1817.72986799856000000000,6,2
7958,18,48,1-18-2017-048-04,4,2,1576,830,830,P175/65R15,240,P175/65R15,230,,,,,,,,,1817.72986799856000000000,6,2
7959,18,49,1-18-2017-049-02,2,2,2010,1070,1060,P215/50R17,230,P215/50R17,220,,,,,,,,,82.56750368106610000000,6,2
8040,18,51,1-18-2017-051-07,7,1,2028,1105,923,9999999999,999,9999999999,999,,,,,,,,,542.40021166799200000000,6,2
8040,18,51,1-18-2017-051-07,7,2,1730,980,820,P195/65R15,220,P195/65R15,220,,,,,,,,,542.40021166799200000000,6,2
8073,18,52,1-18-2017-052-06,6,1,2083,1125,958,9999999999,999,9999999999,999,,,,,,,,,589.07980849348800000000,6,2
8073,18,52,1-18-2017-052-06,6,2,2404,1250,1280,P235/55R18,240,P235/55R18,240,,,,,,,,,589.07980849348800000000,6,2
8074,18,53,1-18-2017-053-06,6,1,3175,1792,1792,P265/70R17,240,P265/70R17,240,,,,,,,,,589.07980849348800000000,6,2
8130,18,54,1-18-2017-054-01,1,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,379.98349883598600000000,6,2
8130,18,54,1-18-2017-054-01,1,2,2018,1116,902,9999999999,999,9999999999,999,,,,,,,,,379.98349883598600000000,6,2
8210,18,55,1-18-2017-055-07,7,1,2250,1175,1240,P225/65R17,240,P225/65R17,240,,,,,,,,,1178.91146170421000000000,6,2
8210,18,56,1-18-2017-056-04,4,1,2092,1185,1185,P215/55R17,255,P215/55R17,255,,,,,,,,,1072.23628325102000000000,6,2
8272,18,57,1-18-2017-057-09,9,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,5717.44522861119000000000,6,2
8272,18,57,1-18-2017-057-09,9,2,4173,2118,2760,LT245/75R16,380,LT245/75R16,550,,,,,,,,,5717.44522861119000000000,6,2
8360,18,58,1-18-2017-058-09,9,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,1580.31941531867000000000,6,2
8388,18,60,1-18-2017-060-03,3,1,2680,1465,1450,P245/60R18,210,P245/60R18,210,,,,,,,,,219.84355060555800000000,6,2
8388,18,60,1-18-2017-060-03,3,2,1370,730,670,P165/65R14,240,P165/65R14,240,,,,,,,,,219.84355060555800000000,6,2
8432,18,61,1-18-2017-061-04,4,1,2100,1175,1200,P225/65R17,240,P225/65R17,240,,,,,,,,,3486.74804297256000000000,6,2
8508,18,62,1-18-2017-062-03,3,1,2745,1339,1407,P225/65R17,250,P225/65R17,250,,,,,,,,,400.87137569831700000000,6,2
8508,18,62,1-18-2017-062-03,3,2,1944,1076,870,P205/55R16,235,P205/55R16,235,,,,,,,,,400.87137569831700000000,6,2
8508,18,63,1-18-2017-063-06,6,1,2430,1250,1250,P215/70R15,220,P215/70R15,220,,,,,,,,,610.85441384266600000000,6,2
8508,18,63,1-18-2017-063-06,6,2,2125,1150,975,P225/60R16,210,P225/60R16,210,,,,,,,,,610.85441384266600000000,6,2
8588,18,65,1-18-2017-065-06,6,1,1996,1066,934,P215/55R17,220,P215/55R17,220,,,,,,,,,839.60565091644400000000,6,2
8588,18,65,1-18-2017-065-06,6,2,2495,1293,1293,P215/70R15,240,P215/70R15,240,,,,,,,,,839.60565091644400000000,6,2
8634,18,66,1-18-2017-066-03,3,2,1740,905,835,P205/50R17,230,P205/50R17,230,,,,,,,,,516.95073212531300000000,6,2
8634,18,66,1-18-2017-066-03,3,3,2608,1338,1452,P245/65R17,210,P245/65R17,210,,,,,,,,,516.95073212531300000000,6,2
8636,18,67,1-18-2017-067-02,2,1,2034,1109,925,P225/60R16,210,P225/60R16,210,,,,,,,,,82.56750368106610000000,6,2
8636,18,67,1-18-2017-067-02,2,2,2300,1175,1240,P225/65R17,240,P225/65R17,240,,,,,,,,,82.56750368106610000000,6,2
8636,18,67,1-18-2017-067-02,2,3,2040,1100,960,P225/45R18,240,P225/45R18,240,,,,,,,,,82.56750368106610000000,6,2
8746,18,69,1-18-2017-069-07,7,1,1985,1037,948,P215/55R17,210,P215/55R17,210,,,,,,,,,1178.05380765669000000000,6,2
8764,18,70,1-18-2017-070-03,3,1,2745,1339,1407,P225/65R17,250,P225/65R17,250,,,,,,,,,278.00972779916800000000,6,2
8810,18,71,1-18-2017-071-09,9,1,1530,780,760,P185/65R15,200,P185/65R15,200,,,,,,,,,9984.70215625247000000000,6,2
8878,18,72,1-18-2017-072-04,4,1,2195,1134,1067,P235/55R17,240,P235/55R17,240,,,,,,,,,1390.56346152585000000000,6,2
8880,18,73,1-18-2017-073-01,1,1,1940,1063,877,P225/60R16,210,P225/60R16,210,,,,,,,,,136.74127624896500000000,6,2
8976,18,74,1-18-2017-074-07,7,1,1850,1010,910,P205/60R16,240,P205/60R16,240,,,,,,,,,5341.98894838585000000000,6,2
9092,18,76,1-18-2017-076-04,4,1,9998,9998,9998,9999999999,999,9999999999,999,,,,,,,,,296.07330258996400000000,6,2
9092,18,76,1-18-2017-076-04,4,2,4536,2694,2767,LT275/70R18,450,LT275/70R18,450,,,,,,,,,296.07330258996400000000,6,2
6068,19,1,1-19-2017-001-06,6,1,2017,1103,914,P205/75R14,210,P205/75R14,210,,,,,,,,,250.94245606192000000000,9,2
6068,19,1,1-19-2017-001-06,6,2,2060,1010,1090,P225/45R17,190,P225/45R17,230,,,,,,,,,250.94245606192000000000,9,2
6105,19,2,1-19-2017-002-05,5,1,2405,1275,1275,P225/60R18,207,P225/60R18,207,,,,,,,,,84.45242169221480000000,9,2
6106,19,3,1-19-2017-003-02,2,1,1734,905,835,P205/55R16,230,P205/55R16,230,,,,,,,,,102.08901342749200000000,9,2
6111,19,4,1-19-2017-004-05,5,1,3039,1565,9998,P235/75R17,260,P235/75R17,260,,,,,,,,,84.45242169221480000000,9,2
6112,19,5,1-19-2017-005-03,3,2,2023,1068,959,P235/50R17,230,P235/50R17,230,,,,,,,,,639.39264963286900000000,9,2
6186,19,6,1-19-2017-006-04,4,1,2776,1397,1497,P245/60R18,240,P245/60R18,240,,,,,,,,,1259.52606882267000000000,9,2
6186,19,6,1-19-2017-006-04,4,2,5216,2086,3538,LT225/75R16,448,LT225/75R16,448,,,,,,,,,1259.52606882267000000000,9,2
6187,19,7,1-19-2017-007-05,5,1,2087,1134,1225,P205/75R15,240,P205/75R15,240,,,,,,,,,79.98489951025890000000,9,2
6187,19,7,1-19-2017-007-05,5,2,1792,1041,821,P205/55R16,230,P205/55R16,230,,,,,,,,,79.98489951025890000000,9,2
6188,19,8,1-19-2017-008-08,8,1,2124,1157,967,P215/60R16,205,P215/60R16,205,,,,,,,,,306.90561299384600000000,9,2
6189,19,9,1-19-2017-009-05,5,1,2020,1056,964,P225/50R17,210,P225/50R17,210,,,,,,,,,79.98489951025890000000,9,2
6265,19,12,1-19-2017-012-07,7,1,2000,1095,925,P225/50R17,220,P225/50R17,220,,,,,,,,,550.08296943677000000000,9,2
6265,19,12,1-19-2017-012-07,7,2,2518,1338,1452,P235/75R16,210,P235/75R16,240,,,,,,,,,550.08296943677000000000,9,2
6266,19,13,1-19-2017-013-05,5,1,2014,1108,906,P225/60R16,210,P225/60R16,210,,,,,,,,,79.98489951025890000000,9,2
